Date,055018,0BC29E,0BF4BA,168A5D,1A3E1B,24CB56,25102A,2DBF98,2F94A5,3461CF,3CCC90,3D9999,3ED92D,4C37C5,4D371E,50070E,51E682,58CA9A,59B229,5B6C11,5BC2F4,5DD486,60DD84,6166D1,619882,61B81B,61BCA7,73C521,766047,810E30,8377DB,8CF6DD,8FF2EF,9196A2,94208D,968B00,990AD0,9A02C4,9B5968,9F71E5,A8CBDA,AADE0B,AD3C93,B3CB74,B8F71F,BFE02C,C08256,C598D7,C5EF8D,C9E107,CFF97C,D1AE3B,D33D8C,D5AF19,DD682D,DE27F9,E1C16B,E206B0,E8846E,E90C84,EF5BED,F1529C,F1FA25,FACTSET,FEC475
2023-04-28,92.8465,49.9468,14.5961,328.55,27.7053,9.5018,53.2638,224.289,98.714,305.4971,71.0509,27.5693,465.2274,156.5195,24.766,320.6087,99.7457,42.8421,67.5683,23.8184,65.8959,167.0325,304.4865,30.1022,129.7018,116.9455,71.1936,15.6802,67.0416,55.8576,23.4762,37.6486,124.6225,82.1772,63.48,57.0501,27.232,293.3942,172.6259,105.2293,98.7126,202.2271,66.0997,87.0322,36.5492,27.2153,83.0969,63.251,318.5571,9.8691,353.8069,113.2339,49.9926,628.7103,117.5967,193.889,109.1407,172.0091,36.805,106.1514,39.7157,135.0801,363.0275,397.7612,74.7119
2023-05-01,88.9055,49.9939,14.2978,330.17,26.8039,9.0461,52.956,225.8773,97.8176,305.6532,70.0237,27.1832,465.7867,154.5599,23.8415,317.9294,98.7055,43.0059,66.926,23.1538,65.2302,167.8058,303.4536,28.9255,132.479,109.5382,71.9808,15.3195,67.3154,55.7938,23.1357,36.8933,124.1565,80.3139,65.18,59.587,27.0088,290.9518,173.8905,104.9298,95.0301,204.6181,66.5823,86.292,37.0517,25.3505,82.5574,64.6655,316.8427,9.684,353.8752,109.5345,49.5811,621.0013,117.5203,194.4469,109.235,172.5979,37.3976,106.6307,39.2961,133.7457,365.2748,397.2201,74.1193
2023-05-02,85.4512,48.9016,13.9911,325.86,24.763,8.1938,52.2056,220.3088,93.1952,298.326,67.8238,25.931,451.7657,148.6712,21.2636,311.2081,97.1218,41.8682,64.4925,22.3474,64.0994,166.8167,305.156,26.8971,130.3398,106.9704,72.104,14.2977,66.5883,54.1271,21.9619,32.3099,117.231,78.8159,63.46,58.4871,26.1904,282.8938,171.9648,103.4711,90.8419,204.2099,64.9547,83.206,36.2267,24.0384,78.7528,63.7716,314.3741,9.076,347.4056,105.673,47.9447,610.2199,115.3905,192.8693,105.9634,171.4299,35.9624,105.1243,38.8018,134.1422,366.8691,384.6116,71.7406
2023-05-03,84.0008,48.3554,14.0252,323.22,23.9211,8.0419,51.5226,219.0111,92.9404,292.9209,66.542,26.091,449.1428,147.6623,20.1435,306.8019,97.8715,41.5679,63.3889,22.2766,62.8501,163.0404,285.5404,26.1682,127.5814,104.7347,71.7152,14.0057,65.4833,53.4714,21.4691,30.8862,114.2525,77.4093,62.61,57.8925,25.9113,277.7302,170.4128,101.2686,91.3762,203.2671,63.7434,81.0814,36.0406,23.4046,77.2365,63.5555,313.8157,8.8733,341.502,103.3417,45.9637,601.7428,126.0967,190.2528,105.1243,170.1194,35.7865,103.9016,38.0372,133.736,361.1451,380.3315,69.8685
2023-05-04,81.7106,46.9711,13.6673,320.0,22.2884,7.5356,51.7439,217.2098,92.8613,292.355,65.0876,25.1965,445.0735,144.3639,17.7167,299.9031,97.4686,40.867,62.6832,22.2411,60.9715,165.3781,284.1345,25.4482,125.8363,102.0322,69.1546,13.5248,64.4256,49.2818,20.8239,27.0927,115.2118,75.4547,57.2,57.5555,25.1022,271.1819,169.8763,103.1234,88.1898,204.9194,63.2324,80.2354,35.9537,22.1817,75.0784,62.9759,314.1683,8.3182,339.1015,102.3246,45.3321,591.6734,124.5018,188.0308,107.5002,170.1099,34.2654,103.5397,37.3751,132.5371,356.833,381.6455,67.9363
2023-05-05,83.9817,50.6531,14.1189,323.88,24.3973,8.2951,52.8309,220.6284,94.4431,297.2235,66.3875,25.7426,456.7415,148.0892,21.1213,305.2802,98.6212,42.1595,64.6915,22.631,62.4671,166.4571,287.2332,26.9937,128.2945,104.3127,70.947,14.2032,65.8517,49.7827,22.3293,31.6328,118.3365,77.5281,56.7,58.0907,25.7718,281.3366,171.8307,104.6304,91.5479,207.8256,63.9611,82.8695,36.3817,23.601,76.4272,64.275,321.7115,8.6795,345.6199,106.7351,47.1217,603.6818,125.0557,191.3591,109.1124,173.1106,35.4039,105.9264,38.3915,132.0633,360.5305,392.1187,70.461
2023-05-08,84.9932,50.6154,14.0499,326.14,24.4484,8.1685,52.8309,221.9648,93.4501,298.4919,66.3784,25.7991,455.999,148.4675,21.5658,304.8041,99.3334,42.1959,64.592,22.4715,62.9869,166.9606,286.4298,26.1155,128.6041,105.04,72.2084,14.083,66.5222,49.3689,21.8723,31.381,122.5119,77.117,58.63,58.2789,25.7532,283.7618,172.6355,103.5774,92.3874,209.2835,64.0084,82.8118,36.419,22.994,75.5063,64.708,325.7574,8.5914,346.5859,104.6199,45.5809,602.4266,125.7338,192.0613,109.4801,173.367,35.8145,105.9264,38.6993,131.9569,368.0407,389.0463,70.9076
2023-05-09,84.9359,50.0033,13.9637,324.87,24.3208,8.2023,52.4846,221.6452,92.4131,298.4821,65.5784,25.8556,455.9894,148.7974,21.708,303.1798,98.8836,42.3415,63.7869,22.2588,62.9048,166.0075,287.3885,26.2648,127.9849,103.8818,72.6541,13.9971,66.5316,48.5414,22.1053,31.5026,123.9829,77.0622,57.81,58.0907,25.7253,283.5685,171.8499,102.6017,92.2443,210.0222,63.8002,83.0137,36.5678,23.2529,75.9342,64.5309,328.0987,8.6354,346.6737,105.0699,45.8776,595.3358,124.7023,193.812,111.6486,174.4875,35.9638,106.2981,38.7366,131.5605,367.7046,388.4087,69.9887
2023-05-10,83.0561,49.5419,13.7394,322.99,23.7255,7.8647,53.1003,220.8705,93.0151,303.0189,64.9148,25.5355,459.0751,144.2378,21.1124,301.1074,97.9277,42.205,63.3798,22.1525,62.4671,166.6189,288.7403,25.8609,128.0505,102.3285,73.2326,13.8168,65.9933,47.6495,21.72,30.4175,122.7769,76.4685,58.52,57.9618,25.4091,281.0274,172.942,104.8042,90.966,211.2275,63.1378,82.2927,36.5926,22.6727,76.8179,64.5506,326.9624,8.4416,353.4165,103.3867,45.5044,589.3503,123.4034,192.8405,110.9415,173.9273,35.7212,105.4373,38.2517,133.8714,370.6914,390.7081,69.0011
2023-05-11,83.4187,49.7303,13.2823,322.64,23.249,7.6706,53.1195,221.132,93.1952,301.4286,64.1058,25.8085,454.9263,143.5684,20.1613,299.399,97.4123,41.8955,62.1676,21.7272,61.7649,164.9735,287.8487,25.3955,127.6471,101.1882,73.318,13.3273,65.9839,47.1069,21.2003,28.3601,122.3749,75.4729,57.54,57.8727,25.4742,280.7569,172.7983,104.5338,91.4239,210.7318,63.0904,81.7543,36.5244,22.1371,77.4691,64.6194,328.3926,8.1772,351.5723,101.9375,45.918,601.3775,123.5085,193.7255,111.5637,173.5949,35.7678,105.4765,37.9346,134.4419,371.7671,386.7275,69.1385
2023-05-12,82.9575,49.4289,13.127,322.49,23.6562,7.5863,53.0425,222.0616,92.5449,302.1701,63.5695,25.4978,454.1816,143.5102,19.939,298.2601,97.0562,41.3676,61.0549,21.7006,60.6797,166.2953,286.8708,25.5799,125.8175,100.1826,72.9291,13.5162,65.6533,46.1782,21.1644,27.7525,121.9089,75.2537,57.59,57.9817,25.1952,283.4139,173.6126,104.9008,90.8515,212.491,62.5605,81.1487,36.5492,22.1371,77.0784,64.6391,329.3233,8.1772,350.6453,100.2993,47.0821,604.2625,123.7568,192.6481,111.4977,172.9112,34.984,104.7624,37.4404,134.1905,370.5954,384.8822,67.7903
2023-05-15,85.6286,49.476,13.1184,323.53,24.1501,8.0926,53.0714,222.4974,93.4061,303.5067,64.3967,26.3358,448.3113,145.5183,21.628,300.6593,97.4686,41.9137,62.1947,21.7183,62.0111,165.7738,281.4446,26.0365,126.8777,102.0591,71.2221,13.8769,66.305,46.4173,21.702,29.7751,120.6024,75.7652,59.7,57.8528,25.716,288.7667,173.9671,106.1277,92.5783,211.7232,62.5416,83.2733,36.6112,23.0029,77.3295,64.8261,327.6285,8.424,352.7335,103.4137,49.0062,603.9347,124.7883,192.4365,111.1866,173.5949,36.1784,105.2319,37.9533,134.4226,368.0696,382.631,68.1853
2023-05-16,87.3869,49.2594,12.92,323.75,23.5436,7.9069,52.4654,220.2119,91.4816,299.9456,63.3149,26.2511,441.9477,143.9759,21.1213,299.4831,95.4163,41.2129,60.8468,21.2841,60.7891,163.2742,279.4217,25.1847,126.0239,100.1916,70.672,13.6364,65.6722,45.1668,21.3078,29.4365,118.5558,74.7696,58.49,57.3078,25.4463,284.4671,172.5205,105.2969,91.8818,210.9262,62.0559,82.4177,36.1398,22.3602,74.79,64.6687,324.1998,8.3535,349.9719,101.6675,48.1884,593.706,123.6518,192.0036,110.1306,172.3605,35.8238,103.9701,36.9928,133.4653,363.4117,375.3944,67.0174
2023-05-17,90.9804,50.606,13.1184,327.39,25.06,8.5905,52.8405,219.6793,92.6592,301.9457,65.5512,27.0797,446.0966,147.5459,23.6722,308.2302,96.2316,42.8512,62.7737,21.674,62.4306,164.1014,277.6961,26.739,129.8989,107.0691,69.2684,14.478,66.3805,47.5391,22.6429,33.0651,124.8052,76.6421,60.76,57.7141,26.5717,290.9599,170.6236,104.9105,94.057,209.0017,63.0368,83.9462,35.6249,23.5474,77.8784,64.3242,315.6672,8.8469,352.2065,107.9953,49.8528,609.4518,124.2343,191.3591,112.1954,172.5219,37.7554,105.5743,37.916,132.0536,354.384,380.9209,69.628
2023-05-18,95.3425,51.1428,13.2219,329.76,25.8572,8.4807,53.1195,220.3185,94.6364,307.2665,66.2602,28.2472,456.7154,148.8944,24.64,307.67,99.0804,42.2232,63.1989,21.8601,62.9778,163.472,276.1334,26.7741,130.884,107.8772,71.4117,14.5896,67.4099,47.7046,22.5533,33.6728,124.3575,77.1718,61.64,58.3384,26.4787,293.4334,171.8403,104.8622,95.9841,208.4865,63.7225,85.6382,35.6932,23.5117,77.404,65.2198,317.6264,9.0143,354.9973,110.3086,49.7854,626.9587,125.8675,193.004,112.0917,174.0982,37.5222,106.5133,38.3076,132.7111,362.5473,380.2349,70.753
2023-05-19,94.0934,50.7096,13.1443,330.39,25.7359,8.2867,53.2157,222.42,93.6873,308.1272,65.633,28.2661,454.3847,148.3802,24.2149,304.4681,98.3588,41.6043,62.8008,21.7006,62.0111,163.481,272.8355,26.4404,130.5838,106.3778,72.0946,14.478,67.2682,47.4288,22.4906,33.2821,123.3982,75.1167,61.55,58.269,26.1439,293.5976,172.9612,104.3599,96.1081,210.0125,63.6939,86.7438,35.7614,23.3689,77.283,65.3084,320.4576,8.9615,356.5781,109.4625,49.7085,624.4952,123.1838,193.5235,111.0452,174.4591,37.3542,105.9167,38.1304,134.3742,361.5581,382.7856,70.4524
2023-05-22,95.5539,50.8132,13.1012,329.13,26.4984,8.6748,53.3504,222.6911,93.8895,314.3381,66.3875,28.5768,456.8798,150.8637,25.4089,303.3198,97.8621,41.6771,63.4884,21.8069,62.4671,163.5799,274.7625,27.1429,129.5048,108.1196,69.7047,15.0361,66.9755,48.1552,22.8042,34.4367,123.919,75.1441,63.4,58.1501,26.3578,293.7329,172.1756,105.4708,96.4134,208.574,63.4082,87.1283,36.208,24.2705,79.0784,64.6687,319.0371,9.2787,363.3405,110.9566,49.9971,628.8883,123.3652,190.6569,111.3374,171.9711,38.2407,106.0145,38.4661,134.674,347.1715,384.7759,71.5076
2023-05-23,98.1673,52.5176,12.989,323.11,26.6457,8.8267,52.3307,214.4207,93.1689,305.9363,66.3148,28.8781,444.9651,148.0019,26.5848,302.0596,96.2503,41.7863,63.7688,21.5943,62.3485,161.0173,266.9874,27.3449,128.1537,109.0803,69.3917,15.1735,67.1171,47.6678,23.2253,35.1398,121.8358,75.4821,62.88,57.4458,26.581,290.2449,167.0789,104.2246,97.2148,200.8177,62.894,86.8303,35.8296,24.8774,77.8877,62.1984,307.9967,9.2787,353.4263,111.6047,50.7859,619.6525,123.5467,188.9638,109.6121,170.2714,38.4553,105.1048,38.3636,131.0673,350.552,375.8775,71.3245
2023-05-24,95.5923,51.3876,12.7475,320.2,26.3425,8.6073,51.8112,213.6557,91.218,302.2587,64.8603,28.3037,442.1508,146.2168,26.2049,298.5495,94.1137,40.4939,61.9776,21.3373,61.1266,161.9075,264.7441,27.0551,126.981,107.967,68.064,14.9674,65.8611,46.2058,22.7146,34.4367,120.1456,74.1851,61.49,56.7117,26.1346,283.1241,165.7856,102.9591,95.5049,199.3306,61.4845,86.0228,35.2403,24.0384,77.3575,62.0902,305.6553,9.1289,347.5812,109.3544,50.1029,613.5358,120.3472,186.684,106.9156,167.1187,38.138,103.6473,37.6922,131.048,347.1138,371.5684,69.3449
2023-05-25,96.0055,50.5495,12.6785,319.02,26.4551,8.5314,51.1571,212.6582,91.4728,302.8846,65.2512,28.2472,451.1642,146.5661,25.617,302.349,92.2957,40.2572,61.5253,21.4968,61.7831,159.1651,263.2965,26.7917,127.2906,106.8357,68.6425,14.9245,64.8317,48.523,22.4458,34.02,117.7975,75.8109,61.64,56.5233,26.1997,295.3561,165.9485,101.5391,95.9468,198.5919,61.5321,88.8972,34.7999,23.967,77.7016,62.0902,304.852,9.1818,350.5356,108.9944,52.1809,618.7064,119.5259,183.3365,104.6906,164.9157,38.166,103.1484,37.6549,129.4235,345.6925,372.0418,69.8246
2023-05-26,98.8207,50.9168,12.8424,320.6,26.6024,8.5228,52.1575,214.043,93.7049,306.1417,66.0148,29.0946,460.1776,152.542,25.9245,309.9385,92.1364,40.594,61.67,21.8069,62.4397,158.8504,267.7448,26.9322,128.4821,106.6471,67.3338,15.268,64.8601,47.6403,22.6339,33.8464,117.3955,76.6329,62.5,56.6522,26.3299,298.6798,165.958,101.5874,98.3291,198.0962,61.4178,89.5606,34.8309,24.1098,79.7202,61.8737,304.3426,9.2699,352.9422,111.2537,51.6325,629.7407,119.8428,182.8555,103.2669,163.6052,38.474,102.943,38.0279,129.3462,336.1942,375.2978,69.8856
2023-05-30,100.6078,51.5289,12.782,322.19,26.9404,8.5572,52.8598,214.3045,95.5504,306.6698,66.5238,29.4054,455.903,153.289,26.1506,307.3807,92.6612,40.685,61.9052,21.8955,63.224,160.2261,267.3997,26.9234,128.97,106.71,67.5235,15.3625,64.9923,47.4931,22.8042,32.6311,117.0117,76.1945,61.7,56.9399,26.2834,298.989,167.0023,100.8532,99.2513,197.8143,62.1321,90.4258,35.2527,24.2526,80.3714,61.9819,305.5084,9.3668,356.4151,112.7209,51.7961,630.9396,119.3626,182.8651,104.3323,164.5548,38.2407,102.8452,37.9439,128.4145,337.4907,377.6224,70.7925
2023-05-31,100.1274,49.7491,12.4026,321.08,26.4031,8.0488,53.2446,211.9415,94.1707,309.9367,65.3784,29.1511,455.052,153.8226,24.6853,304.67,90.4309,40.3391,59.7775,21.2753,62.0294,160.7206,261.1586,26.256,127.3281,103.9985,66.1009,14.8301,65.116,45.5621,21.7468,31.3376,116.8655,74.6783,61.85,55.5511,25.8462,288.3802,165.9101,102.3505,98.6942,194.7138,61.1511,86.8592,34.5394,23.0119,79.6644,61.3422,302.0111,9.0848,359.4477,108.3823,50.6897,615.9244,115.2424,178.7288,102.2487,160.709,37.1489,100.928,37.487,128.5212,326.5519,372.8084,68.6211
2023-06-01,102.0779,50.606,12.713,323.12,26.8277,8.2901,52.9367,213.2683,95.2428,316.5779,66.3966,29.7067,451.6091,157.8583,25.029,297.6152,91.04,40.8124,61.1655,21.6386,63.4064,161.8625,265.8754,26.8005,129.0826,107.5091,66.0725,15.082,65.4676,46.3253,22.2128,33.1432,117.2493,74.9614,62.42,55.938,26.0431,293.4624,167.0981,102.7563,101.1822,197.0042,61.6083,87.6186,35.3024,23.5564,81.0597,61.7556,305.6749,9.217,360.9738,110.3287,50.6994,626.4997,116.1164,180.5565,103.8077,162.6651,37.3822,101.5149,38.4661,129.6665,325.9853,378.0389,69.8769
2023-06-02,106.1614,51.9809,13.1615,329.48,27.7982,8.8588,54.1873,217.4422,97.4749,319.8251,68.3419,31.1096,463.0113,163.5238,26.2954,304.4348,94.2543,42.1595,63.4394,22.1702,65.2485,166.6099,269.8827,27.8718,131.7941,110.9568,67.2389,15.6901,67.0451,48.7069,23.2522,35.5305,118.3183,77.044,64.91,57.5549,26.915,302.6122,168.995,104.3116,104.7941,200.4642,63.4273,90.7046,35.7614,24.806,82.79,62.7791,307.4089,9.5959,367.8609,114.2307,52.306,638.6955,118.5462,185.0391,104.6442,166.3021,38.4833,104.7037,39.8556,131.2,329.5387,386.2915,72.4145
2023-06-05,104.7297,51.0674,13.2737,328.58,27.5036,8.7296,53.8891,216.6094,96.9213,321.5955,67.5874,30.7989,464.9938,162.4276,25.9788,302.704,94.2449,42.0867,62.4531,22.1879,65.4947,167.4821,262.5774,27.4152,130.4993,110.6875,67.6183,15.4643,66.4654,48.4127,22.84,35.0183,117.8888,76.4868,66.23,58.0013,26.7556,301.1919,169.7231,104.64,104.7461,201.0392,63.932,90.272,35.6187,24.5383,79.5528,62.6708,306.008,9.4902,369.8859,111.0473,52.3444,633.6654,118.2485,184.0387,104.0739,165.5804,37.7461,103.6571,39.6504,131.0835,328.9625,385.691,72.432
2023-06-06,107.6314,52.6683,13.6187,333.41,28.6388,9.1518,54.9568,217.1517,98.4416,323.4441,68.6874,31.8158,461.5413,166.6864,27.2452,307.3978,94.7978,42.9786,63.9508,22.8082,67.7107,165.7558,255.3297,28.6533,130.7339,113.4708,67.5235,15.9073,67.0832,49.1023,23.9959,37.5184,118.5924,78.4232,66.25,58.16,27.4024,302.39,169.0525,104.7559,107.9065,200.1328,64.4463,91.2237,35.6994,25.5291,81.3016,62.7791,306.0178,9.9307,370.9424,115.6041,52.5368,641.5618,119.9965,184.3273,104.5587,166.1311,38.502,104.4103,40.4804,127.8418,335.666,385.1195,73.1906
2023-06-07,109.0919,53.4217,13.748,335.42,29.0114,9.4965,54.8799,217.4229,99.3555,320.3044,68.8874,32.2018,456.9475,166.4245,28.4844,315.8164,96.3534,43.6977,65.0831,23.269,68.0572,164.1373,260.3437,29.2065,132.0005,114.5303,67.5709,16.2288,68.2045,50.4356,24.3005,38.0566,119.5426,79.0077,64.29,59.2413,27.6368,306.419,167.5484,104.64,108.6462,198.973,65.1415,93.1272,35.7924,25.895,81.2086,62.4346,305.91,10.0629,366.0609,118.2146,53.5181,639.9671,121.3123,185.2604,106.6786,166.9193,39.2578,105.8188,40.7601,129.1133,335.1282,385.0614,74.7865
2023-06-08,107.2567,53.3275,13.8602,335.95,28.7254,9.4621,55.4763,218.9917,100.0673,325.9382,68.364,31.797,465.0519,166.0267,28.9502,315.553,95.2851,43.7796,64.6813,23.1715,67.0541,167.7557,265.0125,29.0309,132.038,115.6975,67.3243,16.1245,67.4728,49.4333,24.1661,37.718,119.7618,78.8342,64.25,58.8445,27.4024,303.878,168.9087,106.8426,109.1169,199.6455,64.9606,91.7813,35.5443,25.7344,82.4737,62.848,306.5174,9.8691,373.8577,116.9776,52.9409,642.1845,120.7552,184.308,106.3839,167.0434,39.5378,105.2515,40.8907,131.6464,328.1173,390.7859,73.9842
2023-06-09,107.1222,53.5629,13.9205,335.29,28.2748,9.2036,55.6302,218.5753,100.5946,328.1291,68.7037,31.7216,458.2628,166.5894,27.9236,316.0704,95.5194,43.9616,65.1927,23.3665,67.4006,167.2039,265.2234,28.8553,132.3008,115.7604,67.7511,16.0463,67.7769,49.5345,23.6644,36.5287,119.5974,78.7429,63.44,58.8644,27.4399,303.7234,170.7673,106.2243,109.6452,201.624,65.6844,91.9832,35.4761,25.297,82.0365,63.0153,307.9183,9.6488,375.6577,115.4404,52.912,645.789,120.5536,183.8752,106.4314,167.7024,39.3138,105.5743,41.4315,134.3543,330.9409,385.1001,73.7313
2023-06-12,107.4489,52.9414,13.7653,333.6,27.6856,8.8071,49.06,218.0427,97.2464,328.2367,67.5653,31.7687,458.5819,168.452,27.3537,319.3344,96.5689,44.0982,65.2475,23.393,66.6346,162.2377,259.1453,28.2406,132.2914,114.3956,66.8122,15.8378,67.8909,49.6632,23.2253,35.6173,119.4055,79.8663,65.47,58.408,27.3087,302.0712,171.1122,104.8139,110.2985,202.9592,65.4653,91.1084,35.4513,24.4668,83.6179,63.2908,311.5821,9.6576,376.8904,114.0124,51.9211,643.883,120.6592,183.298,106.8021,166.9097,39.0339,105.8971,40.7694,131.4814,325.265,387.7154,73.7836
2023-06-13,109.1976,53.3275,14.231,336.39,28.0755,9.0312,49.1177,219.0498,98.2834,331.3764,68.6303,32.1453,464.2008,169.9072,26.9286,322.1657,96.4471,44.3166,66.9917,23.9158,67.5465,160.7813,256.9115,28.7148,133.2484,115.6975,66.926,16.029,68.1095,50.7298,23.8705,37.8916,120.31,80.6336,67.34,58.7751,27.5618,306.8732,169.9243,105.2873,113.0842,203.4661,66.0939,93.5599,35.4513,25.1542,84.3434,63.4778,312.4246,9.9043,382.0752,115.2403,52.6715,650.2144,125.1636,184.587,107.8478,168.199,39.7991,107.247,41.1611,131.7726,332.708,393.6917,75.4231
2023-06-14,107.9293,52.5836,14.2828,335.9,27.4863,8.54,49.2139,221.1901,98.7454,333.2445,68.1712,31.5804,470.2065,169.2572,25.3818,318.3279,93.6826,43.907,66.0694,23.8538,66.7532,164.1916,264.7441,28.1879,132.7511,113.5965,66.4613,15.6467,67.1307,49.5988,23.2522,36.5592,115.9702,80.3595,66.06,57.6541,27.2993,308.1485,170.6236,107.3238,112.5271,204.4699,65.4844,94.4635,35.0729,24.1901,83.99,63.5762,316.3921,9.543,384.5503,110.8745,52.2867,653.3849,124.0015,181.6531,105.8991,165.7446,39.2672,104.6646,41.1891,134.7231,327.5987,398.0892,74.5946
2023-06-15,107.2759,53.664,14.576,339.82,27.9195,8.6865,50.4989,225.3253,101.8995,340.678,69.4474,31.4862,471.5121,168.617,26.214,319.5695,94.7968,44.1983,67.6675,24.1905,68.0754,164.8339,268.6364,29.2329,134.2523,115.6347,66.5277,15.916,67.5298,50.7206,23.978,37.8387,117.2767,81.3369,67.8,58.3684,27.5337,314.5834,172.9516,108.9821,112.6424,208.2126,66.4367,96.2997,36.2267,24.7168,86.1853,65.0033,324.3173,9.7398,391.2906,113.4849,53.4027,671.0677,123.6558,184.8227,105.0815,168.0558,39.5284,105.9558,41.8418,134.0146,330.6143,409.0635,75.6585
2023-06-16,105.7578,54.3085,14.4725,338.31,27.6423,8.5572,49.4845,227.5817,101.4464,334.3595,68.5936,30.9778,462.0151,167.0648,25.8974,318.2244,95.2689,43.8615,68.2884,23.8981,67.273,166.5435,265.7028,29.3734,134.4118,115.3474,67.4855,15.7423,68.3091,51.0333,23.7808,37.4328,118.7659,80.46,67.08,58.1005,27.3649,314.0133,173.5456,108.3032,110.7788,208.3587,66.1225,96.2228,36.7725,24.3329,84.7713,65.2001,322.6716,9.7666,386.6242,112.0205,52.3348,663.1321,126.2393,188.3788,105.6804,168.8007,39.3605,105.6525,41.6367,133.3158,338.3935,407.6978,75.894
2023-06-20,104.845,53.1522,14.2655,338.67,27.1657,8.4883,49.8709,225.2962,99.9093,332.7359,67.4,30.7989,458.1951,164.3484,25.1918,311.0851,93.4088,43.3336,66.6629,23.393,66.7167,165.259,263.1335,29.4875,133.7269,113.5427,67.1346,15.5251,67.0927,50.1322,23.9153,37.3357,118.3,79.2178,67.36,57.6244,27.065,311.2404,173.4498,108.7784,110.9805,206.273,64.5701,95.0596,36.2577,24.2794,84.2969,65.0033,322.2503,9.5878,383.3274,111.1473,51.8827,651.9695,124.2896,186.765,103.2468,167.6642,39.0899,104.4103,41.3663,132.8499,338.768,408.3177,74.1673
2023-06-21,104.038,53.5124,14.2397,338.61,27.2956,8.4797,48.8468,225.3737,97.9458,331.1221,66.9776,30.893,459.0365,162.9029,25.2823,305.7705,92.5213,43.1516,66.7908,23.1538,66.5981,164.273,255.8761,29.3558,133.5298,113.7222,68.064,15.3687,67.2637,50.1597,23.745,37.1504,119.3233,78.8616,65.71,57.7632,26.7837,310.4384,173.5743,107.8377,111.7202,207.5693,64.313,95.9921,36.5306,24.0473,82.9109,65.3477,323.132,9.5162,380.6567,111.1019,51.9211,650.1673,126.1433,187.3932,102.4103,167.4064,38.8659,104.5081,41.0305,132.4908,337.9133,410.0515,74.4638
2023-06-22,102.7216,53.048,13.955,336.96,26.5244,8.2384,47.871,227.9691,94.6762,328.4812,65.8759,30.7706,451.8315,163.2328,24.3958,300.6064,91.9925,42.4416,66.2246,22.5601,65.8503,164.7253,254.4764,28.3021,130.9591,110.8311,68.8606,14.8996,66.6175,49.5253,22.9744,36.0473,120.3831,77.181,64.61,57.7533,26.2118,309.7911,174.9539,107.3335,110.9325,207.4231,64.3225,94.4924,36.2701,23.2707,82.9202,64.9639,326.5999,9.2211,379.8056,106.9543,51.19,641.0522,126.0856,188.5721,102.6669,167.1389,38.3153,104.0777,40.3312,133.3643,339.4307,391.4639,73.8272
2023-06-23,102.4238,52.3371,13.8084,335.25,25.9959,8.0574,47.958,225.18,94.4718,329.8897,65.4444,30.7895,449.849,163.0485,24.0611,296.0256,90.3685,41.8864,66.115,22.6221,64.8107,164.3363,252.1372,27.9947,130.2742,110.463,68.671,14.7258,66.9691,49.0379,22.8848,35.8267,121.3059,76.3407,63.46,57.4359,26.015,306.3031,176.0173,107.7311,110.8748,207.0722,63.9416,93.4349,36.1769,22.7351,81.7109,65.3772,324.6798,9.1316,381.8796,105.3899,51.1515,642.0619,118.9112,186.7361,102.2202,165.907,37.8954,103.9603,39.9488,131.3455,331.9685,381.6809,73.1558
2023-06-26,102.0587,52.7636,13.9119,334.12,26.0738,8.0574,47.929,224.473,95.0849,327.4249,65.9034,30.6765,448.0115,162.1171,24.4953,293.8151,91.3316,42.0867,66.7177,22.8968,64.674,161.8216,251.9071,28.3811,130.5932,111.0915,67.5424,15.0472,66.8266,49.7092,23.2611,36.4886,120.5567,76.3498,64.27,57.8525,26.3337,309.1051,175.2988,106.8001,110.9036,205.2886,64.3606,94.1367,36.4565,22.8155,82.5853,65.3576,323.661,9.2568,378.6023,108.3914,51.3824,641.7977,121.3603,184.3588,103.5795,164.6368,37.8768,104.6842,40.126,129.8121,326.5039,383.2404,74.3243
2023-06-27,104.4415,53.5029,14.231,335.34,26.4205,8.1781,48.1319,225.732,97.0484,331.4057,66.4268,31.4203,449.7813,163.1649,24.6943,294.8404,91.7565,42.2323,68.0236,23.6146,66.1969,161.8759,248.6572,28.5831,130.6025,111.3429,67.4666,15.221,67.8339,50.5551,23.4583,37.1592,121.1963,77.117,65.8,58.4775,26.4743,315.0858,175.864,107.5177,112.7,206.7701,65.2368,96.6747,36.5,23.2796,84.9574,65.7611,326.8448,9.4268,382.5154,110.8017,53.1237,646.0155,120.0349,183.3635,103.2753,164.8278,38.1754,105.8775,40.8813,130.142,324.5159,387.7735,75.5713
2023-06-28,104.9796,53.5124,14.2828,334.15,26.4031,8.0229,47.9,225.364,98.1324,334.1052,66.1238,31.8723,448.0792,164.7074,24.5044,295.0379,90.2175,42.0776,67.6675,23.6412,65.7865,165.6661,247.2383,28.3811,130.0302,110.9389,67.9787,15.0907,66.7886,50.454,23.5927,37.1592,120.3192,76.7151,64.73,57.7533,26.315,314.3902,175.6341,108.342,112.7865,205.542,65.1225,98.0398,36.1209,22.9047,84.9202,65.7414,326.7958,9.4357,383.0144,110.6016,53.6624,646.5628,119.2378,178.6961,103.4845,160.7976,37.9048,105.1048,40.6202,130.5594,319.6851,383.066,75.2487
