Date,003B70,10646E,1490F3,159AE4,275300,2FEA66,315EB0,37727A,420168,4FB770,51D876,56EA2B,6284B5,6B236C,6BF593,7999F3,7C4168,8EF425,900356,A4386C,A80FE0,AE4EEB,AFEC35,B5DE80,CE4FD9,DB30C3,DB7014,DC5299,F67165,FF4BA4
2023-07-17,52.998,27.4032,109.1708,18.0741,95.7159,179.4792,761.7073,38.356,53.5845,141.2224,88.14,104.6156,56.3676,32.1161,15.1502,44.1571,215.8932,138.0516,106.6859,18.8414,174.1509,61.9354,271.3278,57.6305,74.7575,118.0664,91.4849,102.6279,223.0499,31.8475
2023-07-18,52.7386,27.4032,108.3396,17.9602,96.212,178.5359,750.7849,37.971,54.7017,135.7061,88.5,104.0724,56.8735,31.6616,15.3586,43.8714,217.7261,136.4326,106.5719,18.6011,173.7115,61.4881,265.731,57.5312,74.1163,114.3947,91.7391,102.5074,220.5299,32.0237
2023-07-19,53.3785,27.9244,111.9045,18.2667,98.7704,179.8122,766.5742,38.2844,56.6723,134.4872,88.91,106.3431,57.2414,32.0888,15.35,44.4336,223.6449,137.5389,108.2294,19.0639,176.8157,62.1271,264.4581,58.452,75.8325,113.2692,93.0282,103.2209,223.5281,31.7918
2023-07-20,54.1481,28.4108,109.6788,18.2755,93.5491,181.9947,764.4803,38.5709,55.7662,132.5551,87.95,107.9728,57.0206,32.4252,15.1762,45.7976,212.7524,138.1775,108.5276,19.2686,172.6456,62.5927,260.9105,59.0659,77.3318,114.1733,93.4913,103.8974,224.3466,31.8475
2023-07-21,54.2605,28.4803,110.9625,18.3192,93.3576,182.5311,761.2828,38.741,55.7662,131.878,87.72,109.7359,56.9287,32.8524,15.2631,45.6502,216.361,139.2028,108.4399,19.3576,172.87,63.0399,263.3478,59.3999,77.6147,115.7232,93.7364,104.6202,225.4502,31.8939
2023-07-24,54.7966,28.5584,113.7054,18.3543,97.0039,181.708,772.5825,38.7052,56.7075,132.1669,87.24,109.6291,57.1678,32.8706,15.1415,45.7884,217.287,139.1938,109.1064,19.6869,178.4238,62.6566,266.8864,59.3638,77.9542,117.1716,93.6547,104.5553,224.7697,31.8104
2023-07-25,54.5545,28.5237,111.3965,18.039,96.1859,177.9903,770.1018,37.8278,55.7046,131.0655,88.11,110.199,57.0942,32.3161,15.1762,45.429,210.2512,136.5585,108.4749,19.589,174.6465,61.3603,265.1442,58.9756,78.2088,117.2546,92.8648,102.6834,220.5115,31.8939
2023-07-26,55.1252,28.4455,109.5679,18.1529,97.8654,177.3336,766.8572,38.0605,57.684,130.5147,88.36,113.4048,57.4254,32.2888,15.1328,45.0419,216.1318,137.5389,108.8959,19.767,177.6291,61.4973,266.8142,59.5082,78.4916,119.2657,93.4459,103.6472,220.2173,31.8939
2023-07-27,53.7763,27.7333,106.3448,17.6625,95.8117,172.3674,750.8604,36.3594,56.8483,128.1944,83.25,112.0245,56.1836,31.7161,15.2283,44.24,212.3133,134.4179,107.8698,19.4199,180.6678,59.9455,260.2786,58.2805,76.5869,115.2619,91.3033,100.8116,213.1357,31.6434
2023-07-28,53.1537,27.6117,113.3914,17.6712,94.8022,172.1362,752.0771,36.0281,58.0183,127.1562,82.4,112.6568,55.7053,32.2434,15.793,44.3598,208.9529,133.7793,109.1678,19.3398,176.6848,59.1604,254.1401,58.5693,76.3889,114.0719,91.6301,100.5521,218.2491,31.2352
2023-07-31,52.9453,27.3424,115.0907,17.7413,94.2366,174.4667,763.9238,36.6011,58.6166,126.0095,83.31,111.9177,56.4779,32.2706,15.9841,44.7193,209.0197,134.6068,109.273,19.4288,177.9376,60.1919,254.3387,59.1561,77.4638,115.0866,92.1658,101.0896,223.9879,31.597
2023-08-01,52.7803,27.4814,113.9547,17.6625,94.2018,173.7454,759.4341,36.2609,56.9275,124.1948,83.01,108.6941,56.8275,32.1434,15.9754,44.7654,217.7547,133.1228,110.0097,19.3042,178.8072,60.0094,252.1722,59.3457,79.7741,114.5608,91.9025,100.4595,224.4386,31.5135
2023-08-02,52.4242,27.2122,113.927,17.6888,93.114,172.1269,759.8774,36.2341,58.9772,123.5538,83.43,108.8365,56.6987,32.2161,15.7669,44.6824,218.1939,131.9445,108.7994,19.233,178.2275,60.0824,251.6487,59.3006,78.8028,114.0995,91.4577,99.3289,224.972,30.7992
2023-08-03,51.0956,26.995,111.6089,17.5837,91.3126,170.527,716.2918,36.0371,59.03,125.9012,83.61,108.979,55.0062,31.9616,14.5985,44.4428,212.4755,131.162,103.8094,19.1529,173.6741,59.7355,259.0599,59.5624,79.0103,114.2195,93.1735,98.6803,224.5581,30.7157
2023-08-04,51.4256,26.9776,110.787,17.5136,90.338,170.9524,714.8392,35.8401,60.288,113.4871,83.92,107.5275,56.0364,31.598,14.4118,41.4105,212.7715,130.6044,103.7392,18.8948,172.7578,59.699,248.8683,59.8061,77.6807,112.7711,93.8907,100.5799,224.3282,30.5023
2023-08-07,52.1985,27.1687,111.6459,17.6275,90.3728,173.7361,730.2984,36.1624,61.3613,118.3625,84.94,110.6175,56.5055,31.9918,14.5855,42.0188,210.1271,132.1154,104.9407,19.1262,171.5891,60.3654,255.4762,60.1582,79.9532,114.7914,94.3537,101.8402,225.6342,30.7435
2023-08-08,51.2346,27.0471,110.002,17.4961,90.5381,171.498,730.5059,35.5357,60.3672,116.2408,85.05,109.077,55.8984,32.0101,14.5594,41.9266,212.9242,130.9552,104.3619,18.7435,172.6082,59.8542,254.411,59.111,80.4247,113.8597,92.6742,100.6541,223.0683,30.9569
2023-08-09,51.6774,27.2469,110.1867,17.8464,91.0515,171.3963,730.5059,35.285,59.0036,117.4777,84.08,109.0235,56.0364,31.6987,14.6289,41.0234,217.3824,131.1171,104.1865,18.8325,174.9363,59.8907,258.4732,59.3096,80.5944,113.1032,93.5003,100.6726,221.9371,30.9847
2023-08-10,51.0522,26.8908,111.5258,17.8289,91.1038,171.2483,730.1286,35.3208,59.1972,117.261,84.3,108.3646,56.11,31.6163,14.4726,40.1478,217.9648,129.687,104.2303,18.6367,174.7867,59.845,257.0017,58.6596,80.1041,112.6973,93.2825,99.8015,223.335,30.7435
2023-08-11,50.9046,26.83,111.1287,17.8376,90.8601,173.1997,730.2041,35.5357,59.9274,118.2812,84.53,108.7475,55.6225,31.7811,14.1512,39.4566,219.6258,129.7589,104.2479,18.6011,174.9457,60.6301,259.0058,58.5603,79.4535,113.9427,92.7922,99.9498,225.8089,30.6322
2023-08-14,50.3141,26.6128,112.1908,17.6975,89.7375,169.001,726.4407,34.9448,58.6605,117.5228,84.65,106.6815,55.3833,31.5613,14.0556,39.4474,220.5423,128.2659,104.3794,18.3786,174.9831,59.1787,255.8914,57.9645,80.0519,113.915,91.5394,98.3003,220.6771,30.7343
2023-08-15,49.8712,26.0917,112.3293,17.3472,89.3633,166.8832,717.018,34.3539,56.7251,116.4123,83.28,103.8052,54.8866,31.3507,13.9166,38.7838,219.5017,127.5194,103.3709,18.0938,173.5806,58.4302,252.4792,56.9173,79.0925,113.1862,90.1049,98.2447,219.0401,30.3632
2023-08-16,49.3849,25.8919,111.886,16.8393,86.8919,166.4116,710.9438,34.2017,56.1797,115.5998,82.37,103.9477,54.5187,31.2041,13.9253,38.3414,210.4803,128.086,101.3889,18.0137,166.4186,58.2841,251.6487,56.1049,79.0735,112.4113,88.5344,98.1706,218.9021,30.057
2023-08-17,49.3936,25.7703,112.5325,16.5942,86.8397,165.5515,711.0286,34.4255,55.4759,114.1552,82.26,103.4579,53.8656,30.7004,13.7342,38.71,210.9195,129.2013,100.1085,18.0493,164.8478,58.202,245.8803,55.0938,77.6868,110.8891,87.1998,98.5413,217.4582,29.8344
2023-08-18,49.411,26.1264,112.0615,16.7167,87.2226,165.8289,707.1898,34.3897,55.687,114.5344,82.29,102.4962,54.3715,30.6454,13.9948,38.6732,212.4183,129.3182,101.3801,17.8802,164.9787,58.2841,246.8372,55.3466,77.1264,112.0607,87.5357,98.4023,217.3295,29.9643
2023-08-21,48.8291,25.9354,111.7105,16.4278,86.361,164.2382,703.3887,34.1032,55.2648,114.9588,81.49,101.7571,53.8656,30.1051,13.8558,38.3782,208.3228,127.9601,98.8544,17.6844,163.6417,57.5173,246.6657,54.5341,76.2905,110.8337,87.0001,97.4107,214.4233,30.0663
2023-08-22,48.9073,26.1872,114.2595,16.2702,85.8998,164.3307,713.3663,34.1838,55.0097,114.2094,80.95,101.8907,54.767,30.3982,13.795,38.6547,208.2178,127.2855,97.2845,17.6488,164.3055,57.709,247.0719,54.3536,75.8441,111.6456,87.3087,97.4015,215.251,30.3261
2023-08-23,49.5933,26.5868,116.1527,16.5504,86.5873,167.0682,720.3117,34.7747,56.8307,115.1213,83.17,104.4375,56.1652,30.9385,13.821,39.8898,211.1026,129.1024,97.9072,18.0226,166.2783,58.5762,248.5253,55.2563,76.9364,113.5368,89.0428,98.7822,218.9757,30.9105
2023-08-24,48.942,26.3523,117.7135,16.3927,86.6395,167.2624,725.021,34.6672,56.9715,115.0761,83.56,103.4401,55.6869,30.7737,13.5865,39.9082,210.5946,128.7696,97.0478,17.9959,165.6332,58.5123,247.1351,55.4098,76.3285,112.3098,88.6161,98.8007,218.4883,30.4003
2023-08-25,48.6294,26.5086,116.319,16.419,86.7613,167.808,730.4789,35.0701,56.3117,115.5005,82.58,102.7099,56.2664,30.911,13.4128,39.687,213.0768,130.1727,97.1092,18.0048,165.9885,58.7131,249.419,55.2383,76.9649,113.1585,88.5707,99.3011,218.1848,30.2704
2023-08-28,49.0375,26.6997,117.4272,16.4365,86.9093,168.5849,737.6518,35.3298,57.5169,116.0422,84.59,103.0928,57.0758,30.911,13.7515,39.9819,213.3547,130.6314,97.9335,18.1383,166.5869,58.9413,250.3036,55.7167,77.2119,114.3947,88.8975,99.9683,218.8837,30.4931
2023-08-29,49.0375,26.8213,120.401,16.5066,87.5445,170.0923,749.117,35.5984,59.0476,117.893,85.7,104.4019,57.6093,31.1767,14.0208,40.1386,218.07,131.171,99.5647,18.2184,169.7004,59.4708,251.7931,56.1771,78.8931,115.4095,89.2062,100.3575,219.8126,30.6229
2023-08-30,49.1157,26.9082,121.5923,16.6292,87.736,171.2391,750.9647,36.046,59.206,117.9381,84.68,104.9184,58.2716,31.4972,13.8992,40.4796,217.6675,131.6297,99.5472,18.4142,170.4297,59.7903,253.6617,56.1771,78.7506,115.9631,89.6419,100.3761,220.8702,30.7064
2023-08-31,48.8889,26.7866,121.6477,16.5854,87.4575,169.9998,740.3902,35.7237,58.7397,116.1776,85.05,103.6004,58.4464,31.2224,13.7168,40.2584,215.1853,130.6224,99.5296,18.3163,169.5321,59.1787,249.4912,56.15,78.7221,114.5792,88.9157,99.7274,219.2424,30.5571
2023-09-01,49.0285,26.9168,122.0079,16.5329,86.8223,167.7155,736.7326,35.5715,58.6605,116.313,86.02,104.1436,58.5108,31.3049,13.7429,39.7054,212.4635,129.7589,100.775,18.3786,169.0365,58.421,248.9676,56.3215,78.4941,114.939,89.0246,98.9119,218.4423,30.5571
2023-09-05,48.1997,26.7692,120.7057,16.2264,87.0137,166.2636,728.2427,35.294,58.8541,115.2928,85.87,103.6271,58.2072,31.021,13.8124,38.9404,212.6072,127.6453,100.8013,18.1561,168.6906,58.2385,244.8061,56.4028,76.8034,112.5958,87.6446,97.5497,216.8512,29.7827
2023-09-06,47.9729,26.9342,120.0408,16.5101,86.1522,165.8844,727.6268,34.9806,58.1591,114.2636,85.84,103.2531,58.8879,31.1034,13.8732,39.2999,208.9174,126.9348,101.5116,18.165,166.4373,58.065,242.5855,57.4139,77.8672,111.9777,88.2802,97.0771,217.4214,30.2212
2023-09-07,48.0514,27.1166,121.7216,16.4569,87.0833,167.5953,734.866,35.0254,58.0095,114.8775,85.0,103.6182,58.5476,31.3324,13.6473,39.2538,212.0322,126.0533,102.0466,17.9158,170.6821,58.0559,246.5664,57.6576,78.4086,113.7582,88.5525,96.3636,212.6667,30.2772
2023-09-08,48.2608,27.0906,120.0408,16.4746,86.361,165.8012,730.9716,34.6135,58.5726,114.1101,85.24,102.4161,57.6553,31.0301,13.9427,39.0603,207.892,124.0296,102.1982,17.8179,169.13,57.1887,247.0358,57.8381,78.4561,112.9925,88.6161,95.437,207.1946,29.9507
2023-09-11,48.1299,27.2035,121.0844,16.4658,85.7432,166.0324,733.9848,34.4971,58.2031,114.4712,85.36,100.3234,57.9589,31.2041,14.0208,39.6501,206.2436,122.9503,102.3052,17.5865,168.5597,57.1248,249.6808,57.6666,79.5389,112.6973,88.3528,94.2879,206.0726,29.8947
2023-09-12,48.1125,27.2816,120.9182,16.6342,85.2384,167.3456,732.5445,34.6762,58.0183,114.4803,84.76,99.5219,58.0877,31.4423,14.2033,39.899,205.4385,124.4883,102.965,17.7378,167.5406,57.636,248.6769,58.0548,79.3965,112.5312,89.188,95.8725,207.5349,30.1279
2023-09-13,48.0339,27.1687,118.4061,16.4658,84.7946,166.467,728.5933,34.2196,56.1269,112.5392,79.07,98.6671,58.0049,31.4056,13.9079,39.475,203.4882,122.7974,102.3319,17.6755,165.4462,57.0518,248.2206,57.4711,78.4371,111.8485,88.5525,94.5844,205.0885,29.9973
2023-09-14,48.0863,27.3685,119.7954,16.9002,87.2358,169.6669,741.1387,34.4165,58.2735,114.508,79.75,101.6324,59.3153,32.1933,14.1251,40.8944,209.7129,124.0926,104.6591,18.1294,169.3077,57.6999,251.9623,58.4925,80.2703,114.6992,90.5316,95.8354,207.0199,30.5105
2023-09-15,47.1964,27.2556,120.0472,16.7406,87.0412,170.0646,735.5008,34.2285,58.3086,116.1864,78.42,101.2762,58.4138,32.3215,14.4204,41.1248,209.0708,124.1196,103.7942,18.1472,168.4288,57.6543,250.1553,58.1004,80.1373,114.439,89.7146,95.3258,207.1302,30.3705
2023-09-18,46.8737,26.7952,119.3945,16.5012,86.2629,168.2982,729.1049,33.9689,57.4817,114.8618,78.93,100.0206,58.6183,31.7628,14.2641,40.2676,206.1477,122.0149,101.8683,17.6933,167.8585,56.8053,246.295,56.9513,80.5363,114.021,87.7354,94.4732,205.8703,30.0813
2023-09-19,47.1092,26.9168,118.4061,16.3948,85.7676,167.6231,716.569,33.8704,57.6664,115.8507,78.38,99.5487,58.5997,31.195,14.1772,40.0464,204.5951,122.6625,101.8772,17.7467,165.8295,56.6501,246.7422,56.8875,79.5389,112.9433,87.4903,94.4918,204.2424,29.82
2023-09-20,46.9347,26.9961,119.4131,16.3594,85.5641,168.9456,717.9618,33.9599,57.6752,115.7146,78.09,99.9494,58.9715,31.1034,14.073,40.5349,206.0231,122.9503,101.4314,17.7111,165.8763,56.9788,247.1072,56.9696,80.9827,112.3301,88.5888,94.7049,205.8886,29.6241
2023-09-21,45.4168,26.503,115.5623,15.9338,82.1677,166.0139,695.0313,32.8587,53.5581,111.2236,75.18,91.6589,57.3543,30.2333,13.821,39.558,196.1614,118.885,99.5411,16.9635,158.3122,55.6917,240.1531,55.8843,79.5389,106.4214,86.3486,91.9342,201.4834,29.0923
2023-09-22,44.9806,26.1772,114.9096,15.6855,81.354,164.2845,693.5153,32.4379,53.0566,112.5573,75.17,90.1717,57.5216,29.9311,13.7255,39.2262,192.74,117.1131,99.5768,16.7588,155.4044,54.8884,240.9106,55.4193,78.6746,105.9755,85.2928,90.7666,198.3197,29.1856
2023-09-25,44.6578,26.1948,115.2453,15.6855,81.6459,164.2382,694.8797,32.2319,52.4672,111.0875,74.98,89.8422,57.0569,29.7662,14.0035,39.1248,192.9508,117.356,99.978,16.6609,154.9463,54.7315,240.6824,55.3372,79.0165,105.2137,84.7878,90.5349,198.9359,29.2509
2023-09-26,43.8465,25.7018,111.7115,15.4638,80.558,161.8152,673.7306,31.9723,50.7781,109.5723,73.67,87.714,55.6534,29.3083,13.7602,38.4335,191.772,117.365,97.321,16.385,152.319,54.1131,240.8558,54.0422,77.0219,103.5879,83.0067,89.3302,196.5079,28.943
2023-09-27,43.323,25.4288,108.9422,15.5082,79.3374,159.4754,670.0068,31.6858,51.7898,109.3365,73.49,88.0612,54.8263,29.0335,13.934,38.1662,187.9002,115.1884,96.465,16.0646,149.3083,53.9377,241.8232,53.9237,76.1765,103.3556,82.9975,87.9217,193.8133,28.9523
2023-09-28,43.2881,25.9483,110.5273,15.6323,81.4425,159.9423,683.1492,31.9365,52.9618,109.6177,73.3,89.5582,55.6442,29.0884,14.426,38.8944,190.2003,115.9709,97.0357,16.0735,151.7673,54.2423,241.1844,54.8174,76.4235,104.1732,83.7136,88.6148,195.9706,28.4671
2023-09-29,43.7968,25.6225,112.8397,15.5968,81.3982,160.3625,688.1617,31.9365,53.2123,110.3072,73.86,90.2707,55.2538,29.0243,14.1185,39.2484,191.8391,115.71,96.3224,16.3405,153.7588,54.1869,240.4908,54.2064,77.8103,104.2475,83.2087,88.5773,197.2166,28.6071
2023-10-02,42.9636,25.2263,110.2289,15.1623,80.4253,156.9543,675.294,31.4619,51.4051,108.2114,73.03,88.5392,54.5289,28.658,13.9867,38.5124,189.9894,114.4958,93.2908,15.8509,151.197,53.4117,237.9537,52.957,77.6298,101.7298,81.2806,87.1444,194.2038,27.9726
2023-10-03,42.8759,24.6892,107.3665,14.7988,78.223,156.3193,664.3973,31.1665,48.7123,105.9614,71.33,87.6464,53.1905,28.4565,13.5913,37.3665,182.0732,113.4165,92.1674,15.4148,147.8217,52.784,233.3633,51.9721,75.3312,99.8717,79.5729,86.6387,192.7997,27.5248
2023-10-04,43.4723,24.9621,109.6136,14.9673,78.9571,157.1504,678.3736,31.6679,49.1417,105.5803,71.17,88.2236,53.618,28.9144,13.9515,37.8323,182.8591,115.0175,93.1214,15.5661,147.429,53.5778,236.4114,52.3642,77.5538,100.7264,80.5829,87.7625,195.1895,27.9073
2023-10-05,43.902,24.9269,109.7441,14.9939,79.4347,158.9805,683.1681,31.9812,48.8734,105.7618,72.29,88.3769,53.2556,28.9969,14.1273,37.9721,183.3191,115.4492,93.2106,15.4771,148.392,53.9654,236.2563,52.957,78.8361,101.2931,80.6471,88.2401,197.4677,28.0099
2023-10-06,43.9459,25.1911,109.4364,14.6481,80.6464,160.6053,685.698,32.4252,47.6209,107.531,72.78,88.1695,53.9805,29.2808,14.1888,36.938,183.942,117.2121,93.0947,15.3703,149.1961,54.7315,240.9015,52.884,77.3923,101.1817,79.8025,89.7105,200.7873,27.8233
2023-10-09,44.3317,25.7018,111.0028,14.8254,82.4154,162.6689,693.0225,33.0865,48.4887,109.4816,72.7,90.5863,55.1051,29.4823,14.0745,37.9255,186.7118,120.0992,94.0131,15.6106,151.4868,55.4052,246.7969,53.4859,78.0002,101.6926,80.8399,91.237,203.456,27.926
2023-10-10,44.0248,25.737,112.3082,15.1091,82.3535,162.4634,700.0344,32.7604,49.2044,109.9897,73.17,90.5863,55.4676,29.2625,14.2854,39.0714,186.8939,119.1008,94.6461,15.9489,149.7491,55.1653,247.7643,53.7413,79.4725,102.5009,81.905,90.1975,202.0147,28.0939
2023-10-11,44.6825,25.8514,116.0099,15.4283,83.6183,165.6662,714.8823,33.3493,50.9847,110.9151,73.85,91.4971,56.5364,30.16,14.2063,40.1613,193.2096,120.5399,96.5899,16.1447,156.4168,56.0605,251.6794,54.6897,81.5051,104.424,83.5576,91.237,206.7106,28.5978
2023-10-12,44.0949,25.4288,116.0285,15.2776,83.4148,164.9472,704.3362,32.9959,50.2779,108.9735,72.3,88.6204,56.2297,29.9127,14.1097,39.8446,191.6091,119.7219,95.7161,15.6106,155.1134,55.6452,249.1058,53.8598,80.7357,101.8691,81.96,90.4597,205.0182,28.0379
2023-10-13,44.3668,25.4816,114.3129,15.1535,83.6183,164.7325,703.6824,32.7513,49.598,107.1227,71.45,89.1705,56.0438,29.8028,13.9252,40.4594,193.1808,119.4492,95.4308,15.4771,157.6823,55.276,248.3392,53.7413,80.8782,101.8691,81.1246,90.3473,204.0697,27.9353
2023-10-16,44.4984,25.8162,115.3572,15.2687,83.6537,166.4692,711.9923,32.8238,50.7789,108.411,72.43,90.9921,57.3171,29.9402,14.2854,40.5992,194.4555,120.6126,96.5899,15.5928,159.7789,55.4606,251.6337,54.3523,81.3721,103.049,82.263,90.7126,204.1069,28.0659
2023-10-17,44.7001,25.7722,114.9562,15.6234,82.61,167.403,703.9477,32.9959,52.0314,107.7759,71.51,91.0192,57.3357,29.9677,14.3381,40.6458,192.0691,121.6579,98.2126,15.4949,157.6351,55.5252,249.1606,55.401,82.2175,100.457,83.2546,91.3869,203.7257,28.0286
2023-10-18,43.7705,25.3055,112.4108,15.2687,80.4253,163.8267,694.4818,32.4433,50.6268,105.2446,69.8,87.9891,55.7557,29.4914,14.0833,40.2172,186.6543,119.9309,96.786,15.1389,153.7346,54.4546,243.329,54.4435,81.4576,96.9731,81.5928,89.2891,200.499,27.7114
2023-10-19,43.3407,24.7244,107.8233,14.9673,75.9676,161.5857,666.8893,31.8816,48.8018,102.0691,68.32,85.419,55.5326,28.9053,13.8373,38.9689,181.5557,118.9766,94.9582,14.8452,150.5707,53.9839,235.9095,53.9784,79.7099,95.3008,80.4543,88.0716,199.2716,27.3661
2023-10-20,43.2794,24.2225,107.9819,14.8077,76.1887,158.3736,668.6044,31.4376,48.2203,99.4289,67.49,85.7256,55.04,28.5664,13.6089,38.9689,183.8941,116.9133,94.6461,14.7918,151.194,53.0517,229.2383,53.9419,79.6814,95.1615,80.1422,86.9571,196.826,27.2915
2023-10-23,42.9812,24.02,109.4923,14.6126,76.6044,155.7778,662.7581,30.9303,47.4062,98.1043,66.85,85.1033,54.8913,28.026,13.7407,38.6056,185.1592,115.7681,93.808,14.685,150.4385,51.9995,226.2632,53.0208,78.8266,93.6564,78.8109,86.0018,194.6408,26.9089
2023-10-24,43.4986,24.6099,111.3945,14.9141,77.9399,158.0841,667.2115,31.4558,48.1487,96.5982,66.83,86.1855,55.4397,28.4931,13.8549,39.4813,188.8777,117.9586,94.4856,15.0944,154.1596,52.6825,221.4446,53.9601,80.0614,94.4833,80.4635,87.7438,199.6436,27.0022
2023-10-25,43.218,24.2665,109.0541,14.5239,77.1793,154.2371,646.4509,30.7944,46.6636,93.5225,65.76,82.957,54.25,27.7696,13.7055,38.4938,187.5647,115.7772,93.6029,14.596,152.9318,51.455,217.1919,52.729,78.5226,91.7333,78.6916,85.6834,195.5149,26.6943
2023-10-26,43.6652,24.2577,112.7558,15.2599,80.9029,156.6648,681.7658,30.432,47.9608,95.4641,66.46,84.7697,54.8541,26.6064,13.6441,39.2111,197.7331,110.7146,94.7977,14.8986,165.3322,51.5657,217.9128,53.6957,78.8741,92.5602,80.8216,84.1662,193.9155,27.0676
2023-10-27,42.9724,24.0728,114.0798,14.9584,79.4878,151.8187,673.1242,28.5929,46.8962,94.7111,66.15,82.6594,54.1106,26.3774,13.2223,38.8012,195.5193,106.8608,93.2106,14.6138,162.4328,50.0521,217.7212,52.6013,77.2688,90.4141,79.5546,78.65,192.093,26.7037
2023-10-30,40.5344,23.932,113.828,15.3219,79.762,151.8747,677.805,28.6472,47.6925,94.2937,67.5,83.8949,54.1757,26.8079,13.5123,38.708,196.3818,106.8062,93.915,14.2222,163.0467,50.2644,217.9493,53.0847,77.7628,91.8634,80.5553,78.6032,195.3103,26.6384
2023-10-31,41.7867,24.5659,115.9539,15.9072,82.2385,154.76,691.3643,28.8194,47.9251,93.9853,69.34,83.9851,54.9006,27.1926,13.6001,39.5558,199.947,107.3879,97.9808,13.8395,168.2883,51.0673,217.8489,54.9542,79.4155,93.6007,83.7228,79.4929,198.9183,26.769
2023-11-01,42.3247,24.5395,117.9213,16.049,81.752,153.0139,700.3565,28.457,47.8624,93.7494,70.19,83.7777,55.449,27.2475,13.7055,39.8539,199.0174,106.8699,100.299,13.8662,168.4677,49.0922,221.3899,55.3098,81.1442,94.3904,84.1911,79.3056,193.2925,26.825
2023-11-02,44.1239,25.1735,121.4365,16.4303,86.2805,156.7956,723.1544,29.227,49.9559,95.6002,71.7,88.2596,55.1609,28.1909,14.3205,40.9625,208.352,109.7784,103.286,14.9787,173.9171,50.0152,226.5644,56.6777,83.3953,97.289,85.7978,82.0216,196.9097,28.1406
2023-11-03,44.8471,25.6841,123.9446,16.6254,87.0324,159.9703,730.3273,30.1421,52.7024,97.0519,76.01,92.2727,57.3915,29.2808,14.7247,41.065,217.6387,112.9414,105.1138,15.3169,179.9803,51.4273,231.1274,57.2158,84.0127,98.9891,87.6799,84.8218,202.024,29.0083
2023-11-06,44.5031,25.5345,120.7372,16.4569,85.9091,157.9161,721.7615,29.4626,51.3336,96.0085,75.12,91.3077,55.9973,29.2808,14.6456,41.2513,211.6488,110.6691,104.3916,14.9253,176.3254,50.3843,226.4366,55.8388,83.7182,97.4841,86.4588,82.4243,197.3747,28.7937
2023-11-07,44.7148,25.3143,119.3292,16.1466,85.4049,156.3007,718.2366,29.1002,49.6517,97.2605,74.32,89.8198,54.9936,28.8468,14.5665,40.7855,210.5467,108.6968,102.751,14.5693,175.1448,49.7106,226.3088,54.8356,81.3531,96.8338,85.4305,81.1412,194.7059,28.4018
2023-11-08,45.1558,25.1823,119.7675,16.1643,85.5111,157.7947,720.0749,29.6619,49.1686,107.54,73.93,90.1264,55.3282,29.0776,14.1712,41.0091,210.8725,109.9329,102.9293,14.6761,174.1721,50.5136,228.782,55.3189,82.037,97.6699,85.7335,82.3025,196.0914,28.2152
2023-11-09,44.2474,24.7508,118.9842,15.6944,84.5735,155.3482,717.2986,28.9824,46.6905,107.1499,72.05,85.2927,54.7147,28.8191,14.2766,39.2018,209.3104,108.8695,101.4581,13.9997,171.7354,49.5721,225.0586,54.179,80.3938,95.9512,84.035,81.5814,193.0136,27.758
2023-11-10,44.1504,25.059,120.0472,15.8717,84.5912,157.057,727.0203,29.68,46.9141,108.0663,73.49,86.2667,55.2445,29.2531,14.4172,39.649,209.8758,111.5417,102.8313,14.1866,173.5771,50.3382,223.3885,55.1274,81.6666,97.131,84.9806,82.827,195.8776,28.1312
2023-11-13,44.0093,24.7332,119.0215,15.588,84.5028,154.3398,722.5385,29.1364,45.8137,106.6781,73.32,85.0492,54.9285,29.0961,14.3996,39.8166,209.8087,108.6968,103.0185,13.8573,173.4165,50.0059,224.803,54.4982,81.7622,95.2079,83.6861,81.1506,191.2375,27.8327
2023-11-14,45.9848,25.6665,125.222,16.7584,89.6592,160.4839,748.9805,30.5135,50.7163,117.5383,77.94,94.9781,57.5123,30.8782,14.918,41.4656,223.9257,112.8414,107.6995,15.0766,183.4086,52.0918,237.2784,57.0608,83.1685,101.5719,86.9638,84.2692,200.9733,29.5121
2023-11-15,46.2759,25.4464,125.5017,16.8027,91.3309,159.6342,744.1876,30.2236,51.0115,117.9465,78.6,95.3298,57.8004,30.6936,15.0761,41.419,224.9357,111.9416,107.4766,15.0855,184.9952,51.6119,237.8168,56.7416,82.5371,102.6681,86.569,83.2484,198.6021,29.5961
2023-11-16,46.8227,25.2703,126.0146,16.652,92.0915,158.5697,743.5873,29.8975,49.4101,118.0373,78.05,93.6164,57.6517,30.9706,14.997,41.596,227.0133,110.7055,107.3696,14.7295,188.0458,51.1689,236.8312,55.9117,83.0058,102.4452,84.9623,82.0122,196.7331,29.6148
2023-11-17,46.6639,25.1646,125.4365,16.6697,91.9147,157.8414,738.1273,29.7344,49.2759,116.3679,78.14,93.5352,57.8376,30.9614,15.164,41.4935,224.801,110.3601,108.4931,14.6583,186.7519,51.1596,235.1794,56.3586,83.6946,102.2593,84.9623,81.8062,196.2216,29.7827
2023-11-20,46.9373,25.1823,126.6579,16.6874,92.3657,159.8303,747.3701,30.124,49.2849,117.4748,78.12,94.2206,58.7577,30.9336,15.3836,41.8848,226.2053,111.3872,109.4471,14.8096,188.5463,51.7688,235.5262,56.3221,84.7086,103.1233,84.8154,82.9768,198.1093,30.072
