Date,0157B1,034B61,067779,06EF42,143C52,1791E7,1BC12C,24D81E,34A959,385DD4,39692D,3CBA2A,40B903,4595EF,45CF4C,56CC0A,5DE5A5,5E7E82,64CEBB,66E04A,69E8E1,6E1E61,751A74,76E80F,7D5FD6,8C6C1B,8E8E6E,91C82E,954E30,972356,97693A,9BBFA5,9E91C6,A5151E,A6213D,A63820,AA7FE0,AA98ED,ACDF88,B4C673,BB0787,BDD12C,C15DB3,C29715,C9B932,CF7292,D64C6D,D69D42,D78CCD,DC2B00,DD3BB1,ECF709,F6DCE4,FC1F9D,FF4C20
2023-05-23,114.99,2599.3151,10.9893,103.0289,156.13,39.467,32.3905,292.6699,42.25,164.5844,93.1955,93.599,74.7114,74.7983,35.8993,14.47,326.3455,60.8801,92.48,136.6884,95.74,60.7993,77.3294,195.8424,64.331,98.9039,40.17,99.5578,267.2098,41.4573,353.86,146.752,99.0234,50.6532,9.8335,40.9402,71.98,54.2414,275.1858,124.0655,38.8214,111.8759,146.7571,5611.29,52.9137,480.61,102.751,102.9877,17.4967,196.3229,185.77,2463.41,132.9002,41.4558,88.03
2023-05-24,116.75,2587.8239,10.621,103.564,155.35,39.0193,31.2856,295.084,41.69,163.3321,92.3641,92.9181,74.0654,73.3883,35.6382,14.23,322.2623,60.5823,90.5,135.8347,94.14,61.9293,75.7701,192.9804,64.3996,98.4962,39.83,100.3015,266.7899,41.0028,344.58,146.6515,98.2556,50.0031,9.4981,41.0614,70.15,54.0005,271.603,123.518,37.868,111.8422,144.7908,5585.7,53.0941,481.43,102.2882,103.2357,16.9249,196.9547,182.9,2423.62,129.2336,41.4463,87.66
2023-05-25,115.0,2559.7758,10.9495,103.9143,136.66,39.5768,31.4116,292.8719,41.4,167.1591,94.8088,91.8267,73.217,75.0017,34.156,14.48,315.7273,62.4483,89.71,138.8919,94.61,62.3347,76.3978,190.5258,65.1439,99.3505,39.96,100.915,266.4167,41.3058,342.34,147.1724,98.1875,50.0123,9.5401,41.158,71.02,53.2867,267.5444,122.9423,37.6736,111.4883,145.0012,5635.22,53.0181,485.12,101.5231,108.7495,16.0948,192.0132,184.47,2459.75,127.1113,40.5681,86.23
2023-05-26,120.11,2553.6261,11.2282,103.8267,142.45,39.8386,32.2645,288.3802,42.15,167.2565,95.3631,91.9106,74.239,77.53,34.3891,14.48,316.625,65.1205,92.13,137.0655,95.1,61.5333,77.4765,195.7192,64.5073,100.3504,40.39,99.8832,266.9019,42.0066,340.26,147.4009,98.2945,49.7709,10.1353,41.4204,72.48,53.599,273.2171,123.1414,38.59,113.1148,143.7757,5617.56,53.5215,420.27,101.5514,107.5667,16.6482,193.4183,193.17,2460.79,125.4676,40.3145,85.53
2023-05-30,121.66,2492.1687,11.3278,104.4883,138.48,39.4501,32.3323,280.2625,41.21,164.6565,96.0114,91.183,74.0076,81.52,33.8298,14.82,311.5669,64.3057,91.23,135.0704,95.06,61.872,78.7122,194.9421,65.3104,100.2436,39.64,100.2085,265.8568,41.3058,336.64,146.5784,96.7199,49.0465,10.5544,41.4256,73.96,53.9291,272.8159,121.1785,37.5626,111.8844,144.2238,5621.21,52.2678,406.73,100.6163,104.2851,16.2147,192.2301,201.16,2454.64,120.8709,41.0484,82.49
2023-05-31,120.58,2472.4582,11.1785,103.9532,134.88,37.5768,31.4116,278.7813,41.01,163.3906,94.7296,91.0804,74.0365,79.1667,32.8509,14.85,305.2539,63.6661,88.08,135.1101,92.04,60.2207,79.4085,190.6111,64.713,100.5931,39.29,99.5764,266.0341,40.5153,331.93,144.8784,95.9326,48.9907,10.0598,41.5298,72.21,52.9565,266.3693,122.032,37.0442,108.96,136.2032,5554.22,52.3628,409.83,99.4261,101.4137,15.8826,189.6367,203.93,2386.84,118.2429,39.9505,81.05
2023-06-01,122.77,2513.0914,11.7956,105.5489,129.56,38.3736,32.0919,285.3409,41.66,166.6527,97.6494,90.9685,73.9015,77.5017,33.8916,15.51,302.1553,63.8676,90.21,136.6486,92.42,59.6853,81.625,193.2552,65.9077,97.9526,39.12,100.5246,268.6094,41.2011,328.35,147.8122,93.7748,48.3685,10.152,41.6466,71.81,53.5544,271.0116,125.4078,36.7758,110.7382,137.3446,5570.61,52.6667,403.83,97.8864,101.2038,15.6981,152.6411,207.52,2373.58,118.4506,39.3272,81.99
2023-06-02,124.25,2587.6465,12.1241,108.9932,133.61,40.4165,33.3165,291.6119,44.86,172.5733,102.2122,92.8155,75.3092,79.4633,35.3541,15.78,315.0323,64.1392,93.69,141.7406,96.68,59.6893,84.5671,198.8372,67.9447,100.2825,40.71,104.1128,271.9489,42.2773,365.44,149.9234,97.5363,49.9195,10.3868,41.2446,74.66,53.5544,278.1067,127.5698,39.2472,114.3536,141.1459,5711.0,55.9815,422.4,102.1416,107.3949,16.7127,156.6585,213.97,2381.23,120.3109,40.2554,85.01
2023-06-05,125.3,2632.1035,12.2435,108.4095,130.24,39.7977,33.1707,286.4566,46.25,172.5733,105.805,93.2166,76.0323,80.96,37.3136,16.18,316.0266,63.8063,92.27,141.5123,95.76,60.1407,85.9107,195.9656,67.9839,100.4188,40.76,104.057,270.5606,43.1344,356.44,147.1816,97.7502,49.678,10.5544,41.4876,75.26,53.4384,275.4378,127.2285,38.3679,112.4827,139.9033,5661.56,54.8513,421.01,99.6965,107.9673,16.5283,149.8214,217.61,2339.95,117.9448,39.5616,85.25
2023-06-06,126.61,2668.9031,12.7114,112.1554,131.29,39.8146,34.2495,286.37,48.26,176.1568,110.8429,91.6215,75.8491,81.9233,37.8573,16.75,324.6466,65.138,95.45,143.5272,97.93,59.062,88.9705,196.3257,70.6868,100.974,41.31,107.8311,266.9116,43.0297,356.02,149.0369,99.8593,50.1609,10.8394,41.1624,79.08,53.483,278.1631,126.0052,39.0713,115.6599,140.1794,5794.6,55.934,417.49,100.6347,110.1709,17.6074,148.1616,221.31,2323.05,119.8413,41.3362,90.05
2023-06-07,121.23,2605.9083,12.9702,110.8711,132.34,39.6112,35.202,286.1969,48.61,172.6025,107.9726,91.3416,75.3092,83.0217,38.6167,17.02,326.9826,66.3032,96.09,141.5719,101.21,58.874,89.2549,200.1639,70.0894,99.3377,41.53,105.9719,264.4351,42.9154,353.93,150.2524,100.3647,50.5975,11.3927,40.458,79.13,54.5537,283.5196,125.588,40.0803,123.0256,141.1551,5771.12,55.5541,415.55,101.4876,113.5479,18.0686,146.6811,224.57,2306.65,118.9834,41.5173,87.57
2023-06-08,124.25,2609.1408,12.6915,110.2095,132.88,38.7212,34.8424,288.4475,48.55,173.8003,106.5671,92.489,74.9717,81.83,39.3761,16.81,313.372,66.0228,97.4,141.82,98.0,60.4453,88.4998,199.4532,69.7368,100.5552,41.57,105.3863,268.0748,43.4392,354.95,149.3019,100.1704,50.1052,11.3844,40.4646,79.89,54.5091,282.9463,126.3086,39.6515,121.2895,141.8822,5806.16,54.9177,418.94,100.6442,112.3077,18.087,146.9734,234.86,2360.61,118.5499,41.8299,87.56
2023-06-09,123.43,2568.409,13.0299,110.9295,131.77,38.8653,35.2117,286.6874,48.5,174.3164,109.3483,91.3789,76.5144,81.3883,39.5918,17.17,315.0902,65.9177,97.99,140.48,95.35,60.466,89.4609,198.1832,70.5007,100.6039,41.33,106.1578,269.0222,43.6297,360.4,147.9767,99.3442,50.4303,11.5185,40.811,78.81,53.7953,279.4317,126.5362,39.7913,119.722,143.4193,5817.96,55.5446,423.62,100.322,111.9262,17.8997,144.3329,244.4,2363.19,114.6846,41.4048,91.24
2023-06-12,126.57,2567.6304,14.6524,112.9241,134.22,38.8059,35.6393,290.3327,49.73,176.1958,109.675,91.8453,77.1603,83.4817,39.198,18.41,322.1369,66.934,100.27,141.6116,96.65,60.7853,91.7558,202.2015,71.3919,103.6038,42.8,107.2733,270.6919,42.9725,368.18,150.7825,100.6758,50.681,11.552,41.2734,79.53,55.1248,282.7302,127.6647,40.2667,121.6603,145.5455,5868.86,55.991,424.91,101.2413,112.861,17.9184,145.2193,249.83,2415.0,114.2241,41.8356,90.51
2023-06-13,126.66,2576.2144,15.2696,112.6516,136.03,39.5688,36.5918,290.3615,50.2,176.6534,109.8234,92.5916,78.1245,81.7867,38.5605,19.47,325.2161,67.775,101.15,142.227,98.8,61.0847,93.9526,205.9828,72.3614,103.6622,44.23,107.8404,270.6732,43.3535,368.36,151.7513,101.084,50.9875,11.8454,41.3146,80.61,56.0974,281.9972,128.9448,40.332,123.624,146.4659,5929.63,56.3994,443.76,101.1939,115.0646,17.8528,150.9813,258.71,2420.95,116.247,41.4563,92.84
2023-06-14,126.42,2572.016,15.5284,110.5306,137.79,40.5182,36.3099,295.2286,49.19,176.7021,107.8142,93.8975,77.035,84.455,37.2198,19.3,333.4114,67.9524,101.01,142.485,98.94,60.6427,92.8934,203.623,71.7346,103.4772,43.84,106.6691,270.57,42.9249,377.21,153.2136,100.598,50.5882,11.9041,41.2234,79.7,55.2408,281.6495,129.2957,40.6955,123.0087,146.0885,5886.57,56.8269,443.58,106.9558,116.1331,18.0495,152.8863,256.79,2399.42,120.32,41.5611,95.06
2023-06-15,127.11,2633.0299,16.046,112.2916,138.44,40.9251,36.9611,314.2912,50.22,172.0475,106.0129,94.5692,78.5583,85.3367,37.2386,19.54,345.1011,70.0271,101.28,139.6264,101.07,61.8327,94.0604,207.4802,72.43,105.0745,43.72,111.3728,274.4816,43.4487,382.63,152.5007,101.638,50.6346,12.1137,41.0332,80.85,54.9909,283.8203,131.9982,40.4904,124.9555,148.7853,5944.96,55.7156,451.14,106.5293,115.8755,18.1245,154.3574,255.9,2497.37,124.4833,42.0682,95.97
2023-06-16,125.49,2602.7644,15.7275,113.2549,136.22,41.1963,36.8931,320.037,48.84,171.7359,104.7856,95.0262,78.3462,85.4533,36.5167,19.13,345.5258,70.7453,101.44,139.7654,100.9,61.268,93.4622,205.7269,72.1453,105.0355,42.64,111.568,275.5041,42.9154,383.02,151.7239,100.8216,50.3653,12.0885,40.6584,79.63,54.8303,282.2791,131.4103,40.4252,123.4723,148.6197,5990.38,55.5161,447.91,107.6476,117.5067,18.2743,154.961,260.54,2493.83,120.8438,41.7308,94.6
2023-06-20,125.78,2598.4872,15.827,115.123,136.54,39.323,36.271,314.3684,49.19,169.2332,105.8248,94.4666,77.5074,84.725,36.376,19.29,341.24,69.8852,100.16,138.5941,100.9,61.166,94.7371,204.1917,73.4899,104.4901,43.06,113.0181,274.885,42.7059,383.49,151.5502,103.1932,50.3467,11.9209,40.996,78.59,54.8482,283.2471,128.7931,40.5184,123.4217,146.8893,5982.43,55.7441,447.09,103.8095,117.6975,18.4804,155.5928,274.45,2453.07,119.8594,41.3648,96.19
2023-06-21,124.83,2605.5338,15.8171,115.7457,142.77,39.2552,35.9698,312.0218,48.43,171.5022,103.9344,95.0262,77.9702,85.0233,36.151,19.22,344.3578,70.0626,99.77,140.1028,100.68,62.5287,95.4727,203.0449,74.3438,104.4512,42.93,113.0832,276.2733,42.0011,378.81,152.0894,103.3681,51.0618,11.7532,41.4896,78.3,53.715,282.5798,129.6655,40.2854,121.9132,148.6197,6025.4,55.3926,450.19,104.2265,117.9551,17.9184,157.5355,259.46,2446.28,120.3109,42.0224,94.63
2023-06-22,130.15,2639.1402,15.6877,116.3976,144.07,38.9161,35.6296,310.0229,46.4,171.0786,106.2306,94.0748,78.5583,83.925,35.4479,19.08,338.1221,70.0892,98.6,140.0234,98.52,62.17,95.5315,203.5851,74.6382,105.1524,42.5,112.7764,275.1289,41.782,377.96,148.1778,102.367,50.7089,11.8957,41.0104,78.32,53.7774,283.0309,129.2862,40.0057,120.1687,148.6381,6062.57,55.2217,455.71,104.6814,117.1252,17.7404,162.411,264.61,2438.63,119.5614,41.8661,92.14
2023-06-23,129.33,2585.9514,15.7275,117.1468,143.67,38.3397,35.1631,305.9477,45.21,166.9546,103.7166,91.7334,79.1175,84.3533,34.8854,19.4,340.1106,70.1601,97.4,136.0928,97.82,61.6507,96.0317,203.9642,74.8541,105.8342,41.38,113.6874,271.9489,41.3058,374.25,147.4192,101.2784,50.5417,11.7532,40.8736,86.21,53.5365,282.6832,128.5845,39.9964,118.4831,146.9629,6160.21,54.4048,453.45,103.7905,114.1107,17.0754,161.402,256.6,2423.73,119.0556,41.6869,88.93
2023-06-26,127.33,2577.8996,14.533,116.6506,143.41,38.3482,35.6685,308.2846,46.78,167.013,103.0931,91.6308,78.7897,84.9067,34.1541,18.53,341.8384,72.1728,97.87,137.3137,99.82,62.11,95.3648,206.5609,74.6186,104.8115,41.75,112.544,271.1797,41.3915,373.77,147.6842,102.2989,51.3404,11.8287,40.6462,81.25,54.4109,289.3366,127.2854,39.8939,120.3288,149.7058,6149.08,55.1077,463.57,105.8944,113.2426,17.2721,158.139,241.05,2476.55,121.4669,41.7556,84.57
2023-06-27,129.18,2661.2751,15.8171,119.7252,146.68,39.2891,36.4265,313.7794,48.27,172.661,106.9828,92.0879,79.831,85.34,35.5135,19.59,353.4895,73.5116,100.54,140.3013,103.29,62.3593,99.474,211.868,77.2095,106.0875,42.44,117.1826,273.2528,42.3535,374.52,149.3293,102.7946,52.9379,12.0802,41.3346,82.42,55.8564,294.8341,127.3328,40.4531,124.7195,151.8227,6330.2,55.5921,462.43,107.6666,115.9041,17.9184,159.7517,250.21,2439.88,119.6697,42.5314,87.49
2023-06-28,129.04,2627.8756,17.2106,118.8982,145.66,40.4419,37.1166,314.3491,48.07,173.0018,107.2204,91.9853,79.696,86.6867,34.4822,21.07,357.2734,72.953,101.17,140.8671,102.03,62.4687,101.1412,210.8824,76.2772,105.5225,42.36,116.6249,273.6655,42.7059,376.25,148.1046,101.327,52.9193,12.3987,42.0298,84.37,56.4498,288.0397,128.1672,39.8659,123.6071,151.9976,6312.91,54.8323,462.08,107.1169,116.4383,17.5999,157.5355,256.24,2437.63,119.6336,41.2867,87.45
2023-06-29,127.9,2617.4685,17.0812,117.0884,143.61,40.8488,37.1263,319.3803,49.77,176.5171,106.7354,92.0506,80.7373,85.6617,35.476,20.9,357.7561,73.7776,100.89,142.8523,103.43,62.4947,99.6015,211.1667,75.8846,106.0388,43.01,115.0632,276.2264,42.4773,370.26,151.075,101.57,53.5973,12.5329,42.212,84.34,56.9539,289.2708,130.1586,39.9218,125.9584,152.8444,6295.61,54.4998,465.28,107.4391,118.166,17.984,157.2714,257.5,2455.4,120.031,41.443,85.73
2023-06-30,130.36,2661.2455,18.7436,118.402,143.5,41.4591,37.4762,325.4255,50.97,178.8737,108.2695,92.405,81.7497,87.9433,35.1573,21.77,361.6366,72.6604,102.09,144.4702,103.16,63.6867,101.7394,213.8961,76.2379,109.214,43.92,116.4855,279.9223,42.563,378.5,152.7018,102.6489,54.1174,12.6837,42.78,83.7,57.7927,291.9209,131.3819,39.8939,125.3937,155.7621,6350.62,55.0887,470.595,104.5961,118.3484,17.8809,160.11,261.77,2493.36,119.1189,42.1444,84.61
2023-07-03,130.22,2681.4094,18.873,116.923,147.47,42.3153,37.8649,325.1068,50.6,179.3995,111.6347,92.489,81.2194,88.5767,35.5323,21.91,358.5862,72.8555,103.03,144.4007,103.22,63.1387,101.2099,212.8442,75.8552,108.24,43.8,116.4576,276.5735,43.0773,379.41,153.0399,103.6305,54.1081,12.776,42.4708,82.16,57.8105,291.3382,130.1681,40.5743,125.7056,154.6208,6286.48,55.6491,477.35,103.402,118.7227,17.9278,160.855,279.82,2483.48,121.792,42.1311,85.4
2023-07-05,130.38,2635.2966,19.1218,116.0668,145.44,41.7263,38.312,323.4652,49.23,177.3448,110.3975,91.8453,81.6629,89.0983,35.8229,22.16,358.3449,71.8625,103.47,143.9243,100.93,63.1893,101.2491,213.6971,75.6883,107.7433,42.49,115.5373,278.5058,42.8868,375.99,150.7551,98.8971,53.5044,12.8682,42.4142,82.24,57.3198,292.0712,129.5896,39.9684,124.1549,153.682,6231.03,52.5242,479.83,101.4971,119.5482,17.7685,160.4684,282.48,2492.43,119.7059,42.0053,85.15
2023-07-06,128.36,2594.5846,18.7734,111.7565,144.27,43.3787,38.3509,322.4512,47.325,177.2669,107.8835,89.7372,80.4481,88.3267,35.0541,21.74,351.6072,71.4546,104.88,144.6191,99.89,62.9553,99.8074,209.84,73.6175,106.4868,42.09,112.3764,276.6485,41.763,367.03,149.9874,96.7393,52.8821,12.558,41.8674,81.03,57.3733,283.8203,126.9724,39.4931,123.5144,151.9332,6081.2,51.9733,470.55,99.6018,118.7227,17.4032,159.1481,276.54,2491.1,118.1616,41.7213,82.91
2023-07-07,129.78,2598.7435,18.9526,112.2722,143.54,43.4367,38.4967,329.9545,49.16,180.792,110.734,89.5972,79.7346,87.8633,35.3073,21.89,353.0262,70.3108,107.55,147.2196,103.18,62.298,100.0428,210.3328,73.6371,104.6654,43.09,112.0873,274.0032,42.1535,363.74,150.5862,98.4791,53.1143,12.558,41.5492,81.39,57.6053,284.5627,126.5457,39.6981,124.9639,152.2553,6062.78,52.9232,471.63,98.9952,117.6285,17.4782,159.6856,274.43,2469.51,117.4481,41.3362,82.76
2023-07-10,127.13,2689.333,19.2114,115.9695,144.9,43.3014,38.5258,335.4879,50.73,185.9336,113.1589,92.4703,80.5734,90.1417,34.8197,22.52,363.3644,70.8251,108.65,151.0113,107.1,64.0727,101.2099,217.1373,75.9435,106.7303,45.5,115.1177,276.2451,43.4964,369.52,152.8895,104.0874,53.4301,12.6334,41.8618,82.65,57.177,291.5826,127.8353,40.4531,129.2704,153.5991,6213.8,54.7373,478.0,100.2462,123.5795,17.4313,159.9222,269.61,2513.56,118.9744,42.1787,85.83
2023-07-11,128.78,2743.1132,18.8132,116.1836,147.51,44.0358,38.8466,337.7862,52.25,186.2452,115.762,93.3658,81.7014,91.9033,34.8854,22.41,368.6253,72.492,110.38,151.0312,110.25,64.504,99.3269,217.4311,76.7483,108.1134,46.62,116.4697,276.4797,44.6678,379.48,153.4514,105.2246,53.8666,12.7676,41.0656,84.32,57.8284,294.7589,127.2285,41.3759,133.1387,155.3111,6204.76,55.5446,483.24,101.772,125.5952,18.0495,160.7739,269.79,2553.01,120.4645,42.5028,93.71
2023-07-12,130.8,2748.1098,18.1364,120.3674,147.67,44.8379,39.2742,375.2547,53.23,185.028,114.8514,94.3453,82.1932,92.22,34.4166,21.8,374.89,71.8891,112.4,149.9095,113.77,64.6153,97.3949,219.9709,78.5149,108.6198,47.06,119.612,277.2958,44.2011,383.32,153.7278,105.8174,54.8046,12.7592,41.52,84.2,57.8997,298.3863,128.1103,41.2175,133.1471,156.2407,6348.69,56.3045,484.04,102.1226,124.2034,18.2931,159.5626,271.99,2573.38,120.031,42.0834,91.5
2023-07-13,134.3,2793.5031,17.6685,123.0431,148.0,45.3694,39.3617,373.5938,54.07,186.4594,118.4343,94.7744,81.8943,89.8983,33.4791,21.49,369.3782,72.0841,112.37,150.7632,114.86,63.7373,97.3556,217.5353,78.8584,108.5809,48.99,121.2904,276.9299,43.9345,379.54,155.2019,106.5659,54.3495,12.734,40.9772,83.42,58.328,295.6422,128.9164,41.4412,132.3296,151.657,6325.78,57.1118,472.59,102.1984,121.5927,18.3867,156.7709,277.9,2538.18,119.9497,41.2409,93.15
2023-07-14,134.68,2825.4243,17.1509,126.7891,147.91,44.0841,38.8757,371.4596,52.68,184.4242,117.3555,94.7837,81.875,90.58,32.9916,20.42,351.3755,71.1354,111.01,146.6836,112.33,64.094,95.8748,216.7771,80.9783,108.6783,48.26,124.2368,276.6673,44.2869,380.41,154.2622,106.4395,54.0431,12.558,41.1196,83.4,57.1948,297.4277,128.5465,40.6955,129.6075,152.7339,6396.55,57.8811,472.65,102.3027,120.3449,17.9746,154.4051,281.38,2556.59,118.2338,40.9702,92.25
2023-07-17,133.56,2906.9668,17.6287,124.5901,149.11,43.8716,37.6608,376.3653,52.47,186.2744,119.8991,94.1494,82.0485,91.2417,33.8916,20.76,347.524,72.9442,109.23,147.8946,112.8,64.5973,96.8555,216.0474,80.1833,107.3829,48.19,121.5794,276.4234,44.944,383.69,155.9297,104.0193,54.4424,11.8119,42.5502,83.69,57.1056,297.0049,128.7172,40.0337,127.8462,153.4058,6408.98,56.4184,472.72,103.0229,120.9304,17.8997,152.484,290.38,2544.23,117.412,40.183,93.4
2023-07-18,132.83,2938.4543,18.1662,124.4247,148.88,44.1131,38.0302,378.8278,56.35,188.5823,119.7606,93.9908,82.1064,91.1117,33.3853,21.15,345.4486,74.0968,108.94,148.8574,112.43,64.1607,97.4537,217.8859,80.4974,108.9997,49.89,122.1389,275.6167,45.744,385.42,156.7036,105.2246,54.0059,11.879,43.064,85.81,56.3918,297.6721,126.9155,40.4159,130.72,153.9581,6466.0,56.9883,472.41,103.9801,123.186,18.265,155.6637,293.34,2528.09,118.1345,40.448,93.33
2023-07-19,135.36,2885.502,18.0667,124.3955,150.84,44.3837,38.1274,378.8664,57.68,185.2227,117.88,94.9889,82.521,90.62,33.751,21.14,353.2675,74.6731,110.38,147.8152,112.51,64.23,97.4929,218.8147,80.4385,109.6912,49.93,121.9151,275.9074,46.6964,390.51,157.9566,104.2915,54.1359,11.8203,42.7826,85.14,57.6499,300.2282,128.8974,39.5117,131.5543,154.6944,6445.95,56.6654,471.21,104.1317,123.4356,19.1642,157.3292,291.26,2505.89,119.8413,40.2497,96.09
2023-07-20,129.96,2875.2722,17.569,122.0312,151.9,44.5866,38.1565,374.5208,56.13,186.4594,117.6524,94.1028,82.3667,89.2383,33.7603,20.68,348.7113,74.1411,108.62,148.1824,110.38,63.482,99.1602,218.9095,76.0809,109.2822,49.75,117.6259,278.7216,46.5155,381.86,158.6291,103.2126,53.0957,11.7616,41.8942,84.96,56.9629,299.8617,128.85,38.9804,127.6523,142.821,6226.08,53.607,462.35,101.9046,122.1014,18.7333,159.733,262.9,2460.0,121.5934,40.8692,93.07
2023-07-21,130.0,2880.9292,17.7979,124.1328,151.57,44.5866,37.4665,372.2128,57.73,189.7897,117.7811,95.9124,82.5113,89.5917,33.4322,21.03,356.9163,73.3786,109.24,150.7135,110.29,63.7487,100.4057,221.5535,76.6403,109.1166,49.62,118.0921,277.2958,46.0393,382.96,156.9616,104.1748,52.9471,11.6778,41.9774,83.28,57.0699,301.1585,130.4241,38.7288,126.1859,143.8703,6244.69,53.1606,460.11,103.3546,121.0936,18.1619,158.1242,260.02,2457.93,121.0876,41.1132,96.74
2023-07-24,128.8,2851.8758,17.7681,126.4972,150.8,44.5963,38.1954,372.657,57.77,189.1763,115.6333,95.8751,83.4851,91.5783,33.0478,20.81,352.4856,75.1785,109.43,149.3438,111.38,63.8653,100.9451,221.762,77.0721,109.7692,49.0,118.6982,277.0143,46.6107,380.39,156.6944,104.4956,52.8636,11.8303,41.6598,83.79,57.9801,305.5189,130.8034,39.1948,127.054,145.0116,6230.69,53.6925,454.67,103.0798,123.3588,18.2837,158.6731,269.06,2494.79,122.2887,40.9169,96.54
2023-07-25,129.13,2899.8414,17.3699,127.4604,151.92,44.4514,36.8542,383.4244,58.1,189.7216,116.2271,96.0057,84.1504,92.5583,32.8884,20.3,365.3143,75.3204,109.9,150.0088,113.11,64.2873,99.6603,222.7523,81.8714,109.5841,49.71,118.922,274.2471,46.0107,382.12,154.6123,105.7883,53.1515,11.5083,41.8468,81.8,56.8022,305.5377,129.9026,39.2041,123.3037,145.2694,6361.13,54.4713,451.64,102.6343,123.0036,17.6936,155.853,265.28,2501.22,120.6541,40.5471,94.99
2023-07-26,128.15,2915.3437,17.569,125.1642,151.73,44.8379,37.2138,387.5865,59.38,188.6504,118.3353,94.8957,84.2853,93.0,33.7228,20.77,374.3205,74.6731,110.39,149.1452,116.11,64.3747,98.9346,222.8761,82.735,110.5289,50.17,118.6236,273.6749,46.4774,378.98,155.7178,106.4589,53.3558,11.5845,41.7572,83.01,57.1592,309.7289,130.1965,39.5863,120.9946,145.3982,6382.98,55.6301,454.74,103.582,123.1188,18.4242,156.0328,264.35,2492.73,121.4398,40.8902,96.39
2023-07-27,128.25,2913.1164,18.1364,123.6171,151.25,44.2291,37.8747,388.7646,57.8,190.6175,117.6029,94.0095,83.3501,89.5033,33.9103,21.33,368.6446,74.0702,109.25,151.5076,115.01,61.3073,107.5649,223.6664,82.0873,110.5289,50.09,117.3182,276.9018,41.582,370.75,156.8603,105.1176,51.2197,11.6354,37.6596,82.06,56.1063,309.8417,129.1819,39.1202,119.486,143.4101,6301.71,55.4021,448.45,102.0373,121.3911,18.087,158.938,255.71,2446.92,121.4669,42.619,95.73
2023-07-28,132.21,2968.6508,18.4051,124.1036,152.44,44.6543,36.9805,387.123,57.94,194.3762,118.8599,94.4479,83.7358,89.01,34.2572,21.54,371.4825,73.5028,109.17,153.0262,107.06,61.9193,106.4763,223.8473,83.2454,111.6295,50.9,119.1458,275.8136,42.8678,377.96,154.3359,105.9244,50.5696,11.2371,38.2504,82.52,55.9457,311.4017,129.8552,40.0896,120.1687,143.8887,6343.33,56.2475,445.39,102.9376,122.5525,18.4429,161.4364,266.44,2477.77,121.9185,42.6953,99.63
2023-07-31,133.68,2927.8008,18.7535,123.5879,154.33,44.9345,37.2915,383.1251,59.02,196.5186,121.2749,94.7464,83.4273,90.615,34.7447,22.07,371.386,73.6357,109.49,154.3364,106.34,61.7193,107.0059,223.0665,82.8234,111.6587,50.77,118.26,275.0351,42.3916,378.53,155.6257,105.9244,50.8854,11.1947,39.2456,82.61,58.2557,313.7228,130.5474,40.2201,121.5761,143.3273,6306.44,56.8079,444.8,104.615,126.0559,18.5553,159.7992,267.43,2481.72,123.246,42.6953,101.65
2023-08-01,131.69,2872.1284,17.9074,124.4636,153.03,44.9055,37.0486,385.9352,57.79,199.3717,119.5032,94.4572,83.273,90.3933,34.4072,19.41,373.722,73.3875,109.49,153.4233,107.9,62.07,105.3681,221.2383,83.0491,111.0256,50.03,118.4185,273.037,41.4868,381.21,153.2856,106.0799,51.4983,11.3727,39.1,84.08,58.2467,312.0595,129.3052,39.9405,120.7502,144.2937,6324.0,56.257,442.25,103.6768,126.5071,18.1619,159.4017,261.07,2481.1,120.1032,42.7334,98.6
2023-08-02,128.21,2843.1638,17.6387,122.3425,151.36,41.533,36.3391,384.6315,55.29,198.174,116.7913,95.2688,82.5403,90.1533,34.6791,18.64,366.7236,72.0309,106.28,152.1031,106.75,61.2307,103.1713,218.5151,82.0088,108.8633,49.26,116.7308,271.6769,41.6773,376.65,151.2127,102.2115,50.9689,11.0507,38.7372,83.24,58.0842,308.7046,128.0155,39.1762,122.6548,142.9867,6303.84,55.1362,438.24,101.8857,126.1999,17.8435,158.8718,254.11,2433.89,120.5999,43.0784,96.07
2023-08-03,128.91,2798.8053,17.4794,119.8225,150.57,40.0062,35.8823,387.5865,55.0,195.5837,97.6593,95.4553,82.9355,92.5567,34.8291,18.28,365.266,72.093,109.58,149.5423,104.12,62.052,102.7005,215.8776,79.9379,109.662,45.76,114.3531,272.9901,41.5344,384.0,150.1071,102.6489,50.9225,11.1015,38.4584,82.59,58.7339,309.9733,128.6034,40.0803,119.3006,143.2997,6248.02,55.1552,435.74,102.9566,126.9006,17.8341,159.7803,259.32,2476.95,119.8684,43.2957,82.92
2023-08-04,139.57,3018.824,17.0812,122.5621,150.21,41.0885,35.5421,381.7924,55.45,197.6579,102.133,93.9162,82.386,92.0783,35.6166,17.95,368.2488,70.7808,106.8,150.2272,105.29,61.7287,101.916,212.4498,82.7841,109.662,44.99,117.0851,269.2379,41.0011,378.2,149.6649,101.2589,50.4117,10.9235,37.8122,83.29,57.5248,306.7594,127.3991,39.2228,119.2501,143.1248,6320.97,55.0317,438.32,103.1177,126.4495,18.1713,158.7677,253.86,2450.99,119.6878,42.3751,81.59
