Date,03CF95,061366,070B45,07EC43,09DE1F,09E31A,0B57D7,12DE76,17EDA5,190B91,1D9E55,2158DF,228D42,26CC63,30A565,351EC3,39BFF6,3DC887,41B0E2,442769,49BBBC,4AC91D,504FE2,507AE7,55C9B5,60F8A4,63F892,64E346,66ECFD,69345C,6ABCB8,6F6559,790C34,7B0BA6,7C62A3,7E1D5D,7F9984,808319,87B81A,89F693,8D4486,91B8B1,934CC3,93D207,93F143,A247F5,A4BCDE,A52B6B,A5B913,BB07E4,BB127B,BB5271,BB88B6,C44D01,C9881C,CC6FF5,CDFCC9,CE96E7,CFF15D,D29B44,D2AC74,D437C3,D4AC65,D60BB2,D6489C,D8442A,DBB28E,E09E2B,E49AA3,E4CE73,E68C3D,EB5E78,EC99D0,EPAM,F11638,F40EE2,F57F6F,VERALTO
2023-07-05,68.4839,186.95,292.85,63.2135,83.5933,131.69,61.2333,48.2386,31.833,124.9,101.8704,323.92,331.0404,108.183,25.5,194.7009,162.4714,39.92,146.24,412.32,61.2652,27.89,86.2025,456.7078,388.502,132.1746,74.31,203.85,206.9833,113.95,513.4479,103.5191,92.95,56.3476,97.59,432.74,311.0601,56.8644,179.1667,17.1201,123.4626,296.3682,72.0403,234.53,106.8962,791.97,139.4175,128.94,219.7071,41.0656,211.2359,90.22,565.76,165.34,487.26,232.52,82.402,28.3427,110.1519,250.99,193.61,138.25,52.16,160.6442,112.308,188.877,15.6581,42.285,284.9469,164.97,182.0754,97.5529,29.5729,232.79,449.6866,32.7598,346.99,
2023-07-06,65.7883,183.14,291.14,62.4224,82.249,128.16,60.4949,47.864,31.3042,125.39,102.3566,321.39,334.0948,107.4077,25.053,195.3701,160.8976,39.725,143.17,410.48,60.4458,28.09,85.9983,450.4903,387.4966,131.7006,74.65,201.05,208.8204,113.48,504.8423,104.2895,92.61,55.6786,98.54,431.11,316.9214,56.8644,177.6788,17.0063,121.5496,294.5225,71.9833,233.9718,105.8677,782.4,137.5751,126.7,220.3787,40.9872,207.6004,89.5,555.83,161.38,481.29,230.07,80.967,28.1169,108.3556,250.06,188.82,137.52,51.28,157.6354,111.8141,189.3508,15.6488,42.0711,287.7502,164.64,178.4243,98.8166,29.6014,229.85,443.4595,32.4508,349.74,
2023-07-07,66.4348,189.14,295.22,63.0302,82.1277,130.32,60.19,47.7516,31.1866,125.2,102.9303,320.17,330.13,108.5309,26.001,195.0737,159.8668,39.5,143.42,406.48,59.9908,28.2991,85.6094,444.917,383.1006,132.5443,74.68,201.57,206.0789,113.17,504.2634,104.0327,93.3,55.8482,100.23,431.29,317.5379,56.3595,178.2914,17.1581,121.4761,292.409,72.4775,231.5917,105.1655,793.79,136.7813,123.795,219.7071,40.948,207.057,89.77,552.98,166.17,485.27,226.89,80.7154,28.3502,109.0327,253.49,188.1,137.25,52.07,157.2014,111.0005,188.2353,15.846,42.4708,284.1,163.77,177.581,98.4984,29.5064,229.2,440.9702,32.4976,347.74,
2023-07-10,68.9116,190.82,306.16,64.2842,85.1325,131.71,61.1417,48.1356,32.0581,126.89,103.3095,332.21,324.8533,110.6381,26.993,201.1536,165.1497,39.8875,147.55,413.12,61.8009,28.6718,85.5997,456.4638,386.5307,133.8904,77.86,207.33,211.2794,113.58,524.3103,106.8206,95.98,55.019,103.84,445.72,327.6753,56.4717,182.2301,17.4333,122.2302,294.9815,73.9509,233.2666,108.2115,802.38,137.7515,123.735,222.3145,41.565,210.2381,90.83,565.6,175.47,496.35,234.42,82.8307,28.5008,110.1424,256.31,195.36,139.1,52.81,157.4039,110.7778,186.1918,15.9587,42.1481,287.1175,168.83,183.0816,102.035,29.5254,234.95,456.8502,32.7973,351.78,
2023-07-11,70.2444,189.62,309.16,64.8051,85.5515,137.54,60.341,48.8098,32.6066,126.99,105.3419,333.72,325.4799,110.9661,27.095,201.6603,164.579,40.0425,148.69,412.96,62.9088,30.4081,87.0388,448.4796,392.0897,133.8904,78.32,212.05,213.2767,111.32,532.3565,108.3429,96.64,55.867,104.08,438.7,331.5307,57.0887,182.9693,17.7939,123.6466,296.196,74.8634,235.6074,108.2115,808.41,134.8114,125.115,211.0946,41.5504,218.4971,90.94,561.44,173.78,504.74,231.87,82.3647,28.8695,109.9073,258.73,195.58,140.9,53.14,158.9565,111.6525,185.6686,16.2781,42.3729,288.4121,169.43,182.9857,101.0895,29.8672,232.3,456.2304,33.1532,354.56,
2023-07-12,70.2146,194.96,315.93,64.7955,86.3178,137.02,60.6508,47.5175,33.2723,127.57,105.8767,336.85,330.1104,110.1312,27.664,202.5302,167.8463,41.01,148.32,417.33,63.0967,29.9081,86.6693,454.9119,394.9382,135.2554,76.72,215.32,211.9671,114.58,550.5194,108.7281,98.63,55.8199,105.32,441.35,333.5758,57.6123,181.4132,17.8699,122.175,301.2638,73.5231,237.2333,110.0114,810.97,136.1148,116.32,213.1687,41.898,224.5332,91.03,561.34,182.8,507.36,232.74,84.5266,28.9147,111.6095,257.88,195.88,143.2,53.8,159.3905,112.7605,187.337,16.0433,43.8688,287.0104,168.17,187.2501,102.5987,29.3735,233.4,469.1587,33.303,358.28,
2023-07-13,72.005,196.95,318.47,65.2971,86.3575,140.09,62.1802,48.2573,33.1646,128.68,109.2315,347.27,335.4556,112.1787,29.405,206.985,168.5366,42.1525,149.74,420.65,63.8287,30.5081,87.3889,464.4284,394.8101,134.9711,78.245,216.59,214.0115,115.92,565.8073,110.5348,102.04,56.1874,106.87,448.84,342.1378,57.9863,183.0082,18.2305,123.1683,302.5404,74.8348,238.3107,112.7607,810.8,139.7997,119.505,213.7415,41.9764,227.5859,93.03,577.45,182.64,517.28,239.51,86.0641,29.6221,115.785,260.5,194.03,145.47,53.99,160.5188,114.1503,188.0971,16.2687,45.9422,284.3823,169.07,190.0004,103.8715,29.5634,244.61,473.5961,33.5465,361.33,
2023-07-14,71.7166,191.3,309.28,66.1749,86.1849,143.34,62.2055,47.1803,32.4596,128.0,108.8718,344.25,337.9814,110.9363,29.538,203.1803,166.4474,41.395,146.86,410.98,63.3835,29.8081,87.35,463.4231,396.7321,133.8904,78.92,214.14,216.1878,115.94,554.415,110.8374,99.68,55.754,104.87,454.11,347.3826,57.5656,181.2673,18.0407,122.6901,303.0779,74.0174,238.1638,111.8409,824.45,139.8879,120.63,213.9588,41.4328,226.5584,92.32,580.38,177.94,514.83,240.74,83.6041,29.8479,115.2584,258.99,192.24,144.67,53.4,160.8081,115.9192,188.2452,15.846,45.4346,283.3116,167.01,183.9632,101.5986,27.7406,241.94,476.1935,31.43,362.67,
2023-07-17,73.0992,206.71,309.51,66.0206,88.2964,145.36,64.3009,47.583,33.6544,128.51,109.2024,347.83,338.4611,112.0893,30.205,209.9485,168.7943,42.605,148.11,421.75,64.4518,29.8354,87.982,478.6399,396.4265,135.3408,80.28,213.73,220.1918,118.32,577.6804,110.9933,104.33,54.9907,107.38,461.18,351.2771,56.9859,184.3989,17.9078,123.4626,306.9267,74.16,238.9768,114.966,837.24,142.5928,125.025,212.6551,41.712,225.2445,92.46,592.38,189.67,522.0,244.44,85.8964,29.4566,116.0483,258.48,196.16,146.55,53.72,162.3222,115.5498,191.5029,16.0151,46.4258,283.7302,170.43,188.1701,104.4807,27.845,242.89,482.9135,31.4674,371.07,
2023-07-18,73.9745,201.57,313.17,66.7248,87.6252,146.53,63.8986,47.9857,33.7815,129.32,110.5249,348.98,351.9318,114.1468,31.84,213.8106,169.052,43.3775,149.75,422.13,64.2342,29.799,87.8556,472.4712,392.4445,135.1512,80.24,217.24,222.2456,117.93,577.0818,112.0571,104.84,56.6962,106.77,462.93,355.9348,57.3973,183.0665,18.24,124.4927,309.4702,75.0154,235.8229,115.8561,843.67,141.6225,124.17,212.8033,41.7756,224.879,93.8,597.13,184.05,532.23,244.09,86.9773,28.9448,115.5405,259.73,192.25,146.78,53.04,164.0098,117.377,191.2462,16.4002,47.4581,282.9709,169.89,188.3042,104.5898,28.4241,245.71,487.4493,31.4955,374.04,
2023-07-19,73.8253,198.58,318.37,66.6476,87.4254,145.535,62.3565,49.1001,33.7424,127.63,109.7567,348.81,347.6145,114.445,30.367,210.5794,169.0428,44.065,150.7,417.64,64.254,29.9354,88.0501,459.3237,392.553,135.6441,78.69,219.07,223.5928,116.43,563.7368,113.0842,101.91,57.3181,105.84,457.33,357.6179,55.9668,184.535,18.3349,124.6031,305.9861,75.3862,236.4596,114.0364,844.85,138.9471,123.0,212.3588,41.6875,231.5375,93.98,603.25,185.49,527.17,242.49,85.4771,29.2985,117.0075,255.26,189.53,146.64,53.67,166.604,115.3554,192.5986,16.2217,47.0414,284.1877,172.58,187.6239,104.0988,28.69,249.81,492.4966,31.4674,367.68,
2023-07-20,72.6317,198.5,304.54,64.4,86.1616,145.28,59.9611,49.044,32.675,129.38,108.9884,340.5,339.5771,112.7254,30.295,202.6163,165.5914,42.8525,149.09,404.14,63.9869,29.599,88.8377,439.3242,392.346,134.5634,77.7,210.97,223.3573,110.25,519.1293,113.5794,97.3,57.6479,104.79,451.71,349.9267,55.4432,183.2318,18.1166,127.2703,299.9105,76.1086,234.6966,111.03,852.16,131.3617,121.025,210.9662,41.2908,225.4026,92.18,578.88,175.92,516.88,238.79,82.225,28.8093,113.528,253.16,184.03,143.6,52.37,165.8036,112.6244,190.6539,16.156,45.4856,287.6431,167.4,181.74,101.3532,28.4146,239.01,483.8581,31.0834,357.45,
2023-07-21,72.6018,197.91,306.46,64.4482,86.9773,148.77,60.7511,49.2874,33.3114,128.53,107.4423,341.76,336.5423,111.7215,30.315,203.9068,169.641,42.91,148.82,403.33,64.9365,29.3081,88.7891,447.5817,391.7842,133.6629,78.16,209.9,223.932,110.95,523.6627,113.1759,98.76,58.006,107.09,454.0,342.6564,55.7331,183.3388,18.2779,127.7853,302.1468,75.5763,234.3342,113.7793,844.5,133.6746,121.91,211.2526,40.948,225.3038,92.38,582.02,177.48,520.23,242.86,83.6041,28.8244,117.2897,252.44,179.96,145.53,52.75,165.495,114.3447,189.4791,16.2123,44.2755,288.305,168.32,183.9536,102.7169,28.4906,237.46,484.5861,31.1115,355.85,
2023-07-24,73.2981,197.66,302.59,65.0656,87.4468,147.62,62.2513,49.737,32.9297,129.75,109.3969,339.84,337.8541,110.8269,30.937,201.5934,169.2453,42.93,150.21,402.7,64.7683,29.4809,88.9058,449.9437,398.9794,133.1604,77.27,210.53,225.6372,110.61,523.2211,114.8633,97.69,58.2698,106.75,450.75,343.4392,55.4245,184.7684,18.3254,128.3371,300.6975,74.5687,235.7935,113.8683,834.78,135.5856,121.665,209.2674,40.9333,222.9328,92.8,578.04,177.81,523.86,241.27,82.812,29.291,116.7066,251.71,178.3,143.09,52.95,167.1151,114.7529,190.2788,16.2969,44.5782,287.6918,168.29,184.3465,102.3623,27.883,235.21,480.6309,31.0834,357.21,
2023-07-25,72.572,200.01,301.43,65.4418,89.0374,148.65,63.3433,50.1958,33.3899,130.06,108.4828,344.17,343.6007,111.2941,32.135,210.2066,171.2609,43.5225,158.98,408.08,64.9662,30.0899,89.6643,454.9509,395.5197,133.8525,78.34,210.76,226.5605,113.0,541.1877,114.6524,100.04,58.5337,107.13,456.45,346.2182,54.4522,185.6923,18.6006,129.0637,304.8247,75.1485,233.7857,115.9352,852.49,137.2615,121.455,208.4476,41.2859,223.2983,93.57,582.38,179.47,525.34,238.29,84.6477,29.0803,117.6188,252.41,180.03,144.24,53.81,167.2405,114.6362,191.1376,16.5223,45.6444,290.0279,169.15,187.4993,102.626,28.3102,234.43,488.4725,31.842,363.82,
2023-07-26,73.0395,197.41,306.12,65.3646,86.6223,150.17,62.5767,49.84,33.6444,127.3,108.2591,338.48,330.6684,110.1809,31.736,208.8587,161.9836,41.1125,154.89,408.42,66.6477,30.0354,91.0937,446.8887,396.6335,136.9144,77.26,212.75,238.7798,110.09,518.884,117.156,99.25,57.94,106.97,449.33,350.3084,54.1997,184.4183,18.7335,129.7443,303.7881,74.5212,232.2283,113.3738,834.75,136.2422,122.505,208.2402,43.3867,222.8538,94.19,577.27,173.36,514.55,233.96,82.3088,29.2609,116.6314,250.97,180.04,144.19,53.94,164.7813,112.2551,192.0063,16.3908,45.4176,287.5361,169.0,183.532,102.4714,28.1678,232.54,488.8562,32.2166,357.16,
2023-07-27,71.6469,198.8,299.43,63.9466,86.665,148.5,68.3807,49.6339,33.8305,123.51,104.9432,334.33,323.7667,108.2923,32.734,212.0229,163.5666,40.2475,155.55,383.39,70.2976,29.8899,89.6156,470.8021,388.8371,136.3646,76.58,209.46,236.3585,111.1,527.1167,116.5141,102.11,57.4501,106.98,448.74,353.332,58.1079,182.9012,18.5057,131.4918,306.0053,74.3596,229.623,109.3982,820.32,143.22,122.64,206.8674,43.4699,222.429,93.99,559.89,166.8,513.97,234.9,84.2657,31.3682,118.3523,245.19,182.09,145.29,53.36,163.4601,113.1298,190.7427,16.3063,45.8653,283.9248,166.07,187.298,102.2714,28.1868,226.85,488.5315,31.6641,353.75,
2023-07-28,73.5866,208.4,299.18,63.4353,87.2722,153.33,70.2617,48.7817,36.0629,124.99,105.8864,338.23,331.2558,108.2725,33.45,213.476,165.3183,37.7725,156.03,390.67,70.4262,29.6627,91.1617,498.776,387.3192,135.3408,76.8,209.79,236.1042,112.96,535.3199,116.028,105.09,56.2063,109.49,450.9,360.5436,59.3233,181.1604,18.4867,131.9332,302.8667,73.4186,230.9061,111.0696,824.97,148.8943,124.22,205.7118,42.8823,222.8735,94.64,569.54,154.33,528.87,234.24,86.7537,31.6316,121.7661,247.18,182.64,146.63,53.07,162.2258,112.7313,193.3193,16.2123,46.7146,283.3019,162.69,190.1442,103.7897,26.2311,230.9,503.5949,31.6173,350.86,
2023-07-31,75.4168,207.4,307.96,63.6958,87.1616,152.19,69.9919,48.7349,35.0251,126.21,107.2089,342.1,328.8573,110.002,33.027,213.1605,166.8291,38.7725,158.24,396.63,70.6141,29.8445,90.9478,501.6456,388.6202,136.0233,77.72,211.99,232.9481,114.4,548.9985,115.0651,107.75,56.8941,110.02,451.8,360.8372,59.3701,181.9287,18.4582,132.6046,303.6345,74.1505,232.8454,111.6926,837.97,148.5611,124.98,208.3489,43.2447,222.2906,94.5,583.0,151.83,546.17,234.01,87.5364,32.0304,124.2958,248.91,185.93,145.81,53.8,161.5989,113.9365,193.9313,16.3251,46.6936,278.9995,161.08,191.2079,103.9806,26.3925,236.81,503.4572,31.7858,353.59,
2023-08-01,75.1283,202.68,254.77,63.5221,89.2324,148.91,69.7396,49.3155,35.0545,126.97,117.4193,336.73,329.2685,108.3023,33.756,213.6385,165.3183,46.4025,159.88,398.28,69.9909,29.9536,97.2197,501.9677,391.3702,136.1465,78.03,212.45,233.9467,117.6,539.971,115.3769,108.09,57.5443,110.21,453.51,362.8138,61.0717,182.1815,18.3254,131.8229,308.0688,74.9679,234.8533,110.0015,829.69,149.5803,126.585,208.7933,43.3965,221.5596,94.02,590.39,150.32,549.1,233.63,86.9866,32.2637,124.2112,251.06,183.33,146.51,53.53,165.5142,114.5974,193.0972,16.3532,46.4718,280.4596,161.07,191.16,103.5715,26.5919,239.48,500.3087,31.5985,343.92,
2023-08-02,72.8107,194.28,241.15,63.0302,86.5457,144.56,66.8152,49.2406,33.6738,124.56,118.5959,325.37,320.6144,107.5469,31.961,206.8703,159.8222,44.32,158.91,388.13,67.4291,29.5445,95.8292,487.6098,384.4214,133.9567,74.32,206.78,233.0423,109.35,520.4834,114.0747,103.57,56.0743,106.11,441.18,293.1827,60.7818,191.5857,17.7939,132.5954,305.0071,74.5782,232.6789,106.6094,822.19,144.3862,118.085,205.3266,43.279,217.8352,92.42,563.17,140.69,530.3,228.74,84.1166,31.9251,121.5686,244.86,178.02,143.75,53.76,163.7977,112.4592,190.1109,16.1935,44.2355,279.9924,159.86,184.4327,100.6895,26.8577,236.9,490.0271,31.6641,340.81,
2023-08-03,63.8387,196.24,249.55,67.9788,85.8357,140.88,67.5439,49.7744,34.1439,125.18,118.2945,305.47,319.792,108.1929,32.121,206.4401,159.2291,44.44,161.31,382.61,68.4281,29.7263,95.6834,490.3038,387.3685,132.6391,75.76,202.62,233.6452,113.15,522.6912,114.3314,102.7,53.9825,105.84,440.12,290.57,63.8392,193.8031,17.6706,132.8529,304.3832,75.3957,233.8542,106.372,855.18,144.8566,118.725,205.5636,43.3279,212.9549,92.74,560.4,140.36,523.76,228.59,83.4177,32.5573,111.6283,247.0,177.1,143.44,55.51,165.061,111.3318,188.719,16.2687,44.4813,280.0508,158.57,183.5032,99.1712,26.8482,245.02,488.9743,31.4393,340.68,
2023-08-04,62.4163,194.38,251.41,68.4901,85.5127,140.17,67.2614,49.2874,34.5369,124.82,119.2669,304.65,320.8885,107.9743,33.809,204.2892,156.1149,44.9,159.49,381.92,69.1502,29.4809,94.4193,484.5841,385.7323,131.293,56.77,201.57,231.5349,115.82,526.9695,112.7907,102.31,55.4148,106.88,441.42,284.1803,62.4461,192.4318,19.0751,132.6598,299.4594,73.9319,234.0795,106.2237,841.02,142.7496,109.16,202.5809,42.7501,211.9966,92.63,551.63,140.0,526.88,229.0,77.7708,32.7002,114.2615,245.72,180.86,141.22,55.77,163.0165,111.2248,179.6567,16.3157,44.6462,271.4267,158.71,180.4942,99.3712,26.8102,246.97,488.9743,30.9992,336.83,
2023-08-07,64.0774,195.6,248.23,68.8084,87.0074,143.2,68.7128,49.6433,34.6255,125.88,119.2085,306.7,323.1695,108.1432,35.329,209.0977,156.5969,44.8175,160.77,383.08,68.6259,29.7717,94.9346,494.3154,391.1731,132.1651,57.7,203.715,236.302,116.81,531.5617,114.6983,103.59,54.9625,106.72,444.0,286.8125,64.0542,197.2652,20.0431,134.444,303.1738,74.4166,236.5477,107.717,861.27,147.3753,107.62,202.7192,43.5238,213.4488,95.33,554.89,135.45,529.73,232.44,79.0288,32.7379,112.2302,246.78,179.67,142.9,55.07,165.8711,112.8382,176.557,16.4847,45.3821,272.9451,159.13,182.1712,100.1622,26.6678,246.84,497.1209,31.0085,341.7,
2023-08-08,62.854,196.1,253.68,67.7762,85.6592,139.55,67.801,49.6901,34.419,125.2,120.9394,302.39,319.1948,107.6562,34.74,207.3387,154.5301,45.1125,159.82,377.59,66.9147,30.0626,94.322,486.7021,387.5459,130.2502,58.57,203.23,233.9656,113.23,519.7671,113.6253,101.38,54.3311,106.2,435.99,285.2958,62.6985,197.1096,19.2459,134.1957,302.4828,74.0364,234.3733,105.0963,856.16,145.0526,105.74,200.7043,43.4699,209.023,94.95,552.83,135.77,520.6,228.93,78.7679,32.482,110.6503,244.54,175.73,142.84,54.53,164.4438,111.9927,177.4948,16.9732,44.6302,270.4046,156.91,178.8267,98.8802,26.3165,243.55,492.7426,30.7463,337.14,
2023-08-09,61.6902,203.6,257.89,67.4676,82.5138,137.87,66.8318,49.6246,33.6916,125.05,120.6185,297.44,315.4552,106.5728,26.613,204.9297,155.0305,44.365,159.13,378.66,65.9751,29.8263,94.8666,482.6222,388.019,128.6481,59.78,204.77,235.8215,110.47,511.2695,114.5675,99.09,54.4442,105.1,428.96,280.7164,62.5115,196.0496,19.7869,132.5584,299.0083,73.1049,234.8337,105.3039,854.77,142.2596,106.735,202.087,43.3083,203.3721,102.99,550.33,138.46,513.78,225.3,78.3299,32.0455,109.6252,260.04,200.44,142.68,54.41,165.7746,109.9225,175.9054,16.6068,42.5218,273.7336,156.67,177.1018,97.4801,26.364,239.52,488.6988,30.4934,338.4,
2023-08-10,62.4561,205.01,255.42,68.5673,81.7543,135.97,66.8649,49.9804,34.0848,126.01,124.197,298.01,316.1404,105.9863,27.712,202.645,155.2993,44.075,157.73,388.47,64.7288,29.9717,94.6429,484.4084,391.4392,127.9751,60.56,208.06,236.0571,110.23,508.7575,114.8215,97.73,53.9919,104.36,431.39,285.2469,62.7827,197.0902,19.692,133.2654,297.9333,73.0384,235.6678,105.2446,859.09,141.7205,107.03,201.4549,43.0488,205.7332,103.95,555.0,136.46,515.83,225.61,77.631,31.7219,108.7224,268.61,204.12,142.51,55.26,165.6878,109.8156,175.6883,16.5505,42.3559,274.4831,157.52,177.006,98.1347,26.44,243.17,493.392,30.5871,337.88,
2023-08-11,61.2127,204.87,261.94,67.6026,80.4798,133.68,63.5118,50.3738,34.2912,125.59,123.3413,301.21,314.2608,105.1912,25.443,195.2076,154.0388,43.735,157.1,387.56,63.6704,29.7899,94.9638,467.5128,389.3102,126.1171,59.68,207.96,238.1863,107.57,492.7533,115.9068,94.57,53.0402,101.88,428.46,285.7264,62.5022,197.8877,19.7964,133.1445,296.628,72.9623,235.55,100.6064,860.11,136.056,108.98,203.4204,42.706,206.1778,104.34,557.44,135.2,508.45,226.07,76.196,31.5187,107.782,265.54,211.23,143.26,55.59,165.5817,109.8836,175.7476,16.5317,40.8241,278.3474,156.54,175.5686,97.4983,26.2786,238.74,489.7516,30.3717,339.96,
2023-08-14,62.9335,211.43,263.86,68.5865,82.8406,133.24,64.9955,50.4581,35.0677,124.47,122.3106,303.38,317.2271,106.345,26.946,198.1232,158.0057,44.53,157.95,387.79,67.5379,29.1536,95.4597,480.4416,392.8585,126.5152,59.66,211.48,237.376,111.98,514.8216,115.4542,97.12,52.7576,103.19,434.85,287.928,63.3997,200.9414,19.9862,132.0188,299.181,72.6677,238.3565,103.5832,875.66,139.0549,109.67,205.692,42.848,209.4972,103.95,566.21,138.59,522.25,227.9,77.3794,32.0605,107.2271,266.9,206.62,145.79,55.52,165.8325,112.3231,177.3984,16.5317,43.7199,277.4519,157.04,177.6576,98.9439,26.364,243.0,497.6522,30.3061,338.86,
2023-08-15,59.1537,199.83,267.98,66.9274,81.7175,129.85,63.8879,49.9617,34.1733,123.17,120.1518,296.5,315.0929,105.3603,26.422,192.8559,155.8554,44.9125,155.55,380.25,64.62,28.9445,94.9054,473.2383,388.7878,123.6808,59.17,209.53,236.4433,111.35,509.1598,114.161,94.13,52.6539,99.52,436.74,285.6872,61.24,199.0547,19.7299,131.9816,295.0443,72.5156,235.3439,100.7449,871.09,137.2811,107.83,203.5883,42.5101,206.2568,103.11,559.6,134.56,518.7,226.16,75.376,30.894,105.0265,264.51,203.05,145.01,55.64,162.3125,113.9948,175.4115,16.2499,43.9068,273.8017,152.87,173.7574,95.9164,25.9463,241.92,489.1711,29.866,334.15,
2023-08-16,59.3626,191.89,265.94,66.7827,80.7931,128.83,62.9585,49.5965,32.9546,121.78,120.2296,296.27,314.3277,102.9033,25.373,188.0761,153.594,45.3425,155.6,377.09,63.522,28.4536,94.1178,463.9111,388.7089,122.7139,58.18,203.65,236.3774,107.19,484.6482,113.1542,92.18,52.588,97.22,428.21,284.5619,60.0152,196.001,19.4262,130.8373,295.2746,71.6791,234.814,100.1317,848.8,135.4876,106.985,202.3438,42.0547,204.4884,101.68,549.5,132.875,514.49,223.24,74.3323,30.4199,103.5877,264.34,200.78,144.32,54.1,150.8944,112.0996,174.5416,16.0057,43.4531,274.1424,150.8,169.7805,94.1435,25.7469,239.47,487.6657,29.7348,331.04,
2023-08-17,58.2884,183.44,266.03,66.638,80.2218,127.99,63.1797,51.2541,32.0209,120.33,121.5326,290.09,310.8744,101.8489,24.406,185.9634,153.631,45.69,155.2,373.6,62.8692,28.1445,93.6511,462.8835,386.9841,121.7425,57.41,198.7,235.7933,104.44,476.2488,111.7686,90.03,52.8235,98.25,424.1,274.3756,60.707,194.8145,19.132,130.8559,293.355,71.3179,232.93,99.5087,843.48,134.8408,103.785,198.6302,41.8099,201.3765,100.21,543.64,131.44,511.67,220.31,73.708,30.322,103.5219,262.01,195.39,141.18,53.41,149.3225,111.6525,172.0011,15.9399,43.3107,270.0737,150.05,168.1705,94.4072,26.5349,233.7,478.6139,29.9971,326.85,
2023-08-18,59.104,181.91,271.98,66.6476,80.0996,125.06,63.6063,51.5444,32.1879,120.08,120.638,292.59,310.482,101.8688,24.355,187.9136,154.3076,45.135,155.32,372.17,62.8989,28.2354,93.4469,467.7868,386.5405,121.6092,57.16,199.68,236.5187,105.45,473.2461,111.2883,90.73,52.1922,98.96,426.02,275.2758,60.1648,194.7951,19.4519,131.5537,290.7635,71.5841,233.715,99.9438,846.13,139.8095,104.845,198.8574,41.7364,202.3545,100.9,541.5,130.34,508.13,220.55,73.9969,29.9081,103.5407,262.23,200.1,139.93,52.78,149.5058,113.1881,172.4855,15.9681,43.2662,270.2878,129.37,168.4197,95.189,26.7722,239.39,478.1318,30.1095,328.15,
2023-08-21,59.1935,181.7,267.53,66.6089,83.9114,124.0,65.1942,51.919,32.5713,119.09,120.2296,296.52,315.7797,102.3264,25.264,192.7412,155.6608,46.1675,156.17,375.05,63.2649,28.4445,93.8066,480.2655,387.5557,122.1615,58.39,202.02,236.5752,108.22,489.5348,111.3714,93.03,52.4655,100.62,436.47,277.5558,61.24,195.8843,19.853,132.363,294.1901,72.6772,234.9809,101.6053,845.4,145.7974,120.405,199.4401,41.854,206.5038,100.59,554.7,130.16,520.47,225.0,75.4206,30.4048,104.0861,258.05,196.94,140.97,52.88,149.6022,113.3144,173.82,16.0057,46.9315,269.7816,129.59,169.8284,97.3165,26.5824,240.44,480.3948,29.969,332.11,
2023-08-22,60.6557,176.5,269.36,67.4129,83.0045,127.08,64.9585,51.9377,32.3255,119.26,120.0448,295.97,316.3487,102.774,25.809,190.8675,154.8823,46.88,156.09,375.6,62.7208,28.1991,92.7565,476.3604,392.1291,121.6759,58.32,200.58,235.0867,105.66,491.2422,110.3369,92.37,52.0037,100.16,436.39,280.6968,61.6046,197.3041,19.6047,131.6281,296.484,72.7247,236.0701,101.6151,843.51,144.8958,117.28,200.487,42.0156,204.2612,101.23,561.82,128.32,519.48,225.51,75.149,30.4199,102.9482,262.24,198.96,141.52,52.12,151.0391,113.2659,175.194,15.7709,45.6334,268.5455,128.67,169.2917,95.7073,26.9052,242.62,480.0406,29.9315,332.62,
2023-08-23,61.4316,180.58,270.09,68.2557,85.021,128.13,66.0563,52.4247,33.3968,120.41,119.8698,302.83,320.8026,104.1666,27.761,192.2441,157.4032,47.4575,158.28,380.32,64.4815,28.3173,92.8634,483.7986,395.3029,122.8186,59.19,204.36,236.3962,109.43,509.7093,112.3413,92.88,52.0885,102.22,448.24,283.6421,61.857,199.2006,19.7671,133.4143,302.6651,72.7437,237.7677,104.1568,859.91,145.3574,117.83,202.6599,42.2898,206.6026,102.44,568.0,130.36,530.71,233.58,75.4862,30.894,104.5469,264.51,200.3,142.86,53.22,150.9523,114.5293,179.0393,15.9869,47.0803,270.3949,130.1,170.0775,97.4892,26.7153,248.83,492.7918,30.1563,339.64,
2023-08-24,60.3871,174.42,265.92,67.8392,82.8755,124.72,63.8976,51.7317,32.0307,120.66,117.8861,298.56,313.9059,103.0625,26.25,185.2847,153.4735,44.7975,155.8,375.12,62.9978,27.9536,93.7483,466.26,391.9616,121.4759,58.15,208.6,235.3363,101.8,478.8589,111.5469,89.96,52.0697,99.73,435.86,278.4658,60.679,196.3136,19.2514,133.5445,301.5134,71.7932,234.9907,100.9822,846.91,139.9753,113.725,200.0722,41.8882,203.0263,101.65,549.54,122.34,512.43,228.04,72.8354,30.006,102.0454,262.03,196.01,140.24,52.26,152.2542,109.7378,174.3538,15.6863,47.1273,268.2632,127.7,166.4456,94.7617,26.4779,242.09,490.4698,29.9221,339.26,
