Date,03CF95,061366,070B45,07EC43,09DE1F,09E31A,0B57D7,12DE76,17EDA5,190B91,1D9E55,2158DF,228D42,26CC63,30A565,351EC3,39BFF6,3DC887,41B0E2,442769,49BBBC,4AC91D,504FE2,507AE7,55C9B5,60F8A4,63F892,64E346,66ECFD,69345C,6ABCB8,6F6559,790C34,7B0BA6,7C62A3,7E1D5D,7F9984,808319,87B81A,89F693,8D4486,91B8B1,934CC3,93D207,93F143,A247F5,A4BCDE,A52B6B,A5B913,BB07E4,BB127B,BB5271,BB88B6,C44D01,C9881C,CC6FF5,CDFCC9,CE96E7,CFF15D,D29B44,D2AC74,D437C3,D4AC65,D60BB2,D6489C,D8442A,DBB28E,E09E2B,E49AA3,E4CE73,E68C3D,EB5E78,EC99D0,EPAM,F11638,F40EE2,F57F6F,VERALTO
2023-03-16,73.9546,206.56,294.93,56.0752,60.9692,119.99,50.049,46.2363,29.4263,109.49,97.8924,314.08,269.8031,77.8181,9.723,170.6705,161.7781,40.67,140.92,331.42,55.7329,25.5157,89.5789,379.2855,341.9728,117.8376,61.88,200.59,202.135,96.6,486.7119,98.8313,80.5,48.6752,97.15,374.0,273.6697,55.9583,187.6071,15.2217,113.1457,240.9301,58.0643,212.5677,104.6817,679.97,120.0663,94.885,191.7857,37.7578,185.0364,72.53,442.39,201.1,353.29,207.82,76.2713,26.5967,112.5489,191.96,216.98,119.47,49.45,142.3242,81.8061,153.6393,13.3445,25.519,260.6084,155.39,177.9934,104.5646,29.7662,279.93,409.9739,30.9374,305.95,
2023-03-17,72.6018,199.62,288.71,55.4895,60.4395,118.15,49.3855,46.3009,29.0654,108.17,95.5935,311.09,272.9583,78.404,9.55,168.5786,160.4812,40.815,140.73,326.61,55.8215,25.2724,87.5844,377.1941,343.604,116.2528,61.22,199.11,199.7184,97.84,477.2703,97.7945,78.28,48.1992,96.65,372.53,270.6209,55.8212,182.2478,15.3629,112.2293,238.1485,57.5865,212.509,103.8223,654.94,119.8415,94.56,190.9659,37.306,182.616,73.61,441.0,183.64,358.14,206.88,74.8433,26.401,112.7544,187.2,213.12,118.71,48.75,140.7387,82.2305,152.8014,13.1486,25.7029,256.3972,155.16,177.2495,103.0648,29.5306,279.79,405.6011,30.464,302.49,
2023-03-20,72.8207,204.68,290.84,56.3632,61.6599,118.4,49.8644,46.9928,28.4316,110.81,96.8351,313.6,265.9251,80.5289,9.852,171.6784,163.6322,41.05,142.62,327.1,56.787,25.4075,88.6688,379.3245,343.2699,117.5169,61.54,200.42,202.2006,96.81,483.164,99.768,79.98,48.1151,99.21,375.59,264.2008,56.7447,185.5332,15.6642,114.2708,240.5776,58.9918,213.2519,105.2053,682.55,121.2491,94.715,195.7363,37.837,183.0112,75.14,435.15,192.51,362.88,207.07,76.3084,26.4913,113.7724,199.08,213.72,119.12,48.98,146.0719,83.8701,155.1674,13.4657,25.8777,260.1523,155.56,178.4035,104.0225,30.1526,275.04,403.7873,30.8445,308.15,
2023-03-21,76.312,209.25,294.43,56.8241,61.4322,123.69,49.2884,46.7437,27.749,113.04,99.3765,314.42,267.4392,81.9588,10.825,171.5928,162.9472,42.02,144.83,329.57,57.7624,25.7861,89.6951,374.5773,348.429,118.3188,62.46,207.15,204.2894,95.93,487.1713,100.3046,81.35,49.5525,100.92,374.36,271.0215,57.429,188.4891,16.0595,114.8425,245.4073,60.1347,216.9666,105.067,696.88,117.691,97.245,198.1265,38.178,186.3997,75.7,445.46,207.63,374.22,207.88,76.3084,26.6945,115.6216,210.63,219.68,120.39,49.9,146.2256,84.4681,157.0207,13.7548,26.1765,263.597,157.25,179.6815,105.4997,30.294,279.66,413.7781,31.253,314.06,
2023-03-22,73.9447,205.01,288.11,55.1534,60.8697,121.17,49.1854,45.6274,27.4273,111.35,95.9524,309.13,265.9837,81.7503,11.254,167.9415,161.0383,41.515,140.67,320.71,57.3092,25.1011,88.4074,371.4644,344.9503,116.7999,61.21,198.38,199.7559,97.58,478.7364,97.3761,78.82,47.8538,99.47,371.35,260.7611,55.9679,184.7966,15.4759,112.556,241.2635,57.6615,215.0995,103.1012,678.7,116.1856,95.445,194.7289,37.8175,184.2559,74.15,433.51,202.15,361.71,204.0,74.7134,26.115,113.9124,202.16,213.51,118.57,48.53,141.7957,84.7767,155.5913,13.4564,26.4452,259.5993,154.83,177.9743,103.2906,29.606,275.13,406.111,30.4176,312.1,
2023-03-23,72.1741,210.19,288.75,55.8447,61.6715,120.3,50.8651,45.8765,28.3048,111.1,95.4868,314.65,271.2293,82.5546,11.4,173.0952,164.6551,42.3475,140.3,322.55,60.4323,24.9839,87.4101,378.2252,348.2324,118.064,63.25,201.14,200.0931,100.28,498.9586,98.1128,80.97,46.6404,102.48,379.4,266.1063,56.9666,185.2037,15.3912,111.939,258.7817,57.6428,217.5923,106.3018,680.85,120.0174,96.945,198.1462,38.1829,185.1747,75.05,440.47,204.66,369.0,207.0,76.3177,26.544,115.9484,199.76,215.72,119.98,48.69,140.9501,84.661,156.6757,13.3072,27.1676,260.2009,156.44,180.6829,105.1338,30.2752,284.45,424.0335,30.3155,308.54,
2023-03-24,73.4871,211.1,288.73,56.3152,61.3762,116.92,48.7735,46.5961,28.6266,112.52,95.4771,315.7,274.0719,82.7829,11.083,167.8749,163.9518,42.235,141.12,329.48,60.255,24.9839,88.4752,364.8593,345.5399,117.6207,62.99,200.22,200.5708,97.95,474.4261,98.9859,77.81,46.3884,100.92,376.56,265.3636,57.0036,185.7948,15.4383,113.6811,259.1056,57.2025,216.0771,105.0472,690.94,116.8406,95.775,199.3907,38.2949,187.763,76.05,432.9,195.99,374.96,204.48,73.6563,26.5365,116.5181,200.82,216.58,121.7,49.44,141.4882,84.8828,157.9769,13.2699,26.756,263.6164,156.7,179.0043,103.8508,30.803,278.5,421.1706,30.4918,312.11,
2023-03-27,72.9102,210.14,288.86,56.6609,60.4761,117.91,48.1624,46.6238,28.4512,111.77,96.1755,316.94,269.979,82.3957,11.09,165.6404,161.705,41.99,139.35,332.25,58.9052,25.1372,88.4752,363.8378,348.4781,118.0923,63.98,198.75,200.7862,96.61,471.9142,99.2041,75.67,46.8644,98.52,373.92,266.2626,57.3458,185.7561,15.8054,117.3286,260.9727,57.7645,216.8298,104.0693,688.63,116.1954,96.265,201.4154,38.139,188.9485,76.37,431.31,195.83,373.15,205.27,71.913,26.4989,115.4348,203.58,218.59,123.17,49.72,143.5926,86.9371,156.0349,13.9972,26.5082,266.0616,155.75,176.2194,102.1974,30.9161,285.0,418.592,30.9559,312.46,
2023-03-28,72.3134,210.01,290.15,56.6033,60.2696,116.61,47.1239,46.4854,28.5584,111.28,96.5926,317.71,268.8556,82.6539,10.278,164.6991,162.1069,40.75,139.85,330.99,58.4028,24.9028,88.2041,360.9098,348.1931,117.3942,64.27,197.27,200.5895,94.56,464.3003,99.1132,76.53,47.2751,97.61,369.87,266.8001,55.8846,180.0866,15.7207,117.3558,261.9634,56.9401,215.383,102.9431,679.52,113.781,95.38,201.6031,38.0416,189.976,76.58,429.08,193.52,373.4,203.28,72.2004,26.0473,113.3241,202.24,215.6,123.24,49.9,143.8713,86.6574,155.4138,13.9413,26.3873,264.7808,155.31,175.1036,102.369,31.0669,283.0,411.1308,31.1416,314.73,
2023-03-29,73.7855,215.35,296.12,57.141,60.3468,118.8,50.1034,47.2049,30.7326,111.84,100.2301,320.07,274.0133,84.0241,10.565,170.2046,165.3492,40.625,141.95,341.05,62.5997,25.5157,88.5333,374.6649,353.3031,120.1489,64.81,199.16,205.9754,96.09,479.8115,105.5249,79.87,48.0405,100.19,375.04,279.3471,58.9919,182.49,15.6642,117.6915,266.6692,58.1299,218.2863,106.0845,698.13,117.1534,96.095,202.8377,38.8795,194.2635,76.73,438.44,203.95,379.16,206.0,74.9916,27.545,116.8263,207.43,216.83,124.71,51.44,142.7182,87.4001,158.4896,14.4728,26.9608,268.5941,156.65,180.4158,105.2422,31.4534,285.76,424.8179,31.8934,318.36,
2023-03-30,73.9944,213.32,309.11,57.4291,61.1428,122.28,51.6199,47.4448,31.2883,113.0,100.0943,326.04,277.4713,86.1292,10.334,172.6958,168.2719,40.6225,143.26,344.1,62.1564,26.0475,88.6785,385.2487,353.0377,121.8281,65.81,201.61,205.5914,97.88,487.5291,103.2604,81.83,48.6938,100.88,375.94,289.5294,60.0924,184.2054,15.796,117.2469,269.2603,58.6171,217.3674,106.2919,696.4,119.3625,96.785,203.5587,39.3972,194.224,76.55,439.63,205.27,381.9,207.01,76.7628,28.0567,118.9837,205.56,217.7,125.68,51.31,142.1993,87.294,160.057,14.6593,27.3594,273.2905,158.07,185.2226,106.0012,32.0849,293.69,431.4849,32.3204,319.7,
2023-03-31,75.5362,217.5,318.0,58.5045,61.8943,124.4,51.4994,48.2243,31.854,113.03,102.0828,332.8,281.6229,87.5392,10.655,177.3123,169.8885,41.965,145.69,354.64,59.4471,26.453,89.1336,388.3032,357.1159,123.7243,66.46,208.16,208.5326,98.01,490.2224,104.2153,82.32,50.7099,101.57,386.25,297.0732,61.1467,188.8767,16.1537,118.9437,272.2609,59.8162,220.3978,106.203,702.69,120.0663,99.87,208.7242,39.915,197.3656,78.3,464.72,210.28,385.37,210.09,77.6901,28.3502,119.1518,210.85,224.85,128.23,52.42,144.8323,89.6183,162.561,14.8552,27.7531,277.6375,161.48,188.0933,106.5975,32.4431,299.0,437.1127,32.7474,325.77,
2023-04-03,74.8896,208.49,311.65,58.927,61.984,121.46,50.663,48.2566,32.0684,112.83,102.0925,329.4,280.5777,86.8441,11.272,173.0381,168.1988,41.935,144.67,354.01,58.7279,26.9397,90.2373,388.1281,360.1229,123.479,66.31,207.58,203.0811,96.56,482.8084,101.2504,81.14,50.4859,100.87,388.94,291.8062,60.8045,187.7137,16.1537,119.8238,272.2895,60.1347,223.8583,105.5016,689.84,119.5678,98.165,210.7094,39.6708,194.1153,77.88,464.49,202.6,380.08,211.39,76.6979,27.9965,116.4995,211.57,227.39,128.07,51.75,144.7073,90.5828,163.813,15.2282,27.9409,276.9583,161.07,187.1968,106.0645,32.4525,297.22,432.0536,32.4411,324.71,
2023-04-04,74.8598,208.14,308.71,58.2548,61.2064,118.46,48.9901,48.1637,32.2731,111.59,100.2107,328.76,280.5288,84.5008,10.946,167.4661,164.7647,41.685,146.04,359.22,56.4225,26.6333,88.6785,382.1552,357.5974,119.1206,65.97,203.32,200.4865,95.87,473.0537,99.9499,78.49,49.4219,97.25,384.93,286.0994,60.4253,183.4301,16.0595,119.4064,272.2895,59.1979,222.5484,101.8367,689.29,117.4173,98.28,211.2131,38.8941,194.8167,77.57,476.05,202.54,385.15,211.51,75.7057,27.0483,114.2206,206.78,223.0,127.6,50.34,142.9969,90.66,163.2806,15.023,27.4294,277.4143,157.3,186.0905,103.0467,32.1792,291.06,431.2104,31.9584,314.08,
2023-04-05,73.2185,201.61,300.15,58.2452,60.6855,115.34,47.94,48.1637,32.0099,112.34,100.8121,323.3,277.7546,82.6141,10.803,164.5184,161.842,40.715,147.2,347.72,56.1762,26.5071,88.601,371.2212,358.0501,117.4414,65.15,197.55,199.6716,92.56,463.5635,98.9768,76.54,50.1406,95.0,378.36,279.0833,59.9814,182.1702,16.2008,119.8964,267.9933,59.3112,223.047,99.9993,676.62,114.6803,97.09,209.8205,38.1224,192.9496,77.41,467.33,193.67,382.02,207.56,73.7398,26.386,114.9118,207.47,217.29,126.14,49.16,141.4209,91.5183,161.4371,14.8365,26.8579,277.6472,155.96,181.5603,101.6282,32.3394,282.53,430.5633,31.8006,313.16,
2023-04-06,74.5614,204.51,300.26,58.0148,60.0709,109.69,47.9701,47.6525,31.9904,113.01,101.947,322.08,284.8465,81.502,10.069,161.7419,162.6823,39.9625,146.71,352.8,57.81,26.399,88.5042,364.4604,355.7667,116.9414,65.52,197.34,202.4254,92.47,463.8475,99.1678,75.34,51.7366,94.73,375.92,282.8454,59.556,179.7764,16.2572,118.4083,268.3458,59.4906,220.9159,99.1696,672.42,111.8749,95.965,210.4328,37.9222,190.2229,78.92,473.13,191.0,380.6,208.52,72.9794,26.4537,114.8744,207.68,219.71,125.29,48.96,142.8047,92.5117,162.3244,14.7899,27.0137,275.0467,155.75,178.5084,100.6072,31.755,286.28,438.8039,31.6521,313.75,
2023-04-10,74.1237,212.03,301.96,58.6773,60.5292,112.6,49.2981,47.7082,31.7076,113.71,101.656,321.84,282.6876,82.4652,10.655,163.9384,163.8696,40.7825,146.6,351.95,62.4597,26.8046,89.6564,372.2524,354.4577,118.1961,66.91,198.14,200.6551,95.48,478.6852,99.4042,77.7,51.0459,95.2,379.99,287.6629,61.3594,183.2072,16.2949,118.8892,268.3267,61.4264,221.346,101.4811,679.57,113.8787,96.31,209.9588,38.3031,189.1758,78.23,472.64,195.8,376.25,213.61,74.6949,28.6287,116.0792,210.42,222.63,126.34,49.68,142.9104,90.8072,159.7317,14.9764,27.5553,275.202,157.41,182.1135,101.0047,31.9718,290.93,436.8002,32.3761,314.68,
2023-04-11,73.1887,210.03,304.03,59.2342,59.9677,114.25,49.3029,47.0483,31.5419,114.83,102.6842,321.41,276.2796,82.5347,10.468,163.4344,164.2806,39.9025,145.75,357.48,62.7559,26.9848,89.3466,367.6219,358.3848,118.6112,67.0,197.78,201.5824,94.03,474.6502,99.477,77.22,52.2686,95.1,379.4,289.158,61.8495,182.6839,16.7279,118.3357,272.7563,62.8901,223.3207,101.0366,678.96,113.7614,96.405,211.0551,38.1957,186.6072,80.72,469.82,196.88,371.11,213.89,74.6949,28.8771,115.4067,215.88,224.01,126.01,49.67,147.398,91.0106,158.5191,14.9671,27.1456,275.0856,156.17,180.6447,99.785,31.7079,294.32,429.7088,32.4689,316.21,
2023-04-12,73.1091,207.89,301.41,57.8804,59.4978,112.42,48.2887,46.5743,31.2202,114.49,102.0537,316.49,276.9243,82.8524,10.811,161.856,162.1617,40.3525,144.25,359.01,61.1665,26.7325,89.7338,360.0635,356.0718,118.281,67.19,193.16,201.9571,92.33,456.2866,98.5948,76.46,51.6246,93.52,376.52,287.4968,61.3871,182.2865,16.5773,116.6299,271.3696,62.7012,222.6951,100.2463,684.43,110.6139,97.64,209.9785,38.1517,188.0199,81.18,471.43,196.03,369.89,212.18,73.4708,28.5986,112.3247,213.99,222.22,126.39,49.11,145.6875,90.9428,157.8291,14.9018,26.4722,277.2397,157.69,178.6228,97.481,31.821,289.99,427.3417,32.2461,320.25,
2023-04-13,75.1184,211.26,306.17,58.1972,60.2253,113.95,48.4131,47.2156,31.3275,115.72,103.7512,319.85,283.1272,83.5177,10.824,163.4724,163.5865,41.1975,147.41,363.46,62.1932,26.9488,89.8307,364.1978,363.8177,118.8659,68.39,196.31,203.4932,92.09,467.0109,99.3588,77.59,52.922,93.62,381.56,296.0178,60.4346,183.372,16.6714,116.0492,272.8137,63.0884,227.4655,100.7007,698.78,110.9169,98.935,214.1959,38.4155,191.6752,83.17,483.5,209.69,378.8,217.01,74.3054,27.7557,113.1279,219.53,223.31,128.46,49.78,152.1258,92.5408,163.2116,14.9484,26.4402,280.8104,159.76,180.3491,98.2309,32.132,300.01,433.942,32.4225,320.96,
2023-04-14,76.123,208.4,303.08,57.6499,59.7718,114.65,48.655,46.974,31.0935,115.59,104.3332,317.47,279.5129,83.1702,10.915,163.8813,163.4678,40.9,145.45,364.37,61.8279,26.8767,88.9883,364.8301,366.5538,118.7904,68.07,194.66,202.0414,91.75,467.4321,98.1492,77.92,53.5847,93.58,381.68,296.2328,59.1491,181.1914,16.5396,116.267,267.0565,62.654,228.7656,99.5252,698.06,110.3597,99.72,213.7909,38.1664,192.2976,82.55,463.03,208.9,379.38,214.55,73.749,26.687,112.222,221.2,223.91,127.73,48.93,147.9457,92.6958,162.8666,14.8365,26.735,282.8093,159.56,179.7864,99.4597,32.0378,296.0,433.7554,32.2833,314.88,
2023-04-17,76.9188,218.89,300.46,58.3316,60.5263,116.17,47.8603,46.7323,31.3372,117.11,106.4575,320.18,282.1113,82.9319,11.043,165.9352,164.445,40.855,145.28,362.6,61.739,27.8771,90.1308,361.9798,366.8786,119.564,67.71,197.09,204.3456,89.87,472.4171,99.6498,78.41,54.1727,93.62,380.19,300.2393,59.4173,183.0909,16.9068,115.9766,267.7546,63.9099,228.2377,96.9173,696.47,109.2747,100.58,214.4527,38.4057,194.6982,82.93,470.55,224.92,377.92,213.16,74.6856,27.1085,111.4935,222.09,225.57,129.09,48.69,150.8573,92.5795,162.8863,14.7806,26.9788,282.2853,153.03,180.7973,99.9295,31.6419,294.65,432.2527,32.2461,319.57,
2023-04-18,76.0136,219.48,300.63,58.6869,61.0048,119.19,48.1236,46.7602,31.0349,117.11,105.8173,321.38,281.6913,83.5674,11.588,167.1428,164.6916,40.6725,142.89,375.0,61.1369,28.1385,90.1018,361.1043,366.4455,120.5168,67.82,197.45,203.5588,89.78,465.8161,99.4042,79.21,52.8847,93.53,380.43,298.2947,59.4358,184.4186,16.822,115.9404,267.7355,64.1743,228.3551,98.4386,697.37,108.7664,100.0,215.2823,38.3031,196.101,82.82,475.99,227.87,377.55,213.77,74.8989,26.8827,110.5409,222.11,227.53,128.15,48.27,148.5415,93.4318,164.1087,14.7153,27.6432,281.8778,150.27,180.8069,100.1464,31.2366,295.15,434.7082,32.0234,317.75,
2023-04-19,74.9194,218.19,292.76,57.8515,61.2151,120.1,47.701,44.6504,30.3719,117.08,106.6903,324.38,281.7694,81.1346,10.982,164.2997,161.7324,39.5225,137.05,377.97,59.8733,27.2282,89.5015,351.4252,366.918,120.9885,67.32,196.56,203.2965,89.94,453.9459,99.8317,76.92,52.278,92.6,378.77,298.0015,58.1319,160.0253,16.822,114.6156,267.6781,62.4651,227.3482,97.3618,695.31,107.8573,97.66,212.9613,37.7805,196.516,82.2,475.59,224.27,380.11,213.67,73.6099,26.0548,110.709,219.74,226.34,126.16,47.6,147.9745,92.7926,165.2522,13.9506,27.907,280.2962,148.63,179.8245,98.7188,29.9359,288.84,437.5565,31.5593,307.24,
2023-04-20,73.1887,215.53,290.52,57.5827,61.0723,118.4,51.1497,43.2934,30.0891,116.81,105.827,323.45,279.4836,80.8169,10.801,161.2855,161.3123,38.8475,134.16,375.06,60.6729,26.7054,89.6177,365.4818,369.0833,120.3848,66.9,194.64,201.9664,90.11,456.8057,99.1951,74.26,52.53,92.96,377.56,292.9788,52.7866,159.5988,16.5961,114.6519,263.5181,59.8306,229.3326,98.2015,703.44,111.8162,96.135,212.6156,37.6877,195.123,80.85,467.69,224.79,380.26,213.73,71.8666,25.0765,110.8024,216.05,224.47,125.67,47.23,149.8483,91.8435,164.2861,13.5589,27.0807,279.1803,147.8,178.3272,98.0141,29.0875,282.33,439.4325,31.5407,304.14,
2023-04-21,73.7855,216.89,287.9,57.1218,61.0607,115.5,50.2433,43.7116,29.5432,116.96,105.6233,323.57,279.1417,78.2551,10.732,161.4756,161.6776,38.9675,134.02,373.39,60.3471,26.5702,88.8334,361.8437,369.3195,121.13,66.78,194.09,201.5824,88.43,453.4562,99.6043,73.74,52.53,92.95,377.26,293.6921,52.1763,158.0967,16.6149,114.0803,264.264,59.6889,228.7949,96.7987,719.23,110.9071,96.625,214.8774,37.5314,196.6246,80.94,473.31,223.61,377.67,213.0,71.2175,25.1668,109.9806,216.83,225.02,126.59,47.46,151.0399,92.1534,162.6793,13.4843,27.0957,284.061,148.37,177.7168,96.4239,29.5117,280.73,438.4503,31.188,302.72,
2023-04-24,73.8949,209.9,288.19,57.1314,61.219,116.12,49.9703,44.0462,28.919,117.3,104.9928,322.97,275.2441,78.7217,9.859,161.5422,160.6547,39.14,133.63,372.03,58.7479,26.5612,88.4655,362.1841,368.8175,120.998,66.25,195.84,201.8259,87.57,463.1815,100.8503,74.38,52.138,92.01,375.67,291.728,52.7219,160.82,16.5114,113.7809,265.1439,59.7739,227.5339,96.4135,713.56,111.0538,95.975,212.981,37.6096,192.5643,80.65,473.0,224.6,377.34,212.98,71.6533,24.7604,109.5976,216.25,224.5,126.09,47.51,152.3179,92.4343,162.9849,13.3724,27.0187,284.6917,146.83,178.3081,95.9179,29.4551,280.79,434.443,31.2437,302.56,
2023-04-25,71.3983,210.53,284.1,56.1328,60.0111,112.505,48.5462,43.7674,28.1587,120.09,102.5484,312.7,269.0412,75.2067,9.328,156.417,154.7089,38.395,130.29,364.01,57.3954,26.3719,88.5042,348.0108,362.7153,117.149,63.17,190.21,198.2853,83.8,441.5273,98.1765,70.35,51.5966,89.69,364.53,282.1223,51.8711,160.0156,16.342,114.2255,258.8799,58.0175,224.4351,93.203,709.52,108.1213,91.285,210.2057,36.5692,188.3657,79.47,442.28,220.6,369.59,203.9,68.9641,24.1508,106.5157,209.31,220.85,124.21,45.82,149.8387,91.0977,161.447,13.1859,26.2184,280.7134,141.97,172.7574,91.8792,29.2007,273.97,412.3535,30.5289,294.89,
2023-04-26,71.6768,199.51,280.42,56.0752,59.4486,113.68,48.3208,43.2562,28.3244,118.38,101.4523,311.24,288.5291,76.6862,9.489,157.2253,150.2062,38.99,130.67,367.08,60.2385,26.1015,86.6162,347.6314,360.9733,113.3943,63.4,189.9,197.4798,85.94,444.6809,95.83,71.95,51.1859,89.79,365.1,279.181,52.1023,160.0253,16.2008,114.1892,259.3676,58.8957,223.0274,92.1954,714.36,107.828,91.895,209.5835,36.1003,189.2054,78.7,454.03,163.83,363.06,203.61,68.723,24.5948,106.6184,209.55,216.13,125.2,46.15,148.724,90.7587,161.4371,13.1393,26.9328,279.1512,141.25,172.2996,92.8821,28.3146,275.41,406.3326,29.9256,294.42,
2023-04-27,73.875,200.83,284.12,56.8529,59.6628,115.25,50.4085,43.2748,29.1141,119.6,106.3605,315.0,297.77,77.3018,9.858,153.2697,150.946,39.19,132.06,386.2,61.1072,26.7865,89.1336,374.1687,367.7742,114.5169,63.06,190.11,202.4722,87.44,439.3628,98.0764,69.98,52.558,90.33,368.39,282.308,52.5277,162.8455,16.7091,115.2054,263.4225,59.9061,223.8681,89.2714,734.68,109.1672,92.56,214.2255,36.5301,193.572,81.72,454.34,164.18,371.42,207.86,66.5809,24.655,106.3942,212.15,215.55,123.34,46.66,153.4326,92.0469,166.0212,13.2978,27.2026,284.9343,141.89,169.4003,93.885,27.8811,279.25,421.5173,30.399,302.43,
2023-04-28,75.5958,182.58,288.03,57.333,60.4433,119.67,50.9127,43.9161,30.2842,122.12,109.3287,313.92,300.1438,77.5997,10.543,155.6944,152.7087,40.04,134.36,379.03,63.5357,26.7775,90.2954,376.017,374.0339,115.4414,63.05,194.79,206.0691,89.37,452.4474,99.9135,71.96,54.8074,92.08,371.32,283.7444,54.3495,164.3573,16.6338,114.6973,268.0511,59.3867,227.5046,90.2691,727.95,110.4868,91.23,219.0651,36.8622,195.9726,81.97,459.42,164.2,377.56,209.45,67.6844,25.9194,109.084,213.92,210.71,125.79,47.1,156.9593,91.7369,167.2732,13.3538,27.7251,282.7511,144.64,171.5557,95.683,28.4183,282.44,436.0439,30.8353,302.46,
2023-05-01,74.7106,180.85,287.45,57.4579,61.548,121.42,50.8884,43.9998,29.5432,121.44,99.91,314.17,298.4831,78.7515,10.511,157.8528,152.2338,40.04,134.26,381.82,61.5515,27.0028,91.3217,373.9645,373.8666,116.2245,62.81,196.47,207.1182,89.69,462.0161,100.1045,78.33,52.9127,92.84,371.62,290.7606,54.1553,165.0648,16.6244,114.4069,267.2191,60.1422,227.2895,91.1779,745.99,110.4086,91.65,216.6947,37.336,195.3996,80.54,450.41,160.59,374.15,210.65,69.9007,25.6334,108.1874,213.89,216.0,125.62,46.91,156.7575,91.8822,167.1844,13.4657,28.8851,285.827,144.54,174.0926,95.3848,28.1638,279.01,434.6296,30.7332,307.6,
2023-05-02,71.8956,176.4,255.44,57.0162,59.0772,120.58,50.6989,43.0889,29.0264,119.26,97.6984,308.82,298.3366,77.4905,10.443,163.0826,149.7313,33.745,131.79,379.16,61.1072,27.147,78.0475,368.1472,370.097,115.6867,61.44,192.42,202.8282,89.91,458.4805,97.8581,79.17,49.5899,93.43,368.83,282.1614,52.5739,162.6807,15.9372,113.5631,264.6561,58.7635,221.8837,91.1878,739.71,109.6364,88.445,216.9021,36.8085,191.4974,78.96,443.68,152.88,368.66,208.97,70.5869,25.1894,108.4396,207.09,220.22,125.28,45.98,153.7113,91.8144,166.1493,13.2885,28.1857,284.4588,142.42,175.1608,95.2312,27.504,270.67,428.6873,30.1577,301.99,
2023-05-03,71.0501,174.33,258.5,56.5361,59.1601,118.86,49.9868,42.7171,29.8844,119.34,100.686,307.99,297.35,76.855,13.395,159.3267,149.1924,33.1825,131.12,382.31,60.1299,26.9127,78.3186,367.8749,368.9848,114.5358,60.49,193.7,202.3036,81.62,456.5021,97.9218,78.58,49.3379,93.62,368.0,286.9984,51.7139,159.8799,15.7677,112.0116,263.1642,58.9618,220.9061,91.0396,752.39,110.741,88.83,219.8355,36.5496,190.2822,78.46,437.08,155.42,345.25,207.45,70.7075,24.8733,105.3762,207.34,220.88,125.01,47.41,151.799,91.795,165.0748,13.0088,27.7781,280.0536,142.57,173.9496,95.0686,27.2778,273.13,421.9986,29.3965,305.85,
2023-05-04,71.4281,171.59,265.0,60.3576,58.8668,117.63,49.7624,42.4755,30.5894,117.78,98.4356,302.96,298.3366,75.2365,13.64,155.7419,148.2334,33.835,131.13,385.59,59.735,26.4981,76.9244,363.0694,370.1856,112.5736,61.18,193.03,200.2711,86.61,449.4701,97.4944,77.83,49.6832,93.99,366.62,273.6013,50.974,158.8041,15.4853,111.2131,254.8633,59.0279,220.5347,88.8861,736.65,109.9199,89.505,218.0478,36.4275,190.055,77.04,430.51,155.42,335.83,205.03,70.5035,24.8657,99.5391,223.6,219.1,125.22,47.6,142.3146,91.9791,163.4383,12.8689,27.5383,281.7905,141.27,172.9386,92.2857,26.7971,270.41,414.9268,29.1181,300.65,
2023-05-05,74.5713,178.6,273.8,60.7705,60.7925,119.9,51.4645,42.9867,30.3445,120.3,101.6366,301.68,303.4552,76.7259,13.723,158.623,152.6143,34.495,133.22,389.74,60.4458,27.1561,78.2605,375.161,378.5908,115.9792,64.59,194.94,201.8353,89.84,402.7925,98.0673,81.22,52.0353,92.91,371.56,266.4092,51.7324,160.8684,16.1443,112.193,254.0504,60.2933,226.5759,91.5039,731.98,113.4486,91.965,216.7836,36.9795,195.202,78.56,434.8,159.65,348.4,205.24,69.7152,25.1743,101.5938,231.19,219.91,129.06,48.05,146.9559,93.9161,171.108,13.158,28.6553,273.2031,143.66,174.9033,94.0747,27.193,242.47,418.3645,29.2202,303.57,
2023-05-08,75.1184,177.46,277.86,59.1862,60.6903,125.65,51.1759,43.0703,30.1293,119.5,101.5396,294.33,301.5016,77.8281,13.663,159.7926,151.1418,34.5175,135.04,387.28,60.0904,27.2101,76.5565,373.0792,379.4274,115.6962,66.08,191.99,200.7019,95.04,409.991,96.7031,80.52,52.2313,94.17,371.74,268.1193,52.056,161.0041,16.0501,111.9662,253.2566,60.4349,227.0158,90.3086,736.41,113.1456,95.76,217.1589,36.8036,195.5083,79.35,438.99,163.29,344.06,205.56,68.8714,25.7237,101.1548,229.82,221.86,129.59,47.55,148.1763,93.7417,171.039,13.2326,29.1259,276.444,143.13,175.981,95.0867,27.2401,231.82,419.2877,29.2109,304.18,
