Date,12E454,251988,3C7F5F,4A6F00,4A6F00_2,57DDB9,622DBE,8A8E41,9C25FF,A01664,A13375,A13375_2,A18D3C,ADF092,C8257F,C83B88,D88EF3,DB06B0,DD1BA1,DD1BA1_2,E30B34,ECD263
2023-09-08,295.8278,12.5746,13.1171,135.2522,136.0735,132.3654,42.756,28.216,80.94,142.77,30.4326,27.9724,80.2471,11.32,73.1445,39.2026,422.42,120.2541,21.2663,20.6517,28.9902,44.28
2023-09-11,305.4309,12.6794,13.0115,135.7877,136.609,134.8948,42.2512,28.6293,82.58,145.38,30.7432,28.2822,81.1717,11.58,73.6358,39.4028,435.84,121.0246,21.2663,20.6321,29.1637,44.536
2023-09-12,299.5717,12.627,12.9731,134.2208,134.9527,134.7505,42.028,28.7136,81.65,143.19,31.1701,28.6306,82.3128,11.33,73.3021,39.3418,436.61,119.9282,21.1677,20.5139,29.1454,43.469
2023-09-13,302.9482,12.7667,12.8386,135.5795,136.371,136.0873,41.2612,28.5618,82.48,144.36,30.452,28.0208,82.116,11.41,72.0969,39.3418,439.4,120.185,20.6153,19.9917,27.9767,41.224
2023-09-14,309.5621,13.1509,13.2916,136.958,137.8488,137.6454,42.7463,28.7136,85.01,144.4,31.0828,28.5725,83.0997,11.73,72.6717,40.0209,449.37,121.5283,20.8915,20.2084,28.3511,40.049
2023-09-15,298.2311,13.2994,13.5519,136.2637,137.1644,136.5009,42.853,28.5028,83.82,142.91,30.9372,28.3596,84.1817,11.84,71.7632,39.4724,447.95,118.98,20.6942,19.9818,28.068,39.694
2023-09-18,300.4556,13.1771,13.1085,137.067,137.819,135.4237,41.5524,28.2834,83.12,141.33,30.8499,28.2338,83.6309,11.66,71.791,39.7336,455.73,119.1183,20.349,19.6271,27.8032,39.44
2023-09-19,302.9581,13.2819,13.1085,136.8985,137.6901,137.0202,41.1738,28.1738,82.8,143.91,31.141,28.4661,80.6012,11.64,71.1698,39.812,449.68,119.5133,20.3588,19.6567,27.6571,39.62
2023-09-20,297.5955,13.5788,12.7615,132.634,133.4849,136.6355,40.3585,28.3425,81.5,140.72,30.2288,27.8079,81.2111,11.5,70.0284,39.6117,448.17,118.9701,20.1221,19.3808,27.228,38.63
2023-09-21,293.6828,13.3692,12.8193,129.3613,130.2814,134.6351,39.8247,28.081,79.97,135.94,31.1896,28.6403,81.3783,11.51,69.8787,39.7858,446.82,117.3404,20.3786,19.6271,26.7623,38.415
2023-09-22,297.0096,13.2033,12.1832,129.1729,130.1723,134.0196,40.0479,28.0726,79.75,138.24,30.4229,27.924,79.9225,11.1,68.9899,39.4376,445.21,117.5379,20.0826,19.3907,26.3423,37.981
2023-09-25,298.7475,13.1509,12.2025,130.0258,131.0848,134.6543,40.2809,27.9713,79.62,138.75,30.2871,27.8369,79.6864,10.66,69.6074,39.0633,440.02,118.2392,20.1813,19.499,26.3697,38.48
2023-09-26,296.8904,13.116,12.0097,127.5018,128.3871,135.0871,39.7034,27.8279,79.92,137.38,30.0347,27.624,78.7421,10.69,68.728,38.5148,428.72,116.9058,20.0728,19.302,25.9314,37.925
2023-09-27,295.6789,12.985,12.3181,129.4605,130.3806,134.3562,38.8055,27.3303,81.02,137.78,30.0056,27.7111,78.5945,11.03,68.6625,38.8282,433.42,116.5206,20.1122,19.3611,26.2327,37.759
2023-09-28,301.8558,13.1073,12.3567,131.2158,132.0369,134.3562,38.3202,27.4568,83.69,140.2,30.2191,27.9337,78.8208,10.69,69.28,39.0546,444.48,117.7157,20.4969,19.6862,26.4336,37.636
2023-09-29,298.1318,13.116,12.4338,129.7778,130.7674,134.6928,38.0242,27.3387,83.04,140.39,30.2773,27.9531,79.7257,10.86,69.6823,38.6018,439.82,118.9207,20.5857,19.7651,26.1688,37.76
2023-10-02,304.696,12.8104,12.135,133.0605,134.0601,133.933,36.9905,26.7904,84.41,139.0,29.9377,27.653,80.3356,10.51,68.6344,38.7324,438.5,118.6738,20.5167,19.7059,26.1597,38.033
2023-10-03,298.8567,12.9064,11.5567,131.3348,132.2055,131.2113,37.0293,26.976,82.93,137.56,29.3069,27.1304,78.2404,10.35,67.8017,38.0752,432.17,118.0812,19.8656,19.1443,25.7397,37.675
2023-10-04,303.4646,12.7929,11.4025,134.1216,135.1511,132.7789,36.874,26.6048,84.11,139.63,29.4137,27.1497,78.024,10.29,68.5783,38.0927,432.84,119.2368,20.2898,19.5286,25.9771,37.69
2023-10-05,302.6801,12.9501,11.2483,133.953,134.8734,132.173,35.7578,26.841,85.23,140.2,29.3069,27.082,79.4897,10.09,68.2134,37.6984,431.78,119.3059,20.1813,19.4104,25.8858,37.259
2023-10-06,313.2464,12.8611,11.3928,136.4423,137.5909,133.7118,36.2043,26.5825,87.51,140.91,29.4816,27.2272,81.5849,10.28,69.4671,38.0927,431.16,121.4493,20.6942,19.8636,26.6071,38.151
2023-10-09,316.1561,13.1103,11.5278,137.2753,138.3546,134.7794,36.3207,27.0995,86.99,143.13,30.0639,27.6917,83.3161,10.53,70.0752,38.636,442.42,123.0592,20.7731,19.9326,26.7714,38.595
2023-10-10,319.612,13.315,11.9808,136.9183,138.057,136.9625,36.6604,27.3666,86.55,145.24,30.3453,27.9918,83.6014,10.67,70.4307,38.969,444.72,126.5064,21.217,20.3365,26.8627,37.332
2023-10-11,325.5506,13.1459,11.7013,139.3877,140.5365,137.6454,37.1943,27.1081,87.61,144.75,30.2676,27.8853,83.4637,10.96,70.0191,38.7675,449.82,128.0966,21.4044,20.5927,26.6071,36.593
2023-10-12,321.916,12.8611,11.3061,137.8208,139.1381,135.7411,36.2916,26.6342,86.24,141.62,29.8407,27.4885,82.9718,10.32,70.7021,38.4695,447.68,129.9535,21.3255,20.504,26.671,36.12
2023-10-13,312.5115,12.781,11.4699,136.2241,137.4421,136.2508,34.496,26.4274,84.55,142.83,30.0347,27.6627,82.9718,10.37,69.7478,38.3907,449.27,129.6769,21.434,20.6026,26.3606,35.568
2023-10-16,318.9268,12.8255,11.8169,137.9447,139.3365,137.7608,35.321,26.9272,85.58,143.59,30.6849,28.2435,84.3096,10.9,71.1231,38.7762,454.45,129.5288,22.371,21.5682,27.1823,36.082
2023-10-17,321.7571,12.9768,12.0097,138.5646,139.8323,137.3088,35.3598,27.1512,84.48,144.86,30.9664,28.4661,84.7916,10.92,71.6096,38.8726,452.68,129.4201,22.6768,21.9032,27.4745,35.572
2023-10-18,314.7757,12.7454,11.7495,136.8191,138.1364,134.3466,34.4571,26.7548,82.54,142.5,30.6267,28.0886,83.2964,10.58,70.4775,38.5747,448.32,128.6596,22.3217,21.5682,26.5066,34.619
2023-10-19,310.6445,13.582,11.3543,136.6109,137.8389,132.5673,35.1366,27.2115,80.5,140.28,29.9377,27.595,81.8898,10.39,69.439,37.7422,435.87,126.6545,22.0554,21.3021,26.0592,40.177
2023-10-20,306.5133,13.6888,11.0844,134.4786,135.6172,131.7499,34.4765,27.2029,79.95,140.58,29.7145,27.3917,81.2996,10.33,69.1771,37.5582,429.65,125.8742,21.6608,20.8982,25.2831,40.096
2023-10-23,311.8362,13.3061,10.7856,135.3712,136.7677,132.4712,34.2727,27.0478,78.82,142.17,29.598,27.1691,81.7423,10.14,70.7114,37.6283,430.27,124.7877,21.5918,20.7898,25.7488,40.684
2023-10-24,310.3863,13.8223,10.747,137.6621,138.9695,135.6738,35.7966,29.5553,78.6,142.69,29.5495,27.1788,81.2111,10.08,69.6916,38.084,431.18,126.0915,21.9568,21.1445,25.4749,41.373
2023-10-25,297.4565,13.5197,10.5446,124.5712,125.6299,135.5969,33.9136,29.0297,77.7,137.07,29.3554,26.9368,79.2733,9.73,69.5981,37.4618,423.73,124.1754,21.0296,20.2479,25.2831,41.125
2023-10-26,286.3539,13.4574,10.5061,121.2688,122.4264,137.3953,33.8942,29.7018,78.1,133.04,28.9187,26.5593,78.4765,9.8,69.4952,34.3071,411.71,122.1209,20.9507,20.1986,25.4018,40.354
2023-10-27,294.6759,13.1904,10.3133,121.1597,122.3868,134.6447,32.9818,28.8142,77.0,134.43,28.5694,26.2399,78.0339,9.55,69.2238,34.7365,372.0,121.1233,20.6646,19.9227,25.1644,39.787
2023-10-30,300.5648,13.582,10.6025,123.4308,124.7175,136.1547,33.04,29.831,78.6,133.35,28.715,26.3464,79.3618,9.85,69.7197,35.4463,389.8,119.8195,21.069,20.3168,25.5297,41.008
2023-10-31,299.1844,13.7066,10.4868,123.0539,124.2712,138.3571,33.5836,30.2705,80.02,133.75,29.4913,27.0142,80.2569,9.94,70.0846,36.1824,402.8,122.2691,21.1479,20.3759,25.9314,41.169
2023-11-01,309.6912,13.8668,10.4097,125.4043,126.5225,139.5016,28.4296,30.5031,80.41,133.81,29.5592,27.0045,79.7454,10.08,69.6823,36.6468,406.51,122.2592,21.1973,20.4745,25.8858,42.019
2023-11-02,308.718,14.0003,11.4892,126.4357,127.5242,140.8961,28.3228,30.9339,82.45,137.5,30.0347,27.5369,81.9292,11.08,71.6657,37.2427,412.62,126.7039,21.7989,20.9376,26.5523,42.471
2023-11-03,312.4222,14.1338,13.2627,128.0324,129.2995,141.8482,28.5752,31.0373,85.36,138.91,30.879,28.3886,83.6801,11.77,72.6481,37.8386,420.11,127.9978,22.3513,21.6076,27.1732,43.236
2023-11-06,313.6138,14.0181,12.2314,129.1729,130.3707,141.704,27.6142,30.7099,85.39,134.37,30.3744,27.9434,82.6472,11.45,72.0961,37.2077,415.7,127.6817,22.154,21.3415,26.8536,43.474
2023-11-07,316.6129,14.0982,12.376,129.8869,131.3129,141.502,29.109,30.9684,86.13,136.36,30.025,27.5756,83.2079,11.61,71.7218,36.8396,412.98,128.1361,21.9272,21.1149,26.5614,43.461
2023-11-08,317.5663,13.9291,11.3928,130.7497,132.1658,141.0307,28.9634,30.8219,87.31,143.47,29.6272,27.2949,83.1194,9.4,70.7956,36.384,413.48,129.1337,21.9962,21.0952,26.461,43.665
2023-11-09,318.331,13.9113,11.6916,129.163,130.6087,141.2712,28.0413,30.6927,86.14,146.32,28.8023,26.811,88.864,9.64,70.1501,35.8231,404.46,129.6868,21.8187,20.977,26.1505,43.515
2023-11-10,326.4941,13.9202,11.6627,131.4935,132.9592,141.9636,28.8275,30.7702,87.52,147.88,29.239,27.1788,86.8278,10.13,70.8611,36.7257,409.81,131.1486,21.4833,20.6124,26.461,44.724
2023-11-13,326.9112,13.8668,11.5663,130.9977,132.5427,141.5789,28.2646,30.865,87.64,150.09,28.715,26.6851,87.9787,9.89,70.833,36.3577,406.41,131.0498,21.0098,20.1493,26.2327,44.462
2023-11-14,333.9819,13.9113,12.0675,132.515,134.318,141.3866,29.8661,30.9167,89.0,153.4,29.2002,27.2175,89.582,10.44,73.1907,36.6907,414.84,132.7882,21.5721,20.6518,27.2736,44.865
2023-11-15,330.4068,14.027,12.694,133.5067,135.2602,141.5693,31.0405,31.0201,89.19,153.94,29.5689,27.5466,92.3953,10.56,73.1346,37.269,417.6,132.7783,21.5918,20.573,27.6115,46.194
2023-11-16,331.8765,14.1338,12.2989,135.7976,137.5611,141.8482,30.6523,31.1752,89.1,154.85,29.1905,27.2368,92.9658,10.32,72.0119,37.1639,412.85,131.761,21.6707,20.7602,27.2371,46.695
2023-11-17,332.7207,14.1516,12.7133,134.191,135.8156,142.0598,31.4773,31.2183,89.6,154.39,29.4622,27.5175,92.6117,10.71,73.9672,37.1726,407.7,132.0573,21.6214,20.7208,27.7028,46.591
2023-11-20,337.6165,14.3296,13.4266,135.1233,136.7876,142.8196,31.6326,31.6491,89.82,155.88,29.7339,27.7208,93.4773,10.74,74.0702,37.6283,413.06,133.7858,21.8779,20.9671,27.858,47.447
2023-11-21,334.6472,14.4097,13.5519,135.8373,137.4818,142.9254,30.9047,32.0972,87.04,155.74,29.4137,27.382,92.9068,10.58,73.6024,37.3304,402.46,134.3883,22.0653,21.1346,27.6023,47.495
2023-11-22,339.126,14.3919,13.6483,137.3447,138.8703,143.2139,31.1279,32.1834,87.79,155.88,29.4622,27.4401,93.5167,10.66,74.2479,37.2252,405.28,134.4476,22.5289,21.6273,27.8215,47.8
2023-11-24,335.8886,14.4275,13.6965,135.5596,137.0851,143.2812,31.0891,32.2351,87.63,156.32,29.5689,27.5272,94.4905,10.85,74.9309,37.3128,405.92,134.9217,22.6275,21.6864,27.9584,47.956
2023-11-27,332.383,14.4275,13.6386,135.2819,136.9165,143.1081,30.7202,32.1834,85.96,156.27,29.3263,27.3336,93.615,10.78,74.0982,36.8834,396.84,135.4353,23.1503,22.0608,27.7119,47.917
2023-11-28,336.6433,14.4008,13.4073,136.0654,137.4818,142.7042,31.555,32.2868,84.54,156.68,28.977,26.9852,90.9887,10.62,74.0421,36.6907,401.29,134.8913,22.9629,22.0017,27.5567,47.9
2023-11-29,329.9003,14.5076,13.8892,133.8737,135.28,143.8294,31.5258,32.5367,83.6,157.01,28.7053,26.8013,90.9887,10.78,74.6502,36.4803,398.9,135.8111,23.0812,22.0115,27.9767,47.719
2023-11-30,324.8853,14.748,13.8507,131.434,132.8204,145.3266,31.4288,33.0278,84.22,158.2,28.6664,26.7722,91.1756,10.45,75.4361,36.7082,400.13,136.5035,22.7261,21.716,28.3549,47.397
2023-12-01,322.5714,14.9171,15.2097,130.7696,132.2253,147.0653,32.4188,33.2432,84.25,157.84,29.3069,27.353,91.0674,11.33,76.5401,36.9886,401.87,136.2562,22.8346,21.8243,28.8807,46.574
2023-12-04,317.8046,14.8281,15.3736,128.201,129.5574,147.5966,31.885,32.7779,84.13,157.56,29.3554,27.2659,90.5067,11.39,77.0827,37.751,399.14,136.3156,22.7656,21.7357,29.0559,45.39
2023-12-05,316.0866,15.3265,14.9495,129.9068,131.303,148.7557,31.3705,33.1054,81.41,156.76,28.6082,26.5787,89.3066,10.87,76.1565,36.4628,364.4,135.9199,22.4105,21.4499,28.4287,45.515
2023-12-06,315.2524,15.0773,14.67,128.9448,130.3508,150.2047,31.885,33.1743,82.54,157.32,28.3462,26.4141,90.005,10.92,76.6711,36.5329,361.98,135.643,22.5289,21.4696,28.7239,44.673
2023-12-07,324.3292,15.2108,14.4868,135.7976,137.3132,151.0354,31.2929,33.3035,84.28,154.21,28.4626,26.4528,90.8411,10.82,76.8114,36.9535,368.66,134.0704,22.6275,21.6273,28.4379,45.2
2023-12-08,330.4465,15.0595,16.2411,133.8737,135.5181,151.074,31.157,32.9589,85.19,155.32,29.0546,27.111,91.601,11.47,76.6617,36.8922,367.55,135.643,22.6275,21.6174,28.7976,45.376
2023-12-11,323.0282,14.7925,15.6531,132.1877,133.594,153.4406,31.3317,32.4591,87.09,152.56,28.812,26.7335,90.9892,11.43,78.6358,37.3829,374.63,137.0475,22.7853,21.7455,29.1482,45.989
2023-12-12,331.9063,14.6056,14.7182,131.4241,132.5427,154.9764,31.0794,32.1403,90.06,157.2,28.2394,26.2786,89.874,11.23,78.5516,37.3917,367.06,138.7982,22.7261,21.6765,28.8991,46.3
2023-12-13,332.4227,14.6412,15.1615,131.4737,132.87,154.1167,32.4674,31.8732,88.06,163.12,28.6761,26.7238,91.6109,11.88,78.5235,38.268,379.35,140.7961,23.4561,22.3465,29.0559,47.998
2023-12-14,330.8636,14.8192,16.1575,130.8489,132.1063,151.528,33.5156,32.6314,93.07,163.89,29.1808,27.1013,92.7063,12.49,80.8625,39.118,383.91,139.3125,24.0873,22.9574,30.1997,46.983
2023-12-15,332.6015,14.7035,15.732,131.5034,132.7411,150.8325,33.2924,32.2006,93.0,160.2,28.8993,26.7626,92.2326,12.26,81.2087,38.9778,379.93,137.3146,24.1958,23.056,30.3012,47.206
2023-12-18,342.2343,14.6501,14.9971,134.677,136.0635,150.9388,33.0206,32.4591,93.27,158.57,28.7732,26.7432,91.6405,11.97,80.7596,39.1706,383.89,136.5826,24.1169,23.0067,30.1628,48.612
2023-12-19,347.9346,14.7836,15.2969,135.5199,136.9661,150.5621,33.6612,32.3729,94.91,159.4,29.0643,27.0045,92.6964,12.36,81.0964,39.1706,386.36,137.0376,24.5115,23.391,30.4211,49.502
2023-12-20,346.8621,14.5967,14.9875,137.196,138.5133,149.2774,33.1759,32.1403,90.64,157.96,28.5694,26.5787,90.0714,11.66,80.2076,38.7324,381.22,135.099,24.1367,23.0757,29.9876,48.927
2023-12-21,351.6388,14.6768,14.5717,139.2588,140.6357,149.6541,34.1077,32.2523,91.4,160.39,29.0837,26.9949,90.8115,11.49,81.5282,38.5747,383.51,136.3749,24.472,23.3515,30.4119,49.161
2023-12-22,350.9436,14.7302,14.504,140.3199,141.5481,150.4075,34.1659,32.304,91.43,161.95,28.9285,26.8593,89.8246,11.27,81.198,38.5572,382.09,136.1672,24.6003,23.4501,30.3104,48.676
2023-12-26,352.3737,14.748,14.5234,140.3497,141.6473,151.4894,34.3407,32.2954,92.35,161.62,28.9964,26.9561,89.7556,11.5,81.7829,38.4958,389.5,135.7914,24.9554,23.7752,30.541,49.119
2023-12-27,355.3529,14.7569,14.4943,139.2092,140.2787,152.5616,34.758,32.1489,92.98,160.99,28.8217,26.7529,89.1931,11.49,81.7263,38.5484,391.54,135.2177,25.2611,24.061,30.3934,49.179
2023-12-28,355.8395,14.8993,14.6491,139.0703,140.12,153.5372,35.651,32.304,94.05,161.47,28.8605,26.811,89.2128,11.69,81.8112,38.6623,392.39,135.2671,25.4683,24.2679,30.3842,49.051
2023-12-29,351.5097,14.9349,14.301,138.5348,139.7728,154.8702,35.4278,32.485,93.6,160.95,28.7926,26.7626,89.1042,11.38,81.6037,38.4257,388.68,135.3166,25.3696,24.189,30.1075,48.688
2024-01-02,343.8928,15.3532,13.9239,137.0274,138.4141,156.3964,35.3404,33.5017,91.81,159.26,29.3457,27.2368,89.5187,11.66,82.3017,38.5228,391.51,134.2978,25.2611,24.061,30.5318,46.85
2024-01-03,342.0854,15.3354,13.7208,137.7712,139.2075,156.5606,34.8066,33.743,89.36,158.4,29.1128,27.0723,90.4464,11.3,80.1699,38.2052,386.67,134.2286,25.1329,23.9427,29.6278,47.026
2024-01-04,344.717,15.2642,14.0109,135.2621,136.9066,156.7731,35.2967,33.9239,89.04,158.86,29.1711,27.0916,89.3707,11.35,80.2642,37.6053,375.75,134.4858,25.0343,23.8836,29.6924,47.467
2024-01-05,349.5136,15.549,14.1656,134.6076,136.2619,157.8067,35.6025,34.6391,89.21,158.21,29.2487,27.1981,89.7062,11.2,81.0094,37.967,372.2,134.1297,25.2315,24.0708,29.923,47.406
2024-01-08,356.1771,15.4155,14.2043,137.6918,139.3761,157.8453,36.7769,34.553,90.22,158.54,29.6466,27.5659,90.3477,11.4,83.2167,38.5757,378.87,134.9704,25.4387,24.2777,30.6517,48.503
2024-01-09,354.9557,15.3341,13.7595,139.7844,141.3895,157.6424,37.8931,34.2112,91.45,159.22,29.3651,27.2659,88.4924,11.03,83.377,38.1787,368.61,136.2167,25.0244,23.8935,30.3565,48.209
2024-01-10,367.9054,15.2617,13.6531,141.1034,142.6193,157.7294,37.6408,34.2463,89.5,159.21,29.763,27.5853,88.1174,10.97,83.2261,38.3552,367.0,136.1277,24.9751,23.8343,30.0521,47.833
2024-01-11,367.1109,14.6827,12.9086,140.905,142.4903,156.6475,36.5343,33.2122,91.28,161.54,29.9862,27.7014,88.2753,10.54,84.0939,38.1699,367.62,136.2365,25.0244,23.8639,29.9783,49.223
2024-01-12,371.8976,14.9089,12.8892,141.4703,143.0557,157.0049,35.7966,33.7906,90.66,161.68,30.2191,27.8273,89.1634,10.65,83.726,37.9229,364.9,136.4145,24.9948,23.8836,29.4895,49.216
2024-01-16,364.9162,14.8727,12.7925,141.3117,142.897,157.5265,35.5928,34.4303,90.6,161.88,29.8407,27.5369,91.828,10.35,83.4242,38.0111,368.34,135.6529,24.4622,23.4008,29.3419,48.124
2024-01-17,365.8199,14.8456,12.5701,140.3001,141.7167,158.676,34.7774,34.0622,90.31,160.38,29.7339,27.4691,89.1536,10.16,82.679,37.3583,359.24,135.1287,24.1761,23.1348,29.019,48.033
2024-01-18,373.5262,14.8365,12.6765,142.2935,143.7995,159.2749,35.3016,34.1236,90.65,159.86,29.9571,27.6627,90.999,10.28,82.9525,37.526,364.55,136.5233,24.255,23.2333,29.305,48.531
2024-01-19,380.7955,15.0808,12.9569,145.1695,146.755,159.5357,35.0007,34.4653,91.18,163.1,30.1124,27.8079,91.8379,10.35,82.896,38.2405,371.1,136.2167,24.6693,23.6767,29.3788,48.295
2024-01-22,379.1371,15.1984,13.2953,144.7827,146.4972,158.7823,35.156,34.6844,89.03,164.43,30.3453,28.0112,93.8313,10.47,83.7449,38.4787,373.15,136.0683,24.8567,23.8935,29.6186,48.571
2024-01-23,382.5334,15.5512,13.2277,145.824,147.4592,158.1641,35.4763,37.0066,90.02,165.15,30.5879,28.2435,92.5385,10.54,84.4146,38.7698,378.64,137.6508,24.9455,23.9526,29.7754,49.219
2024-01-24,387.9953,15.0898,12.9182,147.4703,149.1155,156.4833,35.8548,36.1741,89.35,165.9,30.4811,28.1273,92.2721,10.41,84.0939,38.6374,371.39,136.3551,25.2809,24.2679,29.7293,54.487
2024-01-25,390.4582,15.5421,13.4984,150.6141,152.3785,157.0242,36.9322,37.0592,89.78,168.5,31.1798,28.7564,93.6142,10.58,85.8201,39.9342,369.07,137.4234,25.3302,24.3368,30.3657,56.2
2024-01-26,391.4115,15.6417,13.3437,150.9265,152.5272,156.6379,36.8449,37.1556,89.29,167.39,31.2672,28.7855,94.1077,10.62,85.7352,40.8075,377.07,137.8981,25.3992,24.3763,30.4211,57.042
2024-01-29,398.2439,15.6055,13.2953,152.2405,153.5686,157.5362,37.2525,36.8489,89.11,168.02,31.3933,28.9597,96.2097,10.49,86.1597,40.6752,380.83,137.0673,25.7938,24.7211,30.8085,57.579
2024-01-30,397.2905,15.8588,13.2277,150.2075,151.7933,156.1935,36.6216,37.2169,88.83,166.94,31.3448,28.8436,95.6669,10.1,86.1975,41.1515,376.98,136.0485,25.4387,24.4354,30.6886,56.285
2024-01-31,387.4392,16.0035,14.1076,138.9414,140.6357,155.7395,37.2525,37.1118,88.85,164.93,31.3448,29.0468,94.7886,10.02,85.2542,41.0545,370.71,136.0782,25.2217,24.2777,30.4303,56.411
2024-02-01,392.0471,16.3202,14.1946,139.9927,141.5382,156.9663,37.1263,37.2345,89.39,166.33,31.4516,29.1533,95.7853,10.46,84.7165,41.2221,382.34,136.4145,25.3499,24.4058,30.624,56.751
2024-02-02,471.7018,16.1302,13.9529,141.2026,142.3614,156.2708,36.3207,36.919,88.2,167.0,30.8596,28.6113,95.8544,10.25,84.858,39.7754,319.21,135.1485,25.3499,24.3368,30.5133,56.464
2024-02-05,456.2297,16.0397,13.5564,142.4918,143.74,156.493,34.4183,36.2618,87.41,164.01,30.4811,28.2435,95.3807,10.07,83.7638,39.5813,303.65,133.467,24.837,23.7949,30.3565,56.206
2024-02-06,451.5722,15.9311,13.5274,142.9083,144.2161,155.5174,34.9813,36.0164,88.84,166.67,30.6849,28.3983,97.986,10.07,83.9524,39.1844,290.28,133.7835,25.3499,24.3171,30.4303,55.588
2024-02-07,466.3392,15.6778,12.4251,144.3364,145.4756,156.2708,33.7971,35.4205,87.66,169.57,28.5985,26.5593,97.838,9.75,81.4244,37.8082,283.67,135.2573,24.9554,23.9132,29.7385,55.93
2024-02-08,466.7464,15.2165,12.5798,144.7034,146.0112,155.4498,34.0009,34.9736,88.0,169.6,27.9289,25.7656,109.0883,9.83,81.7168,36.388,282.6,137.3343,26.6421,25.4601,29.3326,55.853
2024-02-09,464.8695,15.2346,12.4735,147.7678,148.9866,156.6668,34.3795,34.8071,89.53,154.91,28.8896,26.569,106.9665,9.64,79.7925,37.1114,291.15,139.0751,26.8393,25.6571,28.3918,56.132
2024-02-12,465.654,15.3974,12.9666,146.31,147.5088,156.2515,35.9034,35.1401,89.5,155.27,29.5398,27.111,107.8547,9.96,81.5471,37.5877,297.91,136.0485,26.8788,25.6867,29.554,55.785
2024-02-13,456.9348,15.2888,12.5701,143.9397,145.1682,155.981,34.5736,35.1664,87.75,153.49,28.812,26.4819,109.0093,9.54,80.3113,36.9173,292.65,137.4827,26.5829,25.3813,29.2404,55.452
2024-02-14,470.0037,15.2979,12.7539,144.7331,145.9319,155.9231,35.2822,35.1839,89.4,155.72,29.3554,26.8497,110.0949,9.73,80.9245,37.0672,287.28,141.5182,26.8393,25.6276,29.2589,57.933
2024-02-15,480.6793,15.4607,12.1737,141.5893,142.7581,156.068,36.544,35.5695,93.83,156.96,29.6563,27.2368,110.9732,10.14,82.0942,36.8732,294.14,142.4776,27.2931,26.1104,29.8861,59.346
2024-02-16,470.0434,15.3522,11.6032,139.3579,140.596,154.9475,36.4857,35.4818,93.25,153.38,29.5398,27.0529,110.1344,9.83,82.5469,36.3792,293.0,140.7269,27.0366,25.8542,29.9322,58.395
2024-02-20,468.4843,15.2979,11.5549,139.953,141.0324,156.5316,35.088,35.4906,92.05,151.94,29.2002,26.7432,108.0027,9.89,83.3487,36.7497,295.13,139.5004,27.0267,25.8641,30.0706,57.513
2024-02-21,465.2832,15.3793,11.4098,141.3712,142.6589,158.4635,35.1463,36.0164,91.2,151.11,29.0643,26.5787,106.256,9.57,83.594,36.9173,287.3,139.629,26.8591,25.6966,29.9138,57.335
2024-02-22,483.2769,15.0084,11.3228,142.8984,144.1268,157.9805,35.0589,35.6922,93.49,152.44,28.9673,26.5303,106.2264,9.56,83.3016,36.9702,297.0,141.9534,27.2536,26.1202,29.9322,58.847
2024-02-23,481.1893,15.1984,10.8393,142.7695,144.097,158.7436,35.7772,35.6308,95.32,151.01,29.336,26.7916,106.3251,8.61,83.5751,36.9614,299.42,141.0335,27.2043,26.0414,29.7939,58.356
2024-02-26,478.9127,15.0174,10.7233,136.4323,137.6107,158.3283,35.5442,34.7808,92.17,149.71,28.7538,26.3464,106.2659,8.55,84.0373,37.2172,292.64,141.0236,27.1451,25.9724,29.7754,58.765
2024-02-27,484.1915,15.2255,10.878,137.7315,138.9497,159.0141,36.2237,34.9911,93.54,147.94,28.6956,26.2399,107.983,8.7,84.1034,37.2878,290.0,138.1614,27.1944,26.0414,29.8861,60.167
2024-02-28,481.1793,15.3431,10.6943,135.2522,136.3016,158.222,34.8551,35.1401,94.28,147.48,28.5694,26.0947,109.3449,8.71,83.1035,37.1819,288.34,138.7358,27.1057,25.9429,29.2773,59.648
2024-02-29,487.2535,15.316,10.675,137.315,138.6323,158.3675,34.9813,35.07,96.98,146.93,28.909,26.5012,110.1146,8.79,83.377,37.7994,293.93,138.1415,27.6087,26.4848,29.268,60.292
2024-03-01,499.352,15.3612,10.5879,136.0059,136.9462,158.4354,34.8551,35.2277,97.15,150.34,28.55,26.1237,110.4798,8.67,83.4242,37.7553,293.16,139.439,27.0267,25.9429,29.0816,61.934
2024-03-04,495.2662,15.1984,9.9594,132.2472,133.0981,158.4063,34.0301,35.3241,98.7,146.33,28.1812,25.7172,112.1969,8.11,84.1411,36.9173,279.06,137.478,26.6716,25.5488,29.7713,61.583
2024-03-05,487.3429,15.5331,9.8724,131.5729,132.6815,160.889,33.5642,35.3592,98.2,143.94,28.2204,25.7368,111.3877,8.14,84.009,37.1025,280.85,134.9722,26.5533,25.4896,29.6408,59.85
2024-03-06,493.1785,15.5421,10.1528,130.3134,131.4716,162.363,32.8459,34.9911,99.19,143.9,27.8287,25.3165,108.6146,8.41,85.4617,37.1819,276.33,134.2195,26.721,25.6473,29.6874,59.769
2024-03-07,509.184,15.4245,10.4429,133.2687,134.1296,159.4246,33.108,34.6406,100.51,145.01,28.0637,25.5217,108.733,8.74,87.4803,36.8202,282.0,134.1007,26.8393,25.7557,30.3306,60.851
