Date,09F623,14BA06,164D72,16B183,2920D5,2B49F4,2D2D43,366A08,388E00,3FACA7,641F17,902670,940C3D,A43906,AA5C8E,CA212F,D0909F,D54E62,E15736,E21871,E70531,EAEBF3,FE89E0,HTA3J9,VERNOV,VISTRA
2023-08-10,57.2491,46.6859,54.8239,40.309,228.4271,37.8796,137.0991,41.3694,25.8558,104.1784,125.1544,25.5964,33.6792,119.5922,15.4373,60.991,152.5579,146.0335,135.5543,31.6012,100.2525,79.6347,108.333,104.0082,,29.8611
2023-08-11,58.2069,46.364,55.5032,40.9755,229.2501,38.1987,141.3174,41.6208,26.0695,105.9681,129.0522,26.1816,33.8222,120.7603,15.6486,63.0103,153.6394,149.048,135.5181,31.8896,101.8093,80.325,110.1848,105.115,,29.3259
2023-08-14,57.9521,46.2536,55.3822,40.7747,229.4825,37.8327,140.1756,41.4758,25.9952,104.1784,126.6764,25.8012,33.6792,119.9846,15.5518,62.3117,153.1425,148.9391,134.8661,31.5741,101.8912,79.9941,110.0726,105.549,,29.5011
2023-08-15,57.4951,45.2419,54.275,40.0443,226.3066,37.0631,135.2719,40.799,25.6978,103.0518,121.7022,25.3214,33.4695,117.8492,15.2789,60.8188,151.5835,144.5897,133.4807,31.3308,99.2753,79.5023,108.5039,104.7993,,29.4232
2023-08-16,57.3282,44.6257,53.7539,39.8434,226.7229,36.8754,134.1148,40.5863,25.8007,102.9065,121.5166,25.0276,33.336,117.3564,15.1469,59.8617,148.8358,144.0359,133.037,31.0694,97.6048,78.6796,107.6867,103.6748,,29.2578
2023-08-17,57.416,45.1223,53.8655,40.2177,229.0953,36.8566,135.1486,41.4854,26.1471,104.1628,122.5188,25.4585,33.2407,118.3876,15.2613,60.4455,150.3363,146.4469,133.5712,31.1956,99.4956,79.2375,109.6499,103.3986,,28.9075
2023-08-18,57.6445,45.9777,53.9958,40.3729,230.3152,36.9786,137.1689,42.0268,26.0067,104.7588,123.9666,25.8404,33.6125,119.209,15.3405,61.3164,151.5738,147.5011,134.0511,31.3398,101.0009,80.1454,110.1759,103.3492,,29.0535
2023-08-21,57.3457,46.1432,53.4468,40.0808,229.7633,36.6032,135.4901,43.0903,26.3999,103.9243,121.7207,25.8893,33.4123,118.9717,15.2789,60.991,149.7322,147.0061,134.4224,31.3939,99.7801,79.9373,110.1008,104.6711,,29.1897
2023-08-22,56.9942,45.7477,52.4884,38.903,227.6525,36.209,135.5849,41.9592,26.119,103.5667,121.4702,25.5661,33.5362,117.9405,15.1821,60.2063,148.1245,145.796,134.2866,31.2136,99.2202,79.1524,109.1051,104.819,,28.8589
2023-08-23,56.8537,45.3799,53.8655,38.8391,226.6455,36.3404,135.8695,40.3639,25.8663,102.9431,120.0595,25.1941,33.8031,117.6211,15.1909,59.1631,146.9552,145.9885,134.2141,31.2767,98.3483,79.0862,108.7857,106.9695,,29.5108
2023-08-24,56.5725,44.92,52.842,38.5561,225.3964,35.8899,136.2014,40.3156,26.0254,103.0624,120.1431,24.9885,33.5839,114.6917,15.1645,58.7133,146.1757,144.7876,134.9295,31.1144,97.614,79.5212,107.837,105.4701,,29.1994
2023-08-25,57.0733,46.3824,52.535,39.0126,226.3646,35.8054,136.5619,40.6443,25.9692,104.4379,123.5397,25.0864,33.7364,115.9693,15.2613,59.1823,146.7409,145.8693,135.4185,31.2496,99.3579,79.89,109.4526,104.4343,,29.3065
2023-08-28,57.4512,46.5111,53.8097,39.1678,228.9209,36.331,135.6608,40.944,26.1097,103.7409,122.1291,25.3802,34.3179,116.2796,15.2789,59.5651,149.4594,146.8686,136.4417,31.4299,100.1932,80.656,110.392,103.9411,,29.1605
2023-08-29,57.337,46.6583,54.1726,39.7795,230.2184,36.3686,135.8885,41.3211,26.2595,103.3375,121.9342,25.5955,34.4132,116.672,15.3581,59.7182,150.7163,146.6394,136.9035,31.4389,100.7898,81.0438,110.5235,104.1088,,29.5984
2023-08-30,57.4951,46.5939,54.8984,39.9164,230.5187,36.5187,135.7651,41.5628,26.3437,104.2178,121.9899,25.8306,34.3655,116.599,15.3493,59.9383,150.7358,146.841,137.0122,31.5471,101.7719,81.5166,111.5004,104.3061,,30.4838
2023-08-31,57.293,46.9894,54.8612,40.026,230.383,36.2465,135.4142,41.7851,26.3905,104.6855,120.5514,25.8011,34.499,117.3747,15.1557,60.0914,150.5409,147.6844,137.4377,31.1235,102.0564,81.5639,111.8104,102.7475,,30.5713
2023-09-01,57.6006,48.6725,55.9405,41.1581,233.9947,37.3634,138.4399,42.7519,26.6433,107.4456,123.9666,26.5454,35.09,119.5284,15.0853,61.7949,153.1717,150.618,140.0456,31.2677,104.195,82.7743,114.7318,105.8351,,30.9314
2023-09-05,57.6972,49.206,56.2582,41.3772,237.1268,38.3529,139.4452,41.7755,26.3531,107.0513,123.5397,26.5942,35.3379,121.7276,15.0237,63.3357,153.7856,152.5981,139.62,31.0423,104.2042,82.1313,115.3799,104.6119,,31.6222
2023-09-06,55.931,49.1968,56.9963,40.7655,235.507,38.5225,140.2704,40.9247,26.2782,106.9596,124.3842,26.5258,35.4809,121.4813,14.6364,62.7519,153.7661,152.7539,141.3495,30.5015,105.1037,80.4102,115.6054,105.1939,,31.9238
2023-09-07,56.5109,48.2862,56.8375,40.5099,233.1459,38.7109,143.1159,40.3736,26.1752,108.8945,126.4444,26.1439,35.4618,120.0485,14.6012,61.965,154.2728,152.7631,140.2358,30.817,104.5897,80.8641,114.3278,107.0681,,32.4687
2023-09-08,56.9152,48.4334,56.2208,40.4095,233.019,38.8994,147.3081,41.0697,26.3999,112.0857,131.8363,26.7412,35.2235,121.1254,14.786,62.6464,156.4067,153.2856,141.2861,30.8901,106.1133,80.6939,115.2766,107.1668,,33.14
2023-09-11,56.7043,46.7043,56.7814,39.1586,227.9648,38.9371,146.132,40.8087,25.9786,112.1866,133.3954,25.6152,35.0233,118.7892,14.6716,61.2645,153.9025,150.1229,138.144,30.7713,104.7824,79.2754,113.1349,108.4886,,32.78
2023-09-12,58.2772,47.2653,58.0242,40.3547,230.4529,39.9171,147.8013,42.3169,26.6526,113.9656,135.734,26.565,35.3665,122.3664,15.0765,63.75,157.1179,152.9189,141.5397,31.2006,107.8389,80.5615,115.6148,107.0287,,32.7898
2023-09-13,58.8747,46.5847,56.6413,38.4374,230.1016,39.4837,147.4694,41.5241,26.5029,112.9477,135.0101,26.0166,34.5467,121.2896,15.1029,63.6444,156.3384,152.3597,141.0688,31.2919,106.8751,80.1643,114.8915,107.7882,,32.2838
2023-09-14,60.2192,47.0279,57.557,39.2408,231.5847,39.7758,148.1428,41.176,26.7275,112.7643,135.4463,26.7607,34.9661,122.8866,15.2349,64.5849,160.6549,153.304,142.9975,31.7121,108.7843,81.0816,116.9486,110.935,,32.1476
2023-09-15,59.3492,45.8737,56.6039,38.766,228.3161,39.6815,145.8854,40.1512,26.1378,110.9853,133.3397,26.3201,34.4704,120.6234,15.0237,63.4813,156.6591,152.6348,141.0326,31.365,107.1138,80.0603,116.075,108.4393,,32.0211
2023-09-18,59.9204,45.7075,57.1926,38.9943,229.565,40.181,148.2851,39.8225,26.119,112.2874,135.7526,26.3397,34.7564,120.3497,14.9797,63.6444,158.8573,153.2948,141.4944,31.4472,107.9766,81.0059,116.9298,109.2383,,32.5854
2023-09-19,59.5601,45.2366,56.4638,38.5013,228.2478,39.0408,144.3109,39.6292,25.782,110.2425,132.3931,26.1928,34.4895,117.7215,14.9005,63.155,155.3792,153.2765,140.7066,31.3193,107.692,80.5236,115.6899,109.041,,32.4582
2023-09-20,58.8835,44.2116,55.8658,37.6887,223.2131,38.9088,144.8041,38.672,25.2016,110.105,132.6808,25.6053,34.1272,114.5275,14.8389,61.6579,152.6828,152.8089,138.4429,31.3193,106.8384,80.7884,113.8206,108.6366,,31.6651
2023-09-21,57.9872,42.8542,54.9594,36.6479,217.554,38.4094,146.7959,37.4539,24.4339,109.9858,135.7711,25.3312,33.4218,111.8719,14.5748,60.0361,147.4559,151.4338,137.0574,30.5521,105.3332,78.5566,111.848,108.4491,,32.7519
2023-09-22,58.163,43.0204,55.165,36.7209,217.6515,38.2869,145.5534,37.1735,24.3871,108.7386,134.8153,25.6152,33.7459,111.8993,14.61,60.3528,146.6645,152.4331,136.3421,30.7074,105.4984,79.8522,111.9325,108.8634,,32.5267
2023-09-25,58.4705,43.87,55.9125,37.4513,220.0615,38.6167,146.2553,37.6279,24.8739,110.2792,135.9939,26.0557,34.2226,114.6644,14.742,60.6119,148.4426,154.6607,138.2165,31.0179,106.6824,80.6844,113.7267,110.6883,,32.9575
2023-09-26,56.6603,43.3529,55.2491,37.4787,222.335,38.4377,143.2392,37.6666,24.6586,109.5089,131.3908,25.7425,34.0414,115.7868,14.4956,60.6023,148.5403,153.8265,138.5968,30.6709,106.8476,79.7671,112.8531,107.0188,,32.3015
2023-09-27,56.6867,45.0981,56.8095,38.693,228.4039,39.6062,144.5765,38.295,25.4075,110.7744,133.5903,26.8196,34.5562,118.4607,14.6628,62.9535,154.4022,156.7967,142.3727,31.1458,110.3263,81.8854,116.2045,109.2481,,32.6246
2023-09-28,57.0206,45.0704,56.9403,38.5561,228.5015,39.38,146.4735,39.0974,25.7727,113.1403,136.5878,26.8392,34.8803,118.1504,14.6716,63.2222,153.0345,156.3842,142.2913,31.4289,109.6563,82.6892,115.8552,107.8375,,32.7323
2023-09-29,55.7377,44.0454,54.4736,37.5244,223.9742,38.1644,143.5427,39.2328,25.3233,110.1783,131.5115,26.1928,33.6697,115.6773,14.5924,62.2625,149.4783,154.5782,140.2448,30.7713,107.9215,81.0627,113.0985,107.6008,,32.4875
2023-10-02,54.3493,42.1525,54.1372,36.091,219.0078,37.4765,142.2907,37.7922,24.6399,109.1421,128.152,25.0569,32.9452,112.8483,14.2228,59.7866,145.6876,152.6714,136.007,30.0772,106.1317,78.8971,110.5496,103.3098,,31.8511
2023-10-03,54.4635,42.2448,54.7632,36.2096,218.2077,37.7498,139.6824,38.3046,24.6586,106.0335,123.9666,25.1451,32.9166,113.3776,14.17,59.9402,146.0588,153.0289,136.6318,30.1137,106.3153,77.611,111.0216,103.4676,,31.3322
2023-10-04,53.9099,40.0287,52.1657,34.7032,210.0898,36.063,134.5796,38.3337,24.1812,101.32,119.4099,23.8918,31.5915,108.9243,14.1084,57.6178,139.9624,149.4629,131.7602,30.0772,102.3409,74.9253,106.9905,104.7204,,30.7349
2023-10-05,54.8677,39.567,51.7639,34.4476,209.7386,35.8651,134.9495,39.7258,24.4433,100.3939,118.3056,23.7351,31.7917,108.103,14.2228,57.0228,138.6728,150.2513,131.4071,30.4699,100.0371,75.7953,107.0754,106.4171,,31.1657
2023-10-06,55.7992,40.3519,52.0442,34.3197,231.6627,36.4588,135.8031,41.3694,25.0893,100.1279,117.4239,24.0777,32.1539,110.1289,14.3108,58.9229,142.2974,148.7203,136.9397,30.7622,98.3666,76.8734,108.8786,108.676,,30.8818
2023-10-09,57.9521,42.568,54.4175,35.7623,229.8967,38.9277,139.0184,42.8776,26.3531,101.9803,117.8137,25.6739,33.174,116.1153,14.7508,61.5908,149.8495,152.8364,141.6846,31.3833,101.8086,78.6228,115.0055,109.8696,,31.1853
2023-10-10,58.7517,42.5403,54.7726,35.5066,231.6432,38.7769,141.2379,42.6262,26.2969,103.0624,120.8391,25.6838,33.2693,115.6317,14.8037,61.3988,150.1133,152.6714,141.6031,31.4381,101.3772,78.6796,113.6555,111.4676,,31.4301
2023-10-11,59.2789,43.1682,54.9034,35.5432,234.9704,39.2387,140.868,42.1042,26.4467,102.8239,120.273,25.9381,33.2693,116.234,14.8301,60.7942,151.4127,147.6844,143.8397,31.6847,97.7425,80.8546,113.3251,113.5096,,32.0861
2023-10-12,59.8413,43.1128,54.539,35.8079,234.5216,39.3235,139.9859,41.9688,26.7463,101.5585,117.1455,26.2418,33.1454,117.685,14.8829,60.6695,152.7511,147.8036,147.018,31.7852,97.7241,80.8735,114.3352,114.1507,,31.1363
2023-10-13,60.7376,44.6825,55.0902,37.6613,242.259,39.9831,140.5644,41.9302,27.2331,101.4209,116.9785,27.4853,33.2216,122.1383,15.0589,61.7731,157.2746,150.3979,150.8302,32.1414,100.8448,82.4812,117.8755,112.1483,,30.9797
2023-10-16,61.5724,45.6152,55.5481,38.5195,242.7176,39.9171,142.9831,42.0558,27.3454,102.503,119.9018,27.8574,33.5267,123.0749,15.2085,62.7328,157.6947,151.6264,151.5908,32.6346,100.9183,83.1526,118.3003,115.2457,,31.6161
2023-10-17,61.0803,46.1046,56.2862,38.7387,245.7228,40.5579,143.5427,42.7906,27.5233,104.4562,121.3124,28.0336,33.9461,123.3229,15.2525,62.8863,160.2446,153.634,152.5506,32.7899,102.24,83.0769,118.4419,115.5614,,31.8903
2023-10-18,60.3158,46.2431,56.6133,39.2499,249.0304,40.6427,146.0561,42.2299,27.8135,106.602,124.3842,28.2491,34.051,124.6635,15.0853,63.8172,161.1727,154.8532,153.8636,32.5615,103.6718,82.7554,119.5087,114.496,,31.7434
2023-10-19,60.8167,45.4767,56.034,39.533,249.128,40.7652,144.9654,41.6594,27.7105,105.63,122.89,28.582,33.9175,125.0951,14.9709,63.7788,162.2572,155.0182,152.9581,32.4885,103.7361,82.9445,119.3105,112.7401,,31.4399
2023-10-20,59.3844,44.6179,54.3895,38.7157,244.8349,39.6815,143.0874,40.944,27.0833,104.1169,121.7393,27.8966,33.2121,122.3403,14.9533,62.5504,159.2676,152.9373,150.7487,31.8948,101.9554,81.98,117.1202,110.5798,,31.2636
2023-10-23,58.6463,44.0546,54.9781,37.8249,241.254,39.2481,141.75,40.8667,26.5871,103.6676,121.3217,27.5832,33.05,120.8803,14.9445,60.2856,157.5872,147.2994,149.6983,31.8217,100.4593,81.7057,114.5524,110.5897,,31.2244
2023-10-24,58.5232,43.833,53.2589,37.6504,239.0001,37.91,140.9723,41.118,26.5497,102.6405,119.5306,27.5735,32.8689,119.3192,14.8301,60.0073,151.6472,143.605,147.833,31.4746,99.4864,80.8452,113.2401,112.7204,,32.0175
2023-10-25,58.2333,44.1839,52.9038,37.6688,239.205,38.0513,139.7582,40.625,26.428,101.5493,117.7302,27.5343,32.4304,119.1264,14.7772,60.7175,150.846,142.89,149.1188,31.4746,99.67,80.7128,113.6744,110.5108,,32.0959
2023-10-26,58.2772,43.556,52.203,37.1178,237.156,37.175,140.4317,41.3887,26.1378,100.9624,116.3381,27.1231,33.3837,117.4827,14.698,60.7175,149.6541,141.8632,146.4385,31.5842,98.7613,81.0532,111.6919,111.1914,,32.2134
2023-10-27,57.5039,43.1867,52.1657,36.8515,232.9897,37.3163,138.4778,40.5573,25.9318,101.7235,114.6677,26.9076,33.1835,115.6921,14.4076,59.7194,139.9918,132.3293,144.9263,31.1001,96.8797,79.8049,111.2104,109.2777,,31.3517
2023-10-30,57.6533,42.6326,52.6983,36.4383,233.1068,37.1467,139.2935,39.8129,25.5854,103.1082,115.2987,26.5942,33.3265,115.1962,14.4434,59.182,141.8285,133.9244,143.4594,31.2645,97.1826,79.529,111.5314,111.4972,,31.9
2023-10-31,58.1438,43.002,52.0068,36.475,233.1946,37.0713,143.4573,40.973,25.7446,104.6029,117.8601,26.7412,32.8117,115.9308,14.5061,59.3164,141.0762,133.5944,145.1708,31.4198,97.1551,79.5386,112.1545,111.3887,,32.0371
2023-11-01,57.5552,42.6696,52.1937,36.374,232.092,37.1467,147.2133,41.3017,25.7914,106.4553,118.5376,26.5454,33.2121,114.0668,14.6404,58.8845,138.9757,131.9901,144.3468,31.7121,96.9623,80.0523,110.1436,113.2925,,33.2219
2023-11-02,59.4368,43.6484,53.5953,36.4475,239.8685,38.2492,147.7444,42.8776,26.2782,108.3168,119.6791,27.4364,33.8508,118.1347,15.1329,60.7175,144.3589,136.372,147.8148,32.6894,100.1473,85.8552,115.1943,115.6008,,33.9366
2023-11-03,59.6063,43.713,53.1374,36.6954,237.7707,37.9665,143.0115,43.2353,26.2501,107.0972,117.3311,26.8881,33.7357,117.6847,15.106,60.468,142.8934,135.3178,146.7826,32.9543,98.9265,83.8289,113.0513,115.4824,,34.2597
2023-11-06,59.1069,43.1405,52.773,36.0893,233.263,37.2409,142.1958,41.0987,25.6884,107.1522,116.765,26.0557,33.4961,116.0869,14.9269,59.2588,142.3854,134.7586,145.0078,32.6529,97.1734,83.2772,111.8429,123.0386,,34.5927
2023-11-07,57.6979,41.8201,49.8298,34.969,229.2625,35.7615,138.6296,39.5533,25.6978,104.4104,114.1944,24.9983,32.4607,112.6159,14.8195,57.7713,139.6596,132.3843,143.7853,32.2418,95.6498,81.3556,108.8031,118.2445,,34.0248
2023-11-08,56.7437,40.7951,49.456,33.7109,226.0622,35.6107,136.1066,38.7091,25.1641,102.5305,112.8302,24.3325,32.3457,111.3028,14.6315,58.683,137.5298,130.5417,141.2318,32.0774,94.4749,79.3198,108.0478,119.5367,,33.9464
2023-11-09,56.922,40.7582,49.2785,33.3895,226.2183,35.6201,134.4942,38.2433,25.0893,101.4484,111.2896,24.2834,32.5182,111.3854,14.515,58.136,136.9729,130.12,140.8787,31.8217,94.5025,79.6147,107.7646,118.9942,,33.8387
2023-11-10,57.3947,42.1248,49.8017,33.9038,227.8867,36.0818,137.6526,37.9716,25.2484,104.0252,113.8417,24.5675,32.9209,112.671,14.721,58.5199,138.3309,131.0459,142.8074,31.8582,95.2276,80.4423,109.1429,120.1187,,33.7604
2023-11-13,57.6622,41.9401,50.4558,33.6558,230.2577,36.4305,139.1986,38.6218,25.2671,104.6763,115.3266,24.5576,33.0455,113.0016,14.7926,59.1244,139.3958,132.0084,143.233,31.9039,96.228,80.7753,109.456,120.0694,,33.6821
2023-11-14,58.6164,42.2356,50.7828,34.5007,231.1554,36.9205,142.9072,38.7188,25.4731,105.4741,117.0063,25.1773,33.266,114.8932,15.0434,59.2396,140.4509,132.971,144.1204,32.2327,96.5985,82.2212,109.6268,124.8043,,34.4849
2023-11-15,58.9642,42.0324,50.1568,34.2619,229.4869,36.2232,143.3745,40.1065,25.6051,105.9051,117.5817,24.9904,33.2276,113.0108,15.1508,58.827,140.8515,133.4385,144.1204,32.3149,96.015,82.069,109.1429,120.3357,,33.9758
2023-11-16,58.4291,40.8967,48.6898,32.9212,226.7061,35.0359,138.3865,38.8644,24.8318,105.0629,114.064,24.3412,31.8663,110.8345,15.0613,57.8769,138.2039,131.3265,141.0768,31.7395,94.9035,79.7669,106.2585,120.2962,,34.015
2023-11-17,59.419,41.8847,49.3813,33.8579,232.375,35.7991,141.0569,39.1749,25.2279,107.6911,116.1129,25.1379,32.3169,113.8647,15.1866,58.5007,141.1251,133.8183,144.4534,32.3606,97.2191,81.8312,108.7254,120.3159,,34.1325
2023-11-20,59.6509,42.1525,49.2785,33.9772,231.6042,35.997,142.0965,38.9032,25.1619,109.3014,116.6929,25.1477,32.4703,114.9942,15.1687,58.6734,141.1739,133.7442,144.4534,32.525,96.793,82.6493,109.4845,120.8993,,33.966
2023-11-21,59.6687,41.7831,49.2598,33.6283,231.3896,36.0065,140.7994,38.8353,25.0204,108.6536,115.2334,24.892,32.5086,114.0943,15.3299,58.2991,140.998,133.4293,143.4728,32.8355,96.756,83.2962,109.2757,121.1267,,33.7702
2023-11-22,59.4458,41.7,49.0729,33.5732,230.5115,35.7049,142.3063,39.1264,25.1524,109.2088,117.2823,24.8233,32.1923,113.1026,15.4821,57.7809,141.0762,133.6979,142.6125,33.0913,96.3392,82.9728,108.9721,121.8583,,34.0835
2023-11-24,60.0343,41.8755,49.1477,33.867,231.9165,35.8651,142.5829,39.6407,25.2467,109.7826,116.9081,24.9312,32.4895,113.4056,15.5358,57.7329,142.063,134.2259,143.0473,33.1735,96.8579,83.5626,109.5794,122.4614,,34.1325
2023-11-27,59.9362,41.4876,49.101,33.3712,230.6577,35.5164,143.5843,39.039,24.7752,109.505,117.5162,24.9019,32.5662,112.9465,15.5,57.4546,141.1837,133.7257,142.483,33.2374,96.2929,83.6862,108.9247,123.6874,,34.8962
2023-11-28,59.74,41.3861,48.8767,33.4079,230.3748,35.3563,143.0502,38.6703,24.5866,109.1996,117.1701,24.9019,32.4224,113.5342,15.4821,57.637,142.2486,134.791,142.4552,33.1826,96.2373,83.2391,109.0955,123.0448,,34.4849
2023-11-29,60.0968,41.4415,48.4656,33.3436,227.3778,35.1489,140.5992,38.5732,24.6054,113.1048,116.0848,24.8821,31.9622,113.1669,15.509,57.8961,136.3476,133.3088,142.2702,33.2831,94.7923,83.7243,108.1372,119.2185,,34.1912
2023-11-30,61.3988,41.5246,48.6244,33.0589,229.1186,34.8945,142.2873,38.777,24.7563,119.2774,117.2823,25.01,32.3552,113.0108,15.7328,56.7637,137.3246,133.0217,142.8437,33.6028,95.1628,86.0455,109.6553,119.6733,,34.671
2023-12-01,62.3084,41.7092,48.9515,33.2426,229.6231,35.5353,144.4141,39.0487,24.6526,120.027,118.2366,25.0199,32.3936,113.4974,15.894,56.4566,137.8229,134.1425,142.7142,34.0503,95.3944,85.7696,109.3327,118.5264,,35.5228
2023-12-04,62.6116,41.2568,48.6151,32.8936,227.8427,35.2149,144.3855,37.8163,24.3225,118.861,118.3114,24.6462,32.3552,112.9465,15.9836,55.5257,138.4286,134.1981,142.3349,33.7854,94.8757,84.961,108.6685,117.5772,,36.3453
2023-12-05,61.7822,40.4257,47.5166,31.9478,223.3224,34.2349,142.0298,37.2244,23.8981,118.1761,117.5536,23.9971,31.4445,111.9823,15.6702,54.9691,135.2045,132.3362,138.9028,33.1187,93.0325,83.477,107.3496,116.9741,,36.5901
2023-12-06,61.0599,39.9363,46.1271,31.2499,219.6528,32.995,136.5553,35.7785,23.37,115.6775,114.8218,23.1513,30.5434,109.9621,15.697,54.2014,133.1431,132.0305,135.5078,32.7351,91.8005,81.4602,104.8637,111.3582,,35.5228
2023-12-07,59.9897,40.1303,45.498,31.0662,218.1988,32.5785,135.0294,35.895,23.1814,115.3258,114.2043,23.2693,30.4187,108.6766,15.6702,54.2977,129.1863,131.9286,136.5346,32.3096,91.1614,80.5945,105.1768,109.282,,36.3943
2023-12-08,60.8548,40.712,45.8172,31.6539,220.6221,33.0612,136.4027,36.0308,23.2945,115.9736,114.8311,23.6921,30.9076,109.2367,15.8493,54.3651,131.4041,133.6794,137.5892,32.8553,92.2081,82.3449,106.3344,109.9543,,36.1886
2023-12-11,59.9541,41.0075,46.1458,31.8651,220.998,32.9098,137.1943,35.7979,23.4454,116.9824,115.5235,23.6529,31.1665,109.4571,15.7328,54.9331,133.065,133.7164,138.3385,32.2726,92.2729,81.4887,106.4198,114.8385,,36.1103
2023-12-12,58.9107,40.0195,46.0426,31.3876,217.8823,32.5974,136.7365,34.944,23.0305,115.8811,113.1097,22.9643,30.9652,108.0521,15.4194,53.4794,131.6972,132.0027,136.8029,31.8286,90.8187,80.3281,105.3761,113.1972,,36.5509
2023-12-13,60.0254,40.832,46.1834,32.0029,220.1968,32.8341,139.8743,36.157,23.2568,117.6764,116.7584,23.5348,31.2528,108.7959,15.6523,55.0871,133.5828,133.9573,138.2645,32.0598,91.6246,80.7182,106.1257,115.1153,,37.3244
2023-12-14,61.1847,42.2792,49.216,32.8202,225.9634,33.9699,143.9086,37.6708,24.115,120.4064,120.8562,24.0364,32.1539,112.1627,15.8403,56.5697,139.8061,138.8854,141.9464,32.0598,94.0884,82.0785,109.067,114.2947,,36.7076
2023-12-15,60.5783,42.1665,49.0,32.462,224.6775,33.9036,141.5147,37.302,23.7001,120.1843,120.2855,23.9184,32.1923,111.7069,15.6612,56.3772,141.7171,138.3481,141.6411,32.0228,93.4585,81.2509,108.678,117.4091,,36.8936
2023-12-18,60.8637,42.5142,49.0845,32.7283,226.2997,34.2727,144.786,37.7581,24.0773,121.5077,123.4196,24.1642,32.662,113.1113,15.7328,56.7719,142.8147,138.6538,143.9724,32.0968,94.1532,81.7932,109.0196,118.0123,,36.9719
2023-12-19,61.6574,42.9277,49.7417,33.0681,228.9604,34.8501,146.6554,37.6902,24.1999,123.8212,124.9914,24.4298,32.662,113.9576,15.7955,58.0523,144.1377,140.4694,145.3785,32.4391,95.3944,82.069,110.5282,119.4459,,37.1393
2023-12-20,61.042,42.5142,49.338,32.6181,224.5489,34.5094,146.5218,36.8751,23.7944,124.0711,123.9997,24.0658,32.6237,112.9346,15.6702,57.9272,142.8539,139.1818,144.1574,32.0691,93.8012,81.6029,110.718,115.6888,,37.031
2023-12-21,62.0052,43.0874,49.3662,33.0038,226.2502,34.6797,145.5967,37.8649,24.2753,124.2747,123.4196,24.302,32.6333,112.6091,15.7955,58.1871,143.2263,139.6079,144.5552,32.3466,94.2273,82.8681,110.8508,116.9741,,37.2082
2023-12-22,62.567,43.0498,49.8356,33.0222,226.1414,34.6324,143.8895,37.8357,24.3131,124.0618,123.6816,24.233,32.71,113.7158,15.8672,58.5433,143.6281,139.9229,144.6754,32.5038,94.394,82.4876,111.6383,114.0278,,37.4347
2023-12-26,63.4409,43.8486,50.3989,34.2435,227.4866,35.0678,145.0435,38.0492,24.4357,125.598,124.6078,24.7346,33.3427,115.6038,15.9836,59.1498,145.6567,141.1827,147.0899,32.4853,94.6071,83.2867,112.9287,116.2425,,37.6119
2023-12-27,63.2982,43.6043,49.7887,34.1333,226.3392,34.6987,142.9453,38.0201,24.3602,124.6541,123.3261,24.4397,33.0647,115.5759,15.9119,58.7647,145.6077,140.7195,146.2481,32.4021,94.1625,82.8206,112.4258,116.0942,,37.7892
2023-12-28,62.888,43.0028,49.047,33.1508,222.4025,34.2727,140.0841,37.8649,24.1905,122.9328,121.7075,23.9774,32.7866,112.8416,15.8403,57.7346,141.8445,138.7372,143.6948,32.3096,92.8009,82.1451,110.5377,115.7877,,38.2224
2023-12-29,62.6205,42.5706,48.8592,32.9487,222.4322,34.2159,141.4957,37.5155,24.0679,123.2104,121.6233,23.761,32.7675,112.4882,15.7955,57.4843,141.2761,138.1721,143.4636,32.2171,92.6064,82.6398,110.1297,115.5701,,37.927
2024-01-02,63.3339,43.078,48.8029,33.1599,227.7734,34.1876,145.3106,37.7678,24.2282,124.2747,122.2408,24.0167,32.5278,113.0927,15.9657,57.8116,141.8837,138.4685,145.249,32.8553,94.8109,82.2117,111.5719,113.9487,,37.4839
2024-01-03,63.976,43.9896,49.4319,33.7477,229.8407,34.6135,150.5847,37.5834,24.4168,125.6258,125.1223,24.5183,32.5182,116.2362,16.1627,58.3507,144.8531,141.1086,148.1723,33.586,95.6074,83.477,113.7921,114.5419,,37.5922
2024-01-04,63.2001,42.8807,48.5306,31.2682,227.1206,33.8657,146.3025,37.0691,23.9453,125.1908,121.9134,23.7807,31.8759,112.5533,16.0731,56.9163,142.8343,139.5616,144.1481,33.1328,94.7738,82.05,110.5187,114.0574,,37.8089
2024-01-05,63.8422,43.172,48.6902,31.5345,227.5756,34.0456,145.4441,37.564,24.1999,125.1538,120.6878,23.9872,32.0389,111.9581,16.1358,56.743,142.1581,139.3208,144.2684,32.8831,95.0609,81.6124,110.5661,114.9275,,37.9959
2024-01-08,63.5568,42.7867,47.2443,30.9744,223.8862,33.3262,149.0301,37.0788,24.0962,123.8675,120.9404,23.3479,31.0994,109.5307,16.2164,56.098,140.9821,138.4871,144.0926,32.9756,93.4771,80.2425,108.64,115.7086,,38.5375
2024-01-09,62.7721,42.0725,45.5919,30.2765,220.7013,32.6637,147.1704,36.943,24.2848,123.2752,118.9757,22.8267,30.3133,107.9496,16.1627,55.3182,137.3659,134.967,141.3173,32.7628,92.3192,79.529,106.9891,115.1747,,38.9805
2024-01-10,63.1912,41.2925,45.4886,29.9091,218.6142,32.2472,145.7684,36.5936,23.9264,119.7586,116.7303,22.4727,29.9394,106.9452,16.0731,54.6828,136.1409,133.8554,140.0222,32.5871,91.4115,79.7288,105.49,114.5419,,37.8679
