Date,1151F4,147C38,2BAE5F,2CB4C9,342218,343996,58B46F,5A9A82,652E62,6DBBBC,6E7060,6ED519,789A7D,7AC86E,7B1E50,7BAAE7,977A1E,97AAF6,9C8BC3,AFD7DD,B2E6B5,B303A6,B560AF,B642E8,D9B1C9,DB5CA5,E10D31,F93C8A,FD39EB
2023-07-13,58.9471,64.8559,64.3504,67.9516,74.0059,82.8819,28.639,24.6406,17.8247,137.2443,44.93,25.7319,78.7774,103.988,35.4786,56.1143,46.3449,85.2942,19.3654,53.8085,113.7639,37.6498,58.9809,69.0026,79.286,83.818,62.5156,49.384,35.1392
2023-07-14,58.8921,64.7652,64.1566,67.4814,73.9614,82.7733,28.3472,24.558,17.6073,137.9614,45.3202,25.5309,78.9807,103.5479,35.3896,56.225,45.9953,84.6666,19.1614,53.4973,112.8662,37.507,58.7967,68.4858,79.2315,83.5485,62.0926,49.2748,34.3661
2023-07-17,57.9208,63.6764,63.5927,66.9836,73.2769,81.0707,27.9331,24.2735,17.6172,135.9421,44.8029,25.1014,78.0197,101.4485,34.9356,55.3487,44.8332,84.0663,18.9662,52.8659,113.1024,37.2928,57.9493,67.4155,77.6509,82.4436,61.5816,48.4924,34.2718
2023-07-18,57.7284,62.6874,62.9143,66.4213,73.3747,80.31,27.7072,24.1542,17.301,134.6023,44.9209,24.9369,77.9088,100.2109,34.5883,54.7491,44.6061,83.8116,19.2945,52.4302,112.7811,36.8465,57.7007,66.9264,76.9151,81.6621,61.1234,48.224,34.847
2023-07-19,58.0857,63.6401,63.5663,66.4674,73.2681,81.1703,28.0649,24.7783,17.5283,135.8572,45.9509,25.3116,78.722,101.9803,34.8732,55.8191,45.4099,85.0395,19.605,53.1594,114.501,37.0518,58.3914,67.6046,77.551,82.3269,62.2424,48.8654,35.8275
2023-07-20,59.1578,64.4839,64.7909,68.3111,75.1171,82.6465,28.5825,25.1362,17.5184,138.6502,47.0626,25.604,80.3299,103.7129,35.3184,56.9353,46.406,87.2226,19.3654,54.0042,115.4554,37.4981,59.3677,69.0256,78.8682,83.7192,63.5729,49.8389,36.4969
2023-07-21,59.7535,66.2895,65.4693,69.9705,75.9349,83.6517,29.0907,25.595,17.7456,140.4242,47.1851,25.6588,81.5866,105.5373,35.6923,58.0146,46.9914,88.3505,19.9509,54.7422,116.4948,37.9801,59.9847,69.6992,79.8765,85.1385,63.7932,50.7123,36.0161
2023-07-24,59.6343,66.1897,64.9319,69.6018,75.8549,83.5068,29.0531,25.5124,17.6666,139.3862,47.3984,25.6314,80.6533,105.4364,35.6122,57.8117,47.0876,88.3505,19.1791,54.3776,116.3909,38.23,59.4598,69.7823,79.5767,85.1295,63.9166,50.5394,35.7144
2023-07-25,59.5244,65.8812,65.0993,69.5465,75.7749,83.3529,29.2695,25.6684,17.7456,139.9052,47.3938,25.6954,81.3371,105.8306,35.6567,58.1714,47.2885,88.8781,19.4009,54.2442,117.0335,38.3996,59.7545,69.8561,79.5222,85.5966,63.7844,50.5485,36.1575
2023-07-26,59.6068,66.3167,64.8614,68.56,75.3304,83.8057,29.3636,25.751,17.6864,139.4428,47.3666,25.9786,81.411,106.2248,35.63,58.5035,47.5769,88.6871,19.4275,54.5288,117.5626,38.5603,59.7913,70.1052,79.5858,85.8391,63.5289,50.6395,36.2989
2023-07-27,57.6093,66.108,63.672,67.546,74.6993,82.0307,28.5731,25.2279,17.3801,140.1128,47.0217,25.5674,80.0434,104.8222,34.9356,56.8246,46.6245,87.0953,18.9662,53.1949,115.531,37.4534,58.2993,68.9103,77.451,84.833,62.4363,49.6114,35.1864
2023-07-28,57.6276,65.6453,63.5222,67.1588,74.4948,81.5597,28.3284,25.2004,17.4492,138.6502,46.8584,25.5859,79.3134,104.1163,35.0246,56.2896,46.7468,86.9952,19.2501,53.4884,115.3798,37.2214,58.1888,68.8826,77.5964,83.8449,64.2866,49.4371,35.5541
2023-07-31,57.481,65.6362,63.7249,67.5736,74.396,81.3786,28.319,25.2646,17.3998,139.1126,46.5998,25.6689,79.1655,104.7855,35.0691,56.3357,46.7905,86.2857,19.3395,53.3283,115.0112,37.3642,58.1335,68.7534,76.9787,84.0965,63.4055,49.2995,36.1827
2023-08-01,57.5909,64.6745,61.9804,66.5319,73.9109,81.1522,27.7543,25.0811,17.1429,136.3101,45.9055,25.3369,78.2137,103.7313,34.713,55.7453,45.6983,84.9031,18.7852,52.9104,114.397,37.0161,58.2072,67.9322,76.3337,82.776,62.5949,48.8959,36.0208
2023-08-02,57.6184,64.3932,61.4959,66.2922,74.1714,81.0707,27.9896,25.0811,17.3603,137.4519,46.0099,25.549,77.9827,103.6763,34.3836,55.607,45.7332,84.894,18.812,53.0971,114.7939,37.0428,58.152,67.7615,76.7607,83.1173,63.0354,48.8775,35.5922
2023-08-03,56.189,62.261,60.0158,64.6236,71.234,79.9296,27.6225,24.4387,17.1034,134.1116,44.5942,24.8483,76.6243,100.3668,33.0926,54.2677,44.3352,82.1652,18.4633,51.9144,111.8267,36.1502,56.356,66.119,74.4805,81.1771,61.9781,47.4831,35.8684
2023-08-04,55.3368,61.5532,59.2404,63.7663,70.5873,79.0331,27.3214,23.934,16.8761,133.9606,44.3038,24.4426,75.2197,98.8999,32.6608,53.6911,42.9983,81.2374,17.5603,50.954,110.8156,35.6325,55.8126,65.4869,73.7992,80.3596,61.0088,47.0611,35.735
2023-08-07,54.7595,61.7166,59.0995,63.2777,68.8266,79.2323,27.2931,23.9615,17.2121,134.7667,44.1178,24.5901,75.0442,98.8083,32.4988,53.5144,42.9371,82.429,17.6139,51.2564,111.496,35.6772,55.7205,65.6992,73.4722,80.5393,61.4935,47.0886,35.735
2023-08-08,54.6495,62.4334,58.9761,63.3422,69.2399,79.4134,27.2178,23.9523,17.3208,134.7288,44.1858,24.6546,75.1735,99.1475,32.8227,53.8399,43.0507,82.9474,17.5424,51.6476,110.6928,35.7753,55.8034,66.119,73.4177,82.758,62.1191,47.2629,35.0302
2023-08-09,54.6954,62.7781,59.2845,63.5358,70.0303,79.0421,27.2837,24.0716,17.2318,133.1925,43.968,24.8759,74.8593,99.2941,32.5618,53.5702,43.4177,82.7382,17.5334,51.6654,111.014,35.9271,55.9139,66.3405,74.0785,83.3778,61.9252,47.2171,35.4493
2023-08-10,54.5213,62.9778,58.4475,62.955,69.2578,78.861,27.0578,23.9523,17.1923,132.2726,44.1194,24.6454,74.3603,98.3499,32.6608,53.3935,43.5837,82.2379,17.5334,51.5854,110.5227,35.8735,55.7389,65.976,74.4181,83.4587,61.6344,47.3363,35.1731
2023-08-11,54.7045,63.0594,59.0642,63.5358,69.5273,79.2905,27.2461,24.0257,17.2121,132.9554,44.1883,24.7376,74.7669,98.9091,33.1736,53.719,43.3303,82.62,17.3993,51.8255,110.9951,36.1592,56.0613,66.5988,74.4457,84.2761,62.1455,47.5748,34.9159
2023-08-14,54.283,62.4515,58.4475,63.2039,69.4824,78.7513,27.0767,23.8789,16.9947,134.7951,44.1974,24.4426,73.8983,97.6715,33.1646,53.0028,42.8061,81.4648,17.0059,51.2475,109.8517,36.0961,55.2969,65.7545,73.4269,83.3509,61.467,46.8868,35.2398
2023-08-15,53.2567,61.4988,56.615,62.0885,68.8536,76.9694,26.5873,23.3833,16.7378,133.4201,43.4129,24.0553,72.7802,95.7005,32.4178,51.9984,41.7663,80.4826,16.0939,50.4116,108.3871,35.6548,54.735,64.6103,72.6008,82.1382,60.6388,46.1529,35.1921
2023-08-16,53.5408,61.7982,56.7559,62.2821,69.4375,77.6365,26.6347,23.2732,16.7675,132.7847,43.8533,24.1752,73.4917,96.0305,32.6068,52.6215,42.011,81.5382,16.4605,50.7228,109.2942,35.853,55.5732,65.1916,72.6834,82.3718,60.9384,46.3364,35.3826
2023-08-17,53.3025,61.9253,56.7207,62.236,69.4644,77.6548,26.5304,23.0805,16.4612,131.0587,43.6102,24.1568,73.1775,96.1313,32.2739,52.4634,42.0197,81.0058,16.1386,50.5094,110.2581,35.988,55.6284,65.3854,72.3071,82.399,60.4449,46.1071,35.0207
2023-08-18,53.3209,62.1636,56.8,62.531,70.2908,78.5777,26.7105,23.2181,16.5204,131.7795,43.8533,24.378,74.4528,96.8006,32.5438,52.947,42.3168,81.988,16.1029,50.6982,111.2281,36.0331,56.0152,65.2516,72.5274,82.8533,60.8326,46.4373,34.7159
2023-08-21,53.1101,61.9803,56.2538,61.8396,69.7788,77.7553,26.7957,23.1447,16.4809,130.3854,43.6239,24.2858,73.9907,96.0763,32.2919,52.4169,42.0459,81.428,16.0135,50.4105,111.0189,35.7899,55.4811,65.6161,72.1052,81.427,60.8062,46.1254,35.116
2023-08-22,53.1009,62.0903,56.2714,62.2452,70.6951,77.7279,26.7768,23.2181,16.5797,131.2484,43.4633,24.3135,74.2033,96.2322,32.4448,52.6773,41.7663,82.0431,16.0582,50.7341,111.2756,36.0241,55.3153,65.7914,72.1603,81.3906,61.2732,46.2355,35.2017
2023-08-23,52.7069,61.9253,56.5004,62.5863,70.8747,77.4537,26.682,23.1356,16.5007,132.339,43.8166,24.4518,74.2217,96.5072,32.7327,52.9005,41.7663,82.6489,16.38,50.833,110.8001,36.2492,55.9508,66.3082,72.9037,82.072,61.608,46.3731,35.4874
2023-08-24,52.2396,61.8152,56.3595,61.9686,70.7759,77.2984,26.3883,22.9795,16.5106,131.1062,43.4955,24.2766,73.9075,95.7555,32.4268,52.7703,42.0022,82.1165,15.8436,50.5454,110.6955,36.0961,55.9231,65.3116,72.353,81.754,61.2908,46.1254,35.2398
2023-08-25,52.7619,62.4203,57.4167,62.6508,71.1083,77.7644,26.7389,23.1906,16.5007,133.164,43.4955,24.5071,74.3419,96.1863,32.6338,53.1145,42.3954,82.502,16.1476,51.1386,111.9318,36.2943,56.2915,66.0313,72.8119,82.29,61.6168,46.5841,35.3922
2023-08-28,53.0093,62.457,57.4167,62.7061,70.8029,77.9015,26.7389,23.1906,16.4809,132.889,43.7157,24.5256,74.2217,96.2322,32.7327,52.8354,42.7537,82.346,16.0224,50.9858,111.0854,36.2492,56.3468,66.0313,72.6926,81.7813,61.4318,46.5015,35.8112
2023-08-29,53.1009,62.8603,57.5577,62.669,70.758,78.0569,26.6536,23.1906,16.4809,132.8321,44.9545,24.6639,74.425,96.3789,32.8047,52.9284,43.3041,82.6856,16.2817,51.3094,111.5039,36.4744,56.9454,66.1698,73.0873,82.0266,61.8195,46.6483,35.3541
2023-08-30,52.8535,62.9062,56.7559,62.2791,70.1112,77.8832,26.4546,23.1539,16.3327,132.32,44.3764,24.6639,74.2957,96.0213,32.6518,52.761,43.2517,82.4561,16.2906,49.8352,111.6085,36.4023,56.7889,65.3762,72.9129,81.7177,61.6168,46.63,35.6684
2023-08-31,52.3496,62.0903,56.2273,62.0099,69.4105,76.8689,26.4262,22.8694,16.1055,131.5708,43.7019,24.6731,73.2515,94.7745,32.4538,52.2588,42.9948,81.6575,16.0313,49.4127,110.2676,36.1321,56.2547,64.7949,71.9583,80.6729,60.6652,46.0245,35.7636
2023-09-01,51.7814,61.6227,55.5489,62.0749,68.2428,75.946,26.1988,22.7226,16.2635,130.6794,43.2844,24.4887,72.4937,93.6744,32.1119,51.5148,42.4102,81.0976,15.9956,48.1812,109.8111,36.0151,55.7205,64.6472,71.1506,79.8825,60.2775,45.6759,36.6208
2023-09-05,50.9384,60.7793,54.0776,61.4529,66.545,74.9499,25.8956,22.2913,16.0659,129.3328,42.5182,24.1475,71.4125,92.3635,31.4551,51.0033,41.4448,79.4086,15.5932,47.3992,106.7204,35.5828,54.2285,63.8537,69.7555,78.7197,59.2378,45.1622,36.1636
2023-09-06,51.6257,60.7335,53.7252,60.9795,67.7667,74.9956,25.924,22.3922,16.2537,128.7164,43.0596,24.2582,71.7729,92.4918,31.5721,51.087,40.7007,79.6748,15.5843,47.9206,106.7679,35.898,54.5601,64.232,70.1043,79.4828,59.6784,45.5016,36.2112
2023-09-07,51.8639,61.5219,54.0512,61.4993,68.2517,76.4212,26.4831,22.7259,16.6785,130.5941,43.289,24.7192,72.7247,93.7019,31.905,51.8403,40.7716,81.2445,15.1909,48.1902,108.4417,36.5374,55.9457,65.0163,70.9854,81.218,60.5154,46.263,36.5255
2023-09-08,52.2946,62.2736,54.6943,62.0378,68.8266,77.3715,26.8052,22.939,16.7576,130.613,43.7111,24.8667,73.3808,94.1145,32.0489,52.0542,41.7371,81.9237,15.4412,48.4869,108.5843,36.5464,56.5315,65.7453,71.3526,82.6897,61.5023,46.5474,37.6304
2023-09-11,52.6245,62.457,54.941,62.6876,68.7368,77.2436,26.8242,23.1985,16.6983,131.0777,43.7386,24.9681,73.2515,94.4445,32.0129,52.2123,41.8965,82.3643,15.4144,47.3812,108.3466,36.5464,56.5408,65.6622,71.4076,83.3802,61.564,46.5933,37.0018
2023-09-12,52.4229,62.8878,54.9675,62.8732,68.7009,77.1705,26.8147,23.2356,16.7378,130.4518,43.9267,25.0142,73.3446,95.2696,32.2739,52.11,42.1356,82.7957,15.2266,47.6509,108.299,36.5284,56.3828,65.7822,71.426,83.6891,61.934,46.529,36.8494
2023-09-13,53.2659,63.7129,55.8132,63.523,69.5453,78.3219,27.1368,23.5137,16.8663,132.1114,44.5461,25.2724,74.6114,97.2223,32.5348,52.8075,42.2951,83.9523,15.1909,48.2891,109.6114,37.0418,56.6245,66.3635,72.8119,85.288,62.3305,47.2813,36.916
2023-09-14,54.2552,64.9963,56.7736,64.3121,70.6951,79.327,27.459,23.801,17.0046,133.6951,45.3078,25.5767,75.487,97.8548,33.1916,53.2447,42.9683,84.7968,15.5485,48.9363,110.6575,37.6812,57.0895,67.8491,73.9776,86.7143,63.0178,47.7858,37.278
2023-09-15,53.5987,65.1705,56.5709,63.718,70.6232,78.8244,27.5537,23.7825,17.1034,131.7226,45.1472,25.5121,75.2355,98.7706,33.2096,53.2075,42.9328,83.9798,15.4144,48.6666,109.3737,37.5101,57.0523,67.4524,73.4636,86.469,63.0531,47.5015,37.2399
2023-09-18,53.6172,65.0421,56.6414,63.3466,71.0454,79.2082,27.6201,23.7917,17.0935,131.2674,45.3215,25.4015,75.1517,98.9741,33.0836,53.0215,43.0746,84.0533,15.2713,48.6666,108.8887,37.366,57.0337,67.8307,73.638,86.2692,62.7535,47.8776,37.8589
2023-09-19,54.1073,65.0055,56.2009,62.7433,70.9017,79.2265,27.459,23.6434,17.2022,130.4613,45.1747,25.4015,74.7232,98.4006,33.1106,52.8354,42.3837,83.6861,14.9852,48.7296,108.4987,36.9877,56.3735,67.8399,73.482,85.2517,61.8459,47.7216,37.3256
2023-09-20,55.4387,65.2713,56.3507,62.5205,71.4137,79.6469,27.3074,23.7917,17.1923,130.1104,45.06,25.4384,74.9281,98.6781,32.8947,52.8633,42.49,83.989,15.0121,48.8554,108.5653,36.7716,56.4478,67.6646,73.8399,85.7331,61.4582,47.6941,37.0399
2023-09-21,54.9024,64.0796,56.3947,62.112,70.4256,78.8701,26.9,23.4025,17.0342,126.649,44.4865,24.9497,74.63,98.1323,32.5708,52.5564,41.9762,83.4016,14.6902,48.415,106.1688,36.4383,56.2061,66.4004,73.3167,84.861,60.7093,47.0886,36.0874
2023-09-22,55.226,63.5937,55.7269,62.8454,69.8956,78.0751,26.8147,23.2912,16.9354,125.4162,44.2984,24.6085,74.7139,98.2433,32.4358,52.4262,42.2951,83.374,14.2699,48.1902,105.4175,36.2132,56.2805,66.2713,72.6651,84.7883,59.9779,47.0153,36.7922
2023-09-25,55.0041,63.5204,55.0412,62.6319,69.5363,77.4263,26.8052,23.1707,16.8761,125.8429,44.1194,24.6178,74.0991,97.7346,32.3189,52.0263,42.4368,82.8233,14.5203,47.9026,105.0657,36.2943,56.0666,66.1236,72.2153,84.7702,59.5991,46.8318,37.3256
2023-09-26,53.3676,61.5219,53.1711,60.6546,67.2277,74.6027,25.8577,22.4942,16.4019,122.9411,42.7614,23.7326,71.5841,94.4971,31.77,50.222,40.7981,80.6203,14.1805,46.2396,101.7372,35.2586,54.3741,64.4114,70.0676,82.7806,57.9778,45.1897,36.4779
2023-09-27,52.896,60.6327,52.3341,55.6604,66.6169,73.6249,25.725,22.1883,16.2438,119.8116,42.7843,23.2163,70.8948,92.9986,31.707,49.6175,40.2667,79.5188,14.2431,45.889,101.2427,34.9433,53.844,64.5882,69.627,81.8449,57.5372,44.5384,36.7446
2023-09-28,52.5817,59.6518,51.0785,52.9869,65.997,72.9944,25.2987,21.6693,16.0857,117.1942,42.3438,22.6815,69.3392,91.2319,31.1042,49.013,39.0975,78.4724,13.3043,45.3227,100.7196,34.1148,52.6909,63.0622,68.5348,80.5639,56.6727,44.0888,36.4589
2023-09-29,52.9053,59.3309,51.782,53.1818,66.1857,73.6066,25.4408,21.8361,15.9375,117.4313,42.4402,22.7553,69.7025,91.8331,30.7533,49.3943,39.5669,78.5091,13.5904,45.5744,100.7386,34.0337,52.9233,63.3041,69.0396,80.1823,56.4054,44.4466,36.6875
2023-10-02,50.8804,57.4883,49.627,48.4104,64.0208,70.3901,24.3985,20.9,15.0383,113.5621,40.7747,21.3723,66.2561,88.3274,29.3317,47.032,37.4765,74.92,12.6606,43.2373,97.724,32.971,50.8589,60.7358,65.9373,77.6204,54.4001,42.4192,35.7827
2023-10-03,51.6294,58.6984,49.912,48.9952,64.5598,71.4958,24.967,21.2985,15.147,110.9542,41.3344,22.0914,67.5974,90.0572,30.2404,48.2411,37.6183,76.352,12.1062,44.0463,99.2266,33.3673,51.64,61.7315,66.8276,77.9111,54.5695,42.9238,36.0493
2023-10-04,52.3598,59.2392,49.9654,46.9901,64.443,72.3913,25.1471,21.2337,14.9988,113.1828,41.7611,22.1375,67.8396,89.8259,30.2224,48.6224,37.1754,77.2883,11.8022,43.7676,101.1,33.6915,52.1887,61.8711,67.2682,78.2382,54.5695,43.5659,35.6779
2023-10-05,52.2211,59.2117,49.1639,45.904,64.8023,72.4644,25.2229,21.28,15.1569,112.5948,42.1007,21.9716,68.2308,87.1342,30.3934,48.1853,36.2985,77.8023,11.2747,43.453,102.1746,33.6915,52.5979,61.6478,65.4692,77.6568,54.0882,43.676,36.8494
2023-10-06,53.0255,59.5601,49.6982,46.6374,64.9999,73.6797,25.4597,21.7249,15.3249,112.7086,42.2062,22.6723,68.9294,88.0222,30.8163,49.3292,36.9362,79.2618,11.1316,43.8575,103.2302,34.2949,53.3046,62.4666,66.2586,78.965,55.3092,44.3824,37.1161
2023-10-09,53.3029,60.4218,50.9716,45.7834,65.6108,74.6758,25.8577,22.0122,15.394,114.5579,42.6788,23.1794,69.9168,89.3449,31.2841,49.6175,37.3614,80.3633,11.3373,44.3609,104.3144,34.8533,54.3183,63.7415,67.6078,80.1551,55.7281,44.5567,37.8113
2023-10-10,53.682,60.9077,51.8977,47.8813,66.6258,75.151,26.0282,22.1142,15.6213,115.5631,42.9495,23.4745,70.9507,90.0572,31.5091,49.7942,37.7246,80.8865,11.6234,44.6755,105.37,35.3756,54.9134,63.788,68.131,80.8001,56.3876,45.0888,37.9637
2023-10-11,54.3754,61.5127,52.5122,49.7008,67.7667,75.7998,26.2935,22.3459,15.8486,115.9045,43.5689,24.0185,72.0871,90.5012,31.905,50.3894,38.0523,81.1894,11.9721,45.2149,106.3115,36.0601,56.5129,64.458,69.0947,81.645,57.867,45.5842,39.3066
2023-10-12,53.7652,60.2293,48.5851,49.1995,67.1918,74.292,26.0851,21.9195,15.7695,112.2155,42.9403,23.4099,71.463,88.8177,31.761,49.7198,36.8034,80.198,11.6681,44.262,105.6743,35.871,56.327,63.7042,67.4426,79.9734,57.8313,45.1805,39.4019
2023-10-13,54.4216,61.0085,49.0037,50.5826,67.9912,75.4068,26.123,22.142,16.0857,111.9405,42.9219,23.7695,72.6087,90.5289,32.0309,50.2406,37.0957,80.7947,11.7664,44.9002,106.4921,35.979,56.5408,64.6627,68.3512,80.5639,58.5443,45.6392,39.059
2023-10-16,55.0688,61.8794,50.0455,50.4805,68.7458,76.412,26.322,22.4107,16.2141,113.7802,43.679,24.0738,72.9534,91.0561,32.5348,50.4917,37.3968,81.3822,12.2582,45.3317,106.7489,36.1772,56.6245,65.984,69.8106,81.2725,58.9543,46.0979,39.5638
2023-10-17,55.0226,61.5219,49.3866,50.2856,68.4314,76.2384,26.4736,22.4385,16.1549,114.0837,43.4817,24.0922,73.0279,91.1394,32.4628,50.4917,37.1222,81.6025,12.294,45.0261,107.2054,36.0781,56.5501,65.6677,69.4527,80.8183,59.1503,45.8869,40.021
2023-10-18,54.8562,61.0544,48.5228,49.4223,68.0182,75.8546,26.2272,22.3088,16.0165,112.0353,43.4633,23.9539,73.1117,89.8259,32.2289,50.1755,36.1036,81.0333,12.4013,44.2351,106.397,35.943,55.9736,65.5281,68.9937,80.1187,58.4641,45.7034,39.4971
2023-10-19,54.5973,60.9077,47.9974,48.6332,67.6409,75.3429,26.0282,22.0771,15.809,110.9732,42.8394,23.6312,72.3293,89.4837,32.0849,49.7663,35.9973,80.4734,12.3744,43.6148,104.7043,35.8169,55.6388,64.7185,68.3054,79.7463,57.0381,45.364,38.8209
2023-10-20,53.7189,60.2568,47.6412,48.2341,66.6797,74.2006,25.7156,22.0215,15.8288,109.8162,42.7063,23.2532,71.0997,89.4004,31.743,49.2083,35.4482,79.9135,12.3655,43.48,103.449,35.3936,55.1459,63.7973,67.3233,79.0649,55.8885,44.786,38.6018
2023-10-23,53.6727,59.9818,46.7151,47.8256,65.6377,73.5884,25.3934,21.9473,15.5521,109.5317,41.7153,22.7553,69.9354,88.7714,31.4821,48.9293,35.0141,79.4821,12.5175,43.435,102.5075,34.5831,55.0157,63.4065,67.3233,78.429,55.1131,44.4925,38.7066
2023-10-24,54.625,60.9168,48.1132,51.1675,66.7875,74.5479,25.8861,22.3737,15.9968,111.6844,42.3943,23.2624,71.1277,90.3717,32.1209,49.8872,35.7405,80.7488,12.9914,43.9923,103.3444,34.9974,56.2433,64.9325,68.5991,79.7281,57.0916,45.3548,40.0686
2023-10-25,54.9856,61.0635,48.2824,52.4114,66.8055,75.2241,26.0188,22.5961,15.977,110.4801,42.4677,23.3362,71.5841,90.5937,32.1749,50.6406,35.9087,81.0609,13.1255,43.9564,103.04,35.1235,56.3456,65.2954,69.1681,80.0824,56.4143,45.4465,39.84
2023-10-26,55.263,61.5677,48.2289,53.4418,67.4523,75.9643,26.1514,22.9298,15.6905,111.9215,42.7614,23.7142,71.7704,90.9729,32.4448,51.3195,36.2896,81.9696,13.3222,44.1811,103.43,35.2586,56.9128,65.8817,69.5444,81.0363,56.7619,45.6759,40.1924
2023-10-27,53.9131,60.9902,47.3384,52.2071,66.2665,74.6849,25.2892,22.5034,15.6213,110.3757,41.9263,23.1886,70.2148,89.6409,31.6081,50.4731,35.5013,80.2898,13.1881,43.435,100.9193,34.6101,55.8992,64.8767,68.7735,79.5192,55.2022,44.887,39.6781
2023-10-30,54.3107,61.2285,47.5433,53.0983,66.7875,74.5661,25.4787,22.6054,16.0066,110.6792,43.4817,23.3935,69.8981,89.0859,31.851,50.3057,35.4304,80.299,13.3669,43.5789,101.2237,34.6281,55.9457,64.6627,69.214,79.8553,55.8796,44.887,40.24
2023-10-31,54.8007,61.6961,47.8994,54.1194,67.433,74.3742,25.4692,22.7722,16.1055,111.5706,43.8579,23.4308,70.5222,89.1507,32.0309,50.5382,35.7139,80.5836,13.4754,44.1721,102.3839,35.0694,57.3313,65.1652,69.3333,80.7547,56.2004,45.174,40.7302
2023-11-01,55.9749,62.732,47.2761,54.2401,68.6965,75.4434,25.8861,22.8927,16.471,112.6612,44.8444,23.6543,71.5748,89.3634,32.4358,50.901,35.6253,81.8411,13.4302,44.7744,103.3444,35.6008,58.0102,65.8351,70.1961,81.3452,57.0114,45.8314,42.1525
2023-11-02,56.465,64.2813,48.3358,55.614,68.3329,76.6587,26.0472,23.2449,16.56,118.0572,45.2619,24.0082,72.7671,91.3984,32.9037,52.0928,36.3871,82.759,14.0181,45.88,105.9216,36.6545,58.9773,67.0728,72.7293,81.6632,56.7084,46.535,43.3731
2023-11-03,56.428,64.5288,49.3598,55.122,67.1966,76.7136,25.9524,23.5137,16.6884,123.3204,45.0462,23.9523,73.1304,92.6656,33.1286,52.3086,38.628,82.6764,15.1847,46.0329,106.0262,36.5284,59.1354,67.324,73.1699,82.0175,57.0827,47.3128,43.2482
2023-11-06,55.9934,63.4654,50.3661,54.8064,66.2148,75.6261,25.8103,23.3098,16.5698,120.9875,44.9958,23.5518,72.9161,91.2689,32.7283,51.6799,40.3818,83.1078,14.7777,45.7812,105.2749,36.0421,58.6053,66.8867,72.7385,81.5087,56.9312,46.7017,43.9594
2023-11-07,55.3185,62.9978,50.1791,54.2679,65.6421,74.9773,25.7629,24.0327,16.4612,120.3047,44.8031,23.3376,72.6553,91.1394,32.8466,51.8582,40.373,82.1348,14.5969,45.2418,104.476,35.7899,57.9358,66.44,72.3714,81.109,56.6104,46.2943,43.6518
2023-11-08,54.625,62.8878,49.5914,53.3768,64.4967,74.0179,25.4503,23.7732,16.3129,119.6219,44.5048,23.2631,72.2734,91.1486,32.4735,51.9896,40.6919,81.4005,14.6692,44.5676,103.915,35.6458,57.3685,65.6304,71.7289,80.2732,56.0756,45.9332,43.9017
2023-11-09,54.2737,62.3744,48.3002,50.7961,64.5604,72.7659,25.3555,23.3561,16.2932,117.8486,44.4268,23.1141,70.8855,91.1116,32.2005,51.3702,39.7441,81.9237,14.1356,44.3429,105.836,35.3486,56.7547,64.7371,71.7196,79.9098,56.2984,45.0073,43.3154
2023-11-10,54.736,62.4295,47.9084,51.186,64.0513,73.3873,25.6966,23.4859,16.5797,117.1183,44.3259,23.2818,71.0439,91.1764,32.1187,52.1772,39.8238,82.0155,14.1989,44.4148,105.9501,35.5107,57.2941,65.4536,72.128,80.1914,56.7886,44.9703,43.7767
2023-11-13,53.8761,61.7327,47.2227,50.5919,62.6696,73.2489,25.3271,23.1244,16.3722,116.1645,44.1402,23.1048,69.6559,90.3347,31.9549,51.9051,39.4429,81.116,14.0542,43.1923,105.6743,34.9433,57.043,65.1559,69.6402,79.0558,55.4785,44.0814,44.2957
2023-11-14,55.753,63.447,50.0722,53.4232,65.833,75.2144,26.2177,23.8566,17.1923,123.7473,45.6583,24.1851,72.0498,94.1179,33.3288,53.7257,41.179,83.8396,15.3204,44.8913,108.5463,35.9887,58.8192,67.5566,71.8588,81.6268,58.5621,45.4795,45.4778
2023-11-15,55.5589,63.0437,50.9805,52.9126,65.7876,75.1406,26.1796,23.9122,17.301,124.4245,45.6444,23.9802,72.3572,94.4139,33.5017,53.5661,41.8345,83.8859,15.3837,45.1879,107.9662,36.0615,58.4751,66.9797,71.042,81.4088,58.17,45.6647,45.6604
2023-11-16,56.1229,64.4188,51.1854,52.5413,65.8058,76.008,26.3991,24.1161,17.5381,124.9396,45.8904,23.9988,71.5189,95.5794,33.7018,53.9603,41.5156,84.4232,15.2932,45.2418,108.4607,35.8887,59.0145,67.1751,71.831,82.8793,58.8117,45.8128,45.7181
2023-11-17,55.9934,64.604,52.1026,53.2561,65.424,75.4266,26.5327,24.181,17.7061,125.9983,46.0111,24.2875,71.8356,95.8291,33.8292,53.8664,41.4182,84.6363,15.3837,45.2958,108.3181,35.407,59.2842,67.2403,71.8403,82.723,58.7582,45.5814,46.2083
2023-11-20,55.5311,64.2984,51.9156,53.2283,65.1967,75.0391,26.3323,24.2551,17.469,124.6344,45.9415,24.2689,71.5562,95.1539,34.0567,53.6224,41.1082,84.2472,15.5646,45.3677,107.3861,35.5251,59.526,67.3984,71.6546,82.0705,58.5443,45.4703,45.449
