Date,00067A,17F16B,18EC17,1EBF8D,1F9D90,1FAF22,205AD5,221AD7,267718,2BF36E,34B97A,3587B4,434F38,44A4FC,4A5C8D,508CFD,520632,56277A,57CAAB,589803,5F9CE3,6137BF,665D7D,69CE71,6B0784,6CC55E,7448A3,76F067,7AB859,7D85A9,7E3F8F,8665BA,86A1B9,873DB9,8EA478,94637C,9C5174,9D5FA4,9F6B1A,A6828A,A7102F,B13B68,B7EB38,B840EF,BF23B0,BF79F5,BIOTECHNE,C03C8B,C062D4,C81E00,C951A2,C97B2D,CD2DA4,CEDFD5,E124EB,E68733,E6D89E,ED79D9,EFD406,F30508,F5D410,F6E248,FD6926,LJPA1L,SOLVEN,VUA3RK
2023-09-15,457.2738,327.6,295.54,100.1473,275.8,37.0191,462.4198,332.09,29.0539,32.743,251.842,84.3609,141.9839,49.16,415.4964,8.739,97.3656,118.6035,348.9,817.9128,120.537,73.2,139.1671,64.6552,1168.7,62.55,124.7969,243.2127,431.0476,174.6187,211.71,511.9817,270.2912,252.7911,114.59,52.963,169.68,376.23,195.6744,150.7848,74.41,207.88,450.69,96.35,223.8678,391.364,72.6317,174.9817,112.6768,285.8608,71.81,52.9,85.59,254.79,223.305,75.3775,146.15,113.9806,98.33,565.7043,67.81,70.0789,208.7777,66.1425,,17.5745
2023-09-18,460.4307,329.0,298.17,100.4267,273.39,36.6876,461.8117,325.32,28.6872,32.743,251.2819,84.7647,142.6284,47.19,422.5775,8.7838,96.6574,119.3074,352.0,819.0154,120.1264,72.94,140.8321,64.5001,1134.97,59.51,126.0732,245.4795,431.828,175.3435,209.35,504.2354,272.3144,253.5866,104.14,52.5592,170.98,367.72,195.2086,151.7374,74.06,210.57,450.27,95.295,222.4826,391.781,70.186,174.3992,110.7399,286.3002,72.0,53.0,84.365,253.3,222.0102,76.3269,142.41,110.8142,99.77,561.4001,67.86,70.0325,206.6455,65.9932,,17.5025
2023-09-19,460.217,329.44,299.65,99.9983,275.29,36.9055,456.6811,318.0,28.9857,32.5126,249.8864,84.8512,140.3237,47.52,427.3047,8.8464,96.3416,118.8968,358.26,831.1838,119.9163,73.02,140.4204,65.677,1131.99,60.6,126.4492,246.5616,427.9849,176.0388,208.88,505.2385,271.6463,254.9189,106.74,52.6041,167.38,360.37,198.6049,151.4852,73.86,208.53,457.38,94.16,221.2828,389.8052,69.6535,176.6611,110.4022,286.7786,72.02,53.03,84.18,256.67,223.2875,76.1702,140.53,110.4406,101.96,565.0165,67.85,70.1715,205.2761,65.8339,,17.0978
2023-09-20,470.8725,333.51,291.96,99.9517,274.11,36.4413,467.5789,309.5,28.6702,32.4205,249.8078,85.9184,137.8139,48.25,435.0088,8.8374,95.9683,117.6258,352.31,826.078,119.3815,71.95,140.5302,65.1478,1131.11,60.37,127.676,253.2315,434.8615,179.0162,205.42,501.415,274.2135,256.0403,103.53,52.7387,164.74,364.42,199.1192,152.1483,74.47,208.63,455.35,92.63,219.7416,381.5943,69.8902,176.1757,109.6672,282.1505,71.45,54.1,84.155,260.53,222.6139,75.1101,138.35,110.5979,103.33,559.7885,68.08,70.2178,204.1708,64.7287,,17.0168
2023-09-21,479.8961,334.77,284.35,99.4115,268.87,36.1003,476.1394,300.28,28.0136,31.4716,249.0512,85.6588,133.0971,46.55,433.4067,8.6675,94.6764,115.1718,354.28,817.8929,117.9586,70.18,140.3655,65.5858,1094.03,58.81,125.2619,251.3191,439.7384,181.122,199.18,498.1377,277.5633,254.0371,100.23,53.0078,159.93,357.3,199.061,150.9809,73.69,198.15,438.65,89.08,215.2545,371.626,68.9533,171.4675,107.7601,277.7371,70.07,53.97,82.0975,258.93,218.3884,74.8033,133.33,107.9035,102.36,540.6159,69.54,69.7084,199.0064,63.6135,,16.711
2023-09-22,479.8961,334.59,288.2,99.0482,269.0,35.7119,480.852,298.56,27.8771,31.2136,247.9014,85.5242,133.4096,45.34,433.8221,8.6228,93.9299,114.243,349.53,819.3432,117.9204,69.66,139.7343,64.9106,1100.03,58.1,125.6676,249.724,436.1002,182.121,198.75,499.3294,276.2272,254.1904,99.99,52.8463,155.7,353.03,199.0707,149.8975,73.11,199.62,435.69,87.5,218.4442,369.8488,68.3912,171.516,108.7633,278.5475,70.21,53.6,82.2175,257.68,217.2861,74.6267,132.44,109.5555,98.71,541.0188,68.68,69.4676,199.5542,64.0516,,16.4232
2023-09-25,486.7052,341.4,293.25,98.5825,270.96,35.5225,484.8235,298.02,28.1244,31.4808,250.1125,85.7645,135.0502,45.79,441.4965,8.6943,93.2792,114.7318,350.67,829.0779,118.7034,69.46,141.4817,66.2061,1122.43,58.75,126.7064,248.9404,442.8695,183.3648,202.39,502.1797,280.9035,255.6953,98.17,53.0796,154.67,353.18,202.2438,149.6734,73.75,197.57,437.24,86.06,220.1903,372.9168,67.4839,172.5256,110.134,280.598,70.13,53.8,82.8375,255.02,220.4967,74.3478,131.41,110.0767,98.59,542.7385,70.57,69.3009,198.9868,66.1923,,16.0814
2023-09-26,478.8665,334.0,290.74,98.1634,268.04,35.352,480.2344,299.01,27.6298,31.8677,244.1574,85.2454,139.8452,45.63,438.1439,8.6943,92.0925,109.9509,351.69,826.8628,118.9708,70.37,140.8047,65.0749,1104.31,59.28,124.51,250.974,437.1341,181.9447,200.98,498.1377,275.3015,250.1073,98.12,52.5233,159.29,350.25,199.2744,148.5153,74.52,194.44,432.42,88.62,217.7516,372.7182,66.5865,171.7005,108.1971,267.0944,69.9,52.83,80.5175,258.05,216.3062,73.3995,128.91,108.8869,95.68,540.4979,69.99,69.9492,195.6124,65.9235,,15.5148
2023-09-27,479.4202,331.06,291.43,96.8128,272.34,35.3614,478.6002,301.68,27.374,31.4255,242.9782,84.6397,145.1675,45.78,439.479,8.578,91.4226,108.2889,349.65,827.0118,117.844,70.11,140.0911,63.6608,1097.78,59.11,122.8776,250.918,433.8178,181.3472,202.21,494.8604,275.4351,248.0561,99.44,51.9401,161.7,352.47,198.7796,146.7315,73.26,194.94,436.86,92.09,212.5524,372.4998,66.6358,169.5745,108.3163,260.2498,69.24,52.1,78.98,257.52,216.4724,72.7208,133.3,108.6607,95.74,540.2523,69.74,69.9677,192.2085,67.9845,,14.9212
2023-09-28,481.8821,333.32,296.15,97.1481,275.35,35.5604,484.6524,307.51,27.3654,31.5735,246.3095,84.409,146.5347,45.71,437.1648,8.7748,93.9012,110.1897,352.5,829.0084,117.7962,69.96,139.286,63.8889,1118.24,58.61,125.4499,252.6345,436.2758,179.0946,197.7,499.5579,277.0671,251.8326,100.27,52.1644,163.86,356.12,197.2367,146.5167,74.25,195.31,436.98,95.46,216.7372,376.3719,67.0796,168.924,109.5082,267.711,70.05,53.37,79.8425,257.83,216.2537,73.1578,132.35,110.1357,96.3,535.0341,69.26,69.8473,193.9789,69.478,,15.3619
2023-09-29,473.426,327.89,292.29,95.8907,274.21,35.7498,479.0373,305.32,28.2864,31.6013,241.7204,83.4669,144.4058,45.53,430.0541,8.8195,92.6858,109.9545,347.74,817.4757,116.3733,69.28,136.3676,63.6973,1108.07,57.77,124.3913,250.7128,424.7076,176.2641,196.75,502.6862,273.0111,247.7973,103.29,52.0747,159.49,358.45,195.0922,145.4613,74.25,195.98,437.27,93.3,214.0351,372.5295,67.1289,168.8949,109.9552,267.5739,69.4,52.8,79.5025,257.01,217.0498,72.851,137.28,109.9587,94.53,527.8407,68.88,69.4028,192.1107,67.7455,,15.6138
2023-10-02,478.5055,332.46,294.98,95.5181,270.52,35.3804,488.8994,299.76,28.9431,31.2497,242.9291,83.5249,142.3355,44.58,432.5957,8.9895,91.614,109.1707,347.83,812.5786,115.4661,69.18,135.6266,63.5787,1087.33,58.06,124.9058,248.4273,429.3602,175.3924,193.88,492.3776,274.414,247.0593,103.31,51.9042,165.04,351.55,193.6463,144.901,73.3,193.39,430.95,94.55,210.2113,367.9326,66.2216,167.6815,107.0846,268.132,68.87,52.81,77.975,252.86,211.2988,72.3024,136.44,109.2788,95.1,528.9806,69.3,68.6249,191.6119,67.5464,,15.0111
2023-10-03,475.2943,322.1,288.04,94.7916,265.01,34.8404,484.0539,290.61,28.909,30.926,239.755,83.96,141.2026,43.95,433.6539,8.6317,91.6714,108.0929,345.15,802.9234,115.5807,69.6,134.8764,63.1773,1075.92,58.56,123.491,243.4832,422.8446,176.5579,190.73,496.1713,271.4268,248.152,103.08,51.339,156.8,350.46,194.5293,145.0784,73.03,191.68,425.21,90.94,212.9231,366.1951,65.5806,165.3516,106.5085,260.3281,69.3,51.54,78.2275,251.31,213.2364,71.1589,133.92,108.6482,93.72,516.1072,68.24,67.8562,189.3231,66.6901,,14.6514
2023-10-04,472.7059,328.0,290.28,95.1642,267.76,35.0109,485.1465,291.7,28.4058,30.8057,239.1457,85.9712,144.5425,43.19,437.1549,8.6764,91.5374,107.4756,352.97,809.5589,117.0609,71.27,135.1143,62.9309,1091.9,58.16,122.7787,247.6157,427.1753,178.8987,196.43,498.9918,272.0663,248.9379,104.26,50.8994,152.07,355.2,195.2959,145.2465,74.16,190.9,433.21,87.7,217.0981,371.1098,65.8764,165.9923,106.7171,260.6513,69.17,51.55,78.7175,257.16,213.6022,70.9079,138.32,110.0375,93.14,522.2688,68.98,69.2176,191.2109,67.5862,,14.6784
2023-10-05,475.8198,329.09,290.09,96.4961,265.99,35.0678,490.4766,280.175,28.5423,29.7696,241.1799,86.8512,142.1108,42.86,440.8833,8.6675,92.0638,107.0935,355.14,825.5814,118.1367,72.2,134.8947,63.6334,1078.25,58.81,124.1934,247.2799,432.9497,181.2297,197.82,494.5923,272.3239,250.2127,102.97,51.135,146.08,355.22,194.8399,146.7595,73.66,191.15,430.52,84.0,217.0005,370.0673,66.7738,166.9728,105.8828,259.2902,69.39,51.68,77.8775,259.77,214.393,70.7963,139.43,108.7368,91.25,532.1155,69.02,69.1805,192.0423,67.3075,,14.5884
2023-10-06,484.7624,333.13,295.68,96.7569,267.4,34.6889,498.6286,284.64,28.2523,30.0471,241.1307,86.9575,143.1558,43.87,440.3789,8.6407,92.7145,108.671,360.62,830.995,119.3662,73.7,135.6175,63.7703,1081.73,57.33,125.0443,249.5094,438.8898,180.0642,198.64,495.1186,275.0725,251.5259,103.88,51.3525,145.51,356.76,195.4221,147.2265,74.36,193.46,445.98,83.22,218.7271,374.8628,67.2867,170.4482,106.8165,260.3086,69.84,52.12,78.365,263.25,214.7489,70.7684,140.02,109.0226,89.59,555.4449,70.21,69.2176,192.3944,68.1637,,14.9122
2023-10-09,488.0417,338.4,294.49,97.3344,266.99,34.5657,500.2438,283.94,28.312,29.5661,244.6389,87.7311,143.1069,44.3,446.7974,8.6407,92.5997,108.4554,355.2,826.2767,119.9041,72.9,136.4134,65.0019,1088.26,56.68,128.8038,253.3061,441.8648,182.356,199.54,492.7153,276.4467,254.7655,101.84,51.3072,144.62,358.92,196.4119,148.067,74.01,193.07,442.25,83.09,220.2683,380.1745,67.0007,169.4968,107.3727,261.2387,70.25,52.4,77.7025,264.21,215.8759,69.848,137.79,109.6532,88.5,561.8718,70.86,69.5139,190.6827,67.5066,,15.254
2023-10-10,486.9324,340.11,297.83,96.5054,268.8,35.352,498.087,286.51,28.2864,29.9731,248.6876,88.582,146.8863,44.11,449.4973,8.6049,93.3653,109.9252,360.57,829.3958,118.8859,72.91,136.2121,65.4398,1097.02,57.24,130.3175,253.0356,443.9326,184.0994,201.51,492.7351,278.4413,256.1362,104.43,51.1078,146.13,365.04,196.5768,147.8989,74.2,195.63,450.7,85.21,221.9364,384.5133,68.4503,170.4967,109.3294,268.7195,70.77,53.8,79.03,264.14,216.212,70.8242,138.79,111.6339,91.28,569.2912,71.17,70.3567,194.8788,67.8949,,15.5508
2023-10-11,480.1403,340.48,281.79,96.3657,266.2,31.0135,497.9825,277.52,28.2353,29.418,239.8434,88.6497,140.8511,46.57,451.6235,8.6675,88.6568,103.2232,365.25,830.4984,117.8869,71.14,136.6238,65.4398,1107.08,56.96,125.6676,264.5563,442.411,184.1581,204.56,489.2394,281.0085,250.4524,102.76,51.3435,133.45,357.0,193.9665,145.8629,73.44,197.08,445.88,78.97,219.4782,389.4081,68.332,171.7781,108.2468,254.6294,69.41,50.91,77.6875,266.52,214.2225,67.7655,137.92,111.7225,75.89,594.8121,70.98,71.2735,188.0222,67.4867,,15.4878
2023-10-12,486.3583,339.73,266.12,96.4868,251.0,30.0378,499.3222,268.0,28.0732,28.3079,230.901,88.8431,133.1068,46.32,454.1553,8.4618,86.79,100.6463,368.0,832.9022,115.8602,69.92,137.0304,64.7008,1041.81,56.57,122.4917,265.8996,442.372,183.7076,197.61,479.2387,282.2969,246.398,100.78,50.99,127.77,346.69,192.0064,146.003,72.56,189.03,428.31,75.49,214.2985,382.2099,67.2571,169.2153,104.8399,248.5587,67.9,48.64,77.6875,260.99,207.3533,66.278,130.4,107.3474,73.79,599.9418,70.96,71.0883,183.249,66.2222,,14.9662
2023-10-13,492.3525,348.91,273.15,96.878,252.61,30.1609,512.4907,265.99,27.3825,28.5207,233.3086,90.1388,136.9643,46.4,457.4585,8.3455,87.4443,102.1944,371.0,834.0346,117.666,70.78,136.7162,65.2664,1033.64,57.61,122.7094,265.0227,442.9377,185.0886,199.36,479.5267,291.1628,247.9603,98.3,51.1803,132.38,344.73,195.587,146.4887,73.35,191.02,426.18,76.19,216.864,382.3092,66.8527,169.2832,105.1378,252.5047,68.98,49.52,81.385,262.26,207.2939,66.9009,129.11,108.8945,73.2,598.6643,71.07,71.9126,185.4302,66.8295,,15.5778
2023-10-16,510.1016,355.73,274.16,96.9991,255.17,30.2936,511.1891,272.36,28.3717,29.0388,235.274,89.5973,137.9311,46.52,450.2687,8.4707,88.7049,102.9293,374.0,838.0378,117.9638,71.27,136.0417,65.2208,1056.97,57.63,124.7574,267.616,451.2384,183.0122,198.98,485.1775,297.8814,248.9667,91.94,51.8147,135.91,351.08,195.3736,147.1237,71.8,192.74,429.55,78.95,218.5418,383.0538,67.6318,170.0599,105.8431,258.5852,69.22,50.1,82.9,267.94,208.3035,66.7057,131.38,109.87,74.57,605.9756,71.12,73.348,186.9854,66.5906,,15.164
2023-10-17,505.8784,359.97,275.37,97.027,256.62,30.1609,509.8779,276.76,27.9283,29.7141,239.7452,89.9647,138.5171,45.71,450.2291,8.4349,88.6665,104.4382,373.5,831.2732,118.4249,70.33,137.8435,65.6952,1045.23,57.19,125.9743,265.3212,454.2328,183.5901,199.0,481.4335,296.4213,248.5354,86.33,51.996,141.38,341.05,196.9359,145.7789,71.35,191.95,436.09,80.49,217.5663,383.8183,67.4149,169.1667,104.9292,263.2069,69.0,50.46,82.5075,267.43,209.7783,67.6911,131.87,110.7569,76.38,597.7897,72.12,74.5334,189.822,66.5109,,14.7863
2023-10-18,507.6494,360.12,275.52,94.9965,248.51,30.3693,509.3174,272.4,26.7856,29.9176,238.3104,90.6996,139.0932,45.01,450.6939,8.3813,91.9575,104.0463,367.55,820.5253,117.9446,69.71,137.9359,64.8559,1010.0,56.82,126.6668,264.5376,457.7638,185.6468,188.95,464.044,297.7001,248.6312,86.01,51.5247,144.87,314.0,195.7714,142.6408,70.67,185.16,425.32,84.12,216.4933,372.3707,65.3932,164.5847,100.8966,264.5483,67.91,50.71,81.7125,263.5,202.7111,67.5889,124.45,107.0223,78.74,596.7382,72.98,73.7833,187.6212,64.9477,,14.6514
2023-10-19,508.6517,349.62,273.45,93.5435,252.33,30.8903,505.1084,270.29,26.598,29.1405,239.8238,89.723,138.9565,43.14,448.2709,8.3276,91.842,102.6941,364.8,803.2512,117.983,69.08,134.4616,64.9755,1014.12,55.64,126.3008,261.7577,451.8821,185.9798,186.75,466.4374,296.0109,246.7909,82.37,51.1894,145.24,315.99,193.5202,142.2579,68.75,187.4,425.68,86.04,211.577,366.6915,62.622,163.1285,100.817,262.825,67.82,50.55,80.95,257.3,205.1856,67.2635,119.98,107.9091,81.62,580.5825,71.94,72.6442,181.9482,65.1967,,14.5165
2023-10-20,507.124,348.89,266.91,95.6299,253.64,30.9661,500.7378,269.88,26.1375,29.4643,236.9543,89.3266,140.8218,42.16,447.816,8.3186,93.1315,102.4492,361.86,803.0823,118.8475,69.48,135.1177,63.54,1020.23,55.13,123.3525,260.0879,442.6159,184.8633,184.36,461.1639,292.7757,247.9028,80.4,51.1713,144.73,310.79,193.9374,142.893,68.31,185.41,427.0,85.97,211.7233,361.0621,63.1842,162.2063,101.0556,260.1519,67.81,50.05,81.1175,257.45,203.7306,67.5889,119.64,107.6332,77.52,574.529,71.89,72.0515,183.4545,63.8022,,14.3006
2023-10-23,501.6066,344.64,272.59,96.2632,255.66,31.1177,495.5502,265.72,26.2995,29.9176,236.7676,88.9494,143.1948,42.22,445.037,7.9787,92.1692,103.0371,367.66,790.2385,116.6575,69.05,133.7317,63.4848,1008.77,55.1,123.6493,254.724,440.6553,184.9319,183.71,458.6315,287.3072,245.3053,78.64,50.7543,147.0,301.9,192.0646,141.3893,67.41,181.25,427.72,86.02,209.4993,367.9028,62.5333,161.6336,101.6619,258.0761,67.56,50.13,80.6,253.39,201.9688,67.3007,119.47,107.7416,78.87,566.6772,70.86,71.8292,183.5718,63.7424,,13.9229
2023-10-24,502.4531,333.77,277.39,95.9652,249.18,30.8524,498.8091,265.46,25.9498,30.2044,226.135,90.3322,138.937,42.48,447.0644,8.1487,91.2358,102.7235,369.38,798.9202,118.7034,70.49,135.1916,63.4664,991.81,54.95,123.2041,257.5786,441.4551,185.118,186.69,455.1059,290.7334,248.4491,79.76,50.8631,141.0,303.71,192.7633,141.2399,67.3,183.65,430.77,86.35,211.8794,367.0788,62.7503,162.2354,101.2643,259.535,67.87,50.96,80.3775,252.11,194.8323,66.9009,116.1,104.0957,81.11,582.1843,69.69,72.3756,185.4205,64.4198,,14.1747
2023-10-25,508.7004,336.45,266.61,96.524,242.3,30.4641,503.7592,253.69,26.2057,29.4273,221.4574,90.4385,137.2084,39.43,448.0039,8.0235,90.0425,101.5478,363.04,791.7285,120.5188,68.34,134.2214,63.0615,975.26,54.25,120.9088,253.8845,438.9971,185.2257,181.22,430.1985,290.0176,244.9602,76.76,51.3072,139.64,290.07,191.8317,141.5574,67.77,172.69,412.68,84.35,207.7727,355.4425,60.4327,158.8863,99.0876,253.6601,66.62,49.99,78.805,246.72,190.6851,66.3803,113.93,101.8884,78.6,576.3176,68.71,72.5979,181.3124,64.2604,,14.0758
2023-10-26,499.5533,331.39,259.51,98.3124,244.45,30.7388,502.0015,190.56,26.5724,28.3819,217.9689,89.4909,135.4799,39.27,446.6589,8.0414,90.4371,101.0383,361.28,786.732,126.0803,62.78,134.1659,62.5554,982.29,54.27,122.9073,251.599,438.724,184.7164,184.42,437.1305,290.3325,243.6279,75.98,48.0082,135.14,291.53,199.8178,139.1572,66.51,175.07,397.43,81.09,204.261,324.9817,60.6596,153.4499,98.352,253.1901,65.79,49.78,76.965,241.08,191.7045,65.4227,111.63,102.7851,77.49,558.2751,68.11,72.6997,176.9891,63.6627,,13.77
2023-10-27,496.4589,336.1,258.98,95.7696,244.76,30.4641,498.4861,190.94,25.677,28.3079,221.3886,88.3693,131.4955,39.32,443.0887,7.8446,89.3497,101.1068,355.28,770.0141,122.6416,61.71,128.3724,61.0003,976.25,52.54,122.0268,244.0056,430.599,183.7762,179.94,428.4407,289.3973,241.155,71.91,46.2408,133.43,270.68,193.0641,135.9818,66.41,172.59,391.37,89.29,204.2513,318.6274,58.7168,151.4696,97.2786,256.4507,65.11,49.52,76.72,234.52,185.9637,64.5488,109.22,101.2676,76.77,550.5412,67.48,70.9587,175.4633,62.8558,,13.4552
2023-10-30,504.0295,327.98,258.49,95.6392,236.7,30.3504,503.5502,186.74,26.0522,27.7436,219.4724,88.0308,134.2299,39.92,444.4733,7.9072,89.494,101.3224,357.45,772.4876,124.3033,62.36,131.1075,62.583,962.37,52.16,122.5115,245.5168,436.9976,181.5921,177.16,431.1221,291.2869,240.6662,74.07,46.4493,130.76,269.37,192.2878,137.3174,66.15,164.52,396.39,84.91,203.9684,317.575,55.8569,152.4112,81.584,257.1067,65.31,50.05,77.385,237.21,183.2121,65.0508,107.87,99.691,76.64,555.9264,67.96,72.0237,175.4633,62.9256,,13.4282
2023-10-31,509.5956,332.95,262.22,95.6578,238.53,30.7198,508.8423,184.59,26.0607,28.1322,222.2239,87.9922,137.9116,34.39,450.3379,7.9608,90.9856,102.3022,362.11,774.6928,124.9661,63.72,130.4514,63.5032,985.2,53.93,124.5496,238.5298,439.0166,181.3374,180.83,441.7088,295.0852,242.2861,75.96,46.7031,132.57,275.28,193.8113,138.5408,64.98,168.36,399.47,88.83,204.8268,316.0162,53.8747,152.781,82.3493,264.5875,66.17,51.19,77.9375,237.54,190.0615,65.5993,109.42,101.8589,77.23,544.3502,68.98,72.7368,180.706,66.3124,,13.3023
2023-11-01,476.1895,336.83,270.46,95.7975,240.84,31.0608,505.0799,183.21,26.0181,28.53,221.4574,90.4869,143.732,32.18,454.5212,7.9787,91.4283,102.9489,369.33,785.9969,127.3002,63.83,131.6434,63.2456,969.48,54.37,124.0549,243.3246,435.671,183.3746,180.01,438.074,295.2856,243.2445,76.2,46.4765,137.72,277.5,197.9062,138.8677,64.07,167.52,395.35,94.13,207.7239,319.382,52.0996,147.3704,82.0412,266.3793,66.69,51.66,79.23,239.62,188.0621,65.8689,106.66,101.3563,77.44,544.871,69.32,74.2649,183.4055,68.0158,,13.1764
2023-11-02,468.4438,337.56,277.89,95.7975,245.41,32.4438,509.3839,192.32,26.0095,26.4022,223.9731,90.6803,146.5835,32.89,442.6635,7.9877,92.3424,107.9753,376.55,813.3335,126.1476,65.53,132.3734,64.0829,991.21,53.97,124.7673,248.6885,440.4017,188.2227,190.46,444.4895,304.3329,245.2957,71.23,46.3405,140.44,281.19,199.0804,140.3153,61.89,174.71,419.44,93.67,207.6264,325.4185,54.6439,156.5859,83.4427,272.4305,66.61,52.52,81.84,241.86,191.0117,67.0218,112.26,102.9428,77.81,570.2543,68.93,75.228,204.611,68.982,,11.7913
2023-11-03,464.1719,337.43,278.52,96.2912,260.49,32.1691,504.4148,197.44,26.6576,27.0221,226.8425,96.8977,149.2301,35.27,447.7666,8.2918,92.227,106.5546,376.2,811.4561,128.6258,67.07,130.6732,64.6443,1032.06,54.85,126.8845,251.7389,438.7923,191.1511,197.2,451.6102,296.469,248.1616,77.53,47.8722,162.58,287.88,203.9904,141.3426,62.4,181.91,429.3,97.46,211.8989,332.6068,57.9081,157.8705,87.6272,270.4624,68.67,52.53,83.66,249.5,195.8518,67.4587,116.92,107.4263,79.45,557.9901,69.32,75.5614,206.4107,71.2931,,11.9621
2023-11-06,474.1947,348.53,277.26,97.1854,252.15,32.6712,506.8471,197.77,26.5894,26.4207,226.9998,98.2998,150.275,34.28,454.9366,8.2381,91.4186,107.0935,385.76,826.8628,128.6066,67.1,130.4699,65.408,1033.7,54.57,128.2894,254.5095,443.3377,192.8259,198.4,451.8882,292.8329,248.3437,72.07,47.845,158.92,288.86,203.3306,141.6789,62.63,181.37,423.02,94.84,212.1623,330.6509,57.8786,158.7852,85.0231,271.0695,68.8,52.81,83.6275,248.63,193.5258,68.2583,112.84,105.9581,78.97,584.8966,71.84,75.1447,208.3669,70.8149,,11.2966
2023-11-07,484.7722,349.46,278.69,96.8687,260.67,32.406,510.9991,197.52,26.6491,26.2727,229.0732,99.5955,146.7398,34.82,452.9883,8.1666,91.2262,103.7915,378.25,825.2536,127.6364,66.53,131.357,64.6443,1042.28,54.72,128.7445,252.905,445.9907,192.0326,200.08,456.0792,281.562,245.4778,73.66,47.3919,161.87,302.82,201.5292,140.9317,62.96,182.81,422.47,95.19,212.8743,328.2368,58.7957,162.668,84.864,269.2678,68.37,52.17,83.4375,245.61,196.2279,67.3843,114.5,108.9241,80.09,589.5546,71.75,74.6538,200.3269,70.4264,,11.1617
2023-11-08,475.1191,349.39,277.93,97.2412,255.82,32.2544,509.9539,193.62,26.2824,25.6067,227.5402,98.8897,145.7601,34.09,455.5893,8.2471,91.1684,102.7431,376.96,817.3069,128.2031,66.24,131.2368,63.264,1038.28,54.06,128.2399,254.9106,442.0404,192.7378,199.76,451.1831,281.8674,245.2957,71.34,47.5097,154.97,305.14,200.4289,140.418,63.43,175.97,427.73,92.76,201.2566,343.0392,57.8588,166.2783,84.6951,269.0524,68.27,52.11,83.1675,231.69,194.8125,66.6685,110.7,107.7909,84.81,608.4226,70.31,72.1441,196.0916,69.7192,,11.0358
2023-11-09,481.8529,352.37,272.4,95.3598,253.08,31.0987,512.1107,187.34,25.6515,25.2089,223.6193,99.4118,140.5089,33.67,456.7662,8.104,90.0233,102.0181,368.57,794.927,126.4454,64.65,127.55,61.4144,1024.55,52.52,126.8944,246.3284,441.9136,192.7671,191.91,441.2122,275.7214,222.5988,69.51,45.688,152.88,306.78,198.9099,137.6816,62.16,169.47,418.75,92.4,195.8038,333.8399,56.1504,166.0447,83.6514,265.1945,67.2,51.43,81.42,224.65,193.5258,65.1624,106.98,106.165,84.31,581.0935,71.46,69.4398,194.5462,68.0457,,10.2713
2023-11-10,479.8386,358.08,277.49,94.4376,255.92,31.0893,514.2104,192.13,25.4787,26.2635,228.7882,100.6785,140.6852,33.55,464.1142,8.2292,90.4275,103.2918,373.65,793.6158,127.5788,64.21,128.0583,62.2793,1044.11,52.44,128.8434,249.3602,446.9759,194.0044,195.98,445.3436,279.8251,224.9087,70.05,45.8692,155.1,304.04,199.3968,137.5228,64.07,171.99,428.73,94.05,194.4284,339.4131,56.7726,164.7699,83.9794,267.9166,72.13,51.56,82.32,224.79,194.9907,65.7109,98.37,106.8843,82.99,587.373,71.87,70.3104,195.6711,69.251,,10.2528
2023-11-13,483.7699,361.13,282.48,95.4436,250.98,31.9323,515.5026,191.22,25.0465,25.8194,226.0073,101.4714,140.019,33.1,465.4494,8.0056,92.1789,103.6837,378.92,791.3907,127.1273,64.6,128.1045,62.3898,1019.24,53.12,128.1113,248.7818,450.0386,195.2809,193.67,442.0862,280.6936,226.0685,70.21,45.4523,163.71,303.75,199.0365,137.8777,67.5,170.03,432.39,98.35,197.267,335.9162,56.3874,164.2931,83.5123,275.9653,71.4,53.71,82.6425,222.59,193.9811,67.0125,92.79,105.8891,88.38,602.1136,72.14,69.3935,199.3977,69.7391,,10.1698
2023-11-14,488.4407,362.87,291.62,95.1642,258.67,32.5386,513.4979,202.72,25.2885,26.7723,233.4658,99.4988,144.3199,35.53,448.8149,8.2471,93.4202,105.8883,369.95,788.4107,128.5009,65.79,127.5685,63.0339,1048.19,54.57,131.1981,251.8882,450.3898,190.8621,200.48,456.099,276.838,223.6531,74.1,45.7877,172.95,307.48,202.5711,137.9057,68.9,178.37,454.25,101.38,200.6128,345.205,59.6067,168.0104,87.3191,277.1304,71.94,54.02,85.7375,225.26,201.4442,67.4866,97.49,109.9784,92.12,601.3654,73.23,69.199,205.6484,71.9306,,10.5663
2023-11-15,493.1504,364.45,293.22,94.4004,266.94,33.4479,511.5501,205.06,26.0923,27.1238,236.8954,98.4352,149.0617,39.56,441.4569,8.3723,94.3055,108.2693,349.34,787.0995,130.105,67.01,127.1435,63.6136,1057.02,54.98,131.485,254.6961,445.4835,189.7329,205.83,467.3014,270.0621,224.0557,76.35,46.7393,173.49,306.89,204.4017,138.9704,67.59,187.57,460.56,102.11,198.5351,343.7148,60.1301,169.9275,88.6113,277.7277,72.01,53.85,85.3775,229.63,206.0369,68.8161,100.17,111.9393,94.47,579.4302,73.23,69.4954,207.3042,71.2433,,10.6585
