Date,03B8CF,119CB6,131443,13C3E0,15ABD0,1921DD,24C48B,253B2F,2667B6,2D643C,2E0496,304C94,322A44,32BBAA,32CB22,353DBB,35F4B5,3F4497,4030E2,416C55,431B74,55438C,567F3D,5A6336,5E6959,5F2FF7,616E3B,636639,6844D2,6B5379,6E705B,6EB9DA,72DF04,767F86,8B4A45,92D3A0,945DE6,96F126,9A3FF4,9D30A8,9F18FA,A1EAC8,A4D173,ACF77B,AD23DE,B2256A,B4703C,BFAEB4,C20B75,C4073B,C659EB,CBA33B,CE1002,D21EF3,D56D6D,D8F347,D90F43,D96202,DCD97F,E0339F,E26FC3,E866D2,E8B21D,E94704,EC821B,ED0402,EE6F1C,EEEA9F,F46EC9,F5C8AB,FAE021,FC1B7B,FF6644
2023-10-24,69.809,190.1272,208.3479,11.21,128.7918,89.4875,166.7743,166.7632,75.0047,185.7094,226.9144,86.76,58.052,46.7823,396.8337,211.5456,138.9361,47.0447,86.7017,254.6587,361.7574,182.36,52.3694,181.8736,475.8942,31.2137,149.5938,128.6429,229.264,363.6819,35.14,672.4046,168.379,241.9704,44.53,27.0737,98.673,412.2121,94.0444,386.19,710.386,203.6969,63.863,77.6635,166.5984,110.51,63.6392,123.829,74.7757,193.9212,78.9076,32.5781,72.5264,98.4177,207.7148,194.2524,44.19,139.742,222.8964,74.8667,28.6404,22.7218,186.7477,237.6995,43.192,74.17,164.7556,59.5408,86.8416,108.8673,129.8922,459.1909,162.1507
2023-10-25,69.2435,182.7911,207.7586,11.04,129.1906,87.5815,164.0148,167.7404,75.0335,175.8202,224.9326,85.12,56.0118,45.7038,389.8023,214.3053,137.645,46.2692,84.8767,252.2257,360.1499,177.73,48.1574,179.7874,474.5726,30.6191,158.7263,126.4556,223.1263,358.0701,34.85,663.2984,165.8143,237.5004,43.63,27.0027,102.7407,418.5603,93.4731,373.28,699.4533,204.3907,65.1291,77.3888,161.1695,106.22,62.2545,122.7738,73.0338,189.6375,77.9465,33.2266,70.5892,97.8407,204.6457,194.0443,42.35,143.9158,231.8888,74.1982,28.5632,22.4366,181.1862,234.1065,42.9239,70.91,167.3457,59.2216,85.2104,105.6648,127.8132,463.8169,159.1393
2023-10-26,68.6703,182.19,207.3024,11.15,129.7072,85.6913,163.378,166.7632,75.7416,175.3565,223.5128,83.23,56.9685,45.26,394.3141,212.5888,137.8224,49.3328,84.6569,251.5361,357.8548,179.09,48.5302,182.7217,473.7541,30.8043,157.5171,126.9125,216.2203,360.4473,34.92,685.0947,163.6105,235.0667,43.15,27.0784,103.185,416.9522,94.18,372.24,699.2139,207.2134,64.8989,76.8212,163.1427,107.12,66.0075,122.0663,73.0822,190.9197,76.3354,34.5622,70.571,96.9944,206.6756,191.2266,40.62,142.3945,230.119,75.8545,28.5535,22.237,187.2031,237.1849,43.1622,70.86,166.841,59.7404,86.1133,105.296,120.2277,458.5574,157.3253
2023-10-27,67.795,181.5348,204.5839,10.92,127.826,83.7616,161.4965,164.3901,75.7512,174.6278,220.7126,82.2,56.3047,45.3576,389.6754,211.7352,137.2113,48.8637,84.1123,250.9613,349.7301,179.69,48.478,180.0506,469.0104,29.8782,156.124,124.8418,217.0836,356.823,33.9,692.037,161.8552,231.3142,42.73,27.2534,102.6815,414.5401,94.3543,370.71,700.1115,202.5469,64.6245,76.2536,159.7067,106.26,64.7565,121.5253,73.6822,189.7152,76.5615,34.9397,74.9571,95.8885,206.0248,190.7349,41.23,142.375,227.9187,75.0862,28.2158,21.2387,184.9843,236.1088,42.7849,70.58,162.7654,59.2415,85.6085,104.5681,117.2875,454.0369,158.1653
2023-10-30,69.3442,186.7966,206.8841,11.18,127.8845,86.4867,163.5131,164.2805,75.1866,177.5047,221.3436,82.24,57.3101,46.2062,401.326,212.0387,138.0983,49.62,84.5136,252.3598,356.1698,182.35,48.4855,183.3554,478.1131,30.4436,157.4493,124.8418,224.6536,360.0479,34.8,710.9349,165.4925,234.8049,43.12,27.5467,104.202,416.8306,94.6255,372.36,700.6414,206.5671,65.563,76.5557,161.0222,107.25,66.6755,123.0921,74.0693,192.1145,75.9585,35.6656,76.9765,97.3983,206.054,194.5927,42.73,143.594,228.6171,75.635,28.3702,21.4004,184.6064,238.1206,43.2913,70.79,166.0316,60.4287,86.6765,105.7618,120.7235,449.8235,160.6227
2023-10-31,70.4519,185.5748,205.5915,11.15,129.9314,85.5574,164.6419,166.6336,77.8851,180.5519,224.1734,84.07,56.7342,46.4891,396.7556,212.5508,138.739,49.8689,85.0105,251.7372,353.807,186.82,48.6644,185.5294,481.8311,30.4631,158.9779,126.3292,227.7651,359.4243,35.01,714.6264,167.5988,219.1842,43.52,27.5988,104.6759,425.0581,95.255,374.59,707.8387,208.9146,66.2005,75.5578,166.4708,108.52,66.9345,124.1472,74.7176,201.9543,77.0986,36.4012,77.7167,98.6004,206.4716,196.3042,43.28,144.8032,230.8461,75.8346,28.8044,21.1342,185.459,241.3486,43.7877,73.41,170.8404,60.5385,90.8224,106.0238,122.8722,452.4629,163.7592
2023-11-01,70.1498,192.4675,207.2548,11.14,126.8708,84.4705,164.5358,159.1554,78.6124,179.9841,219.135,96.13,57.5151,48.4399,399.8904,212.9492,140.3454,50.4625,85.622,255.7315,358.7554,189.38,48.5973,208.1369,480.4307,30.3266,158.6973,125.4834,230.7343,360.9442,34.81,726.6408,168.652,224.7886,43.82,27.8684,104.4587,422.9451,95.7973,368.84,708.0524,210.0265,65.501,76.1254,164.635,117.47,67.942,124.6074,74.3305,208.6761,76.75,36.0237,77.6527,109.1788,205.4324,196.2569,43.83,145.047,232.1758,75.8246,28.5342,21.1342,182.5039,243.7627,44.4033,73.67,170.1833,61.8454,91.7351,106.674,121.6108,449.4204,164.4115
2023-11-02,71.5054,191.5708,207.1503,11.4,130.5163,84.8879,172.5248,174.5704,79.2153,182.8624,226.6482,99.36,58.8036,48.7423,422.8108,219.749,141.6267,51.573,87.103,247.7046,361.7477,192.01,48.7538,207.7567,487.2355,31.2137,161.4158,129.547,234.5478,394.1771,35.82,740.5352,168.1742,231.8572,45.25,28.3178,107.9637,428.2368,96.0007,373.16,743.4319,222.2485,67.139,77.2607,174.6584,121.25,68.4601,125.1191,76.1111,209.968,76.7217,36.4786,79.0599,110.0636,210.9781,199.8783,46.48,147.9432,233.429,77.3014,29.3255,22.0183,187.5713,246.4294,47.9084,74.02,174.316,65.437,91.5701,109.4787,123.5159,456.6283,166.5918
2023-11-03,72.7061,193.3001,214.6972,11.98,130.5845,85.7858,170.8942,168.6876,79.1579,185.4358,227.3877,104.92,60.1703,49.2885,440.9361,221.0768,141.6267,52.741,87.8769,252.5897,370.1145,195.05,49.1638,212.5238,495.6084,32.5102,162.6444,130.6163,234.4434,390.8743,37.51,751.7369,171.3239,233.4377,45.93,28.2894,109.8791,423.8426,98.6736,379.46,753.9885,222.3531,67.5994,79.4671,178.4969,126.79,68.6616,126.9209,77.2337,209.4706,76.9667,36.8948,81.2073,111.1791,215.164,200.578,47.75,149.64,232.6637,77.3513,29.3352,22.5317,189.1021,253.4376,47.6403,77.38,176.8014,65.2076,94.114,109.6146,124.2727,451.6471,168.8794
2023-11-06,72.4427,194.1377,209.1083,11.66,130.2044,88.0383,171.0968,167.9697,78.8516,186.1221,227.5751,102.47,59.5358,49.0349,428.2698,219.2179,141.3902,52.3102,87.6572,247.6088,366.2894,192.95,48.8955,211.6659,496.2593,32.0911,163.7086,129.0609,232.7264,395.697,36.76,751.1591,170.4853,231.0427,45.91,27.7785,108.872,421.8045,98.5186,377.18,759.6814,222.9138,67.7853,79.0734,177.4857,125.59,68.2107,126.9845,77.7272,211.07,77.2587,36.7786,79.2061,111.8331,214.8532,201.4952,48.14,150.8102,233.3524,77.4411,29.3159,22.3701,187.4744,251.6598,48.385,77.03,173.0781,65.0978,93.3663,108.1977,123.7595,452.0502,167.548
2023-11-07,72.1561,195.2807,208.7661,11.75,130.0094,88.0541,170.6819,164.5995,79.11,185.2833,229.9217,103.79,59.8872,49.2105,431.5035,218.023,144.3863,52.8367,81.1598,246.1911,357.5643,191.41,48.4258,214.1519,500.0661,32.598,163.8441,126.8347,231.6545,396.6129,37.03,756.8285,170.573,227.7848,46.53,27.9205,108.408,420.8602,98.2087,378.54,763.1689,220.7184,66.0499,79.1558,180.4014,126.06,67.7885,128.8328,77.2918,210.4946,77.9842,36.9819,78.3381,110.304,214.1442,199.8972,49.92,151.0638,232.2045,76.8723,29.2869,22.3986,185.6238,249.8914,47.9282,77.94,174.1542,65.8261,93.9586,107.1399,123.3941,448.883,166.7527
2023-11-08,71.5132,192.2211,206.7226,12.01,129.2686,89.6687,171.6853,169.2659,79.6172,185.6741,232.7022,103.78,59.9262,49.6982,427.7799,217.1884,145.7661,54.0143,80.9783,246.2869,357.6902,191.83,48.7538,216.2674,504.0109,33.3096,164.7244,126.4847,232.7644,400.1008,38.04,764.75,170.6511,227.6878,46.62,28.034,108.1611,415.7274,98.8479,378.78,765.2119,217.1829,66.9796,79.2748,181.0886,124.66,68.2587,129.0654,78.2401,212.211,76.6934,36.8657,78.2649,111.6311,215.2417,200.4551,49.5,151.7464,231.5253,75.9743,29.3062,22.8074,186.3504,248.5908,48.0475,77.24,172.821,65.896,93.9974,109.8669,123.4811,441.9535,164.9744
2023-11-09,71.0329,189.9794,204.774,11.75,128.8982,89.0701,169.9872,169.0765,78.8803,184.721,232.1993,102.84,59.2527,49.191,428.6814,216.7047,145.3324,53.3984,81.4082,246.2774,357.9323,193.33,48.7091,215.4387,502.7091,32.637,164.5213,127.1458,228.7991,402.2053,37.32,765.4452,167.8945,227.0382,46.69,27.9725,109.9482,413.6706,97.9375,376.44,831.7654,216.8218,67.3957,78.7163,181.0003,121.21,68.4793,128.85,78.0466,212.9717,75.4874,36.788,76.9857,110.9387,215.096,198.7815,50.05,152.468,229.6885,74.717,29.1132,22.1989,184.3351,248.3475,48.5151,77.61,172.1259,66.8737,94.0072,110.3715,121.7413,442.5389,165.1003
2023-11-10,71.8927,193.443,208.1768,11.8,130.5553,90.7871,170.8942,173.5634,78.6794,187.647,234.5953,103.55,59.936,50.2347,447.3483,220.4888,148.6243,54.0528,82.6504,248.7511,362.1641,196.65,49.0744,219.8159,510.0169,33.2023,166.1756,127.9624,233.3905,410.1352,37.99,777.5962,169.9082,232.4002,48.73,28.3888,111.1034,415.9238,100.223,382.8,848.3739,218.523,68.166,80.8037,181.5304,124.32,69.8706,130.6004,79.382,216.3265,75.3367,37.3127,77.735,112.1504,218.6313,199.9729,51.58,153.8723,232.9889,75.9543,29.6247,22.0183,185.7594,252.6703,49.3012,79.65,173.4686,68.1806,95.5995,111.9437,121.5477,444.6312,167.8238
2023-11-13,71.7998,192.6448,206.6655,11.78,130.4968,90.984,171.5503,175.727,78.4976,189.7343,235.1671,103.54,59.0477,49.6885,453.2276,220.1284,149.1959,53.5235,82.7459,251.5714,358.0679,204.54,48.6942,218.802,509.869,33.3096,166.0982,127.8069,232.7834,410.1156,38.11,775.0541,169.7224,234.3298,48.34,28.2138,111.6859,416.0733,99.9713,384.27,848.9295,221.7828,67.8119,80.5291,180.6567,123.38,70.4079,131.2834,79.1401,217.0579,74.4039,37.6334,76.8395,112.0158,217.1259,197.9967,52.24,154.4671,235.9545,75.9044,29.3834,21.9518,186.3117,250.013,50.0872,78.53,175.0683,68.6994,95.6481,110.5074,121.6005,445.6965,167.644
2023-11-14,73.5659,199.4537,211.9408,12.25,133.5867,92.3465,174.6474,182.3178,77.2153,194.5475,234.7234,109.62,61.7419,51.5125,468.0827,224.2254,152.4976,56.8627,84.6092,257.5295,363.1034,207.47,49.9019,223.2962,517.4628,34.3526,166.5335,132.9883,241.1218,418.4562,39.38,786.6261,174.5122,240.3317,49.69,28.8571,114.2469,415.3161,102.586,393.46,851.9982,224.2158,71.256,83.2657,192.8399,134.26,72.941,134.1352,81.2304,222.451,78.4742,38.3621,81.3718,114.3719,225.6046,203.9442,53.88,155.1107,237.112,76.9621,30.0203,23.1021,191.912,257.4891,51.2513,82.74,178.6487,69.4975,98.2599,114.8648,126.0009,448.048,170.9967
2023-11-15,74.999,198.424,212.6726,12.42,133.5379,91.5983,173.9817,183.1853,77.1579,197.302,234.4572,110.78,62.4642,51.0638,469.8661,225.2591,150.8911,57.0071,84.4372,260.0514,368.8265,208.71,50.2746,220.0401,513.6955,34.8595,165.5951,134.9618,244.1953,419.5513,39.94,780.0991,177.8454,243.4636,49.22,28.4361,113.5943,416.1762,103.3027,393.0,849.7928,223.2464,70.9019,83.0637,194.9702,128.66,71.9623,134.307,80.9014,220.0617,78.4365,37.9249,82.5597,114.2853,226.8284,206.204,53.76,153.1214,235.1031,77.4012,29.9045,23.7106,192.8906,257.3487,51.2911,82.26,178.4868,69.5474,97.3278,114.9036,129.5212,446.282,170.3765
2023-11-16,75.3058,195.9852,212.359,12.19,129.7365,93.6776,174.8404,182.7665,77.341,198.5696,234.2206,113.48,61.3905,51.3857,464.8197,226.6817,151.7485,57.1322,84.1103,262.5637,366.5896,206.6,50.4162,220.8493,517.8573,34.6158,165.8563,133.7077,241.8427,416.9699,39.28,780.3444,174.649,240.6711,49.31,28.6963,113.4657,416.5969,102.6054,389.65,843.6298,222.9328,70.6362,83.4861,196.7177,130.35,72.5764,135.8287,81.5427,221.1832,77.1268,38.5176,82.3313,114.5642,225.051,207.4143,54.42,154.9352,234.6248,76.6229,30.2326,23.0926,191.4469,257.0493,51.2712,82.24,178.4485,70.0363,98.3182,114.3311,129.2924,445.2167,171.4192
2023-11-17,75.0147,197.0248,214.336,12.29,131.9004,94.4573,176.278,182.577,76.8108,201.143,233.7966,114.12,61.4393,51.9125,471.3065,227.5352,153.4141,57.8443,85.8118,264.9508,372.0028,208.04,50.7666,222.877,517.4825,35.152,164.9953,133.9508,242.8008,423.0322,39.76,787.3622,174.0723,245.3835,50.22,28.7389,114.2172,415.7461,102.9928,390.49,848.6635,225.0046,71.5836,83.8994,201.4594,133.59,73.2864,134.4862,82.1451,222.1584,77.8241,38.3233,83.8481,114.9297,226.741,207.2725,54.44,154.7792,234.0795,77.2315,30.5124,23.587,191.8538,259.8938,51.2115,82.73,177.9024,70.176,98.2211,115.4665,130.2341,445.495,171.8686
2023-11-20,74.7314,198.1925,213.0623,12.4,133.5184,94.5675,177.2525,183.5941,76.3192,202.1723,235.9263,113.95,61.3416,52.2734,462.3112,227.2507,152.5764,57.902,85.3504,260.9658,368.3036,217.71,50.4535,221.249,517.4825,35.5809,165.6048,134.3979,242.4119,421.9469,40.02,793.8107,173.8572,242.8431,50.85,28.8193,114.326,414.9327,102.402,390.98,854.6277,227.6752,72.9737,84.3402,205.7004,134.36,73.0274,135.1906,82.3977,221.3002,77.287,38.6439,83.6471,115.4682,227.1003,209.0596,54.75,155.5398,235.1222,77.8103,30.937,23.8912,189.635,259.3003,51.2215,83.0,178.6593,70.2758,97.6171,114.0593,131.6334,447.0786,172.3989
2023-11-21,73.9525,199.4784,212.7202,12.13,121.9192,94.4258,178.7384,182.8263,75.3359,203.1064,236.4292,112.68,60.9024,51.4345,456.8532,229.3277,153.1579,56.8146,85.1677,259.3006,370.5503,218.27,50.2522,220.3521,519.879,34.9765,166.0982,134.6215,242.7155,423.306,39.44,791.8477,176.2619,241.8347,50.65,28.7152,114.7512,418.9903,100.8719,392.87,860.5387,227.4091,72.2565,83.9636,205.7593,132.61,72.7971,135.7796,82.4949,221.388,77.5508,38.9451,81.5637,114.7469,226.7312,209.9105,54.85,156.0664,235.7249,77.6107,31.1204,23.4158,192.4158,258.9235,51.7588,83.29,180.6521,70.3955,98.4061,114.3893,131.8094,452.1174,171.8956
2023-11-22,75.0383,198.9216,215.009,12.31,120.8275,94.1974,180.1374,183.275,76.9458,203.8784,236.6658,112.31,61.2245,51.454,454.0997,228.275,153.4043,57.0456,85.3984,262.5829,359.0362,219.91,50.6254,221.7462,521.1906,35.0448,166.1756,134.6993,243.2846,421.6536,39.8,794.0168,177.0634,238.5379,50.89,28.7956,115.0083,421.0939,101.3658,395.44,859.8032,227.5047,72.6128,83.7892,207.0773,133.48,72.8067,136.1673,82.5338,223.2409,77.956,38.8868,82.0023,115.7567,226.1194,211.3194,55.37,156.0371,236.605,77.8402,31.4099,23.4919,191.1175,258.7351,52.0174,83.85,179.9527,70.5652,99.5751,114.564,132.6719,452.4821,172.8573
2023-11-24,75.4946,199.2025,215.9475,12.31,120.2524,94.4888,180.0313,182.0486,77.1,205.7369,236.1827,112.8,61.7126,51.6784,457.9115,229.3656,153.9266,56.959,85.0812,262.7754,358.4843,220.0,50.4164,222.8186,518.3405,35.191,166.4077,135.7978,244.3756,424.0394,39.71,797.2754,178.9304,239.8469,50.81,28.8382,115.7499,422.5992,101.7241,399.58,860.2729,227.7531,72.3723,84.4871,207.274,134.71,72.9314,136.187,82.6309,223.0556,77.7393,38.9937,83.5283,116.3914,228.4406,212.0664,55.32,156.4175,237.0833,78.2194,31.4967,23.644,193.0165,259.1779,52.0075,84.78,182.9993,71.1839,100.5882,114.6416,133.7984,454.3515,173.8461
2023-11-27,76.3759,196.4089,214.9133,12.18,119.3166,94.4888,181.0251,185.1695,76.6084,201.9436,237.6222,112.73,62.5228,50.859,454.8542,229.3182,151.8372,57.5267,84.5814,260.9081,350.7566,219.3,50.3343,220.3034,517.7586,34.9375,165.895,135.1659,240.5716,422.3282,39.21,795.3713,175.5972,239.876,51.2,28.8335,115.4236,416.5034,100.8622,398.42,865.4572,225.9471,72.5326,84.2483,208.1297,136.56,72.8834,136.1526,82.7864,223.1141,76.7029,39.1298,82.6328,116.8145,227.3431,207.8776,56.06,156.2712,235.6771,77.042,30.8212,23.2352,192.4255,257.9815,52.3557,84.27,180.0389,70.6351,100.5103,115.0686,131.651,451.3354,173.4506
2023-11-28,77.5089,190.8564,214.2812,12.17,120.9249,93.6067,181.9417,180.8122,77.3025,202.4392,236.7053,113.88,62.0738,50.3615,446.7113,228.7966,150.3293,57.2476,84.4948,259.1659,348.6358,222.37,50.3791,217.1155,518.6166,35.1325,164.1536,136.1867,240.3913,417.0579,38.96,760.8027,176.5551,239.9827,50.73,28.3367,113.8019,419.1025,100.8332,395.04,847.3785,226.1669,71.5796,83.5137,209.5264,133.07,72.0775,136.052,81.9119,219.0279,77.6262,38.8383,82.6054,116.7376,224.9831,209.1825,56.21,155.8714,234.5865,76.5031,30.9274,23.5965,190.4974,255.2404,51.6891,83.6,181.1694,69.5173,99.9842,116.0391,132.6631,452.9639,174.6191
2023-11-29,77.4774,189.1468,214.4727,12.23,123.0109,93.6145,183.9389,185.0698,78.0351,204.9935,234.9206,115.6,62.2007,50.9273,466.6423,228.3983,150.6742,58.0945,84.889,260.4268,352.4319,224.43,50.5358,217.0375,518.5772,35.7174,164.2117,137.3477,240.8846,418.554,39.25,761.3425,177.9529,241.8735,50.22,28.2138,113.9107,416.0546,101.2883,399.1,844.4008,223.367,71.6954,83.8534,213.0376,134.89,72.0583,134.7586,81.941,220.208,76.8536,39.052,83.574,116.3626,225.9057,209.4094,56.4,155.9591,234.2134,74.6671,30.724,24.0813,192.1348,256.0693,51.3309,83.94,180.7479,69.4575,100.822,115.9906,134.0272,450.3911,174.6101
2023-11-30,77.9495,191.6841,214.6738,12.43,123.9661,95.9301,187.0072,187.7619,78.546,207.9291,238.0462,117.07,63.0011,50.6834,466.4463,229.707,152.9903,58.2677,85.4561,265.124,352.887,231.63,51.4837,220.4905,530.8259,36.0001,166.106,137.7283,245.5329,423.5603,39.4,771.6483,181.1005,243.1049,50.22,28.3699,115.2555,421.6195,102.741,402.96,853.3073,226.4918,73.0135,84.3218,214.1294,134.11,72.3077,135.782,83.3597,222.0511,77.8883,39.5865,83.8045,117.555,228.5669,213.0025,56.38,157.8217,236.2606,76.4931,31.276,24.3095,195.4097,258.754,52.3358,83.04,182.8077,71.2837,102.4098,117.4645,133.4288,457.8589,176.1022
2023-12-01,78.5632,199.9021,216.7328,13.02,126.2859,96.4814,188.5316,189.9954,79.3558,215.8494,239.328,122.3,64.6996,51.9125,491.7372,232.5806,154.7841,59.817,86.6288,270.9282,357.1479,233.87,51.7225,222.5642,533.1237,37.0919,168.8357,139.7284,250.8357,430.3852,40.24,788.7167,185.5285,248.9614,50.13,28.772,118.7756,423.1637,105.2589,409.02,859.8652,228.1354,74.2515,85.5707,218.4669,139.28,73.6318,137.0092,84.2925,224.7525,79.0369,39.7516,86.4597,118.9014,231.9273,218.7703,57.35,159.8501,238.8627,77.7105,32.3411,25.3743,196.7275,263.624,52.6343,85.28,186.525,72.0921,103.4521,117.2205,136.333,462.3685,177.774
2023-12-04,81.3879,198.9955,221.3968,13.35,126.0423,95.7174,188.2615,189.088,80.1366,217.3362,235.9461,122.87,64.9339,52.1466,480.2333,234.7903,155.0206,60.0864,85.4657,269.032,357.2641,234.87,51.8942,223.4935,529.3466,37.1991,169.4089,139.9431,251.9551,428.4199,40.52,786.577,185.9586,247.0125,49.09,28.8429,118.6075,424.369,103.6707,409.58,857.3041,231.8239,75.5251,86.0666,221.4372,136.86,73.9677,136.2238,84.7686,222.5485,81.3722,39.9654,86.7823,119.4207,233.423,221.1625,58.63,158.5238,241.2734,77.1018,32.5928,25.9542,197.8514,264.6225,52.6443,85.23,190.9225,71.8725,103.7151,118.8994,137.2219,462.8407,178.2954
2023-12-05,80.011,194.7,218.993,13.13,124.4145,94.6936,187.5089,188.8787,79.7124,213.4094,235.2559,122.77,63.8211,51.2784,465.9367,231.9926,153.2564,59.9325,84.9274,264.7005,349.7204,234.16,50.9762,224.5695,528.1533,36.663,168.1266,137.9234,252.4104,425.1736,39.59,783.7993,184.1698,247.4391,48.79,28.9191,117.5297,420.1789,102.189,402.05,846.7847,229.7981,73.3609,86.2044,219.9028,143.26,73.2193,135.2495,83.4083,220.0129,80.7551,39.8294,84.2286,119.4207,231.1406,219.5267,57.97,157.4511,240.0106,76.2138,32.2346,25.8306,195.3225,262.7574,51.918,84.15,189.7057,71.8126,103.0527,118.1478,135.673,459.2561,177.028
2023-12-06,80.8764,183.8995,220.8796,13.48,125.5452,94.3628,184.6626,191.2916,79.7317,217.3839,231.5683,123.07,64.8558,51.7076,466.8578,234.1454,154.2223,61.0391,84.3026,267.694,353.9813,236.89,51.2598,225.44,527.9856,37.9595,168.9814,139.7284,253.4824,424.6749,40.93,787.6861,183.8472,248.1954,47.7,29.576,116.9661,423.1637,101.8113,404.59,853.8744,232.7699,73.5034,86.985,220.8667,145.24,74.15,135.2126,84.001,221.3002,81.1728,40.1792,85.4732,120.2862,234.1708,220.2832,59.75,157.8315,241.0247,76.4632,32.4573,26.6102,198.2293,263.8878,52.0473,83.79,190.6063,71.2338,103.3547,117.7378,136.6674,462.8021,177.783
2023-12-07,81.262,184.9352,220.9658,13.91,125.126,94.1029,185.2608,193.8142,78.5653,216.7262,230.4738,120.55,65.1487,51.5906,474.2854,234.7903,153.9064,61.0006,85.2831,267.4823,349.7979,237.33,51.5434,226.3008,527.4235,39.3242,167.9031,140.1968,253.8808,424.1372,41.26,792.466,184.639,249.5917,47.68,29.6855,117.5297,420.998,101.7725,406.99,862.2491,234.2989,74.0021,87.7196,220.5618,146.57,74.8504,135.9047,84.205,222.2852,81.657,40.1889,85.8788,119.6226,234.1417,220.112,60.98,157.5779,240.5846,76.084,32.4379,27.7225,199.2079,263.7559,52.4751,82.58,188.4315,72.4014,103.2963,117.2302,137.7323,460.0945,177.783
2023-12-08,81.3328,182.203,220.8221,13.76,124.0733,94.9771,184.6336,198.6701,78.3918,210.6359,229.6555,121.55,65.8027,53.9121,485.1034,236.725,155.1404,61.5876,86.0809,268.0983,352.1704,244.7,51.4165,228.893,529.1986,39.334,167.5728,140.1285,259.447,428.8892,40.97,789.178,182.4201,251.6182,47.39,29.6522,117.0749,421.8549,106.8568,411.49,871.962,235.9234,74.0021,87.5911,224.6239,147.7,74.8312,135.8017,85.0212,226.5567,80.2141,40.2569,85.6023,119.815,232.2769,218.4765,61.7,157.773,241.3499,75.7647,31.915,27.637,198.4715,262.0792,52.9925,82.39,187.598,73.1599,103.6275,117.4938,137.5563,458.9092,174.9247
2023-12-11,81.1676,186.8536,225.3616,13.72,125.0091,94.7329,184.3731,201.1728,78.9412,211.3507,236.7447,121.7,65.7343,54.5754,494.9806,237.4743,155.703,61.5684,86.2443,269.3111,349.6139,248.08,52.7451,232.209,532.7588,39.4899,168.4277,141.7774,258.6559,428.4883,40.56,802.3203,188.3339,252.9951,49.01,30.1568,117.8659,424.9057,106.3145,417.39,879.5834,239.2583,74.7057,89.9328,228.2729,148.96,74.8792,137.3405,86.0026,228.868,80.1381,40.4513,85.6207,120.4016,230.8201,220.6255,62.46,158.4068,241.4743,76.9721,32.1474,27.8937,201.417,264.7638,53.3905,84.01,192.6374,73.8285,104.9133,117.5035,137.0987,461.3278,180.12
2023-12-12,80.6955,188.5107,224.7391,14.04,125.3502,96.3397,187.0265,204.6726,78.1218,211.8463,239.8703,122.13,65.7441,54.946,499.3313,238.7546,159.2666,61.9148,86.9364,273.065,348.0258,248.63,53.0137,234.0969,535.964,40.2016,171.546,141.953,260.2095,431.0404,41.1,805.8832,188.637,253.4896,49.37,30.4091,118.5581,425.2541,106.2854,420.59,886.5579,243.1762,74.5632,89.6573,230.6728,149.59,76.2609,138.548,86.5176,231.1793,79.3597,40.8594,85.3718,120.7189,230.9949,221.4622,62.72,161.069,242.2205,77.2615,32.1668,28.8159,201.1069,263.8501,53.8681,84.88,191.9093,74.1079,105.1471,117.6402,136.7379,461.8,181.1267
2023-12-13,81.978,189.4082,229.221,14.09,125.7206,95.4418,186.5054,209.668,80.2233,216.9359,243.7649,125.21,67.0229,54.4291,519.4974,239.5512,159.4147,63.8106,88.6571,280.0724,365.0886,250.91,53.1332,232.8546,543.1732,40.1528,173.9455,143.719,260.991,431.7346,41.58,803.665,191.5988,259.8309,49.87,30.4853,120.1698,425.0752,107.7381,421.9,896.2797,246.1481,74.9195,90.0522,237.9609,154.87,76.3088,141.0955,86.8771,230.9258,80.5463,42.2392,88.9858,122.0268,233.792,225.0564,61.97,162.9609,244.7556,78.6085,32.1862,27.713,202.3471,267.5898,53.9378,86.07,199.3534,73.5491,106.355,119.3679,138.3924,467.3503,182.5379
2023-12-14,84.2204,188.6487,237.7635,14.59,125.6426,95.5757,187.6099,215.1719,78.9123,222.807,232.45,129.06,70.5956,57.3651,557.9776,245.9148,161.9616,66.7071,92.8001,295.3576,376.1378,256.24,54.5363,233.6861,531.3979,41.3713,171.6237,151.5147,266.3571,445.2966,43.59,813.48,197.19,276.5085,49.16,30.5757,120.4368,419.2655,114.8367,428.17,874.6916,244.4662,77.146,90.9541,242.6328,168.37,77.3259,138.278,88.1014,231.8132,80.7267,41.5298,93.5678,121.4852,242.8049,230.9232,62.5,158.6506,240.2594,79.4669,32.7671,28.293,208.2478,272.4222,52.5149,88.25,197.9355,75.1558,108.0597,120.5685,142.8896,446.7777,182.8345
2023-12-15,84.1732,193.8419,231.3088,14.49,123.5859,97.0564,187.7165,214.3942,77.3892,221.3774,232.0254,128.21,69.2387,55.9215,560.2412,245.0044,161.0336,66.0528,91.9446,292.9705,373.8621,264.27,53.7974,234.6838,534.0804,41.2739,169.5643,148.4999,268.1012,443.5268,43.58,808.3075,197.669,277.0612,48.91,30.5424,120.7137,416.0076,114.2437,425.92,873.442,242.2875,77.4934,91.3718,240.5771,162.51,75.9922,137.1221,87.635,231.5304,80.6412,40.9565,90.9311,121.9978,244.7085,230.0864,61.86,158.0558,241.5987,79.1874,32.9221,27.5799,204.7791,269.6716,52.5348,87.57,199.6312,74.6867,107.8552,121.4763,143.4,444.2627,182.8256
