Date,03B8CF,119CB6,131443,13C3E0,15ABD0,1921DD,24C48B,253B2F,2667B6,2D643C,2E0496,304C94,322A44,32BBAA,32CB22,353DBB,35F4B5,3F4497,4030E2,416C55,431B74,55438C,567F3D,5A6336,5E6959,5F2FF7,616E3B,636639,6844D2,6B5379,6E705B,6EB9DA,72DF04,767F86,8B4A45,92D3A0,945DE6,96F126,9A3FF4,9D30A8,9F18FA,A1EAC8,A4D173,ACF77B,AD23DE,B2256A,B4703C,BFAEB4,C20B75,C4073B,C659EB,CBA33B,CE1002,D21EF3,D56D6D,D8F347,D90F43,D96202,DCD97F,E0339F,E26FC3,E866D2,E8B21D,E94704,EC821B,ED0402,EE6F1C,EEEA9F,F46EC9,F5C8AB,FAE021,FC1B7B,FF6644
2023-07-05,75.2753,181.0088,229.5965,18.32,117.8684,85.4484,157.5049,194.4996,93.3581,213.7378,222.5732,138.48,61.4466,47.8413,429.9756,231.9902,155.9065,53.493,84.9683,312.0735,390.4879,213.31,54.4011,184.3292,469.0662,47.0674,164.7363,140.4695,234.4041,371.62,55.63,764.3839,174.6707,235.0096,45.245,27.2251,107.0631,429.7807,112.4123,406.75,757.8351,215.1662,68.0304,75.0898,226.6248,136.47,67.2902,118.8346,84.3764,192.4371,88.6025,41.5035,81.987,100.5223,234.7733,191.6839,43.66,146.8481,203.3646,66.9861,32.5667,35.1825,203.0837,263.8546,48.5133,88.62,186.5597,63.9513,106.6726,117.5821,155.1483,438.6746,183.4596
2023-07-06,73.5046,180.1868,228.5584,17.88,117.6451,84.4417,157.0917,191.8883,93.1775,213.7567,223.5184,133.25,60.6516,47.6762,416.9779,228.5872,154.2436,52.588,83.8564,309.5929,387.1202,212.62,53.7903,184.368,469.0957,45.913,165.0349,139.4329,233.7906,367.8441,54.42,760.6728,174.2328,230.9301,44.47,27.0008,106.7082,428.7406,111.3033,407.69,751.219,213.484,67.6257,74.67,220.4418,130.81,66.8641,118.8395,83.2679,191.3244,88.8739,41.9472,80.9362,102.5852,233.1174,190.3678,42.11,147.1202,203.7545,66.8564,32.1725,35.0691,202.3614,261.5296,48.5629,88.04,184.2606,63.3928,106.0145,114.0787,154.5535,435.7409,181.3089
2023-07-07,74.2526,182.0967,231.9556,18.35,117.6937,85.1495,156.89,192.9548,92.5788,213.2957,221.5098,136.08,60.9231,47.9288,422.1283,229.8315,154.5584,52.5975,84.5217,310.442,391.0862,212.1,53.8872,183.7658,469.1843,46.4465,163.7347,141.5351,237.1699,372.9012,55.39,758.0262,174.7875,235.3456,44.055,27.0475,108.0884,426.0194,112.6244,409.97,754.8433,211.9247,68.2064,75.1172,221.0689,133.1,66.9019,117.2429,83.721,192.0114,89.1735,41.6385,81.6971,100.3122,234.6281,190.6593,42.91,146.0515,203.6309,67.3652,32.0186,35.5322,202.2266,261.0832,49.0094,86.78,184.1754,64.0909,106.0435,115.3889,154.9673,432.3676,180.6424
2023-07-10,74.1763,184.4643,238.7595,18.57,118.6839,86.9912,158.6866,199.1241,92.6358,215.3748,223.4889,141.11,62.1155,49.804,433.2275,234.1112,154.9914,54.1599,84.9873,320.336,392.8328,213.31,55.131,188.0494,468.4359,47.0092,164.8134,143.8117,237.5853,381.1228,56.33,778.1053,175.965,238.83,45.145,27.5056,109.7742,427.5704,114.3313,414.1,753.4842,215.3458,69.5348,77.2162,224.5181,135.26,68.3699,119.5011,84.1258,196.4619,90.0815,41.7543,84.8588,101.3245,238.4822,192.5769,42.78,146.5955,204.1348,67.874,32.3167,36.3074,208.9585,265.417,49.8427,88.12,184.166,65.6368,108.1437,117.5045,156.3208,432.5014,184.6239
2023-07-11,77.7862,186.0198,242.1379,18.8,121.4799,87.5343,159.8203,199.2836,93.1585,218.2819,223.4692,147.49,63.7055,51.4945,445.2516,236.7884,155.0307,55.0364,87.2396,322.6162,399.3078,218.76,55.5705,188.3602,469.6866,47.2032,163.937,144.7901,243.9193,387.005,56.18,777.0896,180.3928,242.7079,45.285,27.557,109.5672,433.0592,117.07,416.59,763.0834,218.2754,71.1007,78.6034,226.3896,135.47,69.3265,120.297,84.2704,196.3748,91.935,42.1595,88.0749,102.2987,241.1259,194.3912,44.36,145.5851,206.512,68.9014,32.4705,37.0352,208.4673,270.8204,50.2991,88.33,186.7489,66.0757,109.0341,119.329,159.6915,440.2992,185.5037
2023-07-12,77.5191,184.9615,242.5531,18.57,120.8003,87.5185,159.9355,197.7687,92.0086,217.294,223.0261,148.9,64.675,51.6111,454.8416,236.9675,154.9815,56.2177,87.5437,323.9615,393.3925,217.11,55.8982,188.9041,469.9919,46.5144,162.9354,145.9623,246.9494,385.4423,55.4,759.12,179.7311,243.4279,45.33,27.4495,110.8192,429.0378,117.9861,418.24,759.0745,216.9712,71.3295,78.6946,227.1245,139.28,69.6011,120.3702,85.5041,195.3589,91.4014,42.3717,87.0421,101.888,239.8767,196.3935,44.52,144.9342,206.9209,68.3129,32.2398,36.4397,207.6005,272.2712,49.2673,88.54,185.3865,65.936,108.0275,119.1252,160.7691,433.2276,185.3171
2023-07-13,78.5036,185.7392,240.1562,18.45,121.1401,87.5815,161.3478,197.6092,92.3412,219.693,223.1147,146.79,64.7041,51.6111,446.3323,234.8465,155.7293,57.218,87.7338,326.7379,395.2067,216.85,55.7567,189.8366,471.5873,46.2816,162.1264,145.3907,243.9759,386.9662,55.23,743.7579,179.1277,245.5972,45.4,26.5007,110.7305,433.1428,118.4008,416.24,763.9211,215.7332,72.3412,78.2748,228.4571,139.87,69.2223,120.7193,85.8415,197.7197,90.6619,42.4779,87.6129,102.7476,239.7508,197.9822,45.64,145.3422,206.3028,68.7618,32.4225,35.0124,205.3789,270.2531,49.3169,88.69,187.7707,66.5045,107.1855,118.1741,159.7949,436.7443,185.4859
2023-07-14,78.0762,185.9509,237.9669,18.14,119.6256,86.7944,161.3959,195.4763,91.3909,220.8784,225.271,142.88,63.8606,52.3107,433.6948,235.2613,155.0111,57.1418,87.5152,325.5644,400.0895,213.12,55.2427,190.6817,470.3858,45.1929,162.3382,143.6857,243.0225,384.5784,53.34,745.4963,178.3784,245.3668,46.82,26.8652,110.346,431.2203,118.3622,411.53,759.69,215.7994,72.737,78.1745,231.7593,141.16,70.4724,121.1783,85.5137,196.8489,89.4918,42.9699,87.2777,101.8976,238.6662,198.3394,44.75,145.7114,204.7434,67.2255,32.3359,34.3696,202.4521,272.4572,49.0094,89.29,185.1499,65.946,105.9274,118.0091,159.7087,430.6379,183.2019
2023-07-17,77.6183,188.6631,240.7507,18.18,118.5383,87.4713,160.1853,198.6457,91.5335,219.3732,226.4329,142.88,63.9285,53.0102,439.5754,236.7695,155.3653,57.6086,86.7834,326.8524,405.8697,211.87,55.6673,193.1489,469.3025,45.4942,161.5678,144.2476,240.4549,389.189,53.33,746.1311,178.4562,247.133,46.87,26.7718,111.0656,436.4769,119.7605,414.67,757.553,220.2694,73.3529,79.9084,232.3668,142.96,71.0312,122.9629,85.3402,199.2677,88.7897,43.0181,88.084,101.6206,239.4506,197.2772,45.51,145.8669,205.7418,67.2854,31.9417,34.2845,203.4277,274.1313,49.8031,90.61,187.3071,66.1156,107.0694,118.407,157.5363,434.0781,185.006
2023-07-18,78.6181,194.0382,244.5537,18.68,119.0334,87.4083,160.7618,198.9447,91.0013,221.2171,225.4581,144.03,63.6279,53.6709,452.2421,239.8709,156.3197,57.904,87.2396,330.9645,416.4458,211.57,55.5332,193.4888,472.9169,47.0204,160.4602,145.6426,247.2892,396.5758,54.79,742.4297,183.1176,253.2283,46.755,26.5428,111.7952,423.2239,121.1202,408.79,766.571,216.9807,74.2678,81.6059,233.0234,146.42,72.4613,122.9776,85.3306,203.5054,89.7726,42.912,89.5516,102.6235,239.5959,199.8717,47.41,144.8176,203.0318,67.7642,32.4513,34.7288,202.7032,274.4382,49.7038,91.23,185.7365,66.8436,107.3404,119.4357,159.1139,423.0312,182.4109
2023-07-19,78.9768,194.5305,244.2706,18.6,118.6839,86.4875,163.0099,199.2836,90.8207,223.3527,224.6999,146.93,64.3066,53.6612,448.3379,240.3422,154.952,57.7039,87.116,328.2072,420.8944,208.6,55.3842,190.2349,475.31,47.1954,160.5469,145.4392,245.675,391.839,54.8,748.1331,189.9881,253.4598,46.1,26.7764,110.9769,419.3325,121.3131,406.68,757.6385,216.8673,74.391,81.2317,232.7098,144.32,72.5844,123.0581,84.8969,202.9926,92.038,42.7962,89.7509,102.8431,239.9832,201.4039,47.12,145.2159,203.0603,67.6744,32.4994,35.3054,203.9879,273.7128,49.3467,91.61,188.1208,65.5471,107.8727,120.8332,160.3639,422.649,182.3398
2023-07-20,79.595,196.0859,245.3275,17.44,119.4897,87.55,162.5488,199.3135,92.3317,223.428,227.3092,147.28,64.4525,53.1171,446.6341,240.8607,155.5522,56.8941,87.3251,326.8333,424.2332,213.61,55.3694,190.0115,474.2858,47.3315,165.555,145.2648,248.7712,390.9945,56.57,749.2074,186.8934,251.8585,45.605,27.0429,111.1741,423.5118,120.1752,407.92,761.0491,220.071,71.8221,81.0674,212.0149,139.14,72.3192,123.7954,83.721,204.0568,92.2626,42.8059,88.4101,101.8307,236.7391,203.7822,46.57,150.1222,205.4661,67.9238,32.4129,35.0502,204.4999,253.6523,49.9916,90.22,189.1521,65.4174,109.8954,120.8041,161.157,434.1928,184.8194
2023-07-21,79.6256,194.181,244.1763,17.42,122.2954,86.8338,163.1637,200.8185,91.6,219.2132,230.5092,145.3,64.5303,52.2232,438.5434,240.9173,155.0012,56.4368,86.6979,321.6049,421.6278,211.8,55.3172,188.3311,491.806,47.1954,166.0461,147.367,245.1181,385.9858,57.61,751.0141,190.3384,248.5402,45.57,27.1737,111.2924,422.3509,120.7248,412.45,758.989,218.8424,69.1829,80.2278,208.0758,138.73,71.9688,123.8784,84.0969,200.9415,92.3001,42.9506,87.9934,101.2099,235.6546,203.7822,47.23,150.54,204.886,67.465,31.211,35.2109,205.3982,256.2657,49.5153,90.68,189.1994,65.0883,110.1083,121.0661,161.4674,433.2945,185.3882
2023-07-24,79.5798,191.7051,243.3647,16.88,122.3245,86.7708,163.1925,203.1307,92.1892,221.4335,230.5584,146.6,64.4525,52.2815,438.3292,239.7578,155.69,56.5702,87.6577,322.6067,427.0895,215.87,55.1385,188.8944,487.65,46.1552,165.4587,147.3379,244.2685,386.1994,56.06,751.268,193.0146,250.1993,44.825,27.3046,111.6473,424.2455,121.8435,413.81,753.9543,218.5116,70.4585,80.9488,202.3926,138.25,71.429,124.6474,84.0776,200.6222,91.6823,43.1725,87.3592,101.1144,237.1652,203.9327,47.32,149.9085,206.9494,67.8141,31.2686,35.1636,207.5329,255.3915,49.6741,90.58,189.8617,65.0983,110.2922,121.299,162.3639,432.1382,186.028
2023-07-25,83.8232,194.6142,243.2892,16.65,122.5284,92.2093,164.355,204.7154,82.7717,223.1363,233.276,147.63,64.54,52.3787,438.3389,241.3038,156.1721,57.6944,87.9903,322.3777,430.6986,214.12,55.2353,188.8556,486.8621,45.1443,165.4105,141.9323,245.1086,386.4129,54.22,748.68,194.3964,252.7942,45.085,27.3934,111.9825,421.7844,122.5378,414.72,763.9553,218.8613,70.5641,78.7677,203.8036,142.01,71.1922,126.0829,84.4053,199.587,91.6635,43.2497,87.2777,101.7066,237.233,202.626,47.17,149.5684,207.2917,67.9538,31.8936,33.585,203.3118,254.015,49.8229,91.8,190.6943,64.8988,110.6697,121.7454,159.2174,436.8972,186.348
2023-07-26,85.9678,207.107,241.7888,16.76,123.3051,90.2889,165.2293,201.9746,82.0114,222.9011,233.3646,151.99,65.0945,52.8839,433.2567,240.757,156.2115,58.6947,87.8003,318.6281,417.7872,232.8,57.1569,188.7099,486.3598,45.1345,158.8519,142.2132,253.104,382.2099,54.57,744.295,197.384,249.1865,44.79,27.5203,111.4403,420.5398,113.1162,387.87,762.4509,221.5736,66.3589,77.2162,199.4039,141.77,71.0975,126.1,87.4511,196.4426,92.0005,43.2207,88.0115,100.8757,239.2763,223.7299,47.31,148.5192,211.837,68.2331,31.6821,34.2751,204.7607,250.1741,50.0808,84.38,191.6499,64.3502,110.1664,122.5024,158.9587,436.8685,185.086
2023-07-27,84.8612,202.864,243.997,16.57,122.4976,90.8398,163.1444,200.958,80.9376,221.4053,227.9,148.82,66.9329,55.138,429.4791,240.955,155.3259,59.0758,87.2776,315.1457,413.6088,233.75,56.8664,191.4685,483.7402,44.4735,157.9177,141.2348,250.4987,385.6558,53.26,707.7209,194.737,249.1672,44.2,27.1254,115.7583,416.667,111.3901,378.77,762.998,217.9163,64.3531,77.8915,198.7768,141.5,69.7811,123.1777,86.4294,195.5331,91.4201,39.381,89.0986,100.4554,240.2544,218.1837,46.61,147.2853,209.0223,76.3333,31.759,31.2124,211.3677,250.9181,49.7832,80.16,179.5393,63.8815,109.2663,122.3762,160.795,425.5445,174.5546
2023-07-28,85.3878,210.4714,244.1763,16.79,121.8945,90.0292,161.2326,199.8118,82.9997,222.6471,228.5892,149.9,67.7889,57.3144,434.2984,245.1027,155.7097,58.3517,86.4508,317.9984,412.1517,238.69,57.3506,192.8672,484.9318,44.4444,156.9257,141.1379,253.7836,387.8495,54.17,714.2642,200.0212,251.2219,44.305,27.4733,116.9019,417.0014,110.8886,382.02,756.5956,217.784,65.5935,77.8824,198.6886,143.65,68.6494,122.7115,86.7957,196.6941,93.9851,39.1977,89.7056,99.9874,242.3461,218.8135,48.14,147.1882,211.7038,76.1936,32.4994,31.8552,214.6712,253.0478,50.0312,81.68,181.9047,64.0311,108.9954,123.4826,161.976,429.7205,173.4703
2023-07-31,85.0978,206.4868,246.1108,16.75,122.0015,89.9111,161.3286,200.948,83.5604,219.7589,225.4187,153.7,67.6041,57.8585,452.4173,248.2229,156.054,57.8087,86.8119,320.8512,414.5545,238.85,58.356,193.7219,485.572,44.9693,157.7443,141.4091,254.822,397.9833,54.31,721.2177,198.4642,255.7943,44.195,27.558,116.7638,414.5588,112.6919,384.53,769.0669,217.0468,65.2329,78.6034,199.9723,144.43,69.0678,122.565,87.6728,198.6485,93.7791,39.3907,89.9321,101.1335,243.6534,218.1085,49.46,146.8093,212.5977,77.5802,32.0379,32.29,218.1197,253.3733,50.7356,83.97,179.2839,65.0983,109.1212,123.5408,161.3208,425.2483,172.5283
2023-08-01,84.3804,203.1101,250.0648,16.23,123.1105,89.1083,161.6169,201.2171,83.5984,220.1164,225.6944,153.38,67.9932,58.1014,461.4914,237.4106,156.8904,58.5423,87.078,296.6364,418.26,238.01,58.3263,193.3237,485.178,44.1333,156.5116,140.9345,253.1323,402.0213,53.26,708.3557,198.3961,278.4441,44.42,27.431,117.5032,419.1189,111.988,389.25,771.5544,217.3303,65.0305,78.8772,198.1399,146.76,69.0298,122.9824,86.9692,211.884,93.0396,39.1977,94.199,101.5729,242.7334,217.6197,46.65,147.7614,214.2712,77.7398,32.0282,31.6,214.3042,255.7542,48.6026,83.12,177.6092,65.8363,108.3276,121.7649,159.9156,428.2584,171.9506
2023-08-02,83.1211,201.1166,247.4508,15.95,124.0152,88.1245,160.1469,201.6457,81.2131,216.5884,228.8452,115.95,67.1275,57.3047,455.8055,235.6855,156.1426,57.6753,90.4137,290.3107,415.4519,231.38,58.3039,199.1808,483.7106,43.55,157.388,138.5029,250.5742,393.9647,52.67,704.8692,199.3887,277.4023,44.215,27.21,115.8371,416.5927,110.3968,382.57,758.5018,215.2985,65.3648,78.5486,197.6402,148.64,69.0298,121.9595,86.1595,211.7582,91.2142,39.8441,91.7258,102.8909,239.9832,216.3976,46.96,148.2277,215.1365,76.6226,31.6917,31.5433,211.9376,254.4707,47.6701,82.18,175.9062,65.3177,108.4727,120.7556,158.0622,427.6086,171.4352
2023-08-03,81.8083,203.3119,228.9736,15.98,123.9861,88.4315,159.3879,202.6623,80.4624,215.0838,226.8563,110.77,67.4582,56.4497,452.7289,235.8834,155.3161,56.513,91.1264,288.1831,409.0927,231.36,58.2145,199.3654,483.5235,42.957,154.9995,138.251,248.7523,405.9136,52.16,705.9728,203.065,271.4986,44.655,26.7586,114.8907,415.9983,107.6099,381.95,765.5281,213.8243,66.614,77.4717,193.1426,144.65,68.754,121.3126,86.3812,210.0457,91.9444,39.2556,89.8143,101.5442,240.8548,216.1062,45.91,144.8759,214.547,77.5603,31.6436,30.494,214.4974,254.3777,47.8389,80.92,175.206,66.9434,104.9112,120.7556,156.4673,422.9643,169.3111
2023-08-04,80.5261,200.393,223.1889,15.84,123.772,88.9824,159.215,199.6125,80.3484,212.5854,226.2261,113.95,67.9446,55.4587,453.5175,232.4993,154.0566,56.5702,90.8033,285.1014,409.1892,231.36,57.6336,198.3357,479.3281,43.3459,154.5083,137.8248,248.2615,402.0019,52.37,691.7045,201.3682,266.6658,44.175,26.3684,113.0768,413.9551,107.9185,379.26,765.9726,214.3724,66.0774,76.5683,193.7305,149.64,69.0774,119.6476,85.3113,209.7154,92.2252,38.8601,89.1892,101.3627,238.6275,214.8277,45.2,144.3027,213.0065,78.4381,30.3071,30.9383,213.3672,253.178,48.7027,81.41,176.4076,66.7339,102.269,120.1054,155.9846,419.075,168.1558
2023-08-07,80.3124,201.5005,223.8778,15.99,124.9978,90.2968,159.6281,201.4464,81.2227,212.2447,229.9381,110.61,69.3356,56.4497,473.7199,235.4121,158.0219,57.2752,92.3903,296.207,416.2046,238.25,58.4231,202.3765,485.2273,43.9777,155.2981,138.9001,249.5453,412.4851,53.68,700.4745,201.9728,271.6916,44.74,26.9091,114.0133,417.7258,109.1818,382.23,781.4271,217.869,66.4557,77.2436,194.0636,152.22,70.2185,120.6973,86.9403,214.7568,93.6106,38.9951,89.461,101.3532,240.3609,215.9276,44.95,144.6524,216.0303,79.4057,30.5571,31.1652,216.2168,254.5823,50.0928,81.55,177.7984,67.7313,103.5175,121.1243,157.0277,417.2784,168.5024
2023-08-08,79.4653,201.3725,224.9064,16.18,130.7082,89.3681,169.9177,202.0244,81.9259,207.797,228.9535,108.34,69.7636,55.7598,469.296,234.4789,157.9235,56.9894,91.7061,291.5224,415.3844,238.04,58.6391,199.647,483.8288,44.5124,153.9016,139.491,253.2267,412.6501,54.86,696.7927,200.003,272.8877,43.93,26.6599,113.1261,417.4379,107.8221,385.0,759.784,213.5974,66.702,77.9554,195.1611,151.7,69.6479,119.7989,85.7258,213.8923,91.6635,39.0241,88.2289,100.2071,238.0174,214.9217,45.16,143.0786,213.4439,77.9892,30.1052,31.893,216.2747,253.7918,50.1424,81.88,175.5845,68.4394,101.7658,115.7965,155.6483,413.6853,166.7694
2023-08-09,79.1524,197.602,225.1517,15.76,132.6636,88.282,171.5702,202.762,83.4084,206.3017,231.4101,106.75,69.1216,54.5648,467.5186,232.7444,157.1561,56.5226,91.269,289.8528,420.8172,237.86,58.7731,196.2571,481.1501,43.7736,155.5388,139.0938,250.6025,409.874,53.13,697.9939,198.3745,274.4697,43.685,26.8386,112.574,420.5398,106.9542,383.28,743.5773,215.1473,67.1067,77.9554,194.2988,150.12,69.22,120.1554,84.8198,211.5902,91.701,39.4499,87.8484,99.7869,237.2718,215.5046,44.11,144.2638,215.0319,77.8994,29.9129,31.789,215.2412,253.4849,49.4375,81.25,177.0794,67.9607,99.0365,113.904,154.6311,416.2177,168.1824
2023-08-10,79.2974,199.822,223.8589,15.76,132.9846,89.3838,172.3196,199.762,81.9354,205.8191,229.5049,108.66,68.8784,53.8264,471.0148,227.9368,156.3689,56.3024,91.2594,285.5212,419.3504,238.26,59.1083,196.3348,480.5789,43.6083,153.9305,137.9216,251.5937,400.6526,52.95,695.6207,197.3896,273.7849,43.505,26.6975,112.2585,417.9765,107.311,383.84,750.3044,212.3405,67.0891,78.0102,194.3184,150.32,68.4592,119.6647,84.6077,210.7159,90.2781,39.4596,86.3536,99.1279,234.8411,216.4916,44.6,143.2146,214.5755,77.5204,29.7302,31.9875,213.9371,249.6998,49.4871,80.73,176.3698,67.7413,99.143,114.4863,155.5018,411.1721,168.656
2023-08-11,79.7935,202.1995,225.2744,15.65,132.7512,90.1945,174.7599,199.5029,82.5246,204.3239,231.0606,107.56,67.8667,53.9624,476.7669,223.8173,155.6801,56.1205,91.4792,283.7012,419.8329,235.72,59.1455,197.3353,481.6917,42.9376,154.9995,138.5029,250.8762,404.2926,52.26,698.4799,198.1112,275.1354,43.925,27.0078,112.7423,421.6915,107.4363,383.39,746.4664,214.4102,67.0275,78.3205,193.3385,147.89,67.8601,119.628,84.2511,212.105,89.1454,39.7112,85.4296,98.8604,234.8895,215.7302,43.71,143.37,215.8402,78.069,29.5668,31.8552,215.8014,251.4203,49.0899,80.84,177.8268,67.9108,99.0365,113.5159,153.6402,411.9174,170.3807
2023-08-14,78.931,204.764,223.7362,15.88,133.2473,90.9421,175.6438,202.8616,82.1444,203.8697,233.4926,112.24,67.8959,54.4288,475.9661,225.2502,155.5818,56.714,91.632,286.5557,422.3129,236.71,59.4286,198.9768,488.684,42.9959,154.7973,138.0282,251.9807,401.6815,52.31,700.7711,197.3116,274.4794,44.305,27.1536,112.6831,418.0044,108.3139,402.49,739.3974,215.1757,66.878,78.4847,192.7604,151.85,68.0702,120.8007,83.9041,212.7655,89.2952,40.0403,85.194,99.3475,233.5629,216.0216,44.85,143.8072,215.2506,77.4505,29.6341,31.6945,215.1542,251.69,48.8715,81.31,176.4171,67.7213,98.8236,113.4867,152.6746,410.3885,169.3441
2023-08-15,77.1909,201.6383,219.4708,15.55,132.6928,89.6042,173.7511,202.5228,81.4032,197.6427,231.1689,112.63,67.1469,53.8361,470.2726,223.8362,154.1452,56.4939,91.2212,285.1189,416.5616,232.26,58.9221,197.2187,487.3053,41.8197,153.1022,135.4901,250.6686,396.77,51.34,698.0295,194.5812,267.5629,44.04,27.0596,111.1527,411.9676,105.3534,400.13,735.585,210.5355,65.8575,77.636,189.5366,150.69,67.6309,119.628,82.6414,211.697,88.5182,39.6145,84.27,98.3542,229.5344,212.017,44.08,141.9127,212.1698,75.8744,29.1148,31.3069,213.0774,249.0023,48.4247,79.87,172.5474,66.8237,97.7687,111.7787,150.7174,404.3872,167.8161
2023-08-16,76.9238,200.3881,219.2538,15.44,131.5254,89.3838,174.2315,200.1009,80.9091,196.4977,231.7104,108.82,66.4466,52.9228,453.2508,223.4308,153.5351,55.5173,91.7371,282.7146,409.0927,229.95,58.6316,197.3061,488.1227,41.4795,154.1135,134.6666,250.2155,394.4015,50.72,694.5338,187.9112,264.804,43.725,26.8198,110.4221,413.4072,103.9262,400.82,731.388,211.4333,65.1889,77.4163,189.4582,147.24,67.1248,120.0222,82.1884,209.9,88.2842,40.05,82.8296,97.7239,228.721,211.1522,43.65,143.5546,212.6072,75.4155,29.0283,31.1179,211.9473,248.9651,48.5041,79.37,172.7271,66.5345,96.8009,110.75,148.5253,408.3243,166.6455
2023-08-17,77.6946,194.0235,219.7822,15.05,129.3852,87.3296,171.5702,199.7421,81.4832,197.3021,227.132,110.47,64.647,51.5431,442.0982,223.2894,150.5243,54.043,91.4696,279.2088,404.4801,224.54,57.6336,191.9638,479.3478,40.6143,152.6399,135.3544,250.0644,387.3448,49.53,688.698,185.327,265.4407,42.995,26.9232,110.1456,414.8467,102.0939,400.43,721.2417,208.2013,65.0657,76.6747,186.989,130.06,66.59,118.4677,81.211,208.239,87.3668,39.0337,81.072,97.2177,226.1257,210.9266,43.97,141.6407,211.39,74.5476,29.1052,30.4657,211.445,248.6282,48.2658,77.88,171.9608,65.9261,96.3073,110.5656,148.5253,410.1209,166.1897
2023-08-18,77.47,193.6888,220.4617,15.04,129.9203,87.9829,171.9737,202.3932,82.1052,200.7278,227.388,113.35,64.7832,51.8735,440.8384,222.2619,151.9707,54.3685,91.5269,279.2567,383.1155,226.65,56.6653,191.3033,476.9941,40.3324,153.0059,136.1779,247.9311,386.0926,49.1,688.8938,186.2632,264.1191,43.42,27.0313,109.9383,417.9858,103.7911,403.63,732.6617,207.3791,65.6727,77.5078,188.2922,134.14,65.8165,118.8398,81.0272,208.5012,88.9207,39.0144,81.2804,96.9885,224.9831,211.7538,44.69,142.1167,213.3964,75.0664,29.6821,30.39,211.9473,251.2762,48.4346,78.29,171.7053,66.315,96.2589,112.4095,148.9602,411.0765,166.7259
2023-08-21,76.8348,198.424,220.4428,15.16,132.4593,88.1639,170.9457,202.8915,81.8373,198.8162,228.8058,116.18,64.647,52.0484,441.8834,222.2336,152.1379,53.7367,90.8294,280.4924,377.1037,227.22,56.9632,192.7312,478.619,40.5754,153.0059,135.5288,245.373,385.8111,49.63,688.414,186.858,263.1063,43.49,26.8903,110.0173,419.3139,103.6079,404.42,728.5416,207.8233,66.0422,77.4346,187.8513,132.76,65.7592,118.9817,80.8239,209.56,87.5447,38.5788,81.217,97.1317,224.0507,210.5411,44.63,142.5636,213.2633,75.3656,29.5283,30.1726,213.686,250.0037,48.2261,78.52,171.1755,66.5245,96.6944,111.2158,146.568,414.4403,167.0565
2023-08-22,76.3081,199.3544,221.377,14.83,132.6831,87.8806,170.8208,205.9413,81.6555,197.5197,228.1757,113.49,64.4622,52.2718,431.2875,222.4599,152.2068,53.7175,91.804,280.3104,371.7191,230.07,56.993,191.5753,480.1751,40.449,152.2932,135.5191,244.4668,386.4226,49.43,684.3113,185.7074,260.6464,43.79,26.7304,109.4743,420.6606,103.9454,406.26,731.0461,208.4942,66.1742,77.755,188.0472,131.81,66.294,118.8814,80.2723,211.0656,86.9268,38.0756,81.0449,98.0773,228.9165,209.0747,44.35,142.2333,213.2633,75.1861,29.336,29.7756,214.0724,247.9171,48.3452,79.08,170.5037,66.6941,96.2976,111.1382,145.1501,418.3009,166.2165
2023-08-23,77.1911,203.1199,221.0845,14.78,132.4399,89.3051,175.3363,207.5559,82.3349,199.2988,231.7301,114.07,65.6684,53.6612,438.27,226.9658,153.7811,54.6079,92.3296,285.0039,380.4715,228.58,57.939,195.6937,485.5917,41.0226,152.534,137.6116,245.8544,392.2952,50.39,692.3993,185.8146,263.3764,45.08,26.942,110.8072,422.1744,106.4913,411.74,739.9102,208.1162,66.2182,78.4142,192.2803,136.61,66.8288,120.2548,81.1433,214.9608,87.2358,38.3369,82.6574,98.7172,232.3837,209.7515,45.14,142.1362,213.8148,75.5651,29.8071,29.8418,216.0622,249.4516,48.7921,80.32,168.6682,68.3402,97.3332,111.3129,146.9073,415.2334,167.1727
2023-08-24,76.3003,201.1756,219.3261,14.57,130.5429,87.3926,175.3459,200.8882,81.4832,197.3683,231.0606,114.79,64.6957,52.3981,435.2719,224.0435,152.3839,54.1292,91.4887,285.8948,373.099,217.31,56.643,193.6345,481.2978,40.7309,151.4746,136.9335,244.278,386.6459,49.4,693.6722,184.6542,259.7782,43.04,26.5423,109.6125,420.2984,104.5144,406.0,734.2601,207.2894,65.7135,77.1142,192.486,132.84,65.7019,119.442,80.1659,214.5819,87.1889,37.7852,80.9996,97.7239,229.878,209.1781,44.68,140.8829,212.8829,75.0564,29.3841,29.511,215.1059,245.2223,47.7793,79.56,168.2708,68.0809,96.4428,110.6142,145.2719,412.9973,165.457
2023-08-25,76.6489,201.343,220.5617,14.58,130.9417,88.1245,176.4796,204.5859,81.043,199.3462,233.5418,114.94,65.2209,53.4572,438.6021,226.7773,155.0603,54.2441,93.2946,290.5308,376.544,223.41,57.3654,196.7719,487.2856,40.5365,152.4858,138.2123,244.2308,392.8424,48.94,699.6745,182.9964,262.923,43.8,26.8762,110.3036,418.9424,105.9223,408.55,739.1922,207.7076,66.3687,77.6177,193.9951,129.19,66.6091,121.4274,81.1626,217.8262,87.7693,38.1046,80.8274,98.7076,231.733,210.7386,43.96,141.8933,212.6072,75.0364,29.7206,29.511,218.4384,247.627,47.8389,80.2,168.848,68.7393,97.9139,110.9441,146.8986,412.2775,166.4757
