Date,013528,063384,14C7B2,14ED2B,1D1B07,2B7A40,2BA977,2E61CC,2F98A5,3DE4D1,543900,5CC29D,713810,719477,789ADD,78F9ED,7A10FF,859D62,95DC1F,9AF3DC,9CA619,9D2790,9D56F2,9F03CF,AD1ACF,B8EF97,C356AC,C4A432,CA1620,D09938,E61E5B,EB6965,FA40E2,FACF19,KENVUE
2023-06-23,169.2922,87.8871,28.8264,182.5224,229.4458,67.4718,35.6526,138.3703,135.3937,123.0354,41.5006,108.1548,50.3446,143.0877,94.0186,60.4206,67.768,62.4896,43.4228,56.0854,72.7073,67.1187,87.8492,240.8258,45.0108,504.5984,31.0147,36.4523,86.1138,59.11,62.0188,72.722,29.7186,27.8376,23.6935
2023-06-26,168.2186,86.803,28.7709,184.5574,229.4837,68.1567,36.3423,138.5102,136.6727,122.5144,41.7191,108.1265,50.2118,143.7017,94.309,59.955,67.8885,62.8739,43.9027,56.4641,73.1901,67.0446,87.3808,241.2347,45.6746,503.6169,30.7038,36.7315,86.5341,57.71,61.0843,72.2788,29.8842,28.0061,23.3982
2023-06-27,169.4287,86.3637,28.8911,186.8301,233.8098,68.3881,36.408,139.8243,135.808,124.2032,42.0559,107.787,50.0304,146.1852,95.6256,60.0828,68.5375,63.5272,44.0157,57.4109,72.3318,67.9803,87.3434,241.588,45.429,510.2655,30.7297,36.4703,86.3463,58.13,61.7422,71.4206,29.8493,25.3908,23.1656
2023-06-28,167.1359,85.803,28.5675,184.3577,233.611,68.4344,36.5394,139.7964,130.737,123.0265,41.2548,106.6648,50.3025,143.8209,95.3255,59.9368,67.8793,63.0468,44.3921,56.4211,68.5945,67.5078,86.032,231.9954,45.3108,512.6421,30.246,35.5155,86.0244,57.15,61.0366,71.5903,28.8119,25.7809,23.0851
2023-06-29,167.2997,86.7376,28.6233,183.0834,233.6773,69.0637,36.9253,139.2278,131.8359,123.2061,41.4005,107.4004,49.9624,144.7098,95.8095,59.9094,67.3666,63.7002,43.5922,57.5142,68.2189,67.7487,81.2832,231.1496,46.0928,511.5741,30.246,35.9028,87.3568,57.42,60.8841,72.2033,29.0386,25.1514,23.2551
2023-06-30,168.5189,88.1768,29.0979,186.7445,232.9957,69.9337,37.1963,141.4274,133.0068,124.0145,41.6099,108.4,50.9016,145.7453,97.0293,60.1102,67.9818,64.1613,44.2321,58.0134,68.5766,68.7399,81.7047,232.0977,46.4111,518.011,30.6606,36.2271,87.2942,57.44,61.4371,72.656,29.396,25.2577,23.6398
2023-07-03,168.8646,90.7656,29.284,188.2851,234.2642,71.0166,37.7054,142.1358,135.4567,123.4935,42.3381,108.5603,51.2319,146.9366,97.0003,60.8132,68.513,64.1998,44.6462,59.0033,68.9521,69.759,82.5851,233.9846,47.1113,520.5703,30.9284,36.5874,88.0632,56.95,61.8185,72.7503,29.7186,25.7276,23.2998
2023-07-05,169.7562,92.0179,29.5446,186.0409,237.6058,71.6552,37.7546,141.8935,134.556,123.6373,42.1913,107.787,51.2028,146.5701,96.7292,60.8406,68.2427,64.3727,44.2698,58.8742,69.122,68.8141,81.5548,231.2704,47.1749,520.6569,30.9629,36.1731,87.1422,56.97,62.4097,72.4957,29.3524,25.9405,22.9956
2023-07-06,169.7744,91.859,29.9633,184.5003,239.111,71.3035,37.8449,141.6604,133.7544,123.8439,42.228,107.8907,50.8789,146.4876,97.0293,60.3385,67.9259,64.2094,44.505,58.8569,68.3352,69.1871,80.281,230.2945,47.375,517.0392,30.7988,35.8578,87.1869,56.61,62.1523,72.5334,29.1432,25.8075,22.924
2023-07-07,166.5718,94.3824,29.5539,183.0169,239.963,72.2013,37.7546,138.6872,133.0428,121.5892,41.7875,106.2027,49.7066,144.7831,95.8095,60.1833,67.1057,63.5945,44.3921,57.8327,67.7315,69.327,79.6694,225.8514,47.0658,505.1853,30.6261,35.4435,87.3657,55.87,61.4943,71.2885,28.9601,25.7987,22.5661
2023-07-10,167.6818,93.6254,29.2747,183.7206,238.2874,72.6918,36.9089,138.7432,131.8359,121.4275,42.2005,105.8444,50.1567,143.3718,95.1512,59.8272,67.1989,62.9604,44.1192,57.6605,67.3891,69.0845,78.3991,224.8568,46.2838,507.0711,30.5742,35.2003,87.4104,56.38,61.1987,71.5715,28.6899,26.4104,22.5929
2023-07-11,167.3907,95.4291,29.2096,183.4353,238.9974,74.4781,37.4754,138.0162,133.1239,121.4545,42.3932,104.2129,50.0823,141.9056,94.6769,58.8321,66.0711,63.3639,44.7685,58.0651,67.6504,69.0099,78.5873,224.2155,46.984,509.6016,30.7729,35.3174,88.1705,55.53,61.0176,71.0999,28.873,27.1018,22.4408
2023-07-12,166.6537,94.074,29.0979,181.657,237.5112,72.8677,37.5165,138.7338,132.6015,120.9604,42.1362,105.9858,50.2086,142.3546,95.1125,60.2472,66.5465,63.4311,44.5615,58.4524,67.5332,68.8607,79.9328,221.9661,47.4477,517.6453,30.8852,35.2633,88.5282,56.21,61.4753,70.883,28.7509,26.8801,22.5929
2023-07-13,170.6206,93.9712,29.3212,183.7776,239.2624,73.2749,37.4262,138.827,132.9528,121.0682,41.7784,105.6463,49.9139,141.6398,94.8899,60.8954,66.9472,64.267,44.2321,58.2114,67.3891,68.357,80.1775,221.6686,48.1661,518.0783,30.7815,35.8128,89.8606,56.74,62.6481,71.5432,28.9078,26.366,22.7271
2023-07-14,171.2393,93.1487,29.4608,184.1295,241.8373,72.3772,37.3523,139.8523,133.3491,121.3826,41.6499,106.2876,50.0855,141.6398,95.6643,61.4249,67.3666,64.8915,43.7051,58.1511,67.5873,68.1798,80.7044,222.0311,47.5841,526.0162,30.9629,36.4024,88.9753,57.31,62.5146,72.0902,28.6812,25.8874,22.3156
2023-07-17,168.8919,95.0553,29.4143,183.1976,240.9759,73.6359,37.262,138.8643,133.7364,120.8526,41.237,106.5611,50.147,140.6776,95.2481,62.0731,67.0498,64.0653,43.7992,57.4281,66.9566,68.469,80.6856,222.5703,47.1749,532.0393,30.6693,35.7311,88.4835,57.29,62.1141,71.2791,28.1407,25.8162,22.2708
2023-07-18,167.8183,96.2422,29.3678,178.9469,240.7581,74.7373,37.2702,139.1253,133.0518,120.2778,41.1636,105.6558,50.0564,141.145,95.0448,61.991,67.1989,64.6609,43.4886,57.3421,66.9566,67.6016,80.3845,222.9328,46.8203,532.6455,30.6693,35.6767,87.947,56.55,61.6088,71.5243,28.0622,26.224,22.1992
2023-07-19,169.4651,97.13,29.6748,181.6,253.6324,74.9687,37.262,140.076,134.8262,121.5802,42.1087,105.967,50.0725,141.8048,95.1319,63.1596,68.2334,65.9292,44.2133,57.8241,67.7675,69.1592,80.9773,225.554,47.5295,533.1458,31.2134,35.8853,88.3225,57.25,61.7518,72.0713,28.3935,26.5345,22.3692
2023-07-20,172.231,98.6814,30.1773,173.3174,254.8346,76.4773,37.4919,141.2108,137.3392,121.1491,42.7143,106.8251,50.9987,141.6765,94.1348,63.963,68.8579,66.1406,45.0415,58.2975,68.8037,70.2877,82.3887,228.3053,47.7387,535.888,31.4379,36.475,87.795,57.58,62.0283,73.0773,28.8555,26.8092,21.9308
2023-07-21,173.0134,97.9805,30.3169,170.8449,255.1186,76.0238,37.4426,143.4337,137.0059,123.1971,42.5124,106.5233,51.287,142.7578,94.9964,63.8626,68.9511,65.9292,45.1638,58.3405,69.3804,70.1385,82.925,229.2534,47.8842,536.7539,31.3688,36.4115,87.2048,58.1,61.8948,73.2576,29.0212,27.0043,21.4834
2023-07-24,173.7049,99.1393,30.1122,168.3535,256.7847,76.9216,37.4426,143.8932,137.9246,123.2151,42.5859,106.2687,51.5881,142.1897,94.948,63.7713,69.268,66.3808,45.8696,58.4008,69.6056,70.7074,83.5272,228.4912,48.6207,542.5943,31.3947,36.7562,87.2942,58.38,61.7232,73.5328,28.995,27.1638,21.6176
2023-07-25,174.1052,100.9337,30.075,169.6277,256.8983,79.6426,37.3276,144.2309,137.7895,119.3975,42.4574,99.0169,51.546,140.2194,94.8415,64.5199,69.3425,67.0341,45.8226,58.4954,69.2993,70.4369,84.5152,226.7995,49.3118,543.8066,31.5675,36.865,86.9097,58.08,61.9711,73.8745,29.056,27.2082,22.4766
2023-07-26,174.3236,101.6346,30.2797,169.3329,257.6745,80.4294,37.4098,144.381,137.114,118.4722,42.384,95.9615,51.7306,140.8334,94.7834,64.3556,68.6622,67.601,45.8414,58.1339,68.2451,70.3717,84.6187,223.4905,50.0483,544.7495,31.4034,37.0192,87.8397,58.17,61.542,73.9884,28.9166,27.35,22.0919
2023-07-27,171.5304,100.7935,31.4149,164.9396,256.1315,79.402,37.4426,142.6646,135.4477,117.062,42.2463,96.3765,51.5428,138.2399,92.886,63.2326,67.4412,67.1302,45.2673,57.781,67.5783,70.4183,84.28,217.0955,50.3848,540.5737,31.2652,36.8559,88.1526,57.56,60.8936,73.1817,28.8643,27.1551,21.6892
2023-07-28,173.1499,101.2702,31.5638,171.5866,257.9585,79.9573,37.3523,146.6976,135.9971,117.1518,42.439,96.2633,51.7857,141.0258,94.0477,64.4103,69.939,68.0429,45.6626,58.1684,67.9838,70.9406,84.5246,219.0288,51.2395,542.0074,31.2306,37.2279,89.2973,58.15,61.0176,71.7676,29.1021,26.4192,21.8324
2023-07-31,170.5569,101.5599,31.6476,171.1682,258.2425,78.6338,37.2948,146.5944,135.6909,115.9661,42.0445,97.725,51.7695,138.8173,92.6149,63.6982,69.0909,67.8315,45.7755,57.5745,67.344,71.1738,84.1953,215.0041,50.6667,539.4576,31.2479,37.0827,89.1721,57.49,60.4454,72.375,28.9083,26.5699,21.1881
2023-08-01,169.9746,101.3262,31.7592,166.4421,255.6203,78.6523,37.0977,146.5475,134.8082,115.8763,41.7508,97.2912,51.5266,139.0372,93.2926,60.7311,69.2959,68.0333,45.6814,56.9719,66.9836,71.0339,82.8497,214.3348,50.3029,534.4544,30.9888,36.8197,87.8575,57.71,60.1975,72.7356,28.6968,26.2153,21.1613
2023-08-02,171.3302,105.5038,32.0663,164.0362,255.147,78.4765,36.5969,146.8664,136.6817,116.2984,42.4023,96.5745,51.5622,139.7245,93.6895,61.4706,70.228,67.8219,46.1331,57.3593,67.9838,70.5395,83.0756,216.7515,50.3848,531.4524,31.3688,37.5454,87.5803,57.63,61.418,73.5898,28.9347,27.1904,21.385
2023-08-03,170.2476,106.9056,31.5731,163.4086,254.3897,78.6431,36.3752,147.2509,135.1505,115.5708,41.8701,96.6502,51.5752,152.2426,92.0728,59.4529,70.172,67.6202,46.4908,57.0236,67.1458,69.2244,82.9626,214.7438,51.1668,536.5904,30.7211,37.0283,87.1153,57.98,61.0462,72.6787,28.644,26.8714,21.4655
2023-08-04,167.9548,107.2047,31.266,162.2865,253.7176,79.1799,36.1288,145.6377,134.3398,114.7714,41.4297,96.3948,51.2772,150.2999,91.6081,59.6264,68.8952,67.2166,46.5755,55.7755,66.3078,68.8234,82.1817,212.1412,51.3396,531.1541,30.4706,36.7743,86.0333,55.11,60.7792,72.375,28.4678,26.4724,21.0539
2023-08-07,170.0383,108.3916,31.4708,161.8015,256.1883,80.7163,36.2274,147.1759,134.3218,115.499,40.6864,97.4917,51.9735,150.0524,92.6246,59.3616,69.2121,67.7835,46.7731,55.7841,66.1907,69.1778,82.4451,212.7454,49.3754,537.2831,30.2288,36.9739,86.9276,58.49,62.0188,72.9824,28.2827,26.49,21.0629
2023-08-08,167.8092,106.6253,31.1079,159.8902,256.5291,80.0036,36.3259,147.3354,131.944,114.5648,39.7413,94.9575,52.0253,149.637,92.4503,59.2064,68.4105,67.0149,45.992,54.6221,64.2985,68.1892,80.7138,208.4882,50.0574,535.0798,29.7624,36.4115,86.8739,57.41,61.0271,72.4414,27.5074,26.1797,20.9197
2023-08-09,167.3907,105.3262,31.2847,158.0358,256.9565,79.4575,36.2027,147.1478,133.4391,114.8073,40.3469,93.9268,52.1095,150.394,92.9828,58.9873,68.7833,67.6874,46.359,54.734,65.0193,68.5809,81.8335,209.7431,48.939,538.5243,29.8142,36.9285,86.8471,57.51,60.9794,72.5933,27.5602,25.9405,20.8929
2023-08-10,167.1814,104.8028,31.0799,161.6018,255.114,79.5038,36.0631,146.4162,132.6916,114.7804,40.3836,92.6597,52.0835,148.1599,92.4987,58.7225,68.7088,67.6394,46.1896,54.734,65.2176,67.2192,81.0525,208.0142,48.8753,540.2466,29.7019,37.0011,86.5967,58.1,61.2273,72.394,27.3664,25.9139,20.9108
2023-08-11,167.4453,104.8869,31.4522,159.4052,254.2307,78.5042,35.9071,147.2697,133.268,114.9421,40.4203,91.5155,52.389,148.6215,92.9247,58.6312,68.9418,67.5433,46.0955,55.0697,65.4789,67.1166,81.3254,207.8097,50.2302,541.661,29.8401,37.7358,85.9886,58.18,61.5706,72.9824,27.5602,26.0202,21.2239
2023-08-14,167.0631,105.4944,31.3963,158.9677,254.2022,78.6153,35.7429,146.1161,132.0431,114.466,40.0808,91.9127,51.999,147.8645,92.381,58.8686,68.2334,67.5337,45.9724,55.0181,65.1185,66.1745,81.7018,208.544,49.4755,540.2274,29.5724,37.0737,85.7114,59.01,61.2178,71.8625,27.2254,25.772,20.526
2023-08-15,164.9978,104.2982,31.1451,155.4968,252.3502,76.6985,35.3652,145.1782,130.2507,113.6306,39.4477,90.7685,51.7325,145.5012,91.4394,58.1108,67.3666,65.9484,45.3949,54.3381,64.6049,66.417,80.8079,205.1513,48.8571,537.3794,29.1578,36.5022,84.6205,58.21,60.2738,70.8375,26.688,25.3553,20.8123
2023-08-16,164.8705,103.9804,31.4987,154.175,249.6149,76.4566,35.1024,143.6963,129.386,113.4959,39.3834,89.4919,51.7585,144.7534,90.8763,57.0153,67.0684,65.7082,44.5145,53.4171,64.2805,67.2285,80.7326,204.0173,48.5571,537.8989,28.9851,36.348,84.0482,58.3,59.9114,70.6287,26.4589,24.9919,20.5171
2023-08-17,162.3593,104.4223,31.3312,154.1085,244.4292,76.8009,34.9546,142.6646,127.8343,113.936,38.8787,88.2154,50.5983,142.3255,89.4784,56.7596,66.3601,64.9876,44.2494,52.8748,63.3344,66.6502,80.0645,203.2883,49.1936,526.4107,28.9246,35.7402,83.5206,57.25,59.387,70.2301,26.3884,24.0787,20.3828
2023-08-18,162.1137,105.7949,31.4056,149.002,244.1538,77.0707,35.2338,143.0679,128.896,115.1936,39.3008,89.5959,51.3263,142.0301,90.3715,57.5448,66.2948,65.199,45.0352,53.2364,63.2623,66.6595,79.9516,204.4659,49.6755,524.3228,29.0714,35.6404,84.379,57.36,59.6635,70.7521,26.5999,23.9524,20.4634
2023-08-21,161.0856,106.2274,31.294,143.496,245.9773,76.773,35.086,142.3457,126.7908,113.8102,38.5943,89.3501,51.1898,138.5405,89.7502,57.3165,65.922,65.1125,44.8648,52.608,61.9468,66.2865,78.719,202.1388,49.8392,522.6582,28.916,35.3229,84.3522,57.42,59.2726,70.0403,26.2474,23.8621,20.4902
2023-08-22,159.8573,104.7231,31.1265,142.2503,244.3912,75.154,35.1189,142.402,126.7364,114.9331,38.4383,91.0333,51.0273,138.8451,90.0026,57.0244,65.4374,64.2862,44.505,52.2896,61.6675,65.475,77.4864,199.8585,49.139,518.0013,28.7605,35.332,84.0839,57.35,59.8352,69.7651,26.221,23.9524,21.2418
2023-08-23,162.0591,105.4094,31.3126,145.3694,248.8836,75.4889,35.4063,143.7338,126.6093,115.6158,38.3465,91.3926,51.3815,139.3806,89.789,57.3439,66.621,66.5729,44.4293,52.3756,61.3971,65.5869,76.8277,201.2323,48.6207,520.3971,28.9246,34.8966,84.3432,57.91,59.94,69.7651,26.0888,23.9524,21.1345
2023-08-24,161.2038,105.3812,31.1079,143.3344,245.2935,74.7445,35.6362,143.0679,127.6891,115.4631,38.3282,90.5037,50.9883,142.5101,90.1288,57.0974,66.0339,64.7282,44.0127,52.3584,61.28,65.1952,76.2067,199.8865,49.2663,512.5599,28.9505,35.3048,84.1286,57.03,59.9162,69.5848,26.1329,22.8512,21.1702
2023-08-25,163.2419,105.9641,30.9683,145.6832,246.4522,75.2098,35.8579,144.0058,128.9414,116.0649,38.6126,91.1089,51.2905,142.6578,90.5754,57.3804,66.6397,65.42,44.0601,52.7113,61.6044,65.0646,76.6678,203.0921,49.1117,514.7771,29.2355,35.7221,85.0139,57.34,60.5312,70.0688,26.4501,22.7971,20.7281
2023-08-28,163.997,106.7633,31.3591,148.7167,248.7411,75.247,36.1042,144.2309,129.6582,116.3164,38.7503,91.1656,51.583,143.6087,91.6821,57.417,66.6863,65.7755,44.1453,52.8232,61.7666,65.5496,77.157,203.7463,49.3664,516.8786,29.2269,36.0486,85.7382,57.71,59.921,69.8885,26.7056,22.7159,20.7281
2023-08-29,164.6157,107.0641,31.5452,151.4554,248.1428,75.9355,36.3095,144.3153,132.4258,116.3344,38.7962,91.4399,52.0153,145.0211,92.6529,57.773,66.621,66.3231,44.0127,52.9265,61.7125,65.7362,77.9098,203.4472,49.7119,523.2216,29.1578,36.1121,86.0691,58.49,61.1606,69.7271,26.6792,23.0499,20.6288
2023-08-30,164.7522,107.647,31.4242,156.1916,247.7534,75.1353,36.5558,144.4747,130.5565,116.2895,38.5025,92.2909,52.389,144.9934,93.2062,57.5904,66.7049,63.6809,44.0411,53.1159,61.5233,65.3724,78.0227,203.0921,49.4391,522.73,29.0801,35.976,86.5252,58.15,61.6183,70.0878,26.5294,23.104,20.8183
2023-08-31,163.0204,107.4778,31.3126,153.2888,247.4684,73.7862,36.3095,144.7561,131.5274,115.7236,38.264,92.1113,52.8473,144.4303,93.944,58.344,66.416,63.5368,43.9181,53.038,60.9646,64.962,77.2323,200.8024,48.8703,529.4971,28.9227,35.0054,85.8992,57.41,61.132,69.7271,26.3267,22.8423,20.8003
2023-09-01,160.6382,108.1359,31.2195,154.406,246.4427,74.2421,36.2191,144.9156,129.2952,114.4929,37.5207,91.9883,52.5093,143.3133,93.4489,57.811,64.9527,64.3228,43.5299,52.0558,59.6942,65.559,75.708,199.8585,48.2465,524.6483,28.477,34.8331,85.5594,56.55,59.4251,69.5373,25.8333,21.1457,20.719
2023-09-05,159.5753,106.3214,30.7543,153.8044,244.5622,73.3954,36.2027,142.9741,129.7671,114.0977,37.8235,91.5912,52.0868,141.67,92.3908,57.232,64.8315,62.6362,42.6211,51.6907,59.559,64.0387,75.7362,198.223,47.8428,525.111,28.4508,34.1528,84.5132,55.96,59.0818,69.0723,25.6835,20.5139,20.4032
2023-09-06,160.0976,104.1778,30.8938,149.5169,245.8064,72.0741,35.7429,142.6927,128.0612,113.7114,37.7134,91.4682,52.4768,141.7993,91.3714,57.0023,64.9527,61.2772,42.7536,51.543,59.3518,63.8428,75.3693,196.6248,47.2648,527.0004,28.4682,33.7899,83.6547,56.28,59.1009,68.6357,25.5954,20.4325,20.1957
2023-09-07,161.6277,105.7291,30.9962,148.3902,246.5187,73.0697,35.8989,144.0527,127.3443,115.271,38.3741,93.0285,53.1267,143.7564,93.7013,57.958,65.2416,61.8748,43.1039,51.6038,58.5589,64.505,75.3881,195.3164,47.0905,528.8609,28.5644,33.545,83.4133,56.64,58.4334,69.8125,25.4457,19.891,18.9413
2023-09-08,161.5086,105.6539,31.0427,147.0533,246.1768,73.3302,36.1945,143.4337,128.4695,115.5883,38.7044,93.0474,53.2242,142.8148,92.8762,58.4818,65.0739,61.9808,44.4388,51.6473,59.6041,65.2418,75.9338,195.3538,47.7511,531.3383,28.8091,33.672,83.762,56.37,58.4811,69.4709,25.6395,19.846,19.2211
2023-09-11,163.9459,107.9948,31.2009,146.3849,246.4617,73.2651,36.5065,145.1407,119.4681,116.1052,39.1999,93.5391,53.4095,142.4086,93.5072,59.5294,66.5185,62.6362,43.0092,52.021,59.3698,65.447,76.9218,198.1575,48.2189,538.655,29.3947,33.8897,84.531,56.78,59.4823,70.1827,25.5866,19.3405,19.9159
2023-09-12,163.3411,107.5624,30.9497,144.4751,247.5729,74.1583,36.8432,142.5896,117.8348,113.1855,39.0714,92.3098,53.468,138.1066,92.517,58.8953,66.2296,61.7013,43.2459,51.8037,59.0094,65.2418,75.9621,194.008,48.5217,538.6646,29.3336,33.926,84.4595,56.15,58.8911,68.8255,25.2254,19.6022,19.0045
2023-09-13,164.6331,106.3778,30.8287,145.5159,247.1075,74.1025,36.7447,143.5837,116.5191,113.3306,39.1999,93.6999,53.481,136.0294,92.9053,58.105,66.4439,61.6917,42.7063,51.2127,58.8021,65.2045,75.1246,195.9893,48.4758,539.5997,29.0102,34.062,85.1749,56.52,59.1867,69.1197,25.1725,19.7648,19.4918
2023-09-14,166.0533,108.3991,31.3312,147.2825,249.6434,75.0423,37.0217,145.1594,115.6207,114.1376,39.9065,94.3807,53.7052,137.9681,92.8082,58.6196,67.4598,62.2314,43.35,52.0732,59.7933,66.2865,75.6327,197.9332,49.5033,544.4292,29.5171,34.8422,86.1228,56.87,60.188,69.7176,25.6042,20.2881,19.6181
2023-09-15,164.7797,105.6821,30.9869,148.6766,247.2595,73.8327,36.5432,143.9401,115.0854,113.3487,39.4935,94.1727,53.507,134.9678,92.4393,58.4359,67.0498,61.4218,43.8518,52.1166,59.3337,66.2398,75.0776,198.4659,50.0354,536.3221,29.2374,34.688,85.6578,56.14,59.6921,69.4424,25.4985,20.234,19.1489
2023-09-18,164.3582,107.1111,31.3126,147.2443,247.5919,73.6838,36.3921,144.4841,115.0309,113.4485,39.1999,93.7093,53.1105,131.7367,92.3713,59.1986,66.9752,61.0459,44.0601,52.2905,59.559,66.0533,75.1999,198.5594,49.4483,542.4531,29.2112,34.6698,86.704,56.27,60.2356,70.0878,25.3047,20.0265,19.0225
2023-09-19,163.3869,106.1146,31.0892,145.1531,246.9366,73.6001,36.1486,144.0621,115.5663,112.7685,38.8329,91.9505,53.0975,127.804,92.0704,58.6748,66.649,60.5544,43.634,52.4035,59.3608,65.7642,74.0708,195.3912,49.3749,544.0244,29.6657,34.8603,87.0259,56.01,60.0926,69.4899,25.2782,19.882,19.0045
2023-09-20,163.4419,105.8513,31.4242,144.0359,248.7411,73.8606,36.1318,143.9401,116.383,113.2762,39.1632,92.7921,53.2697,125.9761,92.3325,59.5202,66.7702,60.8628,43.7193,52.8033,59.3518,65.8388,73.9202,197.5033,48.9162,543.5231,29.7356,35.1869,87.3747,55.76,61.151,70.0024,25.4809,19.7106,18.8511
2023-09-21,160.6932,106.453,31.0148,139.5097,243.5839,73.3954,36.0227,142.6927,116.7731,113.5845,39.3651,90.5226,52.623,124.2775,92.2451,58.9688,65.9034,58.9449,43.2743,52.5512,59.0004,64.8408,72.8381,194.5314,48.6685,535.0882,30.1464,35.6767,85.774,54.75,60.2642,69.4899,25.5778,19.3586,18.806
2023-09-22,160.5924,103.7924,30.8194,140.9611,243.166,71.6275,35.5358,142.1675,114.8676,112.4058,39.099,88.934,52.7628,122.468,91.9248,58.2613,65.6424,58.3184,43.227,52.3339,58.4057,64.0107,72.0289,194.3351,46.8979,538.4718,29.858,35.2957,84.8887,54.52,60.5694,68.7591,25.428,19.0609,18.5443
2023-09-25,159.7311,104.065,30.2238,138.9272,243.5649,71.9252,35.3343,141.3046,114.7859,111.9615,38.5209,88.9908,52.9967,121.9141,91.0996,57.8385,64.9713,57.6631,43.2743,51.7081,58.3696,64.1599,71.0974,192.494,46.4392,538.5007,29.9978,35.3139,83.8067,54.65,60.3691,68.5408,24.9258,19.2594,18.7969
2023-09-26,158.0727,102.4386,29.9261,133.322,240.6682,70.7807,35.1748,140.0478,116.5191,112.0068,38.319,87.3265,52.8115,120.3909,90.3618,57.9304,65.7729,56.1788,42.7441,51.4387,58.7661,61.7722,71.0221,191.7744,47.0355,533.0446,30.1552,35.2413,82.5825,54.29,59.7589,68.332,24.6791,19.0698,18.6255
2023-09-27,155.3697,103.0121,29.4701,133.723,237.9994,71.0506,35.1832,138.1908,113.8241,110.3112,38.0437,86.4093,52.558,119.2277,89.2842,57.3515,65.2323,54.5886,42.1098,51.3865,57.7119,60.8209,69.7142,189.3071,45.9713,543.2339,29.7444,34.7696,81.9024,53.12,59.4156,67.4304,24.265,18.9706,18.2465
2023-09-28,155.3056,103.9898,29.4795,135.5469,238.9681,70.7528,35.3763,137.2529,113.0709,110.2568,37.8602,87.1752,52.8245,118.7384,89.2065,57.5353,65.0729,55.0223,42.6873,51.4561,57.7659,62.0427,70.2411,188.6342,45.8062,548.1502,29.4996,34.4975,84.378,53.16,59.8828,67.6772,24.1769,18.8622,18.1472
2023-09-29,155.2506,101.7711,29.5826,138.0296,238.7022,70.1759,35.3007,136.8027,111.5284,109.5768,37.695,87.4305,51.9763,120.991,88.9541,58.4359,65.0823,55.6006,42.3654,51.7255,57.6578,61.6043,71.1727,186.9894,46.3199,544.6124,29.4035,34.4975,83.9518,52.95,59.5777,67.4874,24.1593,20.0715,18.1201
2023-10-02,155.0032,100.3044,29.2452,136.9315,236.1473,69.0408,34.9062,136.1743,110.2126,107.9084,36.2452,87.213,52.0315,120.3263,88.9736,57.5353,64.2289,54.7717,41.6838,48.8268,56.3873,60.7929,70.307,185.9894,45.1732,550.7337,28.9227,34.053,82.8908,52.54,58.176,67.1552,23.6042,20.234,18.3367
2023-10-03,153.6563,99.4019,29.1328,134.697,235.8529,68.6779,34.5284,136.4557,109.2599,109.3048,36.5847,84.7355,51.7033,120.2432,88.3134,56.9931,63.3943,55.6584,41.911,49.2825,56.7117,59.9535,64.3603,184.2791,45.0264,544.6895,28.9402,34.1981,81.8571,50.67,56.9173,66.88,23.3751,20.3513,18.0389
2023-10-04,154.765,98.2643,29.7044,135.9575,236.8312,68.3615,34.9649,136.9059,109.1782,109.7309,36.9737,85.5677,52.324,121.7018,89.3619,57.9212,64.4071,55.6391,42.5453,49.2639,56.8559,60.625,64.3697,185.9053,44.3567,551.2061,29.0888,34.561,82.8183,52.33,58.3381,66.9654,23.3751,20.1167,17.8043
2023-10-05,146.6927,97.625,28.3082,135.0121,229.2046,68.0452,35.2504,134.8706,105.7482,107.437,36.2791,92.4328,51.7,115.3319,87.595,54.273,61.0217,54.8295,41.7974,47.0969,56.1891,59.8261,61.528,182.7184,44.1915,549.0082,28.2497,33.8806,83.4077,50.09,55.8016,65.7411,22.9081,20.0174,17.8314
2023-10-06,146.8668,96.9481,28.177,138.7076,224.7218,67.7939,35.3175,135.1426,104.3508,107.7271,36.5477,88.3856,50.8323,115.3965,83.4788,54.4017,59.418,54.8006,41.1347,46.9016,56.8441,59.1681,61.1021,182.2791,43.5126,537.45,27.9962,33.4452,83.58,49.97,56.1449,65.8929,23.2694,19.6835,18.1111
2023-10-09,147.8472,99.1763,27.8678,135.5087,223.2781,68.7616,35.8464,134.4579,104.2147,107.5095,37.2701,87.6575,50.647,113.6517,84.1099,54.3374,59.8025,54.0971,42.2424,46.9667,58.1812,59.6193,59.7863,182.9147,43.32,538.8381,28.3983,32.7014,83.707,49.64,54.9244,65.7791,24.3091,20.0987,17.9306
2023-10-10,150.6327,98.2361,28.3831,134.3246,225.947,68.9942,35.6701,135.7898,105.222,108.5431,36.6403,91.1278,51.219,114.4549,85.5758,55.2839,59.6712,54.579,42.4507,47.162,57.5445,60.4088,59.8336,181.6249,44.3567,541.8458,28.3808,33.3908,85.2848,50.4,56.0019,65.9499,24.2562,20.1979,17.7682
2023-10-11,149.0017,95.8857,27.4461,134.0954,226.9917,68.5755,35.7289,134.1203,104.1059,108.2167,36.5199,86.8442,51.4238,112.9594,85.0904,55.1828,58.9867,54.1549,41.8353,46.0646,57.0624,60.2303,58.7072,179.2231,44.2282,545.1522,28.3546,32.8647,84.4687,49.6,55.7158,65.3615,24.1064,20.3965,17.6599
