Date,188394,20BEEA,263A36,370C50,39FB23,3FB145,408089,485445,523A06,57B174,61E975,662682,8E0E32,911AB8,93F9E0,986AF6,9A602D,9C5BA5,9D6A24,B6082A,BB992A,C87ECC,D4070C,D4463B,D6534D,DA48E4,DF8855,FEE4B0
2023-06-14,93.187,100.5301,362.5367,112.4838,132.2049,55.4256,240.0004,73.2836,44.4975,203.2139,63.5778,159.6536,28.2286,39.642,27.8449,144.6899,174.7129,32.3149,27.8276,123.0005,217.3745,74.7335,74.3379,38.5668,419.1765,270.9904,9.1385,52.9855
2023-06-15,94.3993,101.7496,364.5997,112.9188,132.7405,56.0573,243.5342,74.4067,45.0621,204.7327,65.7159,161.5455,28.2375,40.207,27.7534,145.2086,177.0546,32.5827,27.7705,124.2178,221.7047,75.9249,75.272,38.5861,422.7598,272.7917,9.2465,53.0147
2023-06-16,95.1748,98.4559,363.4859,110.2119,134.4412,55.62,241.9918,75.2022,44.7924,203.1355,66.8317,163.4756,28.3884,41.271,27.6339,145.4295,177.3957,33.0815,28.0656,123.9931,219.074,76.3137,74.9728,38.4032,419.8951,275.0528,9.3094,56.848
2023-06-20,93.8466,96.9675,357.0838,105.204,133.464,54.9494,242.4604,74.1353,43.7476,204.4779,67.2819,160.5614,27.9801,40.5836,27.3512,143.6141,175.9924,32.1117,27.2183,123.3002,222.9625,74.0055,72.7872,37.9314,423.4686,271.422,9.1655,54.4838
2023-06-21,97.0379,98.0526,358.9919,104.914,133.7459,56.9223,241.3963,73.1525,43.7139,206.3298,68.3696,162.2335,27.625,40.094,27.2398,145.9001,176.1581,32.7859,26.8185,123.2815,221.1959,73.9972,72.0163,38.2876,425.1815,271.2718,9.1295,53.9876
2023-06-22,96.191,98.3503,360.9193,103.5701,132.2707,56.2614,240.4201,73.039,43.301,209.1518,66.7942,160.4372,27.2877,39.6891,27.0089,147.2737,175.281,32.4073,26.2949,122.4855,216.9905,73.0292,71.1185,38.2395,432.3776,270.2117,9.0576,54.8243
2023-06-23,94.2478,98.6,358.9337,105.8227,130.5042,55.62,241.1621,71.1949,43.2758,210.1121,66.166,160.3798,27.1634,39.1524,26.985,147.7155,173.6049,31.5945,25.9236,120.6222,211.4025,73.0788,71.2364,36.9398,435.4883,268.5698,8.8777,54.299
2023-06-26,95.0144,99.5986,359.05,107.3889,132.5619,56.378,245.7209,72.6607,43.7729,210.4453,65.6596,161.6602,27.8203,40.254,26.9929,149.2331,175.7975,31.7238,27.047,122.5885,216.2416,73.8069,73.1771,37.8063,435.8821,268.6918,8.9587,54.513
2023-06-27,93.6862,102.489,363.9315,109.3804,135.7097,55.7172,250.5824,72.4905,44.2953,215.9815,65.7065,162.8163,28.1132,39.981,27.5503,154.4198,176.2945,32.084,27.3231,123.2815,218.0178,74.7004,74.1022,38.9038,445.0471,273.4016,9.0576,55.9529
2023-06-28,92.6522,102.7195,363.176,110.1925,134.6479,55.3381,249.9284,72.5567,44.6239,216.4126,63.9998,158.1057,27.8469,38.7757,27.7374,154.756,176.4602,31.3359,26.8756,121.1653,208.3493,75.1472,74.8005,37.7581,446.7108,273.3171,8.8237,55.1162
2023-06-29,93.701,105.2263,367.2633,110.3279,136.5929,56.0768,255.073,73.5876,44.8598,220.3125,65.9409,160.5136,28.1221,39.5008,28.2112,157.3768,179.1887,32.121,27.304,123.4687,210.2503,75.0065,75.1904,37.8833,450.6977,276.5352,8.9047,56.1475
2023-06-30,93.5306,105.0238,369.0938,111.952,139.346,55.688,259.2024,75.271,44.8767,220.9004,65.097,164.154,28.2375,40.1693,28.4421,158.0031,181.927,32.3241,27.6753,123.7496,214.1965,75.9745,75.925,38.5091,454.4975,282.6982,8.9766,56.634
2023-07-03,95.0994,106.8074,366.2656,113.0348,140.0695,56.3683,257.8454,75.4034,45.3148,218.8427,66.0441,165.7593,28.4328,40.5271,28.4939,159.5737,181.8198,33.0076,27.9038,124.171,220.1205,76.6199,77.7751,39.2407,449.1127,280.3765,9.0666,56.9356
2023-07-05,91.9171,101.4758,355.6891,110.7339,137.354,54.9591,252.6227,74.3252,44.5228,216.1873,65.7534,161.1251,27.8114,39.6891,27.7852,154.6018,179.0718,32.5181,27.0375,121.7552,219.8901,74.5267,75.0907,37.7196,442.399,271.7878,8.7788,55.1259
2023-07-06,92.6522,100.2899,353.0644,108.433,136.4614,55.0272,251.2463,73.7956,44.4638,213.6004,64.9,162.1188,27.7848,39.1147,27.6976,154.2838,178.4579,32.2133,27.0851,121.8675,218.4979,73.8152,74.5828,36.497,433.9034,271.6651,8.8417,54.7368
2023-07-07,93.45,101.389,353.045,113.0542,137.9084,55.688,249.3427,74.3252,44.7419,213.0027,67.3756,164.0107,28.2286,39.7738,28.032,156.0471,178.721,33.9403,27.6087,124.068,228.0512,74.8742,77.0496,37.1998,433.3128,270.7213,8.9407,55.9043
2023-07-10,83.0338,101.4372,355.9894,113.0058,138.9702,52.5683,250.8167,74.3536,44.8851,214.9722,65.7346,165.5586,27.7138,40.1222,27.9962,158.1766,179.0036,33.0815,27.3897,123.5343,230.2979,75.3954,76.2061,37.5271,437.024,273.7226,8.7338,54.513
2023-07-11,84.1095,102.9702,355.3017,114.7557,141.4977,52.9862,255.1609,76.0748,45.0115,219.1073,68.2852,169.0557,28.1399,40.7813,28.4023,162.2042,179.9488,33.7741,28.1323,124.0774,229.5586,75.9497,76.8682,38.2299,442.4187,272.4296,8.8777,54.6687
2023-07-12,85.5796,103.1244,362.8176,117.772,142.5125,52.51,256.9473,77.2003,45.5929,215.8443,67.7226,170.0017,28.2375,42.5704,28.9159,163.4857,182.0147,33.1369,28.2941,124.9482,233.7352,77.0252,80.1239,39.2022,438.2939,277.7149,8.8957,55.194
2023-07-13,86.216,104.0211,365.2777,118.6131,142.3622,53.0737,259.9638,76.6612,45.6772,218.8623,69.3449,171.7311,28.2553,42.8152,29.1428,163.0907,181.5762,33.4139,28.4274,125.5287,232.0358,76.7026,80.1511,40.6613,447.0553,282.1508,8.9766,54.8341
2023-07-14,85.3644,102.5459,366.6724,115.8578,140.6991,52.7238,260.6862,75.7533,44.5902,220.2243,69.1479,170.4794,27.8736,42.3538,28.9079,160.6914,183.6519,33.0076,28.3036,125.6692,225.8909,75.2878,78.8271,39.695,450.4319,281.8488,8.9317,54.7562
2023-07-17,85.5258,103.1051,370.0914,117.0179,142.0709,53.0543,261.4574,75.1669,44.1773,219.2052,69.3261,168.9124,27.5096,42.0149,28.896,161.3274,182.7846,33.026,27.999,125.4632,228.1856,75.1968,78.4552,39.0959,450.9831,282.4623,8.8867,54.4546
2023-07-18,85.6692,104.8213,372.1835,119.5219,142.2307,53.5499,261.3207,77.8434,44.6408,219.3914,71.5954,169.4475,27.8381,42.3538,29.6803,165.0371,183.798,34.6607,28.3322,126.7928,227.5807,75.1141,79.7974,39.0476,454.7929,281.4996,8.9497,54.6589
2023-07-19,85.723,101.524,362.9242,118.4294,141.1877,54.6092,261.6331,79.5079,44.506,216.883,73.4052,169.5239,28.0156,42.5422,29.9231,161.0287,182.502,35.1225,28.7701,127.2235,223.2505,75.4947,80.1239,39.2989,447.1833,281.811,8.9766,55.4567
2023-07-20,85.7319,98.5062,369.5974,117.888,140.6803,55.0272,259.9931,78.9026,44.6998,217.1671,74.0991,169.1608,28.06,39.9716,30.0266,159.9688,182.9502,35.6859,28.8939,127.3265,214.2157,75.4119,79.4256,40.4777,450.9339,284.4065,8.9497,55.8751
2023-07-21,85.3017,96.7033,372.445,117.2306,140.3326,54.7647,262.336,79.4417,44.6998,217.8236,74.1179,170.4316,28.273,40.6872,29.9112,157.8586,184.3438,35.612,28.9034,128.6094,207.3795,75.9249,79.1082,39.2409,450.7567,285.7278,9.0126,56.0308
2023-07-24,85.5258,98.323,372.5903,117.946,137.0627,55.1049,261.6429,80.359,44.2785,218.1176,75.5338,169.7055,28.7346,40.706,30.0545,160.5758,184.5971,36.5078,29.2842,129.8454,202.3964,75.1306,78.4462,40.6807,451.3671,285.1238,9.0936,56.381
2023-07-25,85.8395,101.3504,378.7405,119.8796,138.1339,54.6481,269.3939,82.2978,45.0621,217.7746,76.0308,166.8867,30.1194,41.0638,30.5761,166.5787,185.9809,36.7479,30.5219,142.9357,204.0382,77.5547,80.3416,42.217,451.121,288.6631,9.1565,57.6069
2023-07-26,85.4182,100.0392,375.9995,120.943,137.354,54.2205,274.2164,82.3451,45.2474,218.9603,76.5653,172.5815,29.9774,40.9132,30.5084,162.7534,184.1391,37.3667,30.7313,140.9693,201.6475,78.5889,79.8246,41.9465,451.2489,285.9827,9.1295,57.8501
2023-07-27,85.3465,98.8147,372.5321,121.6778,136.0573,54.0261,270.4678,79.593,46.2923,213.8944,76.4059,175.3142,31.4243,39.6514,30.9782,162.2909,179.14,36.8865,30.9312,142.7297,197.7398,80.1857,79.4528,41.8305,437.9888,285.8694,9.1565,56.4589
