Date,188394,20BEEA,263A36,370C50,39FB23,3FB145,408089,485445,523A06,57B174,61E975,662682,8E0E32,911AB8,93F9E0,986AF6,9A602D,9C5BA5,9D6A24,B6082A,BB992A,C87ECC,D4070C,D4463B,D6534D,DA48E4,DF8855,FEE4B0
2023-07-28,86.3594,100.0874,376.4838,122.4847,136.6305,54.5607,273.455,80.6617,46.7304,215.7561,76.1715,176.3844,31.7261,39.9433,30.9182,162.7823,178.8964,37.1451,31.4168,143.0949,199.756,81.3853,78.3645,42.1591,441.7394,286.3791,9.1925,57.1594
2023-07-31,86.2608,102.7581,378.3822,121.9014,135.2117,54.8425,269.9211,80.0186,47.5814,216.0599,76.9686,175.8206,32.0102,40.4141,31.0502,165.8175,178.4676,37.6438,31.6929,143.5912,203.8174,81.7907,77.6118,43.1447,439.5048,288.1723,9.2285,57.101
2023-08-01,84.2887,103.163,376.416,121.8819,136.762,54.3663,273.5331,79.7443,47.0,219.46,76.2184,177.0341,31.9037,39.2748,30.8142,166.6944,180.4458,37.1543,31.1978,143.3571,199.6984,80.8806,77.766,42.275,446.2185,285.4164,9.0036,56.5075
2023-08-02,83.2041,101.5818,371.7089,120.0737,133.2103,54.3274,271.073,77.8717,46.09,218.5879,75.6276,176.9099,32.4807,38.2861,30.5502,163.4087,180.1924,37.6161,30.9788,144.7991,194.8017,79.6893,76.7775,41.1348,443.5212,282.5,8.8597,55.5346
2023-08-03,81.5637,101.6589,368.7742,120.9486,131.8102,54.1233,266.7289,75.81,46.2586,221.6353,76.1715,176.9194,32.5073,38.0789,30.8502,165.5188,176.8597,37.6807,32.8924,145.3421,191.4029,79.7803,75.6076,41.5986,446.4154,265.9834,8.7878,57.4707
2023-08-04,82.0119,100.0681,365.9363,120.5014,132.0827,54.444,267.0511,76.1316,45.9299,221.4491,76.1809,176.7857,32.1877,38.4838,30.8102,161.6454,177.8732,38.0871,32.2641,144.0968,192.1134,79.1846,76.5689,41.0768,448.7485,268.4467,8.8597,56.2545
2023-08-07,81.6175,100.7141,372.8615,121.2597,134.6103,53.0348,267.793,75.9803,46.781,224.1144,75.4776,178.5629,32.0812,38.1166,31.2302,163.0907,179.8026,38.5119,32.7686,143.3102,188.9065,81.3688,77.0133,40.8642,455.039,271.1555,8.9137,55.5443
2023-08-08,79.4392,100.2224,369.7718,121.843,134.6761,52.6558,266.3189,61.2647,46.3512,222.2722,74.3242,176.3653,31.8238,37.5139,31.0342,163.717,180.4848,38.5673,33.1209,142.7484,187.8504,81.4267,76.324,41.2508,450.1661,267.6068,8.7338,54.7465
2023-08-09,77.9422,100.8201,367.6216,122.7374,131.6178,51.8686,265.0498,60.3189,46.7978,218.8819,77.6062,175.448,31.6995,37.5799,30.5502,163.2063,178.6235,39.1676,32.5782,142.505,186.4774,82.1878,76.5145,40.9995,444.5056,269.3622,8.7248,53.7444
2023-08-10,78.6593,98.4291,370.2948,123.418,131.6273,50.7412,266.3677,59.8271,47.1686,219.7932,74.9806,176.4704,31.5575,37.5139,30.4542,160.2,180.2801,38.3549,32.3878,143.1136,184.029,83.313,77.6844,40.9512,451.623,270.2211,8.7428,55.3108
2023-08-11,79.8336,98.6315,369.8105,122.4944,128.9749,50.9356,267.2072,60.7823,46.722,219.411,74.9149,176.7283,31.4421,37.8435,30.5262,160.4505,179.6565,38.5027,32.2165,142.3458,180.0157,82.0389,76.5236,40.0236,448.3449,272.5617,8.7158,55.8556
2023-08-14,80.497,103.7897,370.1495,120.8417,131.7972,50.5371,270.048,61.4443,46.663,220.5967,73.5672,176.0308,31.2083,37.1561,30.6742,165.7694,179.4616,37.5052,31.8452,141.2409,178.1434,82.1299,76.3331,39.8207,452.0955,274.3927,8.6798,55.1259
2023-08-15,78.4173,100.473,367.4473,115.8836,131.0798,49.2251,268.7106,61.0755,45.1042,219.6266,72.7096,172.2948,30.8485,36.2239,30.0982,163.081,177.2203,36.2123,31.2073,138.3101,176.7032,79.7224,74.3924,38.5065,449.2112,269.1168,8.5269,54.0071
2023-08-16,78.1215,102.0639,365.917,113.1615,129.9188,48.6031,266.5727,59.9028,44.9273,218.4387,72.3232,170.3552,30.6057,36.0544,29.9022,162.3391,177.649,36.1753,30.8456,137.9355,174.2933,79.499,73.7213,37.6948,444.9782,269.853,8.4639,53.0342
2023-08-17,79.6185,101.6589,364.5223,114.6489,130.3247,49.0113,262.2384,59.411,45.3823,209.4361,73.3693,169.4188,30.7855,36.4028,29.9302,161.8092,176.3725,36.2862,30.9027,137.3643,175.3974,80.2022,75.4353,38.2843,425.3488,268.5128,8.6079,53.9001
2023-08-18,79.7798,101.4661,363.3019,114.4253,131.7028,49.332,264.3126,60.2338,45.5171,207.934,74.5003,169.2659,31.0374,35.9697,30.1582,162.2042,174.7743,36.4893,30.5695,137.6265,176.0791,80.5745,75.8434,37.5306,424.453,268.8148,8.6079,53.0925
2023-08-21,79.0179,100.1356,365.6167,114.7267,130.825,48.7975,264.5377,61.066,45.6435,208.6899,74.5757,169.7628,30.6327,36.0168,29.9182,161.549,175.8657,36.517,30.0078,135.9973,180.5726,81.0047,75.6167,37.4243,425.8115,269.1829,8.4999,51.604
2023-08-22,79.3496,101.0901,365.7136,114.1823,130.5984,47.9908,264.567,63.3547,45.3233,210.6632,72.3326,168.7595,30.3718,36.3463,29.5543,162.2813,175.9437,35.889,30.1315,135.8381,180.659,80.9551,74.4377,37.5789,429.5228,269.0508,8.374,51.0883
2023-08-23,79.0448,99.2004,366.4497,114.2406,130.117,47.6993,266.1716,63.5628,44.9947,213.098,70.1179,173.8714,30.4708,36.9019,29.8062,160.9227,175.4272,35.2887,30.5314,136.1471,184.1347,80.0533,74.4196,37.9364,435.3604,269.6926,8.428,50.9618
2023-08-24,79.1075,97.4264,366.0526,114.3184,129.5507,48.2532,263.4125,61.8416,45.1126,211.0559,69.3262,173.451,30.3449,36.7795,29.6982,159.0052,174.3065,35.5935,30.1411,135.3793,183.1361,80.4835,74.2291,37.1054,430.645,270.5231,8.455,51.3315
2023-08-25,78.8386,98.1109,369.5878,114.9211,130.6079,48.5351,258.9119,62.4563,45.4834,210.9087,69.3451,176.155,30.5157,36.0733,29.8542,159.3714,175.8755,36.0091,30.2458,136.7463,182.176,80.8858,74.3017,37.0378,430.4284,272.0993,8.4729,51.1953
2023-08-28,79.4302,98.458,370.0527,118.1585,131.0421,49.4972,260.6045,62.8062,46.0058,211.1836,70.9944,177.7794,30.9834,36.7607,30.1942,160.8552,176.314,35.3534,30.7599,138.4131,182.08,81.5814,75.7527,37.6465,432.2496,273.5716,8.5719,51.0591
2023-08-29,79.5019,102.7484,374.6823,119.4417,133.0526,49.8665,264.6159,65.1989,46.545,214.6,72.0593,179.1744,31.1903,37.2126,30.6822,165.461,178.3799,35.9444,31.1883,139.5742,189.8667,82.7967,76.6324,38.835,438.8452,277.1581,8.7338,52.392
2023-08-30,79.242,102.6038,374.9148,121.8139,134.072,49.8179,264.2833,66.0122,46.7243,214.2564,72.3515,179.4515,31.3072,37.4386,30.7942,164.0542,179.179,35.8613,30.9312,139.8925,190.6732,82.9057,77.2581,38.835,439.0815,278.9136,8.7698,52.9369
2023-08-31,77.2968,102.7677,374.8663,122.8444,133.8077,49.2427,265.8487,66.627,46.5621,214.2663,72.6342,179.9961,31.4061,37.1185,30.7542,165.8272,179.1205,35.8798,31.1407,139.6116,190.7884,82.7799,77.0949,38.5645,440.1859,278.8852,8.7608,53.1712
2023-09-01,77.1713,103.4522,377.9274,125.3137,134.0437,49.8277,268.8817,66.4378,47.1851,218.851,74.6511,180.6077,31.6489,37.0243,31.1862,166.2897,178.0388,36.8033,31.274,140.0423,192.2766,84.6238,77.9564,40.0912,451.0128,281.2731,8.7967,53.64
2023-09-05,74.0608,101.7939,370.8238,122.8346,128.8144,49.6815,263.7647,66.8918,46.2463,212.2929,77.8082,176.6253,30.8665,36.5723,30.1542,164.035,177.4444,36.4247,30.5123,136.2594,192.7951,82.738,74.2382,39.4245,435.5218,276.252,8.5269,52.4291
2023-09-06,73.6753,100.2609,372.4661,123.3985,129.3619,49.233,263.256,67.1377,46.8437,211.2719,76.3663,176.0399,30.4708,36.6294,30.3822,162.4547,176.9864,35.45,30.3505,135.5665,182.2624,83.5342,75.009,39.0476,432.5439,276.8655,8.454,51.6869
2023-09-07,68.2162,101.2926,375.7021,121.8916,128.5407,48.3166,265.3008,65.4448,46.1695,211.6254,76.1967,175.0419,30.201,36.4962,30.2222,162.7438,177.0449,34.0484,31.6357,135.5384,180.0925,82.8386,72.7962,38.4195,431.6072,275.6952,8.3356,50.0854
2023-09-08,67.6425,99.2486,375.8867,121.0847,128.0876,48.3361,265.5845,65.0003,45.8367,212.3028,78.9203,173.7465,31.1453,36.8482,30.1622,158.9281,177.4152,34.9488,32.9114,137.2333,177.0777,83.2912,72.1251,37.9654,431.9819,281.7355,8.4267,50.8667
2023-09-11,66.2173,96.7418,378.355,122.4847,128.7012,48.5603,267.737,64.6315,45.8026,212.6366,77.1108,173.7273,31.1183,37.0195,30.1702,157.2227,179.1595,34.4475,32.4259,136.9523,178.8923,84.079,72.1886,38.7577,432.9482,285.7845,8.5907,50.7885
2023-09-12,67.275,96.5876,376.9653,122.4847,126.332,50.3346,262.9233,64.4045,45.7684,210.8498,76.9789,174.5333,31.0284,36.9339,30.0742,157.0781,177.4736,34.6796,33.3208,137.6078,177.0008,83.9617,71.9347,38.7094,431.2621,285.1616,8.5998,50.6616
2023-09-13,67.5081,95.1124,374.2736,120.7153,125.5391,50.6856,262.6591,63.8654,45.0772,209.8386,76.2155,173.9096,30.4078,37.3525,29.6702,155.257,175.6416,34.5218,34.0539,138.1696,177.2217,82.8386,70.7104,38.4002,427.9883,286.0959,8.3903,49.6851
2023-09-14,67.777,98.8533,378.7923,125.2943,126.8511,51.2901,262.2776,65.3502,46.1183,211.0461,79.1277,175.5217,31.1273,37.5999,30.0662,159.4966,173.1372,36.0534,35.0535,141.1566,177.9818,84.3891,72.955,39.3085,429.7238,288.899,8.6818,51.3451
2023-09-15,67.8129,95.1703,377.0334,124.6721,126.2942,51.2316,255.9767,65.3029,45.9477,206.7461,77.3747,173.2667,30.7945,38.3705,29.8222,149.7551,173.4198,35.6357,34.7774,140.2202,176.8945,83.8443,72.3778,39.009,419.2026,285.1332,8.5178,50.4663
2023-09-18,66.1007,94.5918,376.5864,125.4109,125.0577,50.5686,254.333,63.7425,45.5551,207.826,76.5831,174.6485,30.7226,38.5037,29.9102,149.0325,171.8071,35.3479,34.7869,142.093,174.7584,84.255,71.8739,38.835,422.072,282.6982,8.454,50.2514
2023-09-19,64.9892,95.7295,378.7728,124.7304,124.7934,51.2218,255.7713,64.1681,45.1454,206.049,78.1287,174.8404,30.6686,38.3324,29.7862,152.4242,172.3251,36.5361,35.1201,141.2971,173.19,82.0592,72.1121,37.5112,416.836,282.4151,8.372,49.3628
2023-09-20,63.6267,96.6551,368.1223,124.429,123.4625,50.4711,254.196,66.2014,44.7699,205.7251,78.8355,176.251,30.3269,38.9604,29.5983,149.7262,173.5175,34.3918,33.8254,140.5667,167.8497,81.3216,71.8464,37.3856,415.0414,278.2529,8.4358,50.7397
2023-09-21,62.5599,95.9705,361.9225,121.8625,121.0933,50.2372,248.8834,65.5699,43.524,198.6565,78.7224,172.7965,30.6956,38.5513,29.1423,146.0166,168.2102,34.4475,33.4636,140.2764,162.5574,80.0309,70.2431,35.9748,400.8915,270.9384,8.2992,49.2163
2023-09-22,61.305,97.4746,362.4181,120.4528,122.8301,50.1299,249.1671,64.9097,42.8839,196.9581,79.3633,173.5545,30.6416,38.7606,29.1343,147.5486,168.0929,33.2315,33.5493,140.7485,161.855,79.5029,69.4186,35.8975,400.714,270.5326,8.2445,48.3765
2023-09-25,60.8926,100.6466,365.9359,120.4334,124.6424,49.9837,250.6738,65.2063,43.6008,198.3521,80.9937,177.5753,31.3072,38.5132,29.3423,149.5913,168.2786,33.5193,34.2157,142.4387,160.5849,79.8466,69.8858,35.9458,404.4413,273.3357,8.372,48.1324
2023-09-26,60.0948,99.1329,360.7175,116.778,121.3954,49.5157,248.3844,64.2017,43.0802,197.6747,80.2303,175.1667,31.0554,37.4857,29.1103,146.2093,165.1412,32.8602,33.9396,140.8052,157.4673,78.4721,68.4841,35.3371,401.5817,270.5892,8.29,47.0192
2023-09-27,59.1715,102.6231,361.5046,119.8695,120.8479,49.4767,245.2046,64.2973,43.524,199.8837,78.647,174.6773,31.4331,35.4687,29.3863,150.0346,164.0758,32.6745,34.0348,143.4208,156.4858,79.5951,68.3833,35.3178,404.2342,269.2301,8.2263,47.0973
2023-09-28,59.6056,102.565,362.9428,122.8735,123.236,49.6327,250.6738,65.235,43.4642,201.2876,81.022,176.1263,31.7928,35.2308,29.8142,152.5094,165.4442,33.2686,34.4537,145.2054,165.8867,79.2347,70.4447,36.0715,408.7405,270.7496,8.3538,47.0387
2023-09-29,60.5642,103.7944,361.835,122.0277,122.5186,49.8764,249.5389,65.2254,44.0019,198.3325,80.8052,175.2914,31.9008,35.1547,29.8342,151.1463,165.5713,33.0458,34.0824,144.9882,163.6159,79.3688,70.2889,36.0328,404.7568,269.1163,8.3447,48.6109
2023-10-02,59.0088,102.9135,359.7555,118.0224,122.1127,48.7943,247.1908,63.1205,43.78,197.2624,78.8921,174.1879,31.9008,33.8132,29.3263,149.6285,163.1278,32.5075,33.9015,144.7332,156.2742,78.3212,69.1529,35.4047,400.0435,265.0141,8.2536,48.1031
2023-10-03,58.9183,102.8167,362.3015,117.5946,121.4331,49.077,243.3946,62.2593,43.541,196.3396,77.5538,172.2495,31.613,33.4993,29.3943,150.7789,161.818,31.5514,33.873,143.213,150.8472,78.6062,68.8872,35.1148,398.7123,267.5875,8.1352,47.5856
2023-10-04,58.647,103.1555,367.9183,118.4501,125.7468,49.1842,250.9184,62.5942,43.6178,201.2876,77.2993,175.9152,31.8738,33.7086,29.4703,151.707,165.7765,31.1893,34.6632,144.7805,152.4156,78.3631,69.4552,34.651,413.0792,270.5217,8.2445,48.1129
2023-10-05,57.4352,103.5524,359.4154,116.953,123.9628,48.5798,248.2376,61.7522,42.5511,203.1725,76.3852,175.4066,31.4331,34.5839,29.4583,151.2236,164.6329,31.5606,34.1491,144.044,149.173,76.008,67.4396,34.1775,414.3906,265.7547,8.1352,46.5993
2023-10-06,56.7841,104.7915,362.9914,116.9821,125.6618,48.7943,249.3432,60.2692,42.9095,208.523,76.2532,176.3758,31.0733,35.9634,30.1182,151.997,165.7081,31.2729,34.33,143.0903,153.8012,75.9242,67.7236,35.4337,426.667,266.8943,8.0623,45.0466
2023-10-09,57.2905,105.2562,363.1761,117.6043,121.537,49.3207,246.3787,60.9677,43.3618,206.4123,81.0785,177.249,31.622,35.8017,30.1062,150.4793,163.8901,33.3986,34.6632,145.1582,149.8658,77.9022,66.6151,35.5883,420.5239,269.9425,8.1807,44.8611
2023-10-10,58.439,106.2533,368.2584,119.6265,122.9717,49.2525,247.7289,62.9291,43.7885,207.1486,80.4942,176.8652,31.8108,36.5723,30.4902,150.7113,165.3074,33.8627,35.2058,146.008,155.9566,78.7486,67.9527,36.0328,421.7959,273.399,8.1898,45.1638
2023-10-11,56.7569,106.9599,367.9766,120.6375,125.086,48.6285,250.0183,62.7186,43.4301,210.84,79.1654,178.9763,31.8648,37.2098,30.5662,149.7059,165.9133,33.5378,35.4914,145.7058,158.5739,78.3966,68.0077,35.8975,430.6014,276.2288,8.1534,44.9099
2023-10-12,55.9521,102.4391,367.0437,117.4196,122.764,48.1996,243.6881,61.2451,42.8839,206.7853,80.1455,175.8672,31.586,36.8958,30.3462,142.6392,161.7594,33.5471,35.0249,143.1469,164.3472,77.4496,66.9999,34.9952,424.3301,271.3859,7.9165,42.8202
2023-10-13,56.4404,102.5263,367.2186,116.1266,121.2538,48.3068,241.6041,62.001,42.4401,205.4698,79.6837,175.3106,31.613,37.5142,30.1542,142.1655,160.9091,33.7513,35.1677,142.9297,157.2075,77.6759,66.5601,34.3937,420.2478,271.0725,7.9348,43.0448
2023-10-16,58.0773,101.3743,368.5305,117.0988,123.0378,48.5603,246.9168,63.5223,42.8327,209.1514,79.467,175.3202,31.4871,38.1041,30.1142,144.0409,162.5511,33.7792,35.2534,143.9401,161.3932,78.2877,67.2472,34.7818,425.6415,272.6488,8.0987,43.9334
2023-10-17,60.8084,103.3685,370.3282,118.8098,124.0761,50.2664,247.3767,64.6418,43.2935,210.8694,81.5686,176.8268,31.9367,38.5037,30.2662,144.5823,162.5315,34.4661,35.3677,144.3461,163.077,79.4107,68.1909,35.393,430.986,276.2383,8.0623,44.4998
2023-10-18,59.8317,100.1061,360.9119,115.9613,120.6119,49.9447,237.0546,64.0964,42.7388,200.0211,79.8628,171.9808,31.7119,37.9804,29.6862,140.2804,158.5829,34.0484,35.3581,144.5161,147.1138,78.3715,66.5968,34.549,408.5334,269.0973,7.8892,44.0994
2023-10-19,60.2206,96.0307,359.6874,113.4045,117.3649,49.6815,233.7281,63.5319,42.2012,198.9903,80.7487,169.7833,30.8125,37.5333,29.5903,138.9656,156.716,33.8256,33.6445,141.2112,139.0985,77.7345,65.534,34.1803,404.9935,266.4669,7.8528,44.0994
2023-10-20,60.5461,95.7886,356.0142,112.0143,117.7236,48.999,232.5638,62.8047,41.8086,197.8711,78.2041,166.8469,29.9761,36.9148,29.2023,136.6552,156.3153,32.8695,32.6734,136.4239,133.4407,77.1479,65.3141,32.8705,404.037,264.5298,7.7526,43.1034
2023-10-23,52.5607,95.595,355.1105,109.9533,116.7514,47.5464,233.4835,61.9627,41.1686,198.8037,75.6501,164.3519,29.1487,36.5723,28.9103,135.8141,155.5529,31.2636,32.1498,136.4806,131.1313,75.5638,63.8849,32.5115,406.9459,260.8263,7.6979,41.8144
2023-10-24,50.743,98.3733,356.8888,112.9379,115.9585,47.1954,229.9026,63.2257,42.022,201.4054,75.7349,166.0792,29.9132,36.5818,29.1183,142.2718,156.6281,31.7092,33.0542,140.6258,133.9795,76.9048,64.7552,33.3944,410.614,263.2668,7.8619,44.8904
2023-10-25,50.4355,96.6502,354.0901,109.7977,114.6653,47.4099,233.4541,63.2449,40.5712,199.6579,76.2249,161.5307,29.7872,34.974,28.6543,139.7874,155.0838,30.9666,32.9686,140.5786,130.2076,74.7928,63.2436,32.8317,404.6188,260.6459,7.7981,44.3924
2023-10-26,51.8554,99.0897,359.8624,113.3559,115.1656,47.4879,232.5736,64.2686,40.9808,190.4294,75.6501,163.9489,29.5714,35.659,28.8863,143.3739,154.8394,31.245,33.5493,142.2404,130.1018,75.3124,64.2239,32.7056,392.3128,263.6656,7.9074,45.8962
2023-10-27,51.4394,100.7838,360.0664,111.0086,113.948,46.6202,230.9299,64.9193,41.0576,190.1545,75.2825,163.6514,29.8052,37.0766,28.8583,143.1805,153.8816,30.7159,33.5112,141.8061,129.3609,75.7985,66.496,32.6668,393.4665,262.2317,7.8892,45.9548
2023-10-30,52.4161,101.2484,368.1709,111.7715,114.9863,47.0102,230.3331,62.4411,41.2539,192.4126,76.5548,165.657,30.0301,36.8197,29.1543,143.9926,155.5529,31.0779,33.7302,143.2413,122.5965,75.9326,68.8872,33.0257,399.4518,266.5524,8.0714,46.7848
2023-10-31,48.1114,103.1071,371.368,111.9964,115.883,46.9322,233.0628,65.3977,41.2539,192.9034,75.1883,167.0388,30.3359,35.6495,29.1503,142.8712,163.9488,30.1497,34.2062,144.5161,121.9903,75.6309,68.4657,32.7735,403.2383,268.2047,8.0987,47.0192
2023-11-01,45.2265,105.5369,376.1685,110.5391,116.0718,46.5422,233.7477,65.1202,41.1429,200.08,74.6982,166.8469,30.2279,35.4592,26.7664,143.0645,163.4307,29.9733,34.4537,145.0354,118.3146,75.3375,68.2275,32.7056,433.0468,269.1258,7.9348,46.4333
2023-11-02,49.4588,107.9764,378.6562,113.0332,117.9124,48.3166,240.0191,66.4502,41.8086,203.0449,75.6972,169.0924,30.6237,36.1157,27.2504,146.2257,167.2524,31.245,35.1773,146.7539,119.9119,77.0724,68.8689,33.9668,434.5949,275.0228,8.0259,47.693
2023-11-03,50.0919,108.2959,381.4257,118.3048,121.1122,48.9698,245.4884,69.5693,42.4401,203.9874,76.8564,173.9192,31.1183,37.1241,27.8664,147.2407,170.8199,30.9666,36.0341,149.445,123.1449,77.6926,70.573,34.1027,436.7051,278.4224,8.2992,50.0171
2023-11-06,50.0919,108.2378,381.9019,117.3953,120.5836,48.7163,245.0872,69.2153,42.1073,203.359,74.6322,171.8752,30.8935,36.0395,27.8144,148.0335,170.5267,30.1497,36.015,148.5008,114.9468,77.282,69.8767,34.3161,435.5613,276.6182,8.2536,49.3042
2023-11-07,48.2651,106.7276,378.3064,114.0112,120.6402,48.0436,246.545,68.4977,41.416,203.4278,73.9631,170.0904,30.4438,34.8788,27.3704,146.3997,170.0673,29.6392,35.7009,147.9059,117.4967,76.36,69.4461,33.0451,438.125,241.6349,8.2445,48.9234
2023-11-08,47.406,105.6821,381.1828,115.4,122.2826,47.4002,250.5564,67.9523,41.2198,204.6255,75.3296,171.4146,30.183,33.0902,27.3624,147.8691,172.6965,30.4189,35.6342,147.4243,114.5138,76.4774,69.7484,32.6085,445.5599,246.8292,8.2627,48.816
2023-11-09,45.3169,105.2271,379.9389,113.8352,120.8312,43.3933,246.9462,68.4499,41.271,205.4109,75.6595,170.6565,29.9132,32.3005,27.1304,146.129,171.7191,31.2079,36.5577,147.0089,110.2704,76.9802,69.785,32.2496,444.7612,250.6846,8.1898,47.4977
2023-11-10,46.3388,105.5369,388.5487,115.9086,122.1973,42.4574,250.2238,68.6412,42.2268,208.2245,74.9526,172.8156,29.7603,32.5383,27.4944,147.5404,173.8791,31.2265,36.3958,146.9522,112.5605,78.6313,70.6646,32.6765,447.5419,252.0805,8.2627,47.6637
2023-11-13,46.3298,104.0074,388.4613,115.2631,122.6431,44.1537,248.404,68.1533,42.022,207.0735,75.2542,172.4126,29.1667,32.5383,27.4104,147.8498,174.9543,32.0248,35.7199,144.9127,109.8759,78.581,70.3989,32.4339,445.5599,251.6722,8.1534,47.4586
2023-11-14,47.6954,107.2116,392.358,123.0288,126.656,45.1189,260.585,70.4783,43.5666,213.0253,75.8225,180.3582,30.5808,34.3365,28.1503,149.8219,179.7044,33.3336,36.6243,149.0768,120.5854,80.7685,73.0833,34.1221,458.0828,254.8818,8.4358,49.7437
2023-11-15,49.4679,107.7053,391.3766,124.4959,126.7603,45.5576,259.0684,70.8036,43.9763,207.4473,76.173,181.337,31.0825,34.6029,28.3463,151.359,179.1473,34.6332,36.8433,149.5678,122.8947,81.4976,74.3201,34.9273,448.5378,259.8292,8.5178,50.7495
2023-11-16,48.3194,106.3694,396.8573,125.0632,128.2213,45.7916,264.0894,71.416,43.8995,208.8246,75.8794,181.5289,30.672,34.7837,28.2343,149.7832,180.9457,34.1412,35.7866,146.82,117.9682,80.6511,74.9431,34.481,453.5963,259.8103,8.454,50.6518
2023-11-17,48.5183,107.3859,396.3617,127.0779,128.8948,46.1328,265.0504,70.7462,44.1214,208.9033,73.3693,182.287,30.453,34.5839,28.4863,151.5426,180.1834,33.5564,36.0912,146.6501,122.5772,81.4893,74.6866,34.9273,455.6177,256.3822,8.536,51.1303
2023-11-20,48.5726,108.2862,396.7407,127.7039,128.6007,45.6843,267.757,70.6792,44.1043,206.9652,72.9147,181.9799,29.7232,34.7837,28.5423,151.823,180.7991,33.6121,34.9297,144.5444,125.435,80.7517,75.0622,35.558,448.8632,258.4333,8.536,51.7162
2023-11-21,48.1114,109.0606,400.2779,127.567,129.5684,45.1091,268.2473,70.4209,44.147,206.434,72.4505,181.8168,29.6411,35.6019,28.3383,152.5384,182.3825,33.3429,34.5775,144.941,121.3648,80.1818,74.54,35.8975,451.7523,262.4122,8.536,52.4877
2023-11-22,48.039,109.0993,399.9961,128.8189,129.6253,45.1969,269.3359,71.7509,43.8653,208.4606,72.3748,182.1334,30.0334,35.8588,28.5223,152.1613,182.4314,33.4264,35.1392,145.6114,121.8074,79.5867,74.6041,35.7908,456.3474,260.4465,8.573,52.3314
2023-11-24,48.0119,107.9377,402.5226,130.0219,129.445,45.4991,270.493,71.5021,44.0958,208.2441,74.2218,182.0759,30.0425,35.7636,28.6063,151.9293,183.008,33.7977,35.8818,146.4801,124.0013,79.9435,75.0256,35.7423,455.5585,260.6649,8.6469,53.0052
2023-11-27,47.0261,111.5679,401.1427,131.0488,130.2419,44.5827,270.0517,71.6073,43.6264,209.3952,71.8917,182.5461,31.1281,36.325,28.4863,155.8639,184.7283,33.4171,36.0912,149.851,116.2169,79.0517,75.0989,35.4998,459.128,257.9775,8.6376,52.8783
2023-11-28,47.3607,110.5805,399.1312,131.5574,130.9914,44.3584,268.1591,72.4015,44.1128,207.7326,71.6075,182.0375,31.2559,38.5988,28.5143,155.7962,184.1516,33.6771,36.5672,149.3223,119.2287,79.7566,75.4562,36.111,453.5864,254.8723,8.5914,52.4486
2023-11-29,47.6411,111.8002,399.7726,134.4231,132.3859,44.3584,268.4239,71.9805,44.407,209.2279,70.8024,184.59,32.6517,38.8006,28.7193,158.329,184.3666,33.807,38.1761,152.8254,118.7187,79.833,76.2166,36.0625,456.2783,253.0491,8.767,53.5325
2023-11-30,48.5274,115.3239,402.0854,135.6163,134.7006,44.2215,273.4056,72.124,44.7703,210.0936,71.1813,186.6436,33.7009,38.6181,28.7595,164.313,187.3966,33.315,39.1948,158.6419,116.6884,80.7673,76.8029,36.208,458.8462,256.914,8.7577,54.1892
2023-12-01,50.4174,115.9241,401.3153,137.9441,136.2564,45.1998,276.8673,73.4635,45.2461,212.13,72.28,187.3057,33.929,39.5886,29.1093,164.7383,188.0514,34.2526,39.7279,160.2471,121.3937,81.107,78.2963,38.0708,461.5721,258.8986,8.8316,55.2183
2023-12-04,50.119,114.9754,396.3829,138.2962,135.8011,44.241,276.0141,73.0043,45.0731,211.3135,69.9594,187.6224,34.084,38.9544,28.848,161.8285,187.1131,33.5193,39.5566,158.963,115.4472,79.9095,77.7649,36.4894,458.4906,256.5341,8.7577,55.5417
2023-12-05,48.6359,112.8844,393.7803,136.9269,135.3268,42.9398,277.5243,72.1623,44.2426,208.5786,69.3532,186.177,33.2447,38.3298,28.4942,160.2431,185.7057,32.6281,38.5093,156.0736,108.981,78.8309,76.5647,35.4803,453.5722,248.8139,8.6561,55.1399
2023-12-06,49.9291,110.048,390.2126,137.8365,135.3742,43.1942,281.1625,72.4398,44.0263,208.4901,70.3762,186.1192,33.3451,38.1376,28.3937,156.8403,185.9989,32.7495,38.7949,155.0538,113.8306,78.4997,76.6105,35.1699,454.787,248.1112,8.6931,56.218
2023-12-07,50.0738,110.7547,388.5945,138.5994,137.5371,43.5366,285.9383,73.674,44.182,210.6937,73.4356,186.9286,33.5914,38.176,28.4299,157.7876,188.071,33.5244,39.0044,155.1577,120.6143,78.2873,77.939,35.2863,459.577,248.8044,8.9055,56.071
2023-12-08,50.535,109.5446,391.1484,138.2473,136.5885,44.1726,284.2123,73.5018,44.0523,212.5235,72.5168,184.7316,33.6096,37.5515,28.4982,156.6952,187.7777,33.3096,39.1853,154.7422,123.1545,78.6271,77.7374,37.0133,463.5868,250.0009,8.9148,56.365
2023-12-11,50.4627,111.1032,397.9426,139.2547,138.353,44.8085,285.9873,73.3583,44.3637,215.3076,71.4939,185.7241,33.6735,37.3497,28.6952,159.1024,189.0875,33.5057,39.3566,155.9886,121.7593,78.729,78.3513,36.7416,465.9374,251.2259,8.8409,56.4336
2023-12-12,49.4227,110.1545,415.9564,138.2473,137.9071,43.8399,289.1156,73.1574,43.9657,217.3145,70.2531,183.98,32.8889,36.2927,28.5063,158.3097,189.6348,32.4601,38.7664,152.7215,123.1064,77.8202,77.6183,36.305,474.7175,253.8658,8.7208,56.0808
