date,V_orig,V_synth,abs_dV,time_orig_s,time_synth_s,speedup,cuts_orig,cuts_synth,max_abs_dw,L1_dw,n_assets_orig,n_assets_synth
2024-01-02,0.0014619615658608908,0.0014619184926585168,4.3073202373985e-08,18.06635705199733,2.198172036994947,8.218809423440435,938,275,0.018006534173392194,0.07722236857348798,16,17
2024-02-01,0.0019170075080755995,0.001917013932602555,6.424526955567389e-09,9.81958165699325,1.5354590829956578,6.395208941572961,549,181,0.004423190872949984,0.0153974940040887,13,13
2024-03-04,0.0020783619695544653,0.0020784145128642873,5.2543309821996564e-08,9.01106920899474,2.6830435839947313,3.3585250954359585,544,331,0.004753131987716385,0.03303211105890865,17,17
2024-04-03,0.002201698174005103,0.002201596501288006,1.0167271709705245e-07,9.007504638997489,1.547350890992675,5.821242415945414,545,179,0.0030863584983337744,0.01855597431248905,18,17
2024-05-02,0.002147332826059306,0.0021475415090741346,2.0868301482852847e-07,8.835847445996478,1.5457770610082662,5.7161201759800395,551,186,0.0028909936797661406,0.026318230595501407,16,16
