date,status,status_code,objective,V,best_bound,mip_gap,solve_time_s,n_iterations,n_nodes,n_lazy_calls,n_lazy_cuts,cplex_cuts,n_variables,n_constraints
2024-04-18,integer optimal solution,101,0.0016849548452144995,0.0016849548452144995,0.0016849548452144995,0.0,11.499013900756836,2205,0,232,1213,1213,2707,4401
2024-04-19,integer optimal solution,101,0.0015768412743764428,0.0015768412743764428,0.0015768412743764428,0.0,8.478479146957397,2204,0,191,774,774,2707,4401
2024-04-22,integer optimal solution,101,0.0015324424114981322,0.0015324424114981322,0.0015324424114981322,0.0,7.9138898849487305,2203,0,170,848,848,2707,4401
2024-04-23,integer optimal solution,101,0.0016487237754932993,0.0016487237754932993,0.0016487237754932993,0.0,10.877672910690308,2203,0,211,1193,1193,2707,4401
2024-04-24,integer optimal solution,101,0.001671530089733353,0.001671530089733353,0.001671530089733353,0.0,10.446506977081299,2204,0,227,964,964,2707,4401
2024-04-25,integer optimal solution,101,0.00176070541618332,0.00176070541618332,0.00176070541618332,0.0,6.711189031600952,2291,0,143,750,750,2707,4401
2024-04-26,integer optimal solution,101,0.0018306060226282585,0.0018306060226282585,0.0018306060226282585,0.0,9.458641052246094,2204,0,201,859,859,2707,4401
2024-04-29,integer optimal solution,101,0.00198285880924226,0.00198285880924226,0.00198285880924226,0.0,5.29298996925354,2204,0,118,594,594,2707,4401
2024-04-30,integer optimal solution,101,0.001969461744224481,0.001969461744224481,0.001969461744224481,0.0,7.9183290004730225,2215,0,170,856,856,2707,4401
2024-05-01,integer optimal solution,101,0.0020357810962204547,0.0020357810962204547,0.0020357810962204547,0.0,7.937712907791138,2204,0,174,874,874,2707,4401
2024-05-02,integer optimal solution,101,0.0021472035817675906,0.0021472035817675906,0.0021472035817675906,0.0,5.958143949508667,2205,0,134,570,570,2707,4401
2024-05-03,integer optimal solution,101,0.0021393214983596916,0.0021393214983596916,0.0021393214983596916,0.0,6.273582935333252,2204,0,140,676,676,2707,4401
2024-05-06,integer optimal solution,101,0.0021821944215987105,0.0021821944215987105,0.0021821944215987105,0.0,6.979696989059448,2204,0,150,729,729,2707,4401
2024-05-07,integer optimal solution,101,0.0021654035414276317,0.0021654035414276317,0.0021654035414276317,0.0,5.332051038742065,2676,0,123,492,492,2707,4401
2024-05-08,integer optimal solution,101,0.0022752678614599373,0.0022752678614599373,0.0022752678614599373,0.0,7.578315019607544,2205,0,170,740,740,2707,4401
2024-05-09,integer optimal solution,101,0.0023036253515870356,0.0023036253515870356,0.0023036253515870356,0.0,6.708992004394531,2204,0,144,680,680,2707,4401
2024-05-10,integer optimal solution,101,0.0023534737367318505,0.0023534737367318505,0.0023534737367318505,0.0,6.532027006149292,2204,0,137,689,689,2707,4401
2024-05-13,integer optimal solution,101,0.0023610200378284332,0.0023610200378284332,0.0023610200378284332,0.0,4.739445209503174,2204,0,104,493,493,2707,4401
2024-05-14,integer optimal solution,101,0.002390124497148992,0.002390124497148992,0.002390124497148992,0.0,3.7984700202941895,2204,0,85,349,349,2707,4401
2024-05-15,integer optimal solution,101,0.0024165397305456666,0.0024165397305456666,0.0024165397305456666,0.0,4.510951042175293,2205,0,94,469,469,2707,4401
2024-05-16,integer optimal solution,101,0.0023196890457168867,0.0023196890457168867,0.0023196890457168867,0.0,5.734432935714722,2204,0,126,560,560,2707,4401
2024-05-17,integer optimal solution,101,0.0023075533695439392,0.0023075533695439392,0.0023075533695439392,0.0,6.264708042144775,2204,0,135,696,696,2707,4401
2024-05-20,integer optimal solution,101,0.0022727468011136225,0.0022727468011136225,0.0022727468011136225,0.0,4.226474046707153,2228,0,93,464,464,2707,4401
2024-05-21,integer optimal solution,101,0.0023151619626377183,0.0023151619626377183,0.0023151619626377183,0.0,3.8805480003356934,2206,0,90,409,409,2707,4401
2024-05-22,integer optimal solution,101,0.002344984993251751,0.002344984993251751,0.002344984993251751,0.0,3.96071195602417,2206,0,89,442,442,2707,4401
2024-05-23,integer optimal solution,101,0.0024242615587279324,0.0024242615587279324,0.0024242615587279324,0.0,3.688443183898926,2210,0,84,371,371,2707,4401
2024-05-24,integer optimal solution,101,0.002428940461625501,0.002428940461625501,0.002428940461625501,0.0,3.544455051422119,2205,0,82,366,366,2707,4401
2024-05-28,integer optimal solution,101,0.0025086913960136173,0.0025086913960136173,0.0025086913960136173,0.0,3.763439893722534,2207,0,80,423,423,2707,4401
2024-05-29,integer optimal solution,101,0.0024290581349711857,0.0024290581349711857,0.0024290581349711857,0.0,5.507386922836304,2204,0,121,576,576,2707,4401
2024-05-30,integer optimal solution,101,0.002536910707195478,0.002536910707195478,0.002536910707195478,0.0,4.673400163650513,2205,0,106,443,443,2707,4401
2024-05-31,integer optimal solution,101,0.0024277849886210445,0.0024277849886210445,0.0024277849886210445,0.0,4.836321830749512,2205,0,108,501,501,2707,4401
