"date","asset","adjClose"
"2023-04-05","2E902B",229.313
"2023-04-06","2E902B",229.0305
"2023-04-10","2E902B",230.7445
"2023-04-11","2E902B",236.4708
"2023-04-12","2E902B",240.6389
"2023-04-13","2E902B",244.6609
"2023-04-14","2E902B",242.7619
"2023-04-17","2E902B",243.9402
"2023-04-18","2E902B",247.7772
"2023-04-19","2E902B",252.0914
"2023-04-20","2E902B",256.6392
"2023-04-21","2E902B",255.7433
"2023-04-24","2E902B",254.1559
"2023-04-25","2E902B",252.2082
"2023-04-26","2E902B",250.3482
"2023-04-27","2E902B",272.8734
"2023-04-28","2E902B",274.5386
"2023-05-01","2E902B",275.0451
"2023-05-02","2E902B",274.2465
"2023-05-03","2E902B",275.8631
"2023-05-04","2E902B",271.4515
"2023-05-05","2E902B",275.1717
"2023-05-08","2E902B",274.5776
"2023-05-09","2E902B",274.1491
"2023-05-10","2E902B",280.5571
"2023-05-11","2E902B",281.8523
"2023-05-12","2E902B",281.3556
"2023-05-15","2E902B",278.9892
"2023-05-16","2E902B",273.5648
"2023-05-17","2E902B",279.1742
"2023-05-18","2E902B",284.8323
"2023-05-19","2E902B",280.5181
"2023-05-22","2E902B",273.5648
"2023-05-23","2E902B",268.2183
"2023-05-24","2E902B",266.7673
"2023-05-25","2E902B",269.1825
"2023-05-26","2E902B",273.2045
"2023-05-30","2E902B",273.6232
"2023-05-31","2E902B",268.306
"2023-06-01","2E902B",275.5807
"2023-06-02","2E902B",290.4319
"2023-06-05","2E902B",286.9845
"2023-06-06","2E902B",291.9024
"2023-06-07","2E902B",299.7712
"2023-06-08","2E902B",297.0054
"2023-06-09","2E902B",295.4473
"2023-06-12","2E902B",297.0833
"2023-06-13","2E902B",301.7091
"2023-06-14","2E902B",298.622
"2023-06-15","2E902B",300.6671
"2023-06-16","2E902B",302.907
"2023-06-20","2E902B",304.0074
"2023-06-21","2E902B",305.3611
"2023-06-22","2E902B",304.806
"2023-06-23","2E902B",303.5594
"2023-06-26","2E902B",306.7439
"2023-06-27","2E902B",314.2621
"2023-06-28","2E902B",313.035
"2023-06-29","2E902B",315.6246
"2023-06-30","2E902B",318.6344
"2023-07-03","2E902B",319.592
"2023-07-05","2E902B",314.3054
"2023-07-06","2E902B",311.1393
"2023-07-07","2E902B",312.781
"2023-07-10","2E902B",317.237
"2023-07-11","2E902B",319.7093
"2023-07-12","2E902B",326.6767
"2023-07-13","2E902B",329.6376
"2023-07-14","2E902B",328.4649
"2023-07-17","2E902B",332.6962
"2023-07-18","2E902B",331.6017
"2023-07-19","2E902B",326.6278
"2023-07-20","2E902B",324.4389
"2023-07-21","2E902B",323.4128
"2023-07-24","2E902B",324.3412
"2023-07-25","2E902B",325.9242
"2023-07-26","2E902B",328.3281
"2023-07-27","2E902B",348.3313
"2023-07-28","2E902B",355.074
"2023-07-31","2E902B",359.061
"2023-08-01","2E902B",366.429
"2023-08-02","2E902B",364.2499
"2023-08-03","2E902B",365.0903
"2023-08-04","2E902B",363.429
"2023-08-07","2E902B",368.5495
"2023-08-08","2E902B",368.7743
"2023-08-09","2E902B",363.3899
"2023-08-10","2E902B",363.2434
"2023-08-11","2E902B",362.5496
"2023-08-14","2E902B",364.1619
"2023-08-15","2E902B",360.9469
"2023-08-16","2E902B",358.5919
"2023-08-17","2E902B",344.1587
"2023-08-18","2E902B",340.6506
"2023-08-21","2E902B",340.0154
"2023-08-22","2E902B",342.517
"2023-08-23","2E902B",356.4909
"2023-08-24","2E902B",349.5138
"2023-08-25","2E902B",352.4942
"2023-08-28","2E902B",354.9176
"2023-08-29","2E902B",363.1456
"2023-08-30","2E902B",365.9683
"2023-08-31","2E902B",369.3105
"2023-09-01","2E902B",374.75
"2023-09-05","2E902B",366.1055
"2023-09-06","2E902B",371.0942
"2023-09-07","2E902B",377.4355
"2023-09-08","2E902B",379.5329
"2023-09-11","2E902B",384.2667
"2023-09-12","2E902B",378.1019
"2023-09-13","2E902B",371.0158
"2023-09-14","2E902B",373.5445
"2023-09-15","2E902B",368.938
"2023-09-18","2E902B",370.1043
"2023-09-19","2E902B",368.9576
"2023-09-20","2E902B",366.0957
"2023-09-21","2E902B",360.862
"2023-09-22","2E902B",367.0464
"2023-09-25","2E902B",372.5252
"2023-09-26","2E902B",358.1079
"2023-09-27","2E902B",366.9484
"2023-09-28","2E902B",371.5353
"2023-09-29","2E902B",366.9876
"2023-10-02","2E902B",361.4991
"2023-10-03","2E902B",356.1477
"2023-10-04","2E902B",364.9686
"2023-10-05","2E902B",364.6158
"2023-10-06","2E902B",366.1839
"2023-10-09","2E902B",372.1723
"2023-10-10","2E902B",374.407
"2023-10-11","2E902B",382.434
"2023-10-12","2E902B",377.014
"2023-10-13","2E902B",362.3812
"2023-10-16","2E902B",369.7907
"2023-10-17","2E902B",370.9178
"2023-10-18","2E902B",354.5306
"2023-10-19","2E902B",350.228
"2023-10-20","2E902B",341.5639
"2023-10-23","2E902B",342.8282
"2023-10-24","2E902B",338.6334
"2023-10-25","2E902B",332.547
"2023-10-26","2E902B",350.9826
"2023-10-27","2E902B",351.6001
"2023-10-30","2E902B",358.1275
"2023-10-31","2E902B",363.1652
"2023-11-01","2E902B",375.6909
"2023-11-02","2E902B",374.799
"2023-11-03","2E902B",379.4153
"2023-11-06","2E902B",377.4943
"2023-11-07","2E902B",383.6297
"2023-11-08","2E902B",386.2857
"2023-11-09","2E902B",380.2091
"2023-11-10","2E902B",388.7164
"2023-11-13","2E902B",385.139
"2023-11-14","2E902B",396.9296
"2023-11-15","2E902B",395.5967
"2023-11-16","2E902B",397.0472
"2023-11-17","2E902B",397.5373
"2023-11-20","2E902B",399.3994
"2023-11-21","2E902B",402.3593
"2023-11-22","2E902B",402.9768
"2023-11-24","2E902B",408.1419
"2023-11-27","2E902B",404.0059
"2023-11-28","2E902B",393.3718
"2023-11-29","2E902B",393.166
"2023-11-30","2E902B",398.5664
"2023-12-01","2E902B",409.9649
"2023-12-04","2E902B",411.6605
"2023-12-05","2E902B",405.2114
"2023-12-06","2E902B",410.2883
"2023-12-07","2E902B",410.3275
"2023-12-08","2E902B",412.2485
"2023-12-11","2E902B",420.5107
"2023-12-12","2E902B",423.9019
"2023-12-13","2E902B",416.2081
"2023-12-14","2E902B",435.2318
"2023-12-15","2E902B",432.7227
"2023-12-18","2E902B",429.1846
"2023-12-19","2E902B",432.0367
"2023-12-20","2E902B",427.3616
"2023-12-21","2E902B",434.8594
"2023-12-22","2E902B",435.1338
"2023-12-26","2E902B",437.3586
"2023-12-27","2E902B",440.0343
"2023-12-28","2E902B",439.5528
"2023-12-29","2E902B",439.6904
"2024-01-02","2E902B",433.3925
"2024-01-03","2E902B",422.418
"2024-01-04","2E902B",423.0762
"2024-01-05","2E902B",423.0566
"2024-01-08","2E902B",427.6547
"2024-01-09","2E902B",435.4853
"2024-01-10","2E902B",436.3008
"2024-01-11","2E902B",434.0017
"2024-01-12","2E902B",423.1941
"2024-01-16","2E902B",426.2989
"2024-01-17","2E902B",425.5522
"2024-01-18","2E902B",433.3827
"2024-01-19","2E902B",436.2811
"2024-01-22","2E902B",446.6858
"2024-01-23","2E902B",434.601
"2024-01-24","2E902B",425.1199
"2024-01-25","2E902B",431.7911
"2024-01-26","2E902B",436.4776
"2024-01-29","2E902B",429.4232
"2024-01-30","2E902B",439.9164
"2024-01-31","2E902B",420.6691
"2024-02-01","2E902B",417.1812
"2024-02-02","2E902B",412.6322
"2024-02-05","2E902B",415.3046
"2024-02-06","2E902B",417.8395
"2024-02-07","2E902B",430.1012
"2024-02-08","2E902B",440.5059
"2024-02-09","2E902B",449.1323
"2024-02-12","2E902B",442.2351
"2024-02-13","2E902B",425.0216
"2024-02-14","2E902B",439.1205
"2024-02-15","2E902B",443.4043
"2024-02-16","2E902B",440.5648
"2024-02-20","2E902B",441.007
"2024-02-21","2E902B",440.8301
"2024-02-22","2E902B",448.7393
"2024-02-23","2E902B",451.2545
"2024-02-26","2E902B",455.1943
"2024-02-27","2E902B",460.8339
"2024-02-28","2E902B",463.4474
"2024-02-29","2E902B",462.9659
"2024-03-01","2E902B",464.6755
"2024-03-04","2E902B",469.6666
"2024-03-05","2E902B",464.1155
"2024-03-06","2E902B",466.7977
"2024-03-07","2E902B",472.958
"2024-03-08","2E902B",462.5041
"2024-03-11","2E902B",454.595
"2024-03-12","2E902B",461.0599
"2024-03-13","2E902B",462.3862
"2024-03-14","2E902B",461.1778
"2024-03-15","2E902B",463.8207
"2024-03-18","2E902B",464.3414
"2024-03-19","2E902B",474.5398
"2024-03-20","2E902B",480.1991
"2024-03-21","2E902B",490.5252
"2024-03-22","2E902B",485.2098
"2024-03-25","2E902B",480.4545
"2024-03-26","2E902B",475.6108
"2024-03-27","2E902B",479.2543
"2024-03-28","2E902B",481.3026
"2024-04-01","2E902B",476.7728
"2024-04-02","2E902B",470.8249
"2024-04-03","2E902B",473.9662
"2024-04-04","2E902B",458.88
"2024-04-05","2E902B",472.9126
"2024-04-08","2E902B",477.3636
"2024-04-09","2E902B",474.2814
"2024-04-10","2E902B",460.0124
"2024-04-11","2E902B",457.8657
"2024-04-12","2E902B",463.9711
"2024-04-15","2E902B",454.9312
"2024-04-16","2E902B",453.9563
"2024-04-17","2E902B",450.8642
"2024-04-18","2E902B",451.6421
"2024-04-19","2E902B",450.1749
"2024-04-22","2E902B",452.2822
"2024-04-23","2E902B",469.3872
"2024-04-24","2E902B",460.7116
"2024-04-25","2E902B",468.2449
"2024-04-26","2E902B",469.8303
"2024-04-29","2E902B",470.0273
"2024-04-30","2E902B",456.3492
"2024-05-01","2E902B",448.2054
"2024-05-02","2E902B",448.8356
"2024-05-03","2E902B",451.7308
"2024-05-06","2E902B",462.947
"2024-05-07","2E902B",464.0105
"2024-05-08","2E902B",473.3262
"2024-05-09","2E902B",481.2435
"2024-05-10","2E902B",486.9648
"2024-05-13","2E902B",478.0726
"2024-05-14","2E902B",489.2691
"2024-05-15","2E902B",495.6404
"2024-05-16","2E902B",483.6659
"2024-05-17","2E902B",482.3858
"2024-05-20","2E902B",483.4296
"2024-05-21","2E902B",485.8225
"2024-05-22","2E902B",490.8349
"2024-05-23","2E902B",484.3159
"2024-05-24","2E902B",495.7389
"2024-05-28","2E902B",495.2564
"2024-05-29","2E902B",479.3823
"2024-05-30","2E902B",486.5217
"2024-05-31","2E902B",494.9314
"2023-03-01","2EB88B",30.65
"2023-03-02","2EB88B",30.76
"2023-03-03","2EB88B",31.16
"2023-03-06","2EB88B",30.32
"2023-03-07","2EB88B",29.83
"2023-03-08","2EB88B",30.14
"2023-03-09","2EB88B",29.21
"2023-03-10","2EB88B",28.3
"2023-03-13","2EB88B",26.78
"2023-03-14","2EB88B",26.95
"2023-03-15","2EB88B",26.56
"2023-03-16","2EB88B",27.62
"2023-03-17","2EB88B",27.48
"2023-03-20","2EB88B",27.91
"2023-03-21","2EB88B",28.81
"2023-03-22","2EB88B",28.2
"2023-03-23","2EB88B",27.67
"2023-03-24","2EB88B",27.99
"2023-03-27","2EB88B",28.12
"2023-03-28","2EB88B",27.89
"2023-03-29","2EB88B",28.82
"2023-03-30","2EB88B",28.91
"2023-03-31","2EB88B",29.66
"2023-04-03","2EB88B",29.28
"2023-04-04","2EB88B",29.18
"2023-04-05","2EB88B",29.06
"2023-04-06","2EB88B",28.93
"2023-04-10","2EB88B",29.2
"2023-04-11","2EB88B",29.79
"2023-04-12","2EB88B",29.02
"2023-04-13","2EB88B",29.37
"2023-04-14","2EB88B",28.71
"2023-04-17","2EB88B",28.47
"2023-04-18","2EB88B",29.12
"2023-04-19","2EB88B",29.28
"2023-04-20","2EB88B",29.34
"2023-04-21","2EB88B",29.64
"2023-04-24","2EB88B",29.59
"2023-04-25","2EB88B",28.54
"2023-04-26","2EB88B",28.13
"2023-04-27","2EB88B",29.71
"2023-04-28","2EB88B",29.79
"2023-05-01","2EB88B",30.53
"2023-05-02","2EB88B",30.48
"2023-05-03","2EB88B",30.11
"2023-05-04","2EB88B",26.0
"2023-05-05","2EB88B",26.44
"2023-05-08","2EB88B",25.91
"2023-05-09","2EB88B",26.37
"2023-05-10","2EB88B",25.61
"2023-05-11","2EB88B",25.06
"2023-05-12","2EB88B",24.64
"2023-05-15","2EB88B",24.53
"2023-05-16","2EB88B",23.18
"2023-05-17","2EB88B",24.43
"2023-05-18","2EB88B",25.02
"2023-05-19","2EB88B",24.53
"2023-05-22","2EB88B",25.28
"2023-05-23","2EB88B",25.29
"2023-05-24","2EB88B",24.89
"2023-05-25","2EB88B",24.97
"2023-05-26","2EB88B",25.64
"2023-05-30","2EB88B",24.94
"2023-05-31","2EB88B",25.04
"2023-06-01","2EB88B",24.8
"2023-06-02","2EB88B",26.41
"2023-06-05","2EB88B",25.81
"2023-06-06","2EB88B",26.64
"2023-06-07","2EB88B",26.56
"2023-06-08","2EB88B",26.61
"2023-06-09","2EB88B",26.2
"2023-06-12","2EB88B",26.76
"2023-06-13","2EB88B",26.65
"2023-06-14","2EB88B",26.08
"2023-06-15","2EB88B",25.84
"2023-06-16","2EB88B",24.84
"2023-06-20","2EB88B",24.69
"2023-06-21","2EB88B",24.27
"2023-06-22","2EB88B",23.59
"2023-06-23","2EB88B",23.03
"2023-06-26","2EB88B",23.69
"2023-06-27","2EB88B",24.17
"2023-06-28","2EB88B",23.77
"2023-06-29","2EB88B",23.81
"2023-06-30","2EB88B",24.03
"2023-07-03","2EB88B",24.27
"2023-07-05","2EB88B",24.23
"2023-07-06","2EB88B",23.61
"2023-07-07","2EB88B",24.73
"2023-07-10","2EB88B",25.93
"2023-07-11","2EB88B",26.14
"2023-07-12","2EB88B",26.77
"2023-07-13","2EB88B",27.09
"2023-07-14","2EB88B",25.99
"2023-07-17","2EB88B",25.71
"2023-07-18","2EB88B",27.1
"2023-07-19","2EB88B",27.62
"2023-07-20","2EB88B",26.78
"2023-07-21","2EB88B",26.39
"2023-07-24","2EB88B",25.69
"2023-07-25","2EB88B",25.5
"2023-07-26","2EB88B",26.05
"2023-07-27","2EB88B",25.33
"2023-07-28","2EB88B",25.11
"2023-07-31","2EB88B",26.29
"2023-08-01","2EB88B",26.1
"2023-08-02","2EB88B",25.45
"2023-08-03","2EB88B",24.58
"2023-08-04","2EB88B",24.51
"2023-08-07","2EB88B",25.01
"2023-08-08","2EB88B",24.84
"2023-08-09","2EB88B",27.1
"2023-08-10","2EB88B",25.13
"2023-08-11","2EB88B",23.52
"2023-08-14","2EB88B",24.93
"2023-08-15","2EB88B",24.16
"2023-08-16","2EB88B",23.25
"2023-08-17","2EB88B",22.83
"2023-08-18","2EB88B",22.96
"2023-08-21","2EB88B",22.88
"2023-08-22","2EB88B",22.78
"2023-08-23","2EB88B",22.78
"2023-08-24","2EB88B",23.0
"2023-08-25","2EB88B",23.5
"2023-08-28","2EB88B",23.97
"2023-08-29","2EB88B",24.11
"2023-08-30","2EB88B",24.07
"2023-08-31","2EB88B",23.69
"2023-09-01","2EB88B",24.04
"2023-09-05","2EB88B",22.43
"2023-09-06","2EB88B",22.26
"2023-09-07","2EB88B",21.99
"2023-09-08","2EB88B",22.15
"2023-09-11","2EB88B",21.7
"2023-09-12","2EB88B",21.77
"2023-09-13","2EB88B",21.45
"2023-09-14","2EB88B",23.32
"2023-09-15","2EB88B",23.52
"2023-09-18","2EB88B",23.41
"2023-09-19","2EB88B",23.75
"2023-09-20","2EB88B",23.35
"2023-09-21","2EB88B",22.95
"2023-09-22","2EB88B",22.36
"2023-09-25","2EB88B",22.11
"2023-09-26","2EB88B",22.22
"2023-09-27","2EB88B",22.35
"2023-09-28","2EB88B",23.06
"2023-09-29","2EB88B",22.95
"2023-10-02","2EB88B",22.54
"2023-10-03","2EB88B",21.63
"2023-10-04","2EB88B",20.58
"2023-10-05","2EB88B",20.54
"2023-10-06","2EB88B",21.0
"2023-10-09","2EB88B",21.88
"2023-10-10","2EB88B",21.72
"2023-10-11","2EB88B",21.67
"2023-10-12","2EB88B",20.41
"2023-10-13","2EB88B",20.11
"2023-10-16","2EB88B",20.58
"2023-10-17","2EB88B",20.99
"2023-10-18","2EB88B",20.18
"2023-10-19","2EB88B",20.15
"2023-10-20","2EB88B",20.43
"2023-10-23","2EB88B",20.82
"2023-10-24","2EB88B",20.8
"2023-10-25","2EB88B",19.02
"2023-10-26","2EB88B",18.8
"2023-10-27","2EB88B",18.41
"2023-10-30","2EB88B",19.56
"2023-10-31","2EB88B",19.73
"2023-11-01","2EB88B",19.6
"2023-11-02","2EB88B",22.34
"2023-11-03","2EB88B",22.72
"2023-11-06","2EB88B",23.26
"2023-11-07","2EB88B",23.59
"2023-11-08","2EB88B",23.19
"2023-11-09","2EB88B",22.61
"2023-11-10","2EB88B",23.69
"2023-11-13","2EB88B",22.92
"2023-11-14","2EB88B",24.01
"2023-11-15","2EB88B",24.4
"2023-11-16","2EB88B",24.66
"2023-11-17","2EB88B",24.57
"2023-11-20","2EB88B",26.25
"2023-11-21","2EB88B",25.36
"2023-11-22","2EB88B",25.84
"2023-11-24","2EB88B",26.27
"2023-11-27","2EB88B",26.33
"2023-11-28","2EB88B",25.99
"2023-11-29","2EB88B",25.27
"2023-11-30","2EB88B",24.56
"2023-12-01","2EB88B",25.58
"2023-12-04","2EB88B",24.9
"2023-12-05","2EB88B",23.91
"2023-12-06","2EB88B",23.73
"2023-12-07","2EB88B",23.29
"2023-12-08","2EB88B",23.86
"2023-12-11","2EB88B",25.53
"2023-12-12","2EB88B",24.86
"2023-12-13","2EB88B",25.37
"2023-12-14","2EB88B",26.17
"2023-12-15","2EB88B",25.75
"2023-12-18","2EB88B",25.03
"2023-12-19","2EB88B",26.06
"2023-12-20","2EB88B",24.94
"2023-12-21","2EB88B",25.05
"2023-12-22","2EB88B",25.09
"2023-12-26","2EB88B",25.39
"2023-12-27","2EB88B",25.01
"2023-12-28","2EB88B",26.6
"2023-12-29","2EB88B",26.02
"2024-01-02","2EB88B",25.95
"2024-01-03","2EB88B",24.61
"2024-01-04","2EB88B",24.53
"2024-01-05","2EB88B",24.55
"2024-01-08","2EB88B",25.38
"2024-01-09","2EB88B",24.54
"2024-01-10","2EB88B",24.0
"2024-01-11","2EB88B",23.26
"2024-01-12","2EB88B",22.46
"2024-01-16","2EB88B",23.28
"2024-01-17","2EB88B",22.92
"2024-01-18","2EB88B",23.72
"2024-01-19","2EB88B",23.28
"2024-01-22","2EB88B",23.34
"2024-01-23","2EB88B",23.95
"2024-01-24","2EB88B",23.47
"2024-01-25","2EB88B",23.81
"2024-01-26","2EB88B",23.53
"2024-01-29","2EB88B",23.42
"2024-01-30","2EB88B",22.84
"2024-01-31","2EB88B",22.55
"2024-02-01","2EB88B",21.39
"2024-02-02","2EB88B",21.63
"2024-02-05","2EB88B",21.33
"2024-02-06","2EB88B",22.07
"2024-02-07","2EB88B",22.12
"2024-02-08","2EB88B",22.45
"2024-02-09","2EB88B",23.28
"2024-02-12","2EB88B",23.39
"2024-02-13","2EB88B",22.72
"2024-02-14","2EB88B",22.5
"2024-02-15","2EB88B",19.385
"2024-02-16","2EB88B",18.605
"2024-02-20","2EB88B",17.27
"2024-02-21","2EB88B",17.42
"2024-02-22","2EB88B",16.61
"2024-02-23","2EB88B",17.06
"2024-02-26","2EB88B",16.6
"2024-02-27","2EB88B",17.63
"2024-02-28","2EB88B",18.0
"2024-02-29","2EB88B",18.3
"2024-03-01","2EB88B",18.5
"2024-03-04","2EB88B",18.04
"2024-03-05","2EB88B",17.53
"2024-03-06","2EB88B",17.71
"2024-03-07","2EB88B",18.5
"2024-03-08","2EB88B",18.31
"2024-03-11","2EB88B",18.74
"2024-03-12","2EB88B",19.11
"2024-03-13","2EB88B",19.03
"2024-03-14","2EB88B",18.16
"2024-03-15","2EB88B",17.64
"2024-03-18","2EB88B",17.65
"2024-03-19","2EB88B",17.5
"2024-03-20","2EB88B",17.83
"2024-03-21","2EB88B",17.53
"2024-03-22","2EB88B",17.28
"2024-03-25","2EB88B",17.03
"2024-03-26","2EB88B",17.79
"2024-03-27","2EB88B",18.3
"2024-03-28","2EB88B",18.21
"2024-04-01","2EB88B",18.27
"2024-04-02","2EB88B",17.6
"2024-04-03","2EB88B",17.89
"2024-04-04","2EB88B",17.47
"2024-04-05","2EB88B",17.36
"2024-04-08","2EB88B",17.49
"2024-04-09","2EB88B",18.05
"2024-04-10","2EB88B",16.93
"2024-04-11","2EB88B",16.91
"2024-04-12","2EB88B",16.7
"2024-04-15","2EB88B",16.28
"2024-04-16","2EB88B",16.54
"2024-04-17","2EB88B",16.26
"2024-04-18","2EB88B",16.14
"2024-04-19","2EB88B",16.54
"2024-04-22","2EB88B",16.93
"2024-04-23","2EB88B",17.43
"2024-04-24","2EB88B",17.84
"2024-04-25","2EB88B",17.19
"2024-04-26","2EB88B",16.86
"2024-04-29","2EB88B",17.03
"2024-04-30","2EB88B",16.54
"2024-05-01","2EB88B",16.44
"2024-05-02","2EB88B",15.0
"2024-05-03","2EB88B",15.125
"2024-05-06","2EB88B",15.41
"2024-05-07","2EB88B",15.91
"2024-05-08","2EB88B",15.66
"2024-05-09","2EB88B",16.24
"2024-05-10","2EB88B",16.08
"2024-05-13","2EB88B",15.86
"2024-05-14","2EB88B",16.9
"2024-05-15","2EB88B",15.9
"2024-05-16","2EB88B",15.94
"2024-05-17","2EB88B",15.93
"2024-05-20","2EB88B",16.27
"2024-05-21","2EB88B",16.41
"2024-05-22","2EB88B",16.04
"2024-05-23","2EB88B",15.44
"2024-05-24","2EB88B",16.03
"2024-05-28","2EB88B",15.1
"2024-05-29","2EB88B",14.98
"2024-05-30","2EB88B",14.63
"2024-05-31","2EB88B",17.5
"2023-03-01","2EC172",15.6933
"2023-03-02","2EC172",15.6503
"2023-03-03","2EC172",15.816
"2023-03-06","2EC172",15.3681
"2023-03-07","2EC172",15.0859
"2023-03-08","2EC172",15.0798
"2023-03-09","2EC172",14.4294
"2023-03-10","2EC172",13.865
"2023-03-13","2EC172",13.2577
"2023-03-14","2EC172",13.5153
"2023-03-15","2EC172",13.2147
"2023-03-16","2EC172",13.2699
"2023-03-17","2EC172",13.0307
"2023-03-20","2EC172",13.3988
"2023-03-21","2EC172",13.7117
"2023-03-22","2EC172",13.3558
"2023-03-23","2EC172",13.3558
"2023-03-24","2EC172",13.411
"2023-03-27","2EC172",13.4847
"2023-03-28","2EC172",13.4479
"2023-03-29","2EC172",13.7975
"2023-03-30","2EC172",14.1104
"2023-03-31","2EC172",14.4724
"2023-04-03","2EC172",14.3865
"2023-04-04","2EC172",14.2209
"2023-04-05","2EC172",14.0
"2023-04-06","2EC172",13.8589
"2023-04-10","2EC172",14.0123
"2023-04-11","2EC172",14.0859
"2023-04-12","2EC172",13.8037
"2023-04-13","2EC172",14.1288
"2023-04-14","2EC172",13.9141
"2023-04-17","2EC172",14.1104
"2023-04-18","2EC172",14.0675
"2023-04-19","2EC172",14.0552
"2023-04-20","2EC172",13.7607
"2023-04-21","2EC172",13.6258
"2023-04-24","2EC172",13.3558
"2023-04-25","2EC172",13.0123
"2023-04-26","2EC172",12.9816
"2023-04-27","2EC172",13.3681
"2023-04-28","2EC172",13.6748
"2023-05-01","2EC172",13.4847
"2023-05-02","2EC172",12.8282
"2023-05-03","2EC172",12.6074
"2023-05-04","2EC172",12.0245
"2023-05-05","2EC172",13.9755
"2023-05-08","2EC172",13.8896
"2023-05-09","2EC172",14.0
"2023-05-10","2EC172",14.1472
"2023-05-11","2EC172",14.1227
"2023-05-12","2EC172",14.3067
"2023-05-15","2EC172",14.6564
"2023-05-16","2EC172",14.3926
"2023-05-17","2EC172",14.7055
"2023-05-18","2EC172",14.9939
"2023-05-19","2EC172",14.816
"2023-05-22","2EC172",14.9816
"2023-05-23","2EC172",15.0491
"2023-05-24","2EC172",14.7117
"2023-05-25","2EC172",14.6871
"2023-05-26","2EC172",14.7607
"2023-05-30","2EC172",14.6442
"2023-05-31","2EC172",14.5399
"2023-06-01","2EC172",14.7239
"2023-06-02","2EC172",15.1902
"2023-06-05","2EC172",15.0061
"2023-06-06","2EC172",15.2577
"2023-06-07","2EC172",15.2577
"2023-06-08","2EC172",15.2883
"2023-06-09","2EC172",15.4233
"2023-06-12","2EC172",15.4908
"2023-06-13","2EC172",15.5828
"2023-06-14","2EC172",15.2209
"2023-06-15","2EC172",15.4172
"2023-06-16","2EC172",15.411
"2023-06-20","2EC172",15.2761
"2023-06-21","2EC172",15.1472
"2023-06-22","2EC172",15.0859
"2023-06-23","2EC172",14.9509
"2023-06-26","2EC172",14.9325
"2023-06-27","2EC172",15.1963
"2023-06-28","2EC172",15.135
"2023-06-29","2EC172",15.3067
"2023-06-30","2EC172",15.4601
"2023-07-03","2EC172",15.7178
"2023-07-05","2EC172",15.1902
"2023-07-06","2EC172",15.0736
"2023-07-07","2EC172",15.3436
"2023-07-10","2EC172",15.5276
"2023-07-11","2EC172",15.7975
"2023-07-12","2EC172",16.0368
"2023-07-13","2EC172",16.2515
"2023-07-14","2EC172",15.9202
"2023-07-17","2EC172",15.9448
"2023-07-18","2EC172",16.4663
"2023-07-19","2EC172",16.5031
"2023-07-20","2EC172",16.3865
"2023-07-21","2EC172",16.3558
"2023-07-24","2EC172",16.5276
"2023-07-25","2EC172",16.5828
"2023-07-26","2EC172",16.5399
"2023-07-27","2EC172",16.5399
"2023-07-28","2EC172",16.319
"2023-07-31","2EC172",16.4908
"2023-08-01","2EC172",16.1718
"2023-08-02","2EC172",15.7791
"2023-08-03","2EC172",17.6503
"2023-08-04","2EC172",17.4724
"2023-08-07","2EC172",17.8896
"2023-08-08","2EC172",17.8098
"2023-08-09","2EC172",17.6196
"2023-08-10","2EC172",17.6687
"2023-08-11","2EC172",17.9755
"2023-08-14","2EC172",18.0675
"2023-08-15","2EC172",17.7975
"2023-08-16","2EC172",18.0491
"2023-08-17","2EC172",17.8773
"2023-08-18","2EC172",18.3067
"2023-08-21","2EC172",18.227
"2023-08-22","2EC172",18.1411
"2023-08-23","2EC172",18.362
"2023-08-24","2EC172",18.5951
"2023-08-25","2EC172",18.2331
"2023-08-28","2EC172",18.5706
"2023-08-29","2EC172",18.5337
"2023-08-30","2EC172",18.5276
"2023-08-31","2EC172",18.8712
"2023-09-01","2EC172",18.8344
"2023-09-05","2EC172",18.3988
"2023-09-06","2EC172",17.6871
"2023-09-07","2EC172",16.9018
"2023-09-08","2EC172",16.7914
"2023-09-11","2EC172",16.9448
"2023-09-12","2EC172",16.908
"2023-09-13","2EC172",16.6933
"2023-09-14","2EC172",16.9264
"2023-09-15","2EC172",16.4663
"2023-09-18","2EC172",16.3436
"2023-09-19","2EC172",16.7239
"2023-09-20","2EC172",16.8528
"2023-09-21","2EC172",16.6319
"2023-09-22","2EC172",16.5767
"2023-09-25","2EC172",16.9877
"2023-09-26","2EC172",16.3067
"2023-09-27","2EC172",16.411
"2023-09-28","2EC172",16.6258
"2023-09-29","2EC172",16.546
"2023-10-02","2EC172",16.5706
"2023-10-03","2EC172",15.9387
"2023-10-04","2EC172",16.1779
"2023-10-05","2EC172",15.9448
"2023-10-06","2EC172",16.1227
"2023-10-09","2EC172",16.0491
"2023-10-10","2EC172",16.3804
"2023-10-11","2EC172",16.7546
"2023-10-12","2EC172",16.0368
"2023-10-13","2EC172",16.092
"2023-10-16","2EC172",16.6135
"2023-10-17","2EC172",16.18
"2023-10-18","2EC172",15.59
"2023-10-19","2EC172",15.54
"2023-10-20","2EC172",15.56
"2023-10-23","2EC172",15.35
"2023-10-24","2EC172",15.15
"2023-10-25","2EC172",14.79
"2023-10-26","2EC172",15.32
"2023-10-27","2EC172",14.85
"2023-10-30","2EC172",14.79
"2023-10-31","2EC172",15.29
"2023-11-01","2EC172",15.58
"2023-11-02","2EC172",16.14
"2023-11-03","2EC172",16.74
