date,0157B1,03B8CF,55018,61366,0624BE,063384,067779,06EF42,07EC43,095294
2009-03-18,3.5541,24.7002,11.1113,14.33,16.6366,37.3924,16.3869,7.4888,9.7151,29.4855
2009-03-19,3.4968,23.8317,9.6043,14.23,16.4014,38.4513,16.6245,7.3236,9.6127,28.8901
2009-03-20,3.4898,23.0585,8.8547,13.4,15.7809,37.8414,15.8152,6.9108,9.1408,28.4579
2009-03-23,3.7701,24.7604,10635,12.56,16615,39517,17.3076,8.1658,9.5726,30497
2009-03-24,3632,24.2484,10393,11.77,16.9577,39.4433,16.9512,7.8521,9.0651,29.7466
2009-03-25,3.6115,24.6098,11.2909,12.28,16615,39336,16.8621,8.3062,9.2476,29.9504
2009-03-26,3.6759,25.6189,11.5642,12645,18.3765,39765,17.1814,9.0245,9.7018,30.8313
2009-03-27,3.5177,25.2675,11.1113,13.31,17.7848,39.6108,16.4612,8.9254,8.9582,29.7057
2009-03-30,3.5636,24.4241,8.8625,12.84,17164,36.9299,15533,8.3144,8.9404,29.9179
2009-03-31,3.6634,24.9613,9.5575,12.8,16.9715,37.9688,16.0379,8.0089,9.2565,30.0483
2009-04-01,3.6664,25.4282,10.1275,12.33,17307,38.8334,17.1071,8364,9.4613,30652
2009-04-02,3808,26.1712,10.2602,14.95,18.7758,39.0076,17961,9074,9.8709,32.0058
2009-04-03,3.8993,26.1611,10.7912,13.84,19.2109,39.5572,18.9485,9.5199,10.1336,32.7482
2009-04-06,3.8903,26.1461,10.0103,13.45,18.5477,38.9473,18.3768,9.0906,10285,32.4381
2009-04-07,3.7666,25.5035,10.0025,13.95,17.5639,37.3924,17.4487,8.4218,9.9244,31.6716
2009-04-08,3.84,25.7946,10.7834,14.47,18298,37446,17.8125,8.0833,10.0847,31.0109
2009-04-09,3.9791,26.6732,13.6334,15.23,17.6563,38.2838,19.0079,8.7851,10.5165,31.8754
2009-04-13,3.9377,26.7837,14.9999,14.93,17.1284,38.3508,19.4534,8.8511,10472,31.3372
2009-04-14,3.8519,26.5778,13.3289,14.54,16.1944,37.5398,18.7703,8.5126,10285,30.7662
2009-04-15,3.7267,26.9744,13.5241,15.88,16.3588,37.4795,19.1713,9.2144,10009,30.3748
2009-04-16,3.8534,27.4915,13.9458,15.2,16.6863,38.6256,20.3518,9.5777,10.4052,30.6357
2009-04-17,3.8933,27.0146,13938,14885,17.0143,38.4245,20233,10.1887,10.4097,30.9782
2009-04-20,3.8694,26.0908,10.4476,15.35,16.4295,36.2396,18748,9.1649,10.0312,30.0402
2009-04-21,3.9278,26.7535,11.7516,14.75,16.7011,36.0988,18.9856,9.8089,10.0847,30.3094
2009-04-22,3.9507,26.6381,11.2284,15.06,17143,36.5278,19743,9.9245,10.2182,30.0566
2009-04-23,4021,27.2154,13.2196,15.28,17.0075,31.8093,20582,9.9162,10.1114,30.0483
2009-04-24,4.2131,28.6161,14.8515,15.67,18.0841,32.2249,21.1092,10.7254,10.2449,30.2359
2009-04-27,4.1462,28.7918,13.0712,15.43,17.8843,31.32,18258,10.6098,10.2316,30.1299
2009-04-28,4.1103,28.3902,12634,15.01,18.3906,31.2195,18.9708,10585,10.4097,30.3748
2009-04-29,3.9801,28.8771,13649,14.55,19.0896,31.7825,19.6984,10.7171,10.8772,31.4105
2009-04-30,4.0166,28.9173,13.0712,14.18,19.2966,32.1779,19.9583,10.7749,11.0375,30.1464
2009-05-01,3.9387,29.0579,13.5397,14.65,18.4836,32.7342,19.4089,10.2052,11.1176,30.2606
2009-05-04,3.9791,29.3591,15.8588,14.01,18.9042,33887,21.9556,11.1382,11.5317,30.8885
2009-05-05,4.0854,29334,15.2029,14.17,18.6263,33.1096,21.77,10197,11.9858,30.8231
2009-05-06,4.0899,29.6904,17483,14.98,18.5405,33.9876,21.8814,8.9089,11.7053,31.1659
2009-05-07,3.9547,29.5047,20.6992,14.46,18.9541,34.6779,20.8864,8.0833,11.2645,30.6601
2009-05-08,3.8884,30.1674,24526,14.47,18.9182,37.1042,20.6934,8.2566,11.2156,30.5705
2009-05-11,3.9213,29.6754,21.2079,15.13,18.1338,36.5345,20.2405,8.1163,11.3536,30.6031
2009-05-12,3.8874,29.8862,19.9479,14.79,18.2624,37.9956,19.9435,7.8273,11.3759,30.5052
2009-05-13,3.7008,28586,18.7506,14.22,18.1912,37.1243,18.7703,7.4475,10.9573,29.4855
2009-05-14,3.7467,29088,19.2358,14065,19.4324,37.7074,18.9782,7.5631,11.1087,29.7466
2009-05-15,3.6714,29078,19.2045,14.18,18.6118,37.4047,18.5624,7.4532,11.4694,29.5998
2009-05-18,3.7886,29.7356,20394,14.0,18.5905,38.8237,19.6687,8.1082,11.7499,30.3501
2009-05-19,3.8844,29.6202,19.4862,14.5,18933,39.4828,19.7059,8.2574,11.4159,30.2767
2009-05-20,3.8894,29.4733,18.0854,14.21,19.0396,40.6126,18.5995,8.0004,11.3491,30.3012
2009-05-21,3.7891,28.6377,17.9445,15.54,18.5048,39.9132,18.3248,7.5859,11.0865,32.5851
2009-05-22,3.7731,28.3946,17.1541,14.8,18.8829,41.9374,18.5253,7.4698,11.0464,32.4301
2009-05-26,3.9103,29.3264,17.7176,17.93,19817,41.5137,19.2381,7.8512,11.4694,34.3551
2009-05-27,3846,28.3794,17.4437,17.06,20538,41.0699,18.4139,7.6439,11.4783,34.1348
2009-05-28,3.8734,28.6377,18.2106,19.06,20.1365,41164,18.1095,7.2045,11.3358,34.0857
2009-05-29,3.8903,28.9162,19.1262,20.68,21.6076,42.5494,18.8891,7.6356,11.2156,34.6322
2009-06-01,4.1428,30.0253,19.4393,21.41,23.1362,44.0625,19.8098,7.6688,11.8345,36.0107
2009-06-02,4.2365,30.3646,19134,21.7,23.1504,45.6564,19.8989,7.9838,11.8745,35.7579
2009-06-03,4.2739,30.1316,18.7115,21.43,22.7484,43.1143,19.4831,7.5942,11545,35342
2009-06-04,4266,30.3089,19.5645,20.49,20.0575,43.9751,19.2975,7.8014,11.9369,35.6599
2009-06-05,4.3677,30.8609,18868,20035,19598,43.2017,18.9782,7.6356,12.1239,35.8314
2009-06-08,4.3079,30.7343,18.3436,21.1,19.8922,42.4754,18.5624,8.0087,12.0615,35.7497
2009-06-09,4.3438,30557,18821,21.49,20014,43.9886,18.5847,8.0336,12.2352,35.6354
2009-06-10,4.3193,30.6178,18.9619,21.26,19.5838,44.5871,17.7086,7.9755,11.83,35.9047
2009-06-11,4.2744,30.6786,19.2436,22.46,19.0885,44.8359,17.6195,7.9507,11.8389,36.4103
2009-06-12,4.1941,30.8913,18.7349,24.14,19792,44.6543,17.9462,7.9341,11928,36.6959
2009-06-15,4.1492,30.0354,18.3123,23.93,19.4113,42.8655,17.1962,7.7849,11.4916,36.1004
2009-06-16,4.0979,29.5796,18.1167,24.61,18.5144,41.7222,16.7285,7.8843,11358,35.6111
2009-06-17,4.1228,29.8987,17.5924,24.77,19.3543,40.2091,17.1146,8.0253,11456,36.2391
2009-06-18,4.0702,30.0354,17.4437,25.54,19.0097,40.7404,18.3916,7.7434,11407,36.4512
2009-06-19,4.1383,30.0658,17475,25.7,18.6652,40.9354,19.7504,7.7849,11.4605,35.7988
2009-06-22,3.9482,29.1036,16.0037,24.2,18.4214,38.9582,18.2357,7.6108,11.0865,34.8119
2009-06-23,3.8749,28896,16.5594,19672,18.0622,39.7451,18.2209,7.5859,11.0865,34.7302
2009-06-24,3.9542,29.1087,16622,19.99,18651,41.0632,18.9188,7.5693,11.4026,35.1216
2009-06-25,4.1004,29.8278,17.3419,18.92,18.7297,41.0363,19.1119,7.9341,11.6964,35.3256
2009-06-26,4.1842,30.0101,17.1698,18.65,18.7728,41.5877,18.8223,7959,11.8523,35.5867
2009-06-29,4.1418,30.3646,17.5141,20.03,18.7012,41.5877,19.3717,7.9092,12.1105,35.9699
2009-06-30,4.1732,30.4355,17.1228,20.44,18.2202,40.5184,19.1341,7.76,11.8879,36.1331
2009-07-01,4.0704,30.7596,17115,20.79,18.2487,41.4196,19.5054,7.7434,12115,36.4593
2009-07-02,3.9567,30.5114,16.2698,21.8,17.2085,40.3974,18.8223,7.5444,11.8478,35.7252
2009-07-06,3.8958,30.7241,16.4185,22.48,16.8644,39.6509,18.8891,7.2708,11.7632,35.6354
2009-07-07,3.7726,29.7569,16.0194,22605,16.7638,37.7141,18.5104,7.0387,11.4649,34.8362
2009-07-08,3.8589,29.8886,16.0976,24.61,17.2228,36.6112,18.1986,6.9641,11.3803,34.4038
2009-07-09,3.8958,29924,16.5907,23.24,16.5053,37.5258,18.7703,7.2045,11.3402,34.7956
2009-07-10,3.8724,30.2785,16.1446,23.15,16.6056,37.9898,18.3248,7047,11.7588,34.8036
2009-07-13,4.0639,30633,17.1072,23.48,17.1725,39.7989,18.6144,7.0719,12.0125,35.4398
2009-07-14,4.0879,30.7039,18.0854,22566,17.5958,40431,18.9262,7362,12.1016,35.6681
2009-07-15,4.2176,31.3977,20.2218,21.2,17.9976,42.7377,20.2405,7.7683,12.4444,36.3614
2009-07-16,4.2954,32.1067,21067,21001,18.1846,43.7465,20.2256,7.9921,12627,37.0468
2009-07-17,4.2824,31.8636,20.7383,20.5115,17.9976,43.6792,19.5574,8.2077,12.9208,37.0221
2009-07-20,4.4011,32.3295,20.9027,20.9,18.7443,44.2912,20.5523,8.3237,13.1657,37.4951
2009-07-21,4.4401,32.5118,20.5896,23.11,18.9879,44.2307,20.5152,8.1496,13001,38.0663
2009-07-22,4.4291,32.7498,20.7149,22145,19.1819,44.0087,20.6488,8.6056,13.0277,37.8705
2009-07-23,4.6825,35.1603,21.7792,21.93,19.6557,45.4143,21.1983,9.2606,13.3972,38.3842
2009-07-24,4.3144,35.1553,23.5321,22.88,20.2008,47.1157,21.1612,9.2274,13.5175,38.1967
2009-07-27,4.2021,35.4034,23.3365,21995,20.3156,47.4452,20.9681,9.4844,13.6822,38.1967
2009-07-28,4239,35.3882,23.2269,22.5502,20.1508,47.5999,21.1092,9.4513,13.4685,38.9226
2009-07-29,4.2071,34.8008,23.2504,20.07,20.3156,45.5152,20.2627,9.2606,13.4106,39.1102
2009-07-30,4.2944,35.3983,23.7982,20.26,20.9044,46.6988,20.9087,9443,13.4462,39.5424
2009-07-31,4.2779,35.7123,24.0252,20.8,20.5166,47.0552,20.7825,9.6088,13.1746,39.2896
2009-08-03,4.3617,36.5327,24.5651,21.04,21.5714,48.2926,21.5324,9.7414,13562,39.6485
2009-08-04,4.2799,36477,24.6512,21.72,21069,48.2993,21.8443,10214,14.96,39.7709
2009-08-05,4.2046,36.3757,24.6121,22.11,21.5357,48.1178,21.5027,10.4461,15.4008,39.5834
2009-08-06,4.2136,36.6644,25.1756,22.25,22.2029,48.6961,21.4656,10.3964,15.1604,39.6811
2009-08-07,4256,36.9176,26.7439,24.09,23.5452,48333,22.5348,11.2089,15.2005,40.3335
2009-08-10,4.2121,35.9098,26.5558,25.1701,23.1647,47.6403,22.1784,10.6037,15.1426,40554
2009-08-11,4.1682,36.1276,25.6779,25.14,22.7338,44.4122,21.9111,10869,15.0402,39.9421
2009-08-12,4.2879,36.6289,26.4853,23.54,23.0212,44.8359,22.6239,11.1508,15.4988,40.7414
2009-08-13,4.2201,36.7657,27.6688,23.8,23.6528,44.4055,22.5274,10.7363,15.4008,40.9698
2009-08-14,4.1692,36.1174,27.4964,23.3132,24.5783,45078,22.1635,10.2969,15.3296,40.5049
2009-08-17,4.0435,35.4895,26.6969,23.36,22.6338,42449,20.9755,9.8861,14.9111,39.5752
2009-08-18,4.0964,35.6262,27.6296,23.77,22.5833,43.3801,21.4285,10.1605,15.0847,39518
2009-08-19,4.1403,36.1108,27.0104,23.97,22.5045,43.9333,21.8146,9.9277,15.2272,40.0155
2009-08-20,4.1946,36.3353,27465,24.3,22.9923,44.2841,22.3714,10.1771,15.0891,39.8606
2009-08-21,4.24,37.0545,28.5937,24.7488,23.3584,44.7294,22.9283,10.5264,15.3429,40.5213
2009-08-24,4.2151,37.0137,28.5702,22.54,22.9851,45.3298,22.7872,10.5347,15481,40.5132
2009-08-25,4.1996,37.0749,28.5075,23325,23.7385,45.0802,23062,10.8506,15806,40.7333
2009-08-26,4.1901,36.4322,28.6016,24.7913,24.1217,45.3433,22.6536,11.4659,15.5834,40.8637
2009-08-27,4.2056,36.5393,28.7113,23.6732,24.1217,46.2743,22.3195,11.2497,15.7793,40.5864
2009-08-28,4.1283,36.6873,28.7897,24.15,24.3452,46.3822,22.5274,11.4077,15.7036,40.5132
2009-08-31,4.05,36.7791,29.2286,24.55,23.2996,45.2084,21718,11.15,15.5255,39.8442
2009-09-01,3.9487,35.7691,27.4729,25.43,22.8448,43967,21.2428,10.7342,15.3875,39.0368
2009-09-02,3.8978,36.0037,26.9164,24.4,23.1546,43.8725,21.1686,10.0857,15.3118,38.6371
2009-09-03,3.9138,36.2282,27324,23.45,22.3537,44.2773,21.7774,10.1938,15.4008,39102
2009-09-04,3.9342,36.3965,27614,23.2502,21.7695,44.6551,21.7923,10.3517,15757,39.5913
2009-09-08,4.0355,36.5699,27.7786,23.54,21.7836,45.6401,22.8986,10.7675,16.0152,39.7303
2009-09-09,4.1024,37.33,29.3697,24.15,22087,45.2219,23.6708,10.7924,16.6787,40.2604
2009-09-10,4.1827,37.9472,29.9184,23.87,22.0943,44.9385,23.9307,10.9088,16.7365,40.7823
2009-09-11,4.2171,37.7483,29.7695,24.47,22.6062,44.2706,24.2425,10.5513,16.5317,41.5082
2009-09-14,4.1832,38034,30036,24.45,22.7293,43.1574,24.0866,10.4266,16.5406,42.3075
2009-09-15,4.1677,38.0952,29.3305,25.31,22.7293,43461,24.4578,10.7841,16.5228,42.2666
2009-09-16,4.5244,38.4522,30569,26.2801,23.8114,43.3463,24.6657,11.3329,16.9992,43.1722
2009-09-17,4.5114,38.2023,29.8243,27.21,24.5476,42.7054,24.3984,10967,17.0571,42.6175
2009-09-18,4.5034,38.0646,29.3932,27.03,24.7781,42.1657,23.9529,11.0169,17.1372,42.7398
2009-09-21,4.5174,38.0238,28.4448,26.99,24.0784,42.3748,23.7599,10.8423,17.2753,42.5196
2009-09-22,4.6765,38.2431,29.1816,27.5003,24194,42.7931,24.8885,10.7259,17.5068,42.4136
2009-09-23,4.6082,37.9625,28.4527,29.6113,23.8114,42.0645,24.5915,10.3517,17.2129,42.1769
2009-09-24,4.5947,37.7993,28.0686,29.94,23.4937,41.0458,25.2078,9.9194,16.8835,41.7527
2009-09-25,4.5154,37.6463,27.5434,30.72,22.9454,41.2009,24.5098,9.6201,16.8345,41.4267
2009-09-28,4.5997,38.2635,28.7662,29.91,23.5732,41.1605,24.9627,9.7864,17.2085,43.3922
2009-09-29,4.5752,37.7177,27661,30.0324,24.0062,41.7474,24.8736,9.8695,17.2708,43.4331
2009-09-30,4657,37.6463,28.0059,31.08,23.7248,42.2399,24.7103,9487,17.2129,42.9926
2009-10-01,4.5413,37.0086,26.3677,31.9976,22.8734,41.1267,24.3019,9.1544,16.5896,41.9159
2009-10-02,4482,36.6924,26015,31.77,22.0943,41491,24094,8.7553,16.7098,41386
2009-10-05,4.4231,37.2484,28.1626,32.56,22.0798,41.3898,24.1757,8.9715,17.2486,41.7936
2009-10-06,4.5348,37.7126,28.1862,32.03,22.7726,41.5045,24.2277,9.1046,17.3643,42.2178
2009-10-07,4.6875,37.3096,28.9543,32.0001,23.5663,41.7474,24.1757,8.8884,17.6359,42.0545
2009-10-08,4.7498,38.0187,29.3697,33.03,24865,43.2519,24.6954,9.5951,17.3643,42.7888
2009-10-09,4.7743,38.1207,29.4795,32.25,25.1246,43.1844,24.2425,9.7282,17.2486,42.8295
2009-10-12,4669,38.1972,30.0281,30.92,25.7093,43.3733,24.2425,9.6201,17.4801,43.0007
2009-10-13,4.7304,38.0799,29.9341,30.26,26236,43.7106,24.2277,9803,17.5869,43.0007
2009-10-14,4.8616,39.0593,30.8433,30.63,26.6761,44021,24.74,10.1938,17.6626,44.3629
2009-10-15,4.7892,39.1613,29.8792,30.02,26.9864,44.6079,24.7771,10.3351,17.8763,43.6288
2009-10-16,4.7548,38.7787,28.4918,29.8,27.1238,44.7563,24.5544,10.1439,17.5424,43.2864
2009-10-19,4.7229,38.9318,29.2208,30.8556,27.1161,46.2203,24.7548,10.1855,17.9832,43.7676
2009-10-20,4.7379,38743,28.9229,31.99,26.7338,45.5119,24.6138,10.0524,18326,43.2782
2009-10-21,4.66,38.9369,28.7113,34.4109,26.2215,45.1341,23.8267,10.1189,18.2147,42.9926
2009-10-22,4.6615,40.1917,30.0438,33.5863,26647,43569,24.5098,10.5596,18.1969,43.3188
2009-10-23,5.9106,39.6969,32.0974,31.37,26171,42.8673,23.7822,10.3268,18.0411,42.2341
2009-10-26,6.2174,39.1868,30.9452,31.02,26077,42.2264,22713,9.9194,17.8897,41.9404
2009-10-27,6.0892,38.7685,31.0863,31.9,25.0595,41.4168,22.4457,9.8196,17.8452,41663
2009-10-28,6.0677,37.9829,29307,31.97,23768,40.0473,21.6661,9.2459,17.5914,40.9535
2009-10-29,6.1145,38.5033,30569,32.01,24.6991,40.7624,22.7798,9.4621,17.8986,41.8101
2009-10-30,5.9266,37.5289,28.6878,31.21,23.6814,38.4956,21.6215,9.1129,17.2085,41.3613
2009-11-02,5.9281,37.8911,29.9968,31.62,23.7974,38.5428,21.8888,9.0796,17.2753,41.4673
2009-11-03,5.9046,37.7789,29.3384,30.72,24.2444,39.4536,21.7626,9.3207,18.6867,41.7527
2009-11-04,5.8413,37784,29.1503,30.5315,24.3961,39.2849,22.0893,9.6201,18.6422,41.9651
2009-11-05,6.0163,38.4931,30.1457,30.08,25.3411,39.7639,22.8838,9.8362,19.0473,42.9845
2009-11-06,6.2952,38.4676,29.5661,31.58,25.2615,38.5293,22.6981,10.0025,19.1453,42.9031
2009-11-09,6.3186,39.3807,31.2222,31.15,27.1238,39.1298,23.7005,10.0857,19.6796,44.1672
2009-11-10,6.4922,39.7836,31.1515,30.3,27.0801,39.5008,23.5297,9.7198,19.5593,43.8816
2009-11-11,6.4803,39.7683,31.1123,30.21,27.1238,39.3254,23.4629,10.2769,19.6707,44.5344
2009-11-12,6.5112,39.3858,30.1155,29.7,26.5245,38.5698,23.2996,9.8612,19.6573,43.9712
2009-11-13,6.6329,39.4419,30453,27.94,29.3533,39.3119,23.9678,9.9277,19.9601,44012
2009-11-16,6.5641,39.7989,31.3085,27.91,30.1896,39.9376,24.4727,10.2353,20.2806,44.8686
2009-11-17,6.5471,40.1866,31.7873,28.18,29.7788,39.8767,24.3093,10094,20.3519,44991
2009-11-18,6.5491,39.9479,31748,28.33,29.3749,42.3889,24.3168,10.2852,20.2851,44.8522
2009-11-19,6.4344,39.6654,30.0919,28.34,28.9419,42.9373,23.6708,10.1855,19.6662,44.4202
2009-11-20,6.4678,39.3522,29.5896,29.02,28.6679,42.8696,23.8267,8.6223,19448,44314
2009-11-23,6.6344,39.9119,29.8408,31.13,28.3862,43.1202,23.9752,8.8634,19.8621,45.1298
2009-11-24,6.6314,39.8503,29.8643,31.11,28.5698,42443,23.8416,8.7969,19.8799,44.9991
2009-11-25,6.6858,40.0043,30.4216,30.4,29577,42.6732,24.5247,8.8634,20009,45.1949
2009-11-27,6.5715,39.4087,29.2286,32.36,28.9685,41.8539,23.7748,8.7636,19.3634,44.2569
2009-11-30,6.7796,39763,30.1076,33.74,28939,41.9149,23.7822,8.5475,19.5593,45.1133
2009-12-01,6.9088,40374,29.8957,32.45,29.0335,43.6619,23.8564,8.6639,20.0981,45.3173
2009-12-02,7.0958,40.2611,30.0998,34.92,28.9174,43926,24.2871,8.3785,20.2584,45456
2009-12-03,7.0419,39.6141,28.9774,34.09,26.2435,43.9463,24.2425,8.3451,19.6885,44.9665
2009-12-04,6.8629,40.1738,29.7623,36.13,26185,44.2848,24.3984,8.4286,19.7775,45.4314
2009-12-07,6.6948,40.0043,29.4091,35.13,25.8303,44.0682,24.0643,8.2616,19.7107,45.3825
2009-12-08,6.6898,39.5936,29.5111,34.41,25.1346,42.8222,23.6337,8.2199,19.6618,44.9011
2009-12-09,6.5501,40944,30.3039,33.81,25.1704,42.9712,23.2699,8.2116,19.6306,45.1705
2009-12-10,6.7531,41.4266,30.3902,32.74,25.5113,42.2467,23901,8.2533,19733,45.4476
2009-12-11,6.6918,41.9761,31.7088,31.36,25533,42.1451,24.0792,8.2283,19.4302,45.4965
2009-12-14,6.5536,42.0582,32.2189,27.04,25.9824,41.6982,25.0221,8.4035,19.5371,46.0432
2009-12-15,6.4962,42.4638,31.4655,25.84,25.6275,42.6936,25.1558,8.1865,19.1987,45725
2009-12-16,6.4029,41.9606,31.5518,25.35,25.8083,43.1811,25.1112,8.5871,19.5683,46.0105
2009-12-17,6.3306,41.3188,30.2568,24.7,25.7505,42.4837,24.7697,8.5537,19.4436,45.5702
2009-12-18,6.4089,41.5755,31.0024,25.1,25.1704,41.8878,23.9233,8.7874,19.7909,45.4314
2009-12-21,6.6239,41.8117,30.7355,25.9,25.5476,41.9013,24.0346,8.9626,20.1382,45.7902
2009-12-22,6.6718,42.0839,30.2725,26098,25.5476,41.8607,24.3019,9.3048,20383,46.3612
2009-12-23,6.9307,42202,30.0056,26.29,25.5765,41.9623,24.1534,9.2798,20.5923,46.9974
2009-12-24,6.9073,42.3868,30.5236,26.59,25.4388,42.6597,24.1163,9.2798,20.5834,47.2584
2009-12-28,6.9492,42.8489,30.2489,27.44,25.7868,42.8696,23.9455,9.1462,20.5789,47.4135
2009-12-29,6.9541,43.1981,30.2254,26.9,25.7359,43.0118,23.9975,9.1212,20.2895,47.2667
2009-12-30,6.8085,43.08,30.0213,27.26,25.6275,43.3301,23.8342,9.1713,20.2495,47.3972
2009-12-31,6.7102,42.4484,30.0919,26.61,25.2574,43.2217,23.5297,9.0711,20.1827,46.9242
2010-01-04,6.6793,42.6282,30.6492,26.93,25.4388,43777,23.8045,9.3131,20.8372,47.0953
2010-01-05,6.7187,42.3612,31.8579,27.84,25.6997,45287,24.0346,9.6469,21.0732,47.0791
2010-01-06,6597,42.9619,32.0306,29.49,26.2435,46.7564,23604,9.7304,21.0732,47.2503
2010-01-07,6.4847,42.9927,33616,29002,23.6775,48.0294,23.8639,10.2394,20.2762,46.7772
2010-01-08,6.6603,43.2957,33.3256,28.85,24.3373,48.2732,24.6657,10156,20.8639,46.6549
2010-01-11,6.5001,43.1211,32.7291,28.02,23.5401,47.5893,24.8142,10.2144,20.6947,46.3693
2010-01-12,6.3526,43157,32.8547,27.6,23.4893,46.4585,24.4133,10.1894,21.0153,45.8637
2010-01-13,6.4404,43.0184,33.0588,27.43,23.8153,46.1334,25282,10.3646,21.7188,46.3449
2010-01-14,6.3526,42.8746,32.7056,26.96,23.8949,46.0928,26.0394,10.2227,21.4204,46.5
2010-01-15,6.3421,42.8079,32.2817,26.82,23.6123,47.2981,25.4157,10131,21.3359,45.6434
2010-01-19,6.3655,43.7064,33.7573,26255,23.3442,46.7225,25.9948,10.2895,21.5095,46.5
2010-01-20,6.2742,43.5011,33.7651,26.1,22.9598,45.8761,25.4751,10.1226,20.9975,46.0757
2010-01-21,6.3161,42.4638,33514,26.46,22.2352,43391,25.4008,9.6386,20.8372,44.8522
2010-01-22,6.0573,41.8374,29.4562,26.44,21.7283,42.5785,24.7251,9.3465,20.1114,43.4168
2010-01-25,6.0014,42.0171,28.3417,27.04,22.0685,42.4363,24.9182,9.4884,20.1604,43.3922
2010-01-26,5.96,41.9144,27.6353,39.35,22.5038,41.9961,25.0518,9.4216,20.2895,43.0173
2010-01-27,6.1231,42.2585,28687,36.32,22.5976,41.6372,25.1558,9.7387,20.5211,42.7642
2010-01-28,6.2867,41.4626,28.8361,37194,22.6193,40.6757,25.5493,9.8389,19.8398,42.5278
2010-01-29,6.2558,41.3291,28.9303,37.11,22.8588,39809,24.7474,9.8389,19.4391,41.8426
2010-02-01,5.9296,41.3034,28.8675,36.01,23.2426,40.4048,25.3488,9939,19.8977,42.8295
2010-02-02,5.8921,41.2983,29.3777,37561,23.6416,41.5695,25683,11.0239,20.1114,43.2782
2010-02-03,5941,41.8477,28687,37334,23.1631,40.9669,25683,11.0573,20.1114,43.1232
2010-02-04,5.7834,40.6718,27.4312,37.67,24069,39.6464,24.4281,11.0239,19.1987,41.8344
2010-02-05,5.8557,40.3278,27753,38.1,24.0472,39.7819,24.1534,10.5732,19.4391,41.8915
2010-02-08,5.8278,39.8092,27.1801,38.75,23.5109,38.5292,24.6212,10.7819,19.4748,42.1526
2010-02-09,5.8877,40.4202,27.7295,40.34,23.4821,39.1792,24.3539,10.8319,20.6992,42.8213
2010-02-10,5.8542,40.3689,27.9495,45.11,23.4027,39.3146,24.2128,10.7235,20.6324,42.5196
2010-02-11,5.9904,41.2161,28.0123,44.47,23.9167,39.9336,24636,10.9805,20.9975,42.6012
2010-02-12,5969,40.6564,27.6193,44.08,24.5329,39.8656,24.3687,10.9386,20.9975,41.8182
2010-02-16,5.8627,41.3188,28.8769,45.57,25.5476,40.5724,24.8588,11.0642,21.1177,42.5684
2010-02-17,5.8019,41.4214,28.9634,46.56,25.6418,41619,25.3272,10.9805,21.0108,42.4544
2010-02-18,5.8901,41.9228,29.3406,45.78,25.8665,41.5986,25.1559,10.6959,21.0598,42.6581
2010-02-19,5.8622,42.1347,29.7022,46.44,25765,41.6666,25.2378,10.8382,21.1533,42.7805
2010-02-22,5.8867,41.7005,30.0873,46.0,25.8371,41.7957,25.4017,10.8131,21.0732,42.6581
2010-02-23,5.8482,41.1991,29.1048,47.69,25.4824,40.8646,25074,10.5202,21.0242,42.5604
2010-02-24,5972,41.3852,29.5843,43431,26.1106,40.8103,26.6602,10.3277,21.4472,42332
2010-02-25,5.8961,41.2147,29.3721,45208,26.2634,41.0481,26556,10.3361,21.4427,41.9242
2010-02-26,5.9061,41.4266,29.6707,47.12,26.5256,40.4976,26.7794,10.3444,21.4294,42.2423
2010-03-01,6.2124,41.6488,29.3799,49.34,26.8169,40953,26.8836,10.5118,22.4757,42.7805
2010-03-02,6.2618,41.9331,29.8515,50.45,26.5984,41.7345,26623,10.4365,22.7116,42.8703
2010-03-03,6.2797,41.8659,29.6786,50.62,26.3946,41.8433,26.5932,10.5202,22.1907,42.6663
2010-03-04,6.4114,41.8762,28.9555,50.07,30.2403,41.3811,26.9209,10.4532,22.0972,42.4054
2010-03-05,6.4304,42.6102,29.8201,48.37,30.8446,42.9986,27.5836,10.7713,22.5603,43.1965
2010-03-08,6.4902,42.0261,29.7493,49.98,31.6311,42.2714,27.5092,10.8466,22.2709,43.3515
2010-03-09,6.4259,42.3776,30386,54.89,31.3837,42387,27.5092,10.9554,22.3911,43.4657
2010-03-10,6.5102,42.1553,30724,55.63,31.6236,42.0336,27.6805,10.8884,22.6226,43686
2010-03-11,6.6633,42.0003,31.2899,52.4,31.6606,41.4151,27.74,10.8466,22.7116,43.7185
2010-03-12,6.5755,42.0623,31.3527,51.58,31.4052,41.3472,27.9188,10.8801,22.6181,43596
2010-03-15,6.5411,42.0003,31.4235,51554,31.6385,41.1025,27.6656,10.7462,22.6404,43.7025
2010-03-16,6574,42207,31.7457,51111,31.9808,40.7831,27.6432,10.9052,22.8229,43.7676
2010-03-17,6.5516,42.4758,31.6357,51.76,32.3887,41918,28.0007,10788,22.9832,44.3548
2010-03-18,6.6224,43.2459,32.0994,55.15,32.5342,42.1287,28.0454,10.6792,23.0767,44.4037
2010-03-19,6.5022,42.3621,31.2584,54393,31.9808,42.1423,28.0156,10.47,22.8185,44.5014
2010-03-22,6.5082,42.3001,31.9187,53.33,32.5782,42.9238,28.2315,10.6708,23.0945,44885
2010-03-23,6.4478,42.5637,32.1544,52.62,32673,44.4054,28.9018,10.6792,23384,45.2113
