date,0157B1,03B8CF,55018,61366,0624BE,063384,067779,06EF42,07EC43,095294
2014-02-26,17.9478,75.8779,57.7967,35.15,31.0612,57.8435,33.5177,21.7944,45.9932,51.8831
2014-02-27,17.9643,76.7231,58842,35.78,30.1611,57.4461,33.7094,21.8119,45.9487,51606
2014-02-28,18.0625,76.9459,59.4983,36.57,30.7428,57.5328,33051,21.54,46.3316,51.5487
2014-03-03,17.9468,75.5067,58.5341,36.62,30.4637,56.68,32101,21.3032,45.8151,50733
2014-03-04,18.1523,75.7751,59.6928,36.38,32.4991,56.9619,33.0177,21.3383,46.8881,51.3853
2014-03-05,18.5748,76.4433,60.2518,37.21,32.4444,56.6439,32.7344,21.0138,47035,51.0187
2014-03-06,18.5643,76.5747,60.7947,36.78,32.0466,57.9953,32.6593,20.9261,47.6806,51043
2014-03-07,18.5594,76.5918,60.7785,34.98,32.1556,57.8002,32.9177,20.5841,47.7385,51.3531
2014-03-10,18483,76.2777,60892,34.96,32.1947,58.2121,32.5093,19.9701,47.1063,50.5944
2014-03-11,18.3977,75678,60.2518,36.34,31.2902,57.1642,32.2927,19.8386,46.5987,50717
2014-03-12,18.4885,75.7123,60.1141,36.43,30.8458,56.6656,32751,19.8649,45.9398,50.4802
2014-03-13,18.5319,74.7071,58.9311,36.47,30.5729,56.3693,32.0927,19.4351,45.0404,50.0315
2014-03-14,18.6432,74.1474,58.4936,38.9,30.3624,56.4849,32.0177,19.3299,44.7465,50.3497
2014-03-17,18708,75.5409,59.8224,37.94,30.6041,56.7306,32351,19.3387,45.4589,50.8635
2014-03-18,18.8941,75.8094,59.5955,36.84,30.7053,57.1209,33.0094,19.6895,45.4945,51.5652
2014-03-19,18.6177,74947,59239,39.5,30721,56.4704,32.8094,19.7246,44.1766,51.5812
2014-03-20,18.4052,75.6323,60187,38.51,30.7521,56.5716,33326,19.1808,44.1855,51671
2014-03-21,17.9887,76.0264,61.0945,38.32,30.9002,56.6222,33.3177,18.7861,43.4153,51.5161
2014-03-24,17.5512,75.6266,60.9325,38.33,30.6819,56.3404,33.3344,18.6458,43.6958,50.6841
2014-03-25,17.6939,76.5632,61.0297,37.67,30144,56.4849,31.6843,18.8124,43.2683,50.5047
2014-03-26,17.1302,76.0093,60738,37.44,29.4111,56.0079,31.3676,18.5493,43.7225,49.6075
2014-03-27,16.8838,75.8665,61.4835,36.94,29.5047,56.5355,31101,18.6283,42.3689,49.0201
2014-03-28,16.8748,76.6432,61.6536,37.8,30.2378,57.0775,31.0343,19.0054,44.2478,49.1752
2014-03-31,16.7788,77477,62.5206,36.65,30019,57.4605,31551,18.9878,45.0582,49.6075
2014-04-01,17.1093,77.9739,62.2127,36.4,30.1129,57.4967,32001,19.4088,46011,50.1622
2014-04-02,17.0579,77.6712,62.5125,36.46,31.2123,57.4316,31701,19.5141,46.3583,50.4067
2014-04-03,16.6419,77.7511,62.7718,36.19,30.5729,57.4461,32051,19.6719,45.6726,50.0643
2014-04-04,16.1121,77.5912,62.1479,35.73,30.2924,56.5138,31.5843,19.5667,44.6931,49.6075
2014-04-07,15.8507,76.7574,61.2161,35.83,29.3722,56.3982,31401,19.0931,43.3485,48.6532
2014-04-08,16.3151,77.0087,61.3214,36.35,28.9512,57.8074,31.6677,19.1545,43.7759,49.0691
2014-04-09,16.5513,77.5798,61.8562,35.45,29.0915,58.0748,31.7343,19.2422,44.3369,49.4687
2014-04-10,15.8183,76.5118,60.0169,37.23,28.0699,57381,31.1843,19.1106,42.6272,48066
2014-04-11,15.5499,75.6095,59.9926,38.42,27.8674,56.5499,30.8593,18.9528,42.1285,47348
2014-04-14,15.7584,76.0435,60.0088,39.74,27.8752,57.2798,30.4009,19.0843,43.1704,48.6042
2014-04-15,15.7669,76.5804,60.3815,40.17,27.8358,57.5111,30.1843,19.0142,43.5355,48.9878
2014-04-16,16146,78.1109,60.9001,40.05,27.9296,58624,30.4509,19172,44328,49.9012
2014-04-17,16.2074,78.6592,60.6813,40.49,27.7738,57.9953,31101,18.8563,44.1232,49.8197
2014-04-21,16.5047,79.1675,60.8109,40.08,27.9296,57.8074,31026,18.9265,43.6156,49.6321
2014-04-22,16.4274,79.3217,60.8595,39.88,28912,57.8941,31.1426,19.1545,43.7403,49.5179
2014-04-23,16.1909,78.8077,60.7056,40.07,29068,58.3711,31.1843,18.7247,43.5889,48.8817
2014-04-24,16.8179,78.0424,60.5597,39.04,29.1851,58.3711,31.8093,20.2859,43.9006,48.3352
2014-04-25,15.1559,77991,59.4254,38.67,28.5534,58.8119,31.7177,19.7246,43393,47.5113
2014-04-28,14.7942,78.3737,59.1094,39.4,28.6158,57.7279,32.1843,19.7684,43.1348,47438
2014-04-29,14.9838,78.5564,59.5631,39.54,28.7327,57.6773,32951,19.6281,42.6094,47.7885
2014-04-30,15.1708,79.4359,59.8791,39.81,28.6626,57.5617,32.7594,19.5404,42.6583,48.27
2014-05-01,15.3584,80.4182,60.3896,41.79,29.5047,54.4469,32.2177,20.0228,43.2772,48.4083
2014-05-02,15.3644,80.0242,61.4348,41.53,29.7544,55213,32.3427,20.2771,43.9985,48.4005
2014-05-05,15.4661,80304,61.4267,42.94,29.7465,54.6131,32426,20.1543,43.8649,48.4412
2014-05-06,14.8341,79.5501,60.7542,42.72,28.7251,54.5481,32.5427,19.6719,43.8115,47.7398
2014-05-07,14.6012,80.6067,61921,44.02,27.8206,55.7189,32.7177,19.6632,41.8703,47.3239
2014-05-08,14.3822,80.4297,61.9608,45.67,28.0699,55.4731,32651,19.4965,42.7429,47.34
2014-05-09,14.5777,80.7209,62.1723,46.27,29.0292,55.6032,32.6093,19.3036,42.4936,50.8882
2014-05-12,15.1075,81.5662,63.2298,45.15,29.8868,56.0441,33126,19.8386,43.6512,50676
2014-05-13,15.1963,81.3434,63.0508,44.98,30.1284,56.0802,32.7927,20.2668,43.6245,50.2846
2014-05-14,14.8461,80.8694,61.9608,45.46,29.8089,56.2543,32476,19.4323,43.2683,49.8848
2014-05-15,14.7249,80.5153,62.1641,45.44,28.8965,55.3547,32.1177,19.5465,42.0127,49942
2014-05-16,14.8501,80601,61.6354,44.81,29.6296,55.6376,31.8677,19.4938,42.0127,49.6728
2014-05-19,14.8029,80.9094,61.9038,48.87,29.8323,55.5578,32.3677,19.2917,42.3778,50.0724
2014-05-20,15.0242,80087,61.3995,49.31,28.9823,55.8698,32651,19.2566,42.1285,49.8684
2014-05-21,15.2147,80.8254,62.3675,49.65,28.7174,55.4708,33.2046,19.4323,42.2176,49.9012
2014-05-22,15.2097,80.6243,62.3512,48.63,29.0058,54.7743,33.3136,19.8979,42.4313,49.8358
2014-05-23,15.5754,81.1012,62.7905,47.3,28.9745,54.9412,33.5652,20.7061,43295,50.2764
2014-05-27,15.5045,81.2736,63246,47.98,28.5848,55.05,33.2549,20.3195,43.4909,50.6516
2014-05-28,15.4716,81.2678,63.8968,48.57,27.3838,55.5288,33.1459,20.4952,43.5444,50.6189
2014-05-29,15.6522,81.8195,64.0351,47.84,28959,56.2471,33.3304,20.9784,43.5978,51.0268
2014-05-30,15.5908,81.9114,64.1734,47.43,29.6373,56.3776,33.5736,20.8027,43.2861,51296
2014-06-02,15.4058,81.7792,63.9619,46.75,30066,55.8698,33.5652,20.8554,43.0546,50.88
2014-06-03,15.3235,82.1068,64.0839,47.54,30.1755,55.6304,33.6826,20.8554,43.1882,51.1818
2014-06-04,15303,81.7448,64.4093,48.87,30.4345,54.68,33.6239,20.8115,43.2149,51.4508
2014-06-05,16.1405,82.5779,64.9299,49.09,30.8031,55.2241,33.7078,21.0838,43.6334,51508
2014-06-06,16.4448,83.1123,65.7271,49.07,30.9673,55.5724,33.7581,21.4528,44.3725,51.8588
2014-06-09,16.3366,83.5031,66.6951,47.77,31.7593,55.3765,34.0097,21.6197,44.3636,51.9486
2014-06-10,16.5815,83302,66.4673,48.06,31.7199,55.2967,33.6994,21.4264,42271,51.9078
2014-06-11,16.7207,82.9802,65.7515,45.96,32.1901,54.9992,33.6742,21.0575,42.1196,51.8668
2014-06-12,16.2573,82.2102,65.8328,46.59,32.1823,54.4914,32.7768,20.6622,41.8347,51.2143
2014-06-13,16.2752,82.3768,65.4586,46.48,32.6917,54.3898,32.6426,20.5919,42.2176,51.6141
2014-06-16,16.3426,82.3538,65.9223,47.2,33.0289,54.3898,32.2233,20.8291,42.5381,51.4346
2014-06-17,16.2428,82.5665,65.8084,47.42,33.4285,54.6727,32.4749,20627,43.1882,51.8343
2014-06-18,16.6798,82.9342,66.4185,48.02,33.6245,54.7888,32391,20.5919,43.6334,51.8995
2014-06-19,16.3116,83.0261,66.7032,48.4,33.3893,55.1371,32.5504,20.5743,43.5889,52.0056
2014-06-20,16172,83.4111,67.8665,48.09,33.5226,55.1008,32802,20.7061,43.9985,52.2174
2014-06-23,16.3236,82.7963,67.9153,46.96,33.9614,54.8759,33.0536,20.7324,43.9629,52.2583
2014-06-24,16.17,82.2217,67.0693,47.84,33499,54.31,32.0639,20.9872,43.6868,52.1443
2014-06-25,16.3336,82.5435,66.9717,47.86,33742,54.1794,31.8962,21.1365,44.2657,52.1932
2014-06-26,16.2463,82.5894,67.1018,47.35,33162,54.8614,31.8626,20.9784,43.9807,51.5325
2014-06-27,16.1904,82.5665,67.5248,47.45,33.7343,55.2967,31.8207,20.9345,43.9006,51.3531
2014-06-30,16.2009,82.3079,67.1913,46.91,33.8988,54.8759,31.5775,21.5934,43.5533,51.5487
2014-07-01,16.5805,83.0664,67.5329,47.16,34.0007,55.0645,31.4684,22.0502,44.3458,52.1849
2014-07-02,16.6035,83.4514,68.0047,47.48,33.3736,55.2531,31502,21.6724,44.4081,52.1932
2014-07-03,16835,83.5548,69.1029,46.83,33.8833,55.1806,31762,21.8042,44791,52.4132
2014-07-07,16.6384,83.2675,67.9803,48.43,33.3815,55.7029,31.5775,21.4001,44.9424,52.0791
2014-07-08,16.1525,83.0664,67.7038,50.45,32739,55.3039,31.1246,21.3913,44889,51.3284
2014-07-09,16.4598,83.1353,68.6474,48.54,33.5226,54.5131,31.0071,21.4792,44.8534,51.6303
2014-07-10,16.3575,82.6814,68078,48.86,32676,54.0053,30.5542,21.4528,44.5328,51149
2014-07-11,17.2694,82.9227,68.2976,48.85,32.3626,53.5265,30.8646,21.1805,44.2568,51.1571
2014-07-14,17.7243,83.3192,68.3383,48.76,32.4958,53.6788,30.94,21.1717,44.4794,51141
2014-07-15,17.6804,83.3537,69.0622,51.41,32.1668,53.3524,30.7052,21.2332,44.0876,51149
2014-07-16,17.7532,83.9915,68.6392,46.88,31.5241,53.8892,30.8142,21.69,43.9985,51.7281
2014-07-17,17.5814,82.4803,67.1018,46.17,30.8733,53.6353,30.2355,20.8291,43.3128,52038
2014-07-18,17.8909,83.2215,66.9391,47.05,31.6807,53628,30.6297,20996,44.0252,52.0625
2014-07-21,17.9458,82917,66.6381,46.14,30.7637,53.5773,30.4033,20.9433,43.9451,51826
2014-07-22,17.9997,83.3882,66.8008,45.88,30.1838,54339,30.4955,21.3474,44.9424,52756
2014-07-23,17865,83.1353,66.6951,47.18,30.2935,54339,30.6129,21.7866,45076,53.0169
2014-07-24,17.8884,83.3939,67.0286,47.23,30.3874,54.6292,31.2084,19.2741,45.2363,52.9435
2014-07-25,16.1625,83.3882,66.4185,47.65,29.8229,53.9908,30.7639,18.9842,45.5212,52.8455
2014-07-28,15.9829,83.6237,66.3209,47.93,30.1524,53882,30.6129,18.87,45.3609,52658
2014-07-29,15.9625,82.7561,66.0443,48.21,29.9562,53.8239,30.4704,18422,45.0938,52.4621
2014-07-30,16.0877,82.5952,66.3453,46.91,30.6773,53.4322,30.6633,18.3254,44.4883,52.3971
2014-07-31,15.6128,80.9575,64.7021,47.67,30.8344,57.1974,30.3781,18.1848,43.6779,50.8882
2014-08-01,15317,80.5093,64.6614,47.2,30.0898,58.6194,30.5626,17.93,43.8917,51.1001
2014-08-04,15.6457,80.8771,65.2553,47.11,30.9124,58.2276,30.4536,18.0794,44.5595,51.2143
2014-08-05,15.5794,80.3197,64092,47.6,31.7432,57.9229,30.1852,17.8071,44.5061,50.8635
2014-08-06,15.6577,80.1875,64.0676,47.31,32.1353,58039,30.3949,17.7652,38.8872,50.6516
2014-08-07,15536,79.9462,63.7238,47.24,31.9083,58.01,30462,17.7211,39.5194,50.0234
2014-08-08,15.8028,80.9345,64.4097,46.94,32449,58.2494,30571,18.1706,39.5996,46.8995
2014-08-11,15.8792,80.7794,64.2709,47.64,32.5743,59.6641,30.9149,18.2146,39.6174,47.7968
2014-08-12,15.9285,80.9518,64.7853,47.73,32.3311,59.4827,30.9904,17.8621,39.6797,47.2991
2014-08-13,16.2757,81.4804,65.2262,48.92,32.2214,59.1418,31.0491,17.9238,40.0181,47.7315
2014-08-14,16.6214,81.7907,65.1527,48.61,32.4409,59.4465,31.4433,18.3909,39.9112,47.9354
2014-08-15,16.6424,81.5494,64.7526,47.39,31.9083,59.3372,31.3175,18.3644,39.8578,47.9763
2014-08-18,16.6873,82.8135,65.6672,47.92,32.6054,59.3299,31.7536,18.62,40.3119,48.6369
2014-08-19,16.7172,82.8882,65.7162,57.67,33.3582,60.3862,31.7033,19228,41.1579,48.8081
2014-08-20,16.7496,83.5848,66.0754,60.43,34.4556,59.9418,31.8637,19.2897,40.9709,48.9386
2014-08-21,16.6064,83527,66.7042,54.82,34.0948,60.4809,31889,19.2104,40.9709,49.2976
2014-08-22,16.5406,83.3131,66.3857,57.21,34.3298,60328,32.0072,19.2456,41.0154,48.7754
2014-08-25,16.6618,83.6426,67.0063,57.87,34.1339,60.8889,31.9143,19.0253,40.6325,48.9142
2014-08-26,17.0514,83.5848,66794,59.87,35.1374,61326,32.0916,19.0341,40726,48.9796
2014-08-27,17.1187,83.2033,66.9247,61.47,34.6434,61.6028,31.9819,19.1223,41.0777,49.2648
2014-08-28,16.9611,83.2264,66.6225,60.96,32.9663,61.3989,31.4669,19087,40.49,48.9224
2014-08-29,16.9122,83238,67.0063,61.79,32.9113,61.6684,31.9819,19.1046,40.7216,48.7674
2014-09-02,17.0788,83.3651,67.4309,60.54,33.0058,62.1201,32041,19.0694,40.8551,49.1264
2014-09-03,16.9102,83.1339,67.3901,61.59,32.8403,62.4843,32.2605,18.5847,40.8907,48.9796
2014-09-04,17.2569,83.0125,67.3656,61.57,32.4154,61.8433,33.0035,18.8227,41.0065,48.9224
2014-09-05,17.2784,83.3536,67.5207,61.28,32.1791,62.2439,33.2061,18.9108,41149,49.1426
2014-09-08,17.0768,83.7524,67.0227,60.6,32.2184,62.3751,33.0288,19.0518,40.7216,48792
2014-09-09,16.4488,83.5039,66.5654,60.35,31.9665,62.3314,32.6573,19.1135,40.3297,48.4167
2014-09-10,16.5276,83.6079,66.3286,60.18,32.2342,62.1857,32.8177,19.3514,40.4188,48.7348
2014-09-11,16.4872,83.4403,66.3286,61.06,32675,62.9142,33.1639,19.3426,40.1071,48.8246
2014-09-12,16.5206,83.2033,66.0918,60.24,32.5331,62.5863,33.0795,18.9108,39.8578,48.7022
2014-09-15,16.1565,83.5154,66549,60.51,32.3443,62.6883,33.2737,19.0518,39.4571,48.6124
2014-09-16,16.3496,83.7293,67.1043,60.61,32.8798,62.7903,33.3496,19.0341,40.0537,48.5145
2014-09-17,16162,84.0299,67.6759,61.65,32.5253,62.7102,33.5269,19.5893,39.8756,48278
2014-09-18,16.2119,84.8796,68321,62.13,31.8798,62681,33.8647,19.5276,40.3476,48.2861
2014-09-19,16.5271,84.7929,68.6476,60.02,31.3997,61.9161,34.3797,19.3426,40.0715,47.8781
2014-09-22,16.1869,84.2264,68.0107,62.1,29.9825,62.1055,34.0589,18.8315,39.7153,47.1444
2014-09-23,16.1435,83.4518,66.9982,60.3,30.2185,61.5154,34.2024,18.7522,39.6352,46.6795
2014-09-24,16372,83.7466,67.3003,57.27,30.3051,61887,34.7174,18.6817,40.2451,46.8505
2014-09-25,16.0587,82.3593,66.1489,61.21,29.4628,60.9108,34.1602,18338,39.2434,46.1901
2014-09-26,16.1226,82.3247,66.6389,63.24,29.0454,61.5664,34.5063,18.4173,39.8489,46.1901
2014-09-29,16.0532,82.1917,66.8185,68.43,28.9824,61.2823,34.1095,18.2675,39.5105,48.6287
2014-09-30,16.0842,81.8969,66647,70.02,28.6123,61.3624,33.9153,18.0824,39.8667,49.8767
2014-10-01,15.8358,80.4518,65.8223,70.05,27.6596,60328,33.0457,17.9062,39.5105,48.1149
2014-10-02,15.8831,80157,66.2469,68.91,27.6752,59.8034,32.5729,18.0648,39092,47.8865
2014-10-03,16.0991,81.0241,67186,68.48,28.2345,60.9035,33.4172,18.2675,39.5194,48.2617
2014-10-06,16.0722,81.1223,67137,67.89,27.2737,61.9671,33.3496,18.4525,39.3992,48327
2014-10-07,15.8118,79.5847,65.9938,68.96,26.9591,61.5591,31526,18.2763,39092,47.3073
2014-10-08,16.0971,81.7408,67.5779,70.63,27.7148,61938,31.8046,18.5054,40.0982,48.3107
2014-10-09,15.7315,80.1397,66.5001,69.15,26.6519,60.7796,30116,18.1882,39.2879,47.0137
2014-10-10,15533,77.3593,65.6182,68.69,26.2344,60.1895,29.9809,17.4832,38.5666,46.5979
2014-10-13,15.2866,76.8217,64.8996,69.11,26.3685,59.4829,28.6047,17.1748,39.1187,45.9943
2014-10-14,15.3793,77.5616,65.3487,68.85,27148,59.9054,29.2464,17.6506,39.7598,45.8883
2014-10-15,15.2626,77.5847,64.6791,68.04,27211,59.2643,29.0522,18.1794,39.5194,45.1621
2014-10-16,15.1075,78.0645,64.1239,68.84,27392,58.9875,29.2886,17.8974,39.2879,45.1705
2014-10-17,15.1464,79.4229,62.4091,68.35,25.6283,60.0365,29.4828,18.9989,39.3591,46.0349
2014-10-20,15.2746,79.5385,62.4663,67.52,26.1477,60.0365,30.3271,19.4836,38.7981,46.1981
2014-10-21,15.7295,81.4634,64.2627,70.43,26.4155,61.1075,32.0832,19.8272,39742,47.9191
2014-10-22,15.6118,80.3188,63.5686,69.8,25817,61122,31.8806,20.0035,39.3057,47.8539
2014-10-23,15.6223,83.8449,64.0096,69.14,26.4628,61.1657,31.9397,20215,39.6441,48.2209
2014-10-24,14.3193,85.8912,64.7281,69.17,24.9511,61683,32.5222,20.2326,40.1606,48.5716
2014-10-27,14.4645,86.4519,64.5403,69.62,25.3763,61.0637,32.3618,20.2062,40.5346,48.5227
2014-10-28,14.7448,87.3189,65.8876,70.02,26.0141,61.7194,33.0035,20.4617,41.7901,48751
2014-10-29,14.6715,87.29,66.3776,69.64,26.5337,61.9161,33.2483,20.1973,41.6031,49.0528
2014-10-30,14.9184,87.9201,66.7369,76.27,26.4236,62.1638,33.8309,20.1004,42.7251,48.9713
2014-10-31,15.2372,88.8854,67.5861,73.41,26.3603,64.5825,33.8984,20.0828,43.4998,49.2648
2014-11-03,15.2501,88.6137,67.5044,71.22,25.6756,63.8831,33.8309,20.2414,43.5355,49.1019
2014-11-04,15105,89.6253,67.3411,72.0,25.9196,63.8612,33.7465,19.9506,43.1793,49.11
2014-11-05,14.7912,89.9953,66.6307,71.09,26.6126,64.9904,33.7634,19836,46661,49.2487
2014-11-06,14.7972,90.2034,67.2691,70.03,27.8564,64.4368,34253,20215,46.8748,48.6857
2014-11-07,14.9578,90.4519,67.6952,68.96,23.2268,64.6626,34.1095,20.3824,47.7474,48.6694
2014-11-10,15.2197,91134,68.2197,68.48,22.5891,64.6553,34.0335,20.6468,47.7741,48376
2014-11-11,15.5639,90.8161,67351,68.98,22.8884,64.8666,34.3037,21105,47.3289,49.1019
2014-11-12,15539,91.1456,66.8511,70.44,23.1086,64.4805,34.1348,21.1579,47409,49.9582
2014-11-13,15.7869,91.5328,66.8757,70.56,22.7543,64.6553,34.5317,21.4046,47.5426,50301
2014-11-14,16.3525,91.8219,67.0068,68.35,22.7543,64.7796,35.0382,21.4839,47.4491,50.3741
2014-11-17,16.1146,91.7294,66.4987,67.09,22975,65.5768,35.0467,21.5808,47.2488,50.8882
2014-11-18,16.2084,92.5733,66.6216,67.17,22.7861,65.8473,35.6883,21.7042,46.9638,50.5864
2014-11-19,16.2887,92.3031,66.0889,67.55,22.8173,65957,35.3231,21.9069,46.6878,50.7983
2014-11-20,16.4882,92.6111,66.4577,66.44,23.5025,66.3008,35.3316,22.2946,46.0911,51149
2014-11-21,16.5925,93076,66556,63.5,23.1874,66.9151,35.3062,22.4621,47.2488,50.9617
2014-11-24,16.7426,92.9133,67.2854,63.48,23.2188,65.7157,35.6629,22.5414,47.8454,51.7526
2014-11-25,16.7127,91.8556,67.7444,62.94,23.3844,66.0594,35.8922,22.4973,47.4625,51.4997
2014-11-26,16.6394,92.0009,67.8182,60.69,23085,65.6718,35.7733,22.4023,47.7608,51622
2014-11-28,16.8923,93.0353,68187,61.22,22.8711,66.3812,37.5059,22.5172,48.0769,51.6956
2014-12-01,16.2618,91.9137,67.4576,62.52,22316,66.3812,36.0026,22.1727,48.1303,51.8098
2014-12-02,16.2772,93.3317,67.4821,64.22,22.0703,66.1618,36.3848,22.4112,48.5221,52.2745
2014-12-03,15.7879,94.2964,67351,65.24,22.8395,66.7322,36.5462,22.1727,48.4776,54.0202
2014-12-04,15.8093,94.2964,67.2773,65.82,22.1181,65.6572,37.0133,21.7045,47.6584,53.2046
2014-12-05,15.5948,94.3022,67.9739,65.85,21.6345,67193,37.8966,21.9872,47.3334,53.4819
2014-12-08,15296,93.5235,68187,66.58,20.8891,67.5806,37.4294,22.0048,46.7946,52552
2014-12-09,15.5883,93.4654,68.2443,66.7,22.5615,67.9462,37.3445,21.7575,46.8391,52.1278
2014-12-10,15.2561,91.9602,67.5231,66.28,22.4273,66.0667,36.7755,20.9889,45.6993,51.2063
2014-12-11,15.3319,92.4891,67.5149,61.79,21.6425,67895,36.9708,21519,45.8685,50.9617
2014-12-12,15.3299,91.3093,65.7037,65.1,22.0071,65.8327,36.4782,21.1921,44.9513,50.0154
2014-12-15,15.2676,91.1524,65.2448,63.48,21.6263,65.5914,36682,21.0066,44978,50.5128
2014-12-16,14.7184,92.4309,64.1138,62.85,21.4284,64.9844,36.6226,20.6444,45.6014,49.6972
2014-12-17,14.9089,93.3317,65.2448,62.09,21.8168,66.1106,37.8881,21.3688,45.4144,50717
2014-12-18,14.8516,96.0631,67.3346,64.33,21.9752,67.0833,37.7947,21.6161,47596,51.9732
2014-12-19,14.9598,96.1677,67.5559,66.05,21.8564,66.1033,38041,21.9341,47.6317,52.0706
2014-12-22,15291,97.2079,67.9329,67.45,21793,67.3831,38.1004,22.0402,48.3619,52.3889
2014-12-23,15.2783,96.9755,68.2525,67.95,22.3795,67544,38.4741,21.9165,48.2817,52.2992
2014-12-24,15116,97.0278,68.2115,67.69,22.2449,67.3027,38.5505,21.9076,48.3173,52495
2014-12-26,15.4182,96621,68.1952,67.9,22.3716,67.6464,38.8818,22.0048,47.9433,52.3235
2014-12-29,15.5654,96.8825,68.2689,70.05,22.7442,67.7488,39.0262,21996,48.0235,52.1849
2014-12-30,15.4786,96.3769,68.2771,69.15,22.7996,67.3538,38627,22.0313,47.3289,52.5601
2014-12-31,15.4811,95.4936,67.6542,69.52,22.7047,66.4836,38.4996,22.3405,46.8926,51.4264
2015-01-02,15.3898,95.3425,67.6051,68.74,22.6569,66.6664,38.7374,22049,46.9015,51.5896
2015-01-05,15074,93.1922,66.0479,69.87,22.4114,65.3135,38.5505,21.5896,46.6076,50.5457
2015-01-06,14.7299,92.1985,64.8186,71.26,22895,64.6992,38.9242,21.2981,45.3966,50676
2015-01-07,14886,92.8668,65.5562,73.0,23.2516,65.0356,39.0686,22.3935,46.8837,51043
2015-01-08,14.9878,95.0926,66.1954,73.87,23.0772,66.2276,39.6462,22.9059,47.9789,51622
2015-01-09,14.8117,93.9245,65.0481,72.09,22.3479,65.4232,39.3234,23.0207,48.1882,52.4379
2015-01-12,14.5363,93.4131,64794,70.65,22.4273,64.9698,39.3149,23.0384,48.2194,51.5406
2015-01-13,14.7024,93.3433,64.2449,74.02,22.34,65.7303,39.0347,21.9253,48.2194,51.4997
2015-01-14,14.6291,92.89,62.9008,71.51,22.4747,65.6938,38627,22208,48.4509,51.7526
2015-01-15,14.3138,92.7854,63.0647,69.32,21333,66.2276,38.3637,20.4766,47.9433,50.8635
2015-01-16,14.5029,94.1453,62.8189,70.98,21.3097,67.2515,38.61,20.9889,49.0075,51296
2015-01-20,14438,94.1104,63.4253,69.39,20.5404,66.4105,38.5421,20.2734,49.5106,51.3613
2015-01-21,14.8276,94.4591,63.2778,69.76,20802,66.9955,38.7544,20.6798,49.2212,50.9778
2015-01-22,15.4796,96406,62.4501,70.19,21.4757,67.31,39281,20.9271,50027,51.8424
2015-01-23,15.5829,95.3192,63.5975,71.64,21.2936,67.2076,39.3914,20.4059,49.9157,52.5685
2015-01-26,15.4467,95.4471,64081,69.7,21539,67.5074,39.7141,21.5366,49.9558,51.9486
2015-01-27,15.3015,95.0926,62.9172,70.85,21.4047,67.2368,39.1705,21.3423,49.2078,51.1818
2015-01-28,15.1598,95.2727,61.0159,70.79,20707,66.4324,38.3552,21.0949,48.4687,50.5536
2015-01-29,15.5524,96.5454,61.4338,71.25,20.6829,66.9151,38.1174,21943,49.4037,51.2551
2015-01-30,17.6849,94.3197,59.9996,71.23,20.2311,65.4744,37336,21.6603,48.2016,49.4933
2015-02-02,18.1807,95.5517,60.9913,70.68,20.0806,66.2569,36.9538,21.9518,48.3619,50.0154
2015-02-03,18.1349,96435,61.8846,70.12,20.4373,65.9644,37.1067,22.4995,49.0653,50.6107
2015-02-04,18.1947,95.7783,61.7125,72.68,20.2151,65606,36.9114,22.9445,51.5409,51.0839
2015-02-05,18.6506,96.7895,62.3534,77.58,20.4689,66.8931,37.1152,22.8294,51.3227,51.7526
2015-02-06,18.6701,96.5106,62.7154,76.96,20.4373,66.3081,36801,23.4581,51.1446,53.0334
2015-02-09,18.4845,95.7958,63.1268,75.51,19.1135,66.0448,36.2234,23.4227,51158,52.8865
2015-02-10,18606,96.3653,63.4066,74.37,19.2482,66798,36.9878,23.8212,52.0039,49.6645
2015-02-11,18.7135,96.1811,63.6205,74.07,19.4303,66.9004,37.4294,23.7681,52.4402,50.6841
2015-02-12,18.8143,97.0173,65.2415,73.58,20.0013,59.0462,37.6842,24.2108,53678,52609
2015-02-13,19.0467,97.0348,64.9041,75.08,20.6751,60.3528,36.9283,24078,53.6335,53.9142
2015-02-17,18.7275,97.6079,65.8257,77.95,20.58,60.7198,36767,24.2374,53.5979,54.3954
2015-02-18,18.6247,97.8886,65.2826,70.91,20.4294,60.8446,37476,24.1046,54.3993,54.6646
2015-02-19,18.9053,97.7073,65.3484,67.51,20.3184,60.5583,37.3308,24202,55.2096,54.5583
2015-02-20,19138,98.3096,66.1466,68.02,20445,60.7198,36.9635,24.1931,56.1446,54.5911
2015-02-23,18.9624,98.7131,65875,65.98,20.3659,60.8006,37177,24.0337,55.5925,58.5144
2015-02-24,18.8851,98.8944,66.2371,66.37,20.3422,60.6097,37.2368,24.4676,55.6103,57.7803
2015-02-25,19.2233,98.7599,65.5459,67.15,19708,60228,37.4931,24.2462,55.7884,57.4866
2015-02-26,19.1949,99.1809,65.1263,67.26,19.05,59.6848,37.3906,24.1046,55.9131,57.7968
2015-02-27,18.9634,98.6195,64.7642,69.43,19.7776,60.0298,37.5785,24.1843,55.6415,57.8457
2015-03-02,19.2375,99.7013,65.1263,73.01,19.5217,59.8977,38.6036,24.0337,56.0289,57.9106
2015-03-03,19.1854,98.3973,65118,72.78,19.1779,59.7435,38.1765,23529,55.9042,57.5762
2015-03-04,19.0911,97.7482,64.7149,73.54,16.2041,60206,38.0911,23.7946,55.2631,57.1439
2015-03-05,19346,97988,64.9123,73.44,16156,60.4115,38.8428,23.9275,55.5302,56.9808
