Date,SSD ALL,SP500,Risk free rate,HML,CMA,SMB
2024-04-12,1.1278288937536174,1.0802432497002157,1.0114843598927046,0.9489030516375062,0.9529294844188396,0.9025912908231543
2024-04-15,1.1211109662965273,1.0672572479456937,1.0116659657984706,0.9560198245247876,0.9569317882533988,0.9004250717251787
2024-04-16,1.1251983944873991,1.0650624402506004,1.0118487938099754,0.9481804619636843,0.9544437656039398,0.8979038815243482
2024-04-17,1.1201234583010138,1.0589057364715635,1.012028814317159,0.9533954545044846,0.9595977619382012,0.8945816371627081
2024-04-18,1.1114367586644143,1.056567491211629,1.012211247327639,0.9615946554132231,0.962380595447822,0.8936870555255454
2024-04-19,1.1092985397759856,1.0473135017001765,1.0123924845458907,0.9798649538660742,0.9748915431886436,0.9048581437196147
2024-04-22,1.1130070308177908,1.0564578520322703,1.012574061474517,0.9852542111123377,0.9748915431886436,0.9037723139471512
2024-04-23,1.1227209245140746,1.069097921091459,1.0127547105332135,0.9851556856912265,0.9687497264665551,0.9090141933680447
2024-04-24,1.1222831382261091,1.069325654317661,1.0129374664473743,0.9879141216111618,0.9685559765212618,0.9062871507879405
2024-04-25,1.121371792203984,1.0644319517159169,1.0131223292754552,0.9859382933679395,0.9676842761423926,0.9027526308998676
2024-04-26,1.119299833225435,1.0752989022313908,1.0133058046675147,0.9751915659702289,0.9633296968997519,0.9047386866878473
2024-04-29,1.122174094546055,1.0787166717188537,1.0134871994233579,0.9704131272969748,0.9621737012634722,0.907814798222586
2024-04-30,1.1084632353040964,1.0617479002673949,1.0136713941620799,0.9678900531660026,0.9682353955814321,0.905363698267385
2024-05-01,1.1022606300372129,1.0581003312768884,1.0138521235985989,0.9675996861500529,0.9680417485023158,0.9144173352500589
2024-05-02,1.104227300145801,1.0677591423736639,1.0140319618331,0.9677932060872828,0.9605878270388479,0.9208182565968092
2024-05-03,1.1117210026218545,1.0811667067728188,1.0142090984484196,0.9656640610338908,0.9553045939901343,0.9204499292941705
2024-05-06,1.1194064153809602,1.092330969224472,1.014385842264467,0.9651812290033739,0.9487129922916024,0.9202658393083116
2024-05-07,1.1207356729182163,1.0937984474712683,1.01456161495693,0.958907551014852,0.9506104182761856,0.9206339456440349
2024-05-08,1.1233465535153606,1.093792058880625,1.0147385358158953,0.9645651055658396,0.9521313949454275,0.9168593464668944
2024-05-09,1.1269801895740792,1.0993605062934892,1.0149138298348621,0.9683269094775464,0.9528931000613838,0.9215353291338756
2024-05-10,1.1296378748447604,1.101173790728873,1.0150912746838916,0.9684237421684941,0.9523213642013469,0.9131493576387574
2024-05-13,1.1256111554826003,1.100908063310132,1.0152678637623773,0.965905840438856,0.9546069354754302,0.9154322310328542
2024-05-14,1.1277881947771646,1.1062340605454115,1.015443094902776,0.9662922027750315,0.9544160140883351,0.9201009354111218
2024-05-15,1.1304728584162254,1.119194613359648,1.015614920575609,0.9642629891492039,0.9507892332347994,0.9157764610146895
2024-05-16,1.1286035306985103,1.1168648229671985,1.0157875863972787,0.964166562850289,0.9544973112444151,0.9137617528004571
2024-05-17,1.13052532006706,1.1181657129147429,1.0159619421194297,0.9681196457579752,0.9535428139331706,0.9116601007690162
2024-05-20,1.1313853461261538,1.1191903964681342,1.0161369841884953,0.959600192875305,0.9472494313612116,0.9131187569302466
2024-05-21,1.1335549725258929,1.1219904756866583,1.0163111681405288,0.961423433241768,0.9443129581239919,0.9091923462754465
2024-05-22,1.1300271917417843,1.1189542294589048,1.0164861545076147,0.9577700241954493,0.9438408016449299,0.9055555768903447
2024-05-23,1.126313333086647,1.1106954474291626,1.016662754557,0.9516402960405985,0.9378002205144024,0.8994883545251794
2024-05-24,1.1344934118967889,1.118471479718407,1.016839076297026,0.9538290687214919,0.9346116997646534,0.9006576893860622
2024-05-28,1.1271042081810032,1.1187497523894014,1.0170183249859897,0.9459122874511036,0.9246113545771716,0.9015583470754481
2024-05-29,1.1203513206608984,1.1105078800946298,1.0172007701602162,0.9396692663539262,0.9242415100353407,0.8981324253565615
2024-05-30,1.1256936061685063,1.1038725591287784,1.017380546000439,0.9436158772726126,0.930711200605588,0.912861797132409
2024-05-31,1.1374538934517746,1.1127343144760762,1.017558808495203,0.9525802281067025,0.9391806725310989,0.9119489353352765
