date,03B8CF,06EF42,07EC43,0157B1,0624BE,055018,061366,063384,067779,095294
2024-03-21,86.2832,158.0507,70.8764,178.15,137.42,139.7236,152.68,95407,16.9419,21.02
2024-03-22,85.4113,158462,70.2124,178.87,134.97,137.7524,153.31,94.5588,17.0016,20.45
2024-03-25,83.8595,156.4644,70.3198,179.71,121.17,137.1571,154.77,95.2449,17.0315,20.62
2024-03-26,82.0918,155.9649,70.7006,178.3,121.97,137.4303,153.16,95.1687,16.9518,20.64
2024-03-27,83.6596,158.6873,71892,179.83,121.36,141.0215,167.45,97.6084,17.1111,21.06
2024-03-28,84.8434,161.1354,71.5697,180.38,125.33,145.2957,168.8,97.7037,16265,21.21
2024-04-01,90.2458,158.5208,70.0659,180.97,131.84,141.7924,171.87,97.4845,16.1854,21.03
2024-04-02,89.1132,152.4201,69.9975,180.69,131.4,140.9239,167.17,99.0189,15.4089,21.06
2024-04-03,89.4491,154545,70.1538,182.41,130.73,139.8114,166.73,98876,15.2696,21.13
2024-04-04,86.9055,152.8901,69.9292,180.0,122.96,138.6989,171.46,100.5247,14.9909,20.9
2024-04-05,87.3758,155.2305,69.4604,185.07,120.79,140.0554,174.6,101.8399,15.0506,20.46
2024-04-08,88.2397,153.4874,69.3921,185.19,119.42,140.4457,179.22,101.5158,15.5881,20.87
2024-04-09,88.8924,155.0836,69.8803,185.67,116.12,140.0554,184.7,102.0305,15.4289,22.09
2024-04-10,88.9116,145.1736,68.3277,185.95,114.33,136.5618,185.29,102.5832,14.8814,21.16
2024-04-11,89.4395,147563,68.9136,189.05,116.47,136.9521,184.44,100944,14.9013,21.21
2024-04-12,87.6446,148.5618,67.6343,186.13,111.83,136.2495,182.48,98895,14.2941,20.3
2024-04-15,87635,145.9766,66814,183.62,112.84,135.8201,175.96,99.0475,13.9955,20.11
2024-04-16,87395,143.0193,66.3355,183.32,115.89,133117,173.08,99.0666,13.8362,19.98
2024-04-17,87.3086,142.7157,65.9547,181.28,113.48,133.4683,178.01,100.4675,14.0552,19.79
2024-04-18,87.8078,142.8528,65.5543,179.22,109.32,138211,174.29,101.5063,14.1149,19.58
2024-04-19,88566,139.2394,65857,174.63,110.36,139.4601,175.04,104.3749,14.0552,20.14
2024-04-22,88902,140.1011,66.5992,177.23,114.84,143.6953,176.28,104.5941,14.2145,20.42
2024-04-23,89.2667,144.9582,66.1793,179.54,119.71,144.3296,180.1,104.4702,14.7221,21.16
2024-04-24,88.3261,143.0878,65.9352,176.59,115.09,145.2762,177.48,100.8201,14.9411,21.03
2024-04-25,87.7406,141.2077,65193,173.67,115.45,142.4462,175.02,99.1714,15.1103,20.37
2024-04-26,88.1437,142.3142,65.3688,179.62,122.08,142.6804,178.73,97.9039,15.0108,20.08
2024-04-29,88.4605,142.9409,64.9684,180.96,125.39,141.9876,180.83,98.6186,15.0606,20.28
2024-04-30,92.6358,139.5332,64.1384,175.0,121.52,139.9676,176.3,96.9794,14752,19.49
2024-05-01,94.4884,139.8177,63.8356,179.0,120.41,138.2208,177.58,96.2075,14.4036,19.0
2024-05-02,92.9238,142.7421,64.7145,184.72,124.9,138.3867,180.51,96.5982,14.3936,18.9
2024-05-03,93.2502,145.7056,64695,186.21,128.76,138.9722,191.55,96.3981,14.3737,19.16
2024-05-06,92.7126,148.4337,64861,188.7,129.38,139.87,193.81,97456,14533,19.71
2024-05-07,91.7048,148.5711,66.0719,188.76,128.42,139.1186,194.67,99.4478,14.0552,19.7
2024-05-08,92.4823,144.9794,66.1305,188.0,128.6,139382,190.72,100.4103,14.2344,19.9
2024-05-09,93.4229,146.7066,65.2321,189.5,132.33,139.0502,193.61,100.4389,14.4932,19.62
2024-05-10,94.9587,147.1678,65.4078,187.48,129.71,139.7068,191.05,101.0488,14.3638,19.41
2024-05-13,95.6306,144.1159,66277,186.57,132.42,139354,189.54,102.5546,14.4932,19.53
2024-05-14,96.0625,145.2346,66.1891,187.07,136.31,140.2164,186.97,98.5805,14.4534,19.8
2024-05-15,97176,154.6356,67.2437,185.99,137.68,141461,191.93,96.9604,14.7918,19.73
2024-05-16,100.6507,148.1491,68.6792,183.63,135.69,138.2271,194.62,99.3334,14.8316,19.88
2024-05-17,101.0346,148.6692,67.4337,184.7,139.61,138.9718,197.59,98.8921,14.9312,16.52
2024-05-20,100.9866,146.9911,68.2379,183.54,144.84,137.8057,196.34,98.1151,16.0161,16.21
2024-05-21,98.9997,146.5888,67.4631,183.15,144.44,137.6097,212.11,99.1032,16.1256,15.91
2024-05-22,97.4159,141.8883,67.7181,183.13,141.88,136.6395,251.75,98.9305,15.5782,16.41
2024-05-23,96.1788,140.1514,67.1493,181.05,145.88,134.7383,249.81,98.2015,14.7122,15.94
2024-05-24,96.3334,141.9177,67.0022,180.75,150.17,134.8657,276.74,99.5445,15.0606,15.63
2024-05-28,95.3766,140.1808,65.5704,182.15,152.39,133.8857,280.16,102.0865,15.5782,15.16
2024-05-29,94.2941,138.7383,64.8446,182.02,189.45,132.9351,278.19,101.8467,15.1501,15.09
2024-05-30,94.9126,142.7715,63.5305,179.32,178.47,133.4545,276.78,100.8587,15.1302,15.14
2024-05-31,96.7877,145.0383,64.8741,176.44,172.87,134.8755,271.76,103.2089,15.0108,15.55
